ORF	WT	Opt	WTRNA
NCU00923	28	39.8	32
NCU00924	25	15.6	21.6
NCU00925	79.1	79.8	92.6
NCU00926	4.1	5.1	3.1
NCU00927	17.7	16.3	2.2
NCU00928	28.3	21.4	5.1
NCU00929	3.7	3.6	1.5
NCU00930	155	134.1	279.8
NCU00931	13.6	14.5	46.3
NCU00932	0.3	0.4	0
NCU00934	0.3	0	3
NCU00935	624.1	1614.7	105.9
NCU00936	91.6	48.9	26.6
NCU00937	2.2	0.5	5
NCU00938	130.1	140.8	21.3
NCU00939	35.4	16.9	6.2
NCU00940	0	0	0
NCU00941	1.5	2	1.4
NCU00943	0.8	1.3	0.4
NCU00944	29.9	35.9	35.3
NCU00945	9.6	20.3	2.7
NCU00946	0	0	0
NCU00947	0	0.5	7.5
NCU00948	0	0	0
NCU00949	3.9	1.9	2
NCU00950	6.6	9.7	2
NCU00951	721.4	345	1739.4
NCU00952	62.3	38.7	11.9
NCU00953	10.6	22.7	19.9
NCU00954	22.7	24.2	16.1
NCU00955	18.8	112.8	3.1
NCU00956	24.8	25.9	6.8
NCU00957	717	532.3	141.2
NCU00958	51.3	41.2	10.5
NCU00959	295.7	169.8	107.4
NCU00960	0	0	0
NCU00961	0	0	0.8
NCU00962	6.6	5.3	1.7
NCU00963	259.8	153.1	66.2
NCU00964	47.3	37.4	19.1
NCU00965	65.9	126.5	31.8
NCU00966	60.9	35.6	33.4
NCU00967	21.3	14.3	7
NCU00968	25	25.3	26.2
NCU00969	179.6	161.8	438.8
NCU00970	0.9	1.6	1.1
NCU00971	1670.3	966.7	1316.2
NCU00972	16	2.9	31.9
NCU00973	0.1	0.3	0.3
NCU00974	25.3	21.9	36.8
NCU00975	0.4	0.4	0.4
NCU00976	0	0	0
NCU00977	30.6	38.2	15.4
NCU00978	13.5	19.9	1.5
NCU00979	1274.2	1968.3	943.6
NCU00980	16.1	17.4	3.9
NCU00981	68.8	69.1	34
NCU00983	113.1	123	7.6
NCU00984	16.1	29.5	7.2
NCU00985	0.4	0.9	0
NCU00986	0	0	0
NCU00987	6.3	0.6	2.8
NCU00988	2.2	0.5	0.7
NCU00989	0	0	0
NCU00990	0.6	0.1	0
NCU00992	47.9	25.1	73.7
NCU00993	0	0	0
NCU00994	0.7	1	0.6
NCU00995	268.7	1039	341.9
NCU00998	10.8	12.8	10.5
NCU00999	191.7	309.6	40.7
NCU01000	0	0	0
NCU01001	14.4	19.5	5.9
NCU01002	94.9	147	58.5
NCU01003	0	0.4	0
NCU01004	100	105.2	21.1
NCU01005	5	20.4	7.7
NCU01006	40.2	39.1	14.4
NCU01007	34.8	37.8	40.1
NCU01008	71.1	78.5	105.9
NCU01009	0	0.1	0
NCU01010	5	31.3	12.2
NCU01011	0.4	0.4	0.9
NCU01012	0	0	0.2
NCU01013	82.3	35.5	31.3
NCU01014	0	0.2	0
NCU01015	6.2	5.2	15.3
NCU01016	12.4	41.3	9.5
NCU01017	16.2	25.6	21.1
NCU01019	25.8	17.7	5.9
NCU01021	226.7	230	202.5
NCU01022	17.6	15.6	5.8
NCU01023	48.9	55.4	13
NCU01024	28.6	73.9	49
NCU01025	0	0	0
NCU01026	13.5	12.2	6.9
NCU01027	0.2	0	0
NCU01032	10.5	6.7	2.8
NCU01033	0.1	0.1	0.1
NCU01034	0	0.5	0
NCU01036	37.7	26.4	6.8
NCU01038	0	0.1	0
NCU01039	24.4	4.2	14.5
NCU01041	9.1	6	6
NCU01042	1.4	173.3	11.4
NCU01043	0	0	0
NCU01044	9.9	8.2	7.8
NCU01045	6.6	79.5	2.2
NCU01047	16.8	17.9	4.1
NCU01048	0	0.1	0
NCU01049	0	0	0
NCU01050	0	0	0
NCU01051	0	0	2
NCU01052	0	1	0
NCU01053	12.4	7.6	2.9
NCU01054	0	0	0
NCU01055	3.4	8.9	0.9
NCU01056	0.8	10.9	1
NCU01057	7.9	33.9	1.2
NCU01058	0.2	0.3	0.2
NCU01059	5.1	6.3	0.8
NCU01060	27.1	25.5	35.3
NCU01061	5.4	3.8	5
NCU01063	27.3	32	17.2
NCU01064	12.1	37.4	122.5
NCU01065	96.8	204.5	37.5
NCU01066	15.9	54	17.1
NCU01067	21.5	22.1	18.2
NCU01068	54.2	23.6	16
NCU01069	88.2	93.6	32.2
NCU01070	13.4	11	32.9
NCU01071	0	0	0
NCU01072	14.7	10.1	15
NCU01073	3	2.9	1.7
NCU01074	1.9	1.6	0.7
NCU01075	0	0	0
NCU01076	0	0	0
NCU01077	0.2	0	0
NCU01078	3.5	4.8	1.1
NCU01079	0	0	0
NCU01080	33.7	51.9	10.4
NCU01081	11.3	7.3	1.1
NCU01082	0.2	0	0.7
NCU01083	86.9	69	55.5
NCU01084	24.8	15.8	1.9
NCU01085	5.9	3.9	2.4
NCU01086	0.1	0.6	0
NCU01087	0	0	0
NCU01088	4.1	23.8	7.4
NCU01089	0.8	0.4	0.2
NCU01090	0	0	0
NCU01091	0	0.2	0
NCU01092	2.6	0.2	4.1
NCU01093	0.3	0.4	0
NCU01094	0.1	0	0
NCU01095	0.3	0.2	0.6
NCU01096	0	0	0
NCU01097	17.8	14.5	10.3
NCU01098	3.3	17.4	0.5
NCU01099	26.7	22.9	3.2
NCU01100	124.9	108.1	18.5
NCU01101	46.7	67.7	18.7
NCU01102	66.5	68.9	17.1
NCU01103	0.3	1.6	0
NCU01104	26.1	14.5	3.7
NCU01105	0.1	0.1	1.8
NCU01106	0.2	0.3	0.9
NCU01107	385.3	140.1	146.2
NCU01108	12.4	12.2	5.2
NCU01109	0.8	1	0
NCU01111	0.1	0.4	0.3
NCU01112	9.7	2.1	5
NCU01113	0	0.1	0
NCU01114	18.2	31.4	6.4
NCU01115	7.4	6.3	3.8
NCU01116	11.6	10.9	13.3
NCU01118	43.4	41.9	10
NCU01119	34.4	42.8	18.8
NCU01120	0.1	0	0
NCU01121	34.2	62.8	60.4
NCU01122	6.2	2.2	1
NCU01123	0.2	0.2	0
NCU01124	4.8	5.5	7.3
NCU01127	10.9	4.1	8.1
NCU01132	0.4	0.1	0.2
NCU01134	0.2	0.2	0
NCU01135	0.1	0.2	0
NCU01136	7.3	17.4	1.8
NCU01138	0.1	0.7	1.4
NCU01140	17.1	4.9	3.7
NCU01141	8.9	9.3	17.5
NCU01142	172.8	104.4	169.4
NCU01143	22	15.3	6.4
NCU01144	6	4.9	1.2
NCU01145	99.5	98.6	47.1
NCU01146	144.4	158	107.3
NCU01147	15.9	25.5	10.8
NCU01148	1.3	2.8	1
NCU01149	7.3	17.9	23.1
NCU01150	25.3	29.1	16.8
NCU01151	0	0.1	0.2
NCU01153	0	0	1.8
NCU01154	61.1	35.5	9.2
NCU01156	0.2	0.7	1.1
NCU01157	52.4	34.9	13.7
NCU01158	2	13.9	1.1
NCU01159	0	0	0
NCU01160	254.5	162.4	54.5
NCU01161	43.7	42	11.6
NCU01162	0.3	1.6	1.6
NCU01163	41.3	54.5	78.8
NCU01164	104.4	104.2	15.7
NCU01165	98.9	67.2	17.4
NCU01166	143.9	212.1	24.2
NCU01167	32.8	50.2	27.1
NCU01169	273.8	195	118.7
NCU01170	91.4	71.7	20.2
NCU01171	28.9	20.5	11.1
NCU01172	14.7	10.9	4.5
NCU01173	0	0	0
NCU01174	24.2	14.3	5.6
NCU01175	631.5	499.9	63.6
NCU01176	5.3	3.7	1.2
NCU01177	93.5	124.9	139.9
NCU01178	52.2	52.4	27.5
NCU01179	282.5	153.1	102
NCU01180	9.9	10.6	2.5
NCU01181	146.2	155.1	77.9
NCU01182	7.6	3.5	1.5
NCU01183	93.9	74.1	102.4
NCU01184	34.7	34.9	51
NCU01185	6.9	13.5	6.7
NCU01186	17.8	19.1	2.3
NCU01187	12.7	13.2	11.2
NCU01188	39.4	60.1	3.9
NCU01189	27.4	20.3	4.8
NCU01190	109.1	136	33.5
NCU01191	4	9.4	3.3
NCU01192	34.3	22.5	8.1
NCU01193	20.3	24.2	3
NCU01195	4897.9	2723.5	1559.8
NCU01196	0.6	1.7	1.5
NCU01197	287.9	180.3	55
NCU01198	17.6	16.9	3.3
NCU01199	7.9	9.7	10.4
NCU01200	505.1	390.7	471.5
NCU01201	85.4	63.9	42.4
NCU01202	134.1	96.9	31.7
NCU01203	18.2	24.7	41.7
NCU01204	980.6	1384.8	1422.1
NCU01205	17.8	14.4	2.2
NCU01206	10.1	7.3	2.7
NCU01207	455.8	432.7	97.7
NCU01208	14.5	10.3	4
NCU01209	0.9	0.7	1.4
NCU01211	16.1	30	5.7
NCU01212	0	0.3	0.7
NCU01213	61.2	51.1	48
NCU01214	0.1	0.2	0.2
NCU01215	28.5	56.9	49.3
NCU01216	54.6	45.7	7.5
NCU01218	82.3	87.7	120.2
NCU01219	524.7	216	80.2
NCU01220	67.4	100.3	13.3
NCU01221	1069.3	680.8	373.1
NCU01223	0.6	0	20.4
NCU01224	288.8	216.7	115.6
NCU01225	50.4	38.2	7.9
NCU01227	667.9	492.5	248.3
NCU01229	56.4	45.5	12.1
NCU01230	8.5	15.8	14.7
NCU01231	0.6	0	0
NCU01233	42.1	26.8	31.7
NCU01234	133.3	92.2	27.8
NCU01235	57.1	54.7	14.2
NCU01236	1.3	3.1	7.7
NCU01238	18.9	18	3.5
NCU01240	223.1	194.8	38.1
NCU01241	131.4	103.6	13.6
NCU01242	12	10.3	2.8
NCU01243	53.5	41.1	11
NCU01245	23.8	22.9	14
NCU01246	10.4	7.7	14.7
NCU01247	41.7	44	11.7
NCU01248	2.9	2	1.8
NCU01249	364.5	238.5	42.1
NCU01250	20.9	17.9	10.3
NCU01252	45.7	44.5	6.6
NCU01253	6.8	7.7	13.4
NCU01254	17.7	17	24.4
NCU01255	50	47.3	17.6
NCU01256	20.6	21.6	3.6
NCU01257	61.9	79.1	21.7
NCU01258	86.7	51.5	139.1
NCU01259	21.9	30.3	21
NCU01260	2.9	1.7	0.6
NCU01261	0	0	0
NCU01262	0	0.6	0
NCU01266	4.1	4.7	1.5
NCU01267	27.6	34.6	5.5
NCU01268	19.6	32.2	14.2
NCU01269	22.6	20.9	4.2
NCU01270	0.4	0.5	0
NCU01271	131.2	77.5	23.8
NCU01272	130.4	122.2	35.2
NCU01273	26.3	26.3	12.6
NCU01274	14.8	17.8	4.8
NCU01275	8.8	18.4	13.8
NCU01276	42.2	46.9	48.1
NCU01277	31.2	54.7	22.1
NCU01278	33.7	25.1	7.7
NCU01279	43.7	35.3	6.3
NCU01281	0	0	0
NCU01282	58.6	106.7	24.9
NCU01283	235.3	309.3	74.2
NCU01284	15.7	27.3	40
NCU01285	28.9	16.7	18.5
NCU01288	13	11.9	5.4
NCU01289	10.5	32.3	51.4
NCU01290	223	232.9	143.7
NCU01291	105	77	15.5
NCU01292	3.2	2.5	7.8
NCU01294	24.4	26.1	10.5
NCU01296	49.4	52.8	89
NCU01297	62.7	43	88
NCU01298	12.9	2.2	11.5
NCU01299	43.4	46.2	57.5
NCU01300	130.9	81.6	216.2
NCU01301	44.3	61.5	33.1
NCU01302	33.2	44.6	17.3
NCU01303	10.6	8.4	3.6
NCU01304	22.9	18.3	110.2
NCU01305	35.3	18.9	8.1
NCU01306	17.5	28	6.1
NCU01307	19.5	70	25.2
NCU01308	0	0	1
NCU01309	9.4	5.9	2.5
NCU01310	40.1	37.3	10.7
NCU01311	1.1	2.3	0.3
NCU01312	14.4	17.6	3.7
NCU01313	0	0	0
NCU01314	0	0	0.9
NCU01315	25.5	19.8	11.7
NCU01317	1066.5	1016.8	4006.2
NCU01318	196.6	166.3	26.4
NCU01319	74.6	50.7	18
NCU01320	62.2	52	163.1
NCU01321	1.3	1.6	2.6
NCU01322	12.3	12.2	3.7
NCU01323	38.2	34.1	7.3
NCU01324	30	35.2	8.2
NCU01325	1.3	0	0
NCU01326	0.2	0.2	0
NCU01327	39.1	81.9	44.2
NCU01328	1839.9	1124.4	222.1
NCU01329	5.8	10.1	12.6
NCU01330	24.3	14	3.1
NCU01331	160.9	129.1	778.9
NCU01332	546	432.8	98.7
NCU01333	58.3	79.1	11.3
NCU01334	0.3	0.2	0
NCU01335	14	13	2.8
NCU01336	21.6	18.3	4.4
NCU01337	13	11.2	9.3
NCU01338	10.1	16.2	18.4
NCU01339	16	20.2	6.4
NCU01340	12.3	27.2	27.4
NCU01341	45.3	39.2	20.8
NCU01342	188.1	138.3	27.3
NCU01343	39.3	82.5	33
NCU01344	16.8	29.9	12.9
NCU01345	50.2	37.4	8.9
NCU01346	0	0	0
NCU01347	39.2	46.3	7.4
NCU01348	28.7	8.4	8.8
NCU01349	8.8	7.9	4
NCU01350	0	0	0
NCU01351	0.3	0	0
NCU01353	172.5	159.1	65.9
NCU01355	1.4	0.6	0.5
NCU01356	8.4	16.8	6.5
NCU01357	0.2	0.3	0
NCU01358	0	0	0.2
NCU01360	305.5	218.7	248.4
NCU01361	20.1	24.4	4.8
NCU01362	46.4	33.3	8.1
NCU01364	42.1	48.9	39.1
NCU01365	4	2.5	3.5
NCU01366	5.8	5.2	3.6
NCU01367	30	31	12.1
NCU01368	334.5	393	176.6
NCU01369	516.4	362.2	56.5
NCU01370	4.8	4.9	2
NCU01371	13.2	16.5	39.2
NCU01373	0	0	0.3
NCU01374	7.5	9.6	5.2
NCU01375	0	0.5	0
NCU01376	15.6	5.9	14
NCU01377	9.7	10	7.8
NCU01378	23.9	12	5
NCU01379	27.1	18.2	5.6
NCU01380	1.3	14.1	0.3
NCU01381	59.4	119.6	77.2
NCU01382	6.9	39	3.5
NCU01383	0.6	2.3	1.5
NCU01385	0	0	0
NCU01386	9.9	12.7	3.7
NCU01387	3.7	2.6	4.1
NCU01388	50.9	46.7	9.4
NCU01389	4	8.7	17.8
NCU01390	11.2	31.4	5.5
NCU01391	175.4	233.7	75.8
NCU01392	0	0	0.9
NCU01393	22.7	30.5	40.3
NCU01394	0	0.3	0
NCU01395	29.3	138.8	3.1
NCU01396	0.4	0.5	0
NCU01397	29.7	28.1	27.8
NCU01398	1.3	0.4	1.2
NCU01399	31.2	37.6	53
NCU01400	21.3	33.8	4.1
NCU01401	22.3	11.7	10.5
NCU01402	0.1	0	0
NCU01403	7	13.8	3.5
NCU01404	16.5	12.3	1.3
NCU01407	0.2	0	0
NCU01408	61.5	41.7	6.8
NCU01409	29.4	27.9	2.7
NCU01410	18.1	17.7	3.6
NCU01411	1.7	1.3	0.6
NCU01412	90.2	125.7	54.4
NCU01413	26.2	38.8	3.4
NCU01414	148.9	160.6	17.9
NCU01415	0	0	0.7
NCU01416	0	0	0.9
NCU01417	11.3	7.9	16.8
NCU01418	650.6	737.9	795.5
NCU01419	95.5	52.8	52.9
NCU01420	123.9	90	70.5
NCU01421	15.4	14.3	13.2
NCU01422	513.2	677.8	78.1
NCU01423	0.2	0.1	3.9
NCU01424	470.2	264.2	365.8
NCU01425	304.2	224.9	112.3
NCU01426	24.1	10.7	12
NCU01427	41	63.6	20.7
NCU01428	323.9	384.5	481.7
NCU01429	550.6	291.7	254.8
NCU01430	4.8	2.8	5
NCU01431	28.9	30.8	10.9
NCU01432	24.3	19.7	13.6
NCU01433	51.9	45.6	31.1
NCU01434	4.4	15.5	7.3
NCU01435	25.7	20.4	9.7
NCU01436	461.9	291.5	92.3
NCU01438	864.3	895.9	164.4
NCU01439	1347.2	961.8	143.8
NCU01440	123.2	101.2	12.3
NCU01441	140.6	115.8	310.2
NCU01442	2.8	41.5	2.7
NCU01443	411.1	328.9	391.4
NCU01444	148.2	118.4	20.1
NCU01445	15.9	9.6	2.3
NCU01446	148	147.9	51.1
NCU01447	70.5	117.9	33
NCU01448	0	0	0
NCU01449	97.4	54.9	11.9
NCU01450	0.5	0.6	1.3
NCU01451	82.6	30.9	13.5
NCU01452	2508.8	1847.3	1294.9
NCU01453	29.2	13.6	9.9
NCU01454	52.1	41.8	13
NCU01455	44.1	39.3	54.5
NCU01456	44.7	41.4	8.8
NCU01457	14.5	12.1	3.4
NCU01458	13.7	18.9	32.4
NCU01459	15.2	14.1	3.7
NCU01460	107	83.2	158.6
NCU01461	19.5	15.5	4.6
NCU01462	0.2	0	0
NCU01463	1.3	3.7	0
NCU01464	49.4	48.5	51.1
NCU01465	23.1	20.2	5.8
NCU01466	11.1	9.2	3.7
NCU01467	212.3	203.5	123.6
NCU01468	127.3	140.7	29.8
NCU01469	24.9	58.6	24.7
NCU01470	75.2	76	13.6
NCU01471	39.7	34.1	8.6
NCU01472	0	0	0.2
NCU01473	67.4	52.7	10.1
NCU01474	72.6	68.6	44.4
NCU01475	23.1	22.6	6.6
NCU01476	16.3	12.1	13.1
NCU01477	18.1	24.7	31.2
NCU01478	31.8	49.8	4.4
NCU01479	147.2	193.4	43.3
NCU01480	9.3	11.8	2.4
NCU01481	8.7	13.8	9.4
NCU01483	97.7	158.7	68.1
NCU01484	885.1	1472.7	242.7
NCU01485	80.6	77.7	28
NCU01486	33.6	30.8	19.8
NCU01487	315.3	583.1	105
NCU01488	0	0.2	0.4
NCU01489	219.9	239	17.7
NCU01490	3.5	6.3	6.7
NCU01491	3.8	3.4	1
NCU01493	1.1	2	0.9
NCU01494	0.3	0.2	0.4
NCU01495	0	0.1	0
NCU01496	3.4	0.5	0.6
NCU01498	35.5	41.3	15.8
NCU01499	33.1	33.3	11.2
NCU01500	27	25.4	111.3
NCU01501	63.8	66.7	98.3
NCU01502	26.2	30.7	9.2
NCU01503	41.8	43.4	11.2
NCU01504	205.3	170.3	69.7
NCU01505	0	0.1	0
NCU01506	12.6	12.7	10.1
NCU01509	34.5	100.1	28.6
NCU01510	73.1	18.5	20.5
NCU01511	97.2	211.2	56.8
NCU01512	40.9	31	73.9
NCU01514	11.6	13.5	4.5
NCU01515	71	55.1	7.7
NCU01516	95	72.4	15.1
NCU01517	27.5	51.2	5.9
NCU01519	0	0	0
NCU01520	0	0	0
NCU01521	1.8	3.6	2.2
NCU01522	8.7	6	1.5
NCU01523	435.7	351.5	32.3
NCU01524	68.1	74.8	29.5
NCU01525	24.9	28.5	9.6
NCU01526	0	0	3.7
NCU01527	14.2	15	5.7
NCU01528	23920.8	16586.3	2559.8
NCU01529	0	0	0.9
NCU01530	0.2	0	0
NCU01531	0	0	0
NCU01532	0	0	0
NCU01534	32.6	45.9	11.1
NCU01535	74.3	61.8	25.4
NCU01536	0	0.5	0
NCU01539	14.1	12.1	7.9
NCU01540	46.4	32.2	15
NCU01541	8.9	64.5	139.8
NCU01542	8.4	8.7	5.1
NCU01543	54	31.1	6.8
NCU01545	432	397	184.3
NCU01546	1067.1	2027	923
NCU01547	127.4	173.9	238.5
NCU01548	267.3	406.4	200.9
NCU01549	59.4	69.3	5.5
NCU01550	337.6	201.8	105.9
NCU01551	8.6	16	8.3
NCU01552	2239.7	1639.5	830.8
NCU01553	16.8	15.4	13
NCU01554	26.7	20.8	5.8
NCU01555	86.8	33.2	37.4
NCU01559	53.2	53.6	25.5
NCU01560	0.4	1	9.1
NCU01561	0	0	0
NCU01562	0	0	0
NCU01563	5.2	4.3	4.1
NCU01564	22.5	15.9	3
NCU01565	31.7	84.3	13.6
NCU01566	0.2	0	0
NCU01567	0.1	0	0
NCU01568	17.4	21.5	14.1
NCU01569	11.5	12.6	2.3
NCU01570	2.4	1.2	2.2
NCU01571	27.1	34.6	35.7
NCU01572	0	0	0
NCU01573	0	0	0
NCU01575	49.6	30.4	9.3
NCU01577	8.3	9.4	11.2
NCU01579	4.7	6.6	14.5
NCU01580	12.5	8.4	2.5
NCU01581	9.3	10.3	5.2
NCU01584	14.4	17.2	3.7
NCU01585	67.8	117.9	129
NCU01587	1354.2	1017.9	2541.7
NCU01589	315.4	252.5	57.5
NCU01591	0	0.1	0
NCU01592	0	0	0
NCU01593	0.1	0	0.2
NCU01595	25.8	18.5	10
NCU01596	188.6	173.2	39.5
NCU01597	4.6	4.6	2
NCU01598	0	0.8	0.7
NCU01599	23.9	18.1	4.7
NCU01601	73.3	113.5	75.3
NCU01605	26.6	19.6	13.5
NCU01606	411.1	279.3	552.3
NCU01607	5.2	13.6	1.7
NCU01608	0.1	0.2	0.8
NCU01610	0	0	2.1
NCU01611	20.7	12.5	3.5
NCU01612	53.7	39.3	8.2
NCU01613	41.2	25.2	38.6
NCU01614	143.1	147	74.6
NCU01615	8	7.9	8.7
NCU01620	3.2	2.4	1428.1
NCU01623	4.9	4	2.5
NCU01625	12.9	11.2	35.4
NCU01629	5.8	20.7	1.7
NCU01631	0	0	0
NCU01632	271.3	211.3	43.1
NCU01633	917.4	1575.2	107.2
NCU01634	2203.8	2397.1	600.7
NCU01635	2495	1540.2	1432.9
NCU01636	25.3	29.6	105.6
NCU01637	26	27.7	4.9
NCU01638	55.3	48.6	8.9
NCU01640	80.4	75.8	14.7
NCU01642	42.5	32.1	6.1
NCU01643	53.4	41.6	11.5
NCU01644	29.1	27.4	8.7
NCU01645	108.3	124.9	26.4
NCU01646	14.2	11.7	4.3
NCU01647	55.4	76.4	64.8
NCU01648	166.9	95.1	40.6
NCU01649	4	7.2	18
NCU01650	54.7	71.7	57.7
NCU01651	4.1	3.7	1.9
NCU01652	178.4	339.1	167
NCU01653	0.2	2.1	1.2
NCU01654	88.4	74.6	42.7
NCU01655	57.1	73.5	42.5
NCU01656	4.7	3.2	2.2
NCU01657	49.7	38.8	123.4
NCU01658	20.2	13.1	6.5
NCU01659	41.7	37.8	7.2
NCU01660	2.4	0	0
NCU01664	16.4	24.1	56.6
NCU01665	40.7	39	8.3
NCU01666	527.6	544.4	217.4
NCU01667	136.5	130.3	61.3
NCU01668	28.8	19.1	11.5
NCU01669	77.7	62.5	16.1
NCU01670	31	31.4	48.5
NCU01672	0.4	0.2	0
NCU01673	19.4	34.5	24.8
NCU01674	235.7	259.9	81.4
NCU01675	48.7	49.5	15.5
NCU01678	3.3	0.6	3.2
NCU01679	5.9	5	3.9
NCU01680	3041.5	1912.2	404.6
NCU01681	0	0	0
NCU01684	0	0.4	0
NCU01686	0	0.4	1.7
NCU01688	0	0	0
NCU01689	203.2	332.4	71
NCU01692	1517.4	952.6	524.4
NCU01695	29.7	30.2	3.5
NCU01696	12.6	13.5	8.2
NCU01697	3.2	55.7	3.1
NCU01698	52.2	76.2	87
NCU01699	0	0.8	0.3
NCU01700	12.5	16.2	5.3
NCU01701	62.3	37.5	47.1
NCU01702	95.8	66.9	30.6
NCU01703	34.5	38.7	11.9
NCU01704	154.5	113.9	63.3
NCU01705	14.5	17.5	15.4
NCU01706	4.8	3.4	1.4
NCU01713	42.7	69.6	45.5
NCU01715	9.2	7.8	2.7
NCU01717	0	0	0
NCU01720	174.1	98.6	38.3
NCU01722	36.9	30.9	5.3
NCU01724	66.6	43.3	6.7
NCU01725	9.4	10.6	1.2
NCU01728	108.7	121.5	468.1
NCU01729	19	21.2	5.6
NCU01731	53	48.3	17.2
NCU01734	0	0	13.1
NCU01735	16.4	7.9	2.8
NCU01737	34.4	25	4.8
NCU01738	8.2	4	15.4
NCU01739	72.6	92.6	138
NCU01740	299.6	571.3	336
NCU01741	19.8	48.7	45.9
NCU01742	28.6	24	7.5
NCU01744	390.9	291.8	51.8
NCU01745	81.9	50	13.4
NCU01746	9.7	16.1	43.7
NCU01747	58.4	69.8	20.5
NCU01748	126.5	148.9	48.8
NCU01750	2.6	3.2	17.8
NCU01751	38.9	25.4	13.4
NCU01752	73.7	213.5	88.5
NCU01753	33.3	31.3	13.2
NCU01754	5541.7	13528.3	1442.3
NCU01756	220.8	195.8	317.7
NCU01757	1.8	2	0
NCU01758	26.1	16.4	16.2
NCU01759	108.2	66.6	141
NCU01760	0.1	0	0
NCU01761	90.7	133.3	287.3
NCU01762	16.4	11	1.7
NCU01763	10.9	13.6	4.3
NCU01764	8.9	5.8	10.1
NCU01765	442.2	346.9	54.1
NCU01766	47.6	44.4	40.3
NCU01767	90.8	78.2	13.6
NCU01768	513.8	202.5	72.9
NCU01769	11.2	5.7	6.2
NCU01771	4.4	4.5	3.8
NCU01772	18.5	14.6	2.7
NCU01776	1126.7	709	279.1
NCU01777	62	47	9.8
NCU01779	59.6	60.3	118
NCU01780	12.5	10.4	1.6
NCU01781	25.2	28	8.5
NCU01782	27.6	27.8	15
NCU01783	6.5	8.5	34.7
NCU01784	15.8	17.5	6.9
NCU01785	12.3	14.4	2.1
NCU01786	83.7	40.4	22.9
NCU01788	5.7	2.7	0.9
NCU01789	37.4	49.4	5.5
NCU01790	12	9.8	4.7
NCU01791	24.4	38.2	16.8
NCU01792	428.5	414.3	256
NCU01793	131.9	175.4	51.5
NCU01794	107.5	146.1	18.8
NCU01795	92.4	101.5	11.4
NCU01796	10.1	7.9	7
NCU01797	87.6	73.1	14.8
NCU01798	0	0	0
NCU01799	11.2	49.7	145.8
NCU01800	74.5	73.9	72.1
NCU01801	4.7	15.7	9.8
NCU01802	0	0	0
NCU01803	24.8	37.5	28.3
NCU01804	18.2	19.7	12.4
NCU01805	10.8	21.2	8.1
NCU01806	38.7	25.7	6.1
NCU01807	33.9	25.8	15.7
NCU01808	1607.4	1232.2	2365.3
NCU01809	20.9	19.4	21.4
NCU01810	17.4	15.9	3
NCU01811	5.8	8	2.5
NCU01812	1	0.7	0
NCU01813	66.9	48.1	32.1
NCU01814	36	37.8	5.5
NCU01815	59.5	46.3	33.6
NCU01816	236.8	251.1	82.5
NCU01817	44.8	48.8	37.5
NCU01818	6.6	11.9	2.1
NCU01819	0.6	1	1
NCU01820	269.7	166.8	21.4
NCU01821	227.7	172.3	437.1
NCU01822	65.2	104.1	141.1
NCU01823	21.8	15.6	3.6
NCU01824	505	645.9	65.7
NCU01826	111.6	110.9	20.6
NCU01827	2329.2	1520.7	6343.5
NCU01828	31.7	31.8	45.4
NCU01829	0.5	2	1.8
NCU01830	0	1.9	0.6
NCU01831	16.4	8.9	1.3
NCU01833	14.2	10	4.4
NCU01834	0	0.8	0.5
NCU01835	254.7	276.7	66.7
NCU01837	0	0	0
NCU01838	105.3	79.7	98.9
NCU01839	11	16.1	10
NCU01840	0.1	0.4	1
NCU01841	16.2	23	8.5
NCU01842	14.2	14.7	5
NCU01843	280	258.7	51.6
NCU01844	12.2	51.8	18.9
NCU01845	137.1	194.4	28.6
NCU01846	50	73	6.1
NCU01848	0	0	0
NCU01849	0.3	2.8	0.6
NCU01850	20.3	29.1	3
NCU01851	1.1	0.8	1.6
NCU01852	0.6	0.7	0.3
NCU01853	0.2	0	0
NCU01854	87.7	50.9	16.7
NCU01855	25.3	33.6	10.4
NCU01856	89.6	103.8	27.1
NCU01857	39.5	32.5	8.8
NCU01858	19.1	16.1	16.9
NCU01859	235.9	202.9	264.3
NCU01860	0.4	0.8	0.7
NCU01861	41.6	3.2	11.3
NCU01862	9	18.3	1.2
NCU01863	0	0.4	0.8
NCU01865	4.3	5	1.5
NCU01866	0	0	0.3
NCU01867	0	0	0
NCU01868	0	0.3	0.7
NCU01869	0.2	0.9	0.6
NCU01870	2	0.5	0.8
NCU01871	233.6	517.6	102.5
NCU01872	0	0	0
NCU01873	0	0	1.6
NCU01874	0.1	0	0
NCU01875	0	0.5	0
NCU01876	0	0	0
NCU01877	0	0	0
NCU01878	40.1	51.2	14.7
NCU01879	22.3	21.3	16.2
NCU01880	0.1	0	0
NCU01881	29	9.1	11.8
NCU01882	214.4	165.5	33.1
NCU01883	24.8	29.8	7.3
NCU01884	2.8	1.2	0.7
NCU01886	147.6	94	36.7
NCU01888	10	8	1.3
NCU01889	27	31.9	15.3
NCU01891	19.9	7.6	17.2
NCU01893	14.5	14	3.2
NCU01894	129.9	105.9	18.4
NCU01895	20.3	21.6	4.7
NCU01896	7	3.6	1
NCU01897	26.9	28.1	18.3
NCU01898	28.7	9.9	65.8
NCU01899	0	0.1	0.6
NCU01900	3.7	6	10.3
NCU01901	11	14.7	4.6
NCU01902	102.1	145.8	205.5
