GENE	cds.length
SPCC1672.11c	3948
SPCC1672.12c	912
SPCC1672.14	468
SPCC1682.01	258
SPCC1682.02c	2640
SPCC1682.03c	1881
SPCC1682.04	531
SPCC1682.05c	1794
SPCC1682.06	717
SPCC1682.07	1266
SPCC1682.08c	2112
SPCC1682.09c	903
SPCC1682.10	975
SPCC1682.11c	1725
SPCC1682.12c	1374
SPCC1682.13	819
SPCC1682.14	582
SPCC1682.15	2250
SPCC1682.16	1167
SPCC16A11.01	987
SPCC16A11.02	2334
SPCC16A11.03c	1401
SPCC16A11.04	3033
SPCC16A11.05c	429
SPCC16A11.06c	1521
SPCC16A11.07	495
SPCC16A11.08	1605
SPCC16A11.09c	633
SPCC16A11.10c	390
SPCC16A11.11	348
SPCC16A11.12c	2550
SPCC16A11.13	795
SPCC16A11.14	1257
SPCC16A11.15c	354
SPCC16A11.16c	1167
SPCC16A11.17	2736
SPCC16C4.01	1149
SPCC16C4.02c	1647
SPCC16C4.03	528
SPCC16C4.04	801
SPCC16C4.05	606
SPCC16C4.06c	1242
SPCC16C4.07	1686
SPCC16C4.08c	1026
SPCC16C4.09	3201
SPCC16C4.10	774
SPCC16C4.11	867
SPCC16C4.12	543
SPCC16C4.13c	498
SPCC16C4.14c	3021
SPCC16C4.15	1089
SPCC16C4.16c	621
SPCC16C4.17	708
SPCC16C4.18c	1359
SPCC16C4.19	555
SPCC16C4.20c	234
SPCC16C4.21	246
SPCC16C4.22	264
SPCC1739.01	1644
SPCC1739.02c	750
SPCC1739.03	3000
SPCC1739.04c	825
SPCC1739.05	960
SPCC1739.06c	1491
SPCC1739.07	402
SPCC1739.08c	786
SPCC1739.09c	393
SPCC1739.10	1011
SPCC1739.11c	3138
SPCC1739.12	918
SPCC1739.13	1944
SPCC1739.14	2802
SPCC1739.15	990
SPCC1742.01	4692
SPCC1753.01c	840
SPCC1753.02c	1401
SPCC1753.03c	1020
SPCC1753.04	1062
SPCC1753.05	891
SPCC1795.01c	933
SPCC1795.02c	1239
SPCC1795.03	1062
SPCC1795.04c	762
SPCC1795.05c	576
SPCC1795.06	606
SPCC1795.07	456
SPCC1795.08c	2985
SPCC1795.09	1566
SPCC1795.10c	684
SPCC1795.11	1911
SPCC1795.12c	339
SPCC18.01c	3396
SPCC18.02	1347
SPCC18.03	3234
SPCC18.04	2619
SPCC18.05c	1509
SPCC18.06c	1008
SPCC18.07	993
SPCC18.08	1596
SPCC18.09c	699
SPCC18.10	1023
SPCC18.11c	330
SPCC18.12c	783
SPCC18.13	1266
SPCC18.14c	939
SPCC18.15	981
SPCC18.16c	492
SPCC18.17c	1467
SPCC18.18c	1563
SPCC18.19c	285
SPCC18.20	219
SPCC1827.01c	1959
SPCC1827.02c	1089
SPCC1827.03c	1539
SPCC1827.04	1803
SPCC1827.05c	831
SPCC1827.06c	1074
SPCC1827.07c	2049
SPCC1827.08c	1086
SPCC1840.01c	573
SPCC1840.02c	5868
SPCC1840.03	3288
SPCC1840.04	1278
SPCC1840.05c	1764
SPCC1840.06	651
SPCC1840.07c	999
SPCC1840.08c	1686
SPCC1840.09	831
SPCC1840.10	285
SPCC1840.11	546
SPCC1840.12	2376
SPCC188.02	1647
SPCC188.03	2628
SPCC188.04c	717
SPCC188.05	267
SPCC188.06c	1569
SPCC188.07	2208
SPCC188.08c	3327
SPCC188.09c	1830
SPCC188.10c	2685
SPCC188.11	1674
SPCC188.12	1143
SPCC188.13c	4125
SPCC188.14	240
SPCC1884.01	1437
SPCC1884.02	1227
SPCC18B5.01c	4593
SPCC18B5.02c	1019
SPCC18B5.03	2634
SPCC18B5.04	501
SPCC18B5.05c	984
SPCC18B5.06	1173
SPCC18B5.07c	1650
SPCC18B5.08c	2922
SPCC18B5.09c	351
SPCC18B5.10c	930
SPCC18B5.11c	1383
SPCC1902.01	2568
SPCC1902.02	1725
SPCC1906.01	1092
SPCC1906.02c	1746
SPCC1906.03	1182
SPCC1906.04	777
SPCC191.01	537
SPCC191.02c	1989
SPCC191.03c	354
SPCC191.04c	303
SPCC191.05c	636
SPCC191.06	417
SPCC191.07	330
SPCC191.08	405
SPCC191.09c	690
SPCC191.10	450
SPCC191.11	1746
SPCC1919.01	1065
SPCC1919.02	999
SPCC1919.03c	897
SPCC1919.04	771
SPCC1919.05	4170
SPCC1919.06c	750
SPCC1919.07	621
SPCC1919.08c	294
SPCC1919.09	735
SPCC1919.10c	4551
SPCC1919.11	1263
SPCC1919.12c	2532
SPCC1919.13c	849
SPCC1919.14c	1563
SPCC1919.15	2079
SPCC23B6.01c	1440
SPCC23B6.02c	336
SPCC23B6.03c	8439
SPCC23B6.04c	3027
SPCC23B6.05c	315
SPCC24B10.02c	1350
SPCC24B10.03	387
SPCC24B10.04	600
SPCC24B10.05	255
SPCC24B10.06	471
SPCC24B10.07	1710
SPCC24B10.08c	1314
SPCC24B10.09	399
SPCC24B10.10c	1068
SPCC24B10.11c	609
SPCC24B10.12	525
SPCC24B10.13	423
SPCC24B10.14c	612
SPCC24B10.15	1398
SPCC24B10.16c	375
SPCC24B10.17	600
SPCC24B10.18	282
SPCC24B10.19c	1482
SPCC24B10.20	765
SPCC24B10.21	750
SPCC24B10.22	3057
SPCC285.03	1815
SPCC285.04	375
SPCC285.05	1047
SPCC285.06c	789
SPCC285.07c	1086
SPCC285.08	723
SPCC285.09c	1041
SPCC285.10c	1149
SPCC285.11	1284
SPCC285.12	342
SPCC285.13c	2211
SPCC285.14	3453
SPCC285.15c	207
SPCC285.16c	3765
SPCC285.17	702
SPCC290.02	906
SPCC290.03c	4944
SPCC290.04	2094
SPCC297.03	1959
SPCC297.04c	444
SPCC297.05	2922
SPCC297.06c	693
SPCC2H8.02	1752
SPCC2H8.04	801
SPCC2H8.05c	654
SPCC306.02c	516
SPCC306.03c	2229
SPCC306.04c	2763
SPCC306.05c	846
SPCC306.06c	936
SPCC306.07c	855
SPCC306.08c	1026
SPCC306.09c	1656
SPCC306.10	942
SPCC306.11	852
SPCC31H12.02c	921
SPCC31H12.03c	738
SPCC31H12.04c	498
SPCC31H12.05c	969
SPCC31H12.06	1407
SPCC31H12.07	2280
SPCC31H12.08c	2073
SPCC320.03	2604
SPCC320.04c	1893
SPCC320.05	2004
SPCC320.06	870
SPCC320.07c	2286
SPCC320.08	1518
SPCC320.09	1155
SPCC320.10	1686
SPCC320.11c	543
SPCC320.12	558
SPCC320.13c	1068
SPCC320.14	972
SPCC330.01c	2892
SPCC330.02	1692
SPCC330.03c	438
SPCC330.04c	1074
SPCC330.05c	795
SPCC330.06c	471
SPCC330.07c	1503
SPCC330.08	1416
SPCC330.09	1905
SPCC330.10	1083
SPCC330.11	4044
SPCC330.12c	543
SPCC330.13	729
SPCC330.14c	450
SPCC330.19c	273
SPCC330.20	213
SPCC330.21	270
SPCC338.02	378
SPCC338.03c	426
SPCC338.04	504
SPCC338.05c	420
SPCC338.06c	420
SPCC338.07c	2190
SPCC338.08	885
SPCC338.10c	561
SPCC338.11c	912
SPCC338.12	234
SPCC338.13	2217
SPCC338.14	1023
SPCC338.15	1314
SPCC338.16	1734
SPCC338.17c	1887
SPCC338.18	354
SPCC364.01	963
SPCC364.02c	1155
SPCC364.03	564
SPCC364.04c	1902
SPCC364.05	2733
SPCC364.06	1182
SPCC364.07	1401
SPCC417.02	285
SPCC417.03	303
SPCC417.04	543
SPCC417.05c	1539
SPCC417.06c	1875
SPCC417.07c	3348
SPCC417.08	3144
SPCC417.09c	2304
SPCC417.10	1527
SPCC417.11c	1317
SPCC417.12	1620
SPCC417.15	132
SPCC417.16	159
SPCC4B3.01	897
SPCC4B3.02c	390
SPCC4B3.03c	2040
SPCC4B3.04c	3951
SPCC4B3.05c	1068
SPCC4B3.06c	603
SPCC4B3.07	1182
SPCC4B3.08	657
SPCC4B3.09c	522
SPCC4B3.10c	1923
SPCC4B3.11c	351
SPCC4B3.12	1326
SPCC4B3.13	1620
SPCC4B3.14	873
SPCC4B3.15	2763
SPCC4B3.16	759
SPCC4B3.17	852
SPCC4B3.18	951
SPCC4B3.20	270
SPCC4E9.01c	2772
SPCC4E9.02	1248
SPCC4F11.02	1044
SPCC4F11.03c	1008
SPCC4F11.04c	1038
SPCC4F11.05	243
SPCC4G3.02	549
SPCC4G3.03	1044
SPCC4G3.04c	918
SPCC4G3.05c	1827
SPCC4G3.06c	435
SPCC4G3.07c	1386
SPCC4G3.08	1311
SPCC4G3.09c	1908
SPCC4G3.10c	2061
SPCC4G3.11	951
SPCC4G3.12c	2466
SPCC4G3.13c	648
SPCC4G3.14	1587
SPCC4G3.15c	921
SPCC4G3.16	1218
SPCC4G3.17	597
SPCC4G3.18	2487
SPCC4G3.19	2280
SPCC548.02c	810
SPCC548.03c	1092
SPCC548.04	294
SPCC548.05c	1407
SPCC548.06c	1644
SPCC548.07c	1674
SPCC550.01c	234
SPCC550.02c	1065
SPCC550.03c	3642
SPCC550.04c	975
SPCC550.05	699
SPCC550.06c	315
SPCC550.07	1602
SPCC550.08	744
SPCC550.09	1608
SPCC550.10	1503
SPCC550.11	3090
SPCC550.12	1206
SPCC550.13	1638
SPCC550.14	3876
SPCC550.15c	1392
SPCC553.01c	2148
SPCC553.02	2103
SPCC553.03	2814
SPCC553.04	1833
SPCC553.05c	624
SPCC553.06	816
SPCC553.07c	1644
SPCC553.08c	3003
SPCC553.09c	1725
SPCC553.10	1050
SPCC553.11c	330
SPCC553.12c	1566
SPCC569.01c	972
SPCC569.02c	342
SPCC569.03	1128
SPCC569.04	366
SPCC569.05c	1731
SPCC569.06	1437
SPCC569.07	1413
SPCC569.08c	624
SPCC569.09	300
SPCC576.01c	1242
SPCC576.02	711
SPCC576.03c	579
SPCC576.04	801
SPCC576.05	3075
SPCC576.06c	1338
SPCC576.07	573
SPCC576.08c	762
SPCC576.09	357
SPCC576.10c	1170
SPCC576.11	606
SPCC576.12c	270
SPCC576.13	648
SPCC576.14	852
SPCC576.15c	1779
SPCC576.16c	1058
SPCC576.17c	1578
SPCC576.19c	360
SPCC584.01c	3021
SPCC584.02	534
SPCC584.03c	1656
SPCC584.04	1989
SPCC584.05	2082
SPCC584.11c	1143
SPCC584.12	348
SPCC584.13	1635
SPCC584.14	1305
SPCC584.15c	1785
SPCC584.16c	696
SPCC594.01	2376
SPCC594.02c	1470
SPCC594.03	327
SPCC594.04c	1035
SPCC594.05c	1275
SPCC594.06c	1026
SPCC594.07c	768
SPCC5E4.03c	1932
SPCC5E4.04	5487
SPCC5E4.05c	1137
SPCC5E4.06	3423
SPCC5E4.07	447
SPCC5E4.10c	597
SPCC61.01c	1794
SPCC61.02	924
SPCC61.03	984
SPCC61.04c	684
SPCC61.05	1410
SPCC613.01	1494
SPCC613.02	1494
SPCC613.03	570
SPCC613.04c	2241
SPCC613.05c	369
SPCC613.06	570
SPCC613.07	1038
SPCC613.08	849
SPCC613.09	1155
SPCC613.10	1281
SPCC613.11c	765
SPCC613.12c	1917
SPCC622.01c	450
SPCC622.02	384
SPCC622.03c	399
SPCC622.04	423
SPCC622.05	348
SPCC622.06c	369
SPCC622.07	387
SPCC622.08c	399
SPCC622.09	381
SPCC622.10c	2448
SPCC622.11	1689
SPCC622.12c	1356
SPCC622.13c	3297
SPCC622.14	966
SPCC622.15c	1674
SPCC622.16c	2847
SPCC622.17	1068
SPCC622.18	588
SPCC622.19	1422
SPCC622.21	594
SPCC63.02c	1695
SPCC63.03	1839
SPCC63.04	4110
SPCC63.05	972
SPCC63.06	996
SPCC63.07	786
SPCC63.08c	2493
SPCC63.10c	1515
SPCC63.11	1989
SPCC63.12c	615
SPCC63.13	627
SPCC63.14	3555
SPCC645.02	630
SPCC645.03c	573
SPCC645.04	987
SPCC645.05c	4581
SPCC645.06c	3828
SPCC645.07	4005
SPCC645.08c	2637
SPCC645.09	420
SPCC645.10	1455
SPCC645.11c	561
SPCC645.12c	597
SPCC645.13	2166
SPCC645.14c	1776
SPCC663.01c	2517
SPCC663.02	690
SPCC663.03	4089
SPCC663.04	156
SPCC663.05c	789
SPCC663.06c	762
SPCC663.07c	752
SPCC663.08c	762
SPCC663.09c	762
SPCC663.10	1509
SPCC663.11	837
SPCC663.12	1011
SPCC663.13c	435
SPCC663.14c	2064
SPCC663.15c	2037
SPCC663.17	768
SPCC663.18	198
SPCC70.02c	273
SPCC70.03c	1479
SPCC70.04c	735
SPCC70.05c	2346
SPCC70.06	1377
SPCC70.07c	633
SPCC70.08c	783
SPCC70.09c	627
SPCC70.10	468
SPCC70.12c	243
SPCC736.02	861
SPCC736.03c	1290
SPCC736.04c	1128
SPCC736.05	657
SPCC736.06	1836
SPCC736.07c	2100
SPCC736.08	1842
SPCC736.09c	696
SPCC736.10c	459
SPCC736.11	2505
SPCC736.12c	1467
SPCC736.13	1020
SPCC736.14	2649
SPCC736.15	1056
SPCC737.02c	414
SPCC737.03c	1848
SPCC737.04	1266
SPCC737.05	795
SPCC737.06c	864
SPCC737.07c	1983
SPCC737.08	14154
SPCC737.09c	2493
SPCC74.01	1920
SPCC74.02c	2133
SPCC74.03c	1731
SPCC74.04	1674
SPCC74.05	411
SPCC74.06	7035
SPCC74.09	1965
SPCC757.02c	1218
SPCC757.03c	735
SPCC757.04	1911
SPCC757.05c	1203
SPCC757.06	351
SPCC757.07c	1539
SPCC757.08	876
SPCC757.09c	1197
SPCC757.10	642
SPCC757.11c	1416
SPCC757.12	1878
SPCC757.13	1569
SPCC757.15	210
SPCC777.02	1839
SPCC777.03c	1191
SPCC777.04	1566
SPCC777.05	945
SPCC777.06c	906
SPCC777.07	1137
SPCC777.08c	1269
SPCC777.09c	1326
SPCC777.10c	534
SPCC777.11	387
SPCC777.12c	717
SPCC777.13	2511
SPCC777.14	1434
SPCC777.15	981
SPCC777.17c	306
SPCC790.02	2703
SPCC790.03	756
SPCC794.01c	1428
SPCC794.02	810
SPCC794.03	1665
SPCC794.04c	1644
SPCC794.06	1296
SPCC794.07	1452
SPCC794.08	2397
SPCC794.09c	1383
SPCC794.10	1500
SPCC794.11c	1431
SPCC794.12c	1698
SPCC794.15	261
SPCC794.16	372
SPCC825.01	2469
SPCC825.02	1521
SPCC825.03c	855
SPCC825.04c	615
SPCC825.05c	906
SPCC830.02	990
SPCC830.03	2211
SPCC830.04c	432
SPCC830.05c	1674
SPCC830.06	525
SPCC830.07c	1140
SPCC830.08c	549
SPCC830.09c	420
SPCC830.10	567
SPCC830.11c	528
SPCC895.03c	1227
SPCC895.04c	960
SPCC895.05	4386
SPCC895.06	2283
SPCC895.07	2430
SPCC895.08c	1473
SPCC895.09c	3984
SPCC962.01	4290
SPCC962.02c	2994
SPCC962.03c	1629
SPCC962.04	438
SPCC962.05	1560
SPCC962.06c	1764
SPCC965.03	858
SPCC965.04c	2130
SPCC965.05c	978
SPCC965.06	1035
SPCC965.07c	693
SPCC965.08c	1128
SPCC965.09	819
SPCC965.10	1578
SPCC965.11c	1614
SPCC965.12	1251
SPCC965.13	1614
SPCC965.14c	489
SPCC970.01	2634
SPCC970.02	1329
SPCC970.03	906
SPCC970.04c	735
SPCC970.05	300
SPCC970.06	909
SPCC970.07c	1911
SPCC970.08	2904
SPCC970.09	3222
SPCC970.10c	2043
SPCC970.11c	1002
SPCC970.12	585
SPCP1E11.02	1953
SPCP1E11.03	1281
SPCP1E11.04c	1278
SPCP1E11.05c	1419
SPCP1E11.06	2598
SPCP1E11.07c	429
SPCP1E11.08	783
SPCP1E11.09c	330
SPCP1E11.10	624
SPCP1E11.11	1929
SPCP20C8.01c	744
SPCP20C8.02c	336
SPCP20C8.03	768
SPCP20C8.04	237
SPCP25A2.02c	2922
SPCP25A2.03	2259
SPCP31B10.02	432
SPCP31B10.03c	420
SPCP31B10.04	864
SPCP31B10.05	1611
SPCP31B10.06	3567
SPCP31B10.07	2529
SPCP31B10.08c	327
SPCPB16A4.02c	1020
SPCPB16A4.03c	1758
SPCPB16A4.04c	822
SPCPB16A4.05c	861
SPCPB16A4.06c	381
SPCPB16A4.07	210
SPCPB1C11.01	1494
SPCPB1C11.02	1518
SPCPB1C11.03	1713
SPCPJ732.01	1731
SPCPJ732.02c	1668
SPCPJ732.03	453
SPMIT.01	1614
SPMIT.02	1155
SPMIT.03	973
SPMIT.04	819
SPMIT.05	1164
SPMIT.06	2424
SPMIT.07	774
SPMIT.08	684
SPMIT.09	147
SPMIT.10	225
SPMIT.11	747
SPMTR.01	357
SPMTR.02	480
SPMTR.03	129
SPMTR.04	546
