# scores_kozak_JEC21.txt
# Scores of ATG context against Kozak sequence, C. neoformans serotype D JEC21
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: JEC21 systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG agains narrow
# u1.scorekn: score of 1st upstream ATG in 5' UTR against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	d2.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	d2.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
CNA02490	0.86	0.872	0.828	NA	0.835	0.808	0.763	NA	0.012	NA	-0.027	NA
CNA02500	0.839	0.761	0.863	0.975	0.809	0.735	0.819	0.888	-0.079	0.135	-0.074	0.079
CNA02510	0.767	0.897	0.888	0.92	0.768	0.903	0.866	0.821	0.13	0.153	0.135	0.053
CNA02520	0.897	0.761	0.752	NA	0.902	0.754	0.765	NA	-0.136	NA	-0.147	NA
CNA02530	0.872	0.915	0.899	0.839	0.842	0.865	0.836	0.746	0.043	-0.032	0.023	-0.096
CNA02535	0.802	0.698	0.888	0.92	0.791	0.743	0.767	0.872	-0.104	0.118	-0.048	0.081
CNA02540	0.92	0.811	0.805	0.795	0.894	0.748	0.709	0.713	-0.11	-0.125	-0.146	-0.181
CNA02550	0.975	0.809	0.676	NA	0.905	0.792	0.688	NA	-0.166	NA	-0.112	NA
CNA02555	0.819	0.752	0.847	NA	0.766	0.776	0.791	NA	-0.067	NA	0.01	NA
CNA02560	0.756	0.776	0.823	NA	0.759	0.746	0.768	NA	0.02	NA	-0.013	NA
CNA02570	1	0.872	0.734	NA	0.948	0.811	0.691	NA	-0.128	NA	-0.138	NA
CNA02580	0.897	0.758	0.727	NA	0.869	0.707	0.677	NA	-0.139	NA	-0.162	NA
CNA02590	0.874	0.917	0.75	NA	0.825	0.833	0.708	NA	0.043	NA	0.008	NA
CNA02600	0.92	0.785	0.897	0.727	0.889	0.737	0.848	0.689	-0.135	-0.193	-0.153	-0.2
CNA02610	0.897	0.785	0.781	0.756	0.808	0.771	0.802	0.749	-0.112	-0.141	-0.038	-0.059
CNA02620	0.819	0.74	0.759	NA	0.78	0.687	0.679	NA	-0.078	NA	-0.092	NA
CNA02625	0.865	0.823	0.818	NA	0.8	0.803	0.769	NA	-0.041	NA	0.002	NA
CNA02630	0.929	0.975	0.892	0.709	0.925	0.887	0.815	0.689	0.046	-0.221	-0.038	-0.236
CNA02640	0.904	0.839	0.899	0.709	0.814	0.795	0.843	0.73	-0.064	-0.195	-0.019	-0.084
CNA02645	0.828	0.759	0.743	NA	0.845	0.714	0.713	NA	-0.069	NA	-0.132	NA
CNA02650	0.836	0.835	0.839	0.805	0.83	0.769	0.812	0.762	-0.002	-0.031	-0.061	-0.068
CNA02660	0.851	0.785	0.821	NA	0.812	0.742	0.788	NA	-0.067	NA	-0.071	NA
CNA02670	0.872	0.845	0.68	0.753	0.862	0.793	0.649	0.702	-0.027	-0.119	-0.07	-0.16
CNA02680	0.964	0.743	0.812	NA	0.937	0.718	0.783	NA	-0.221	NA	-0.219	NA
CNA02690	0.863	0.837	0.862	NA	0.832	0.761	0.815	NA	-0.025	NA	-0.071	NA
CNA02700	0.989	0.841	0.819	NA	0.942	0.833	0.773	NA	-0.148	NA	-0.11	NA
CNA02710	0.975	0.779	0.785	0.819	0.897	0.759	0.723	0.778	-0.195	-0.156	-0.138	-0.119
CNA02720	0.92	0.92	0.799	0.715	0.91	0.867	0.817	0.661	0	-0.205	-0.043	-0.249
CNA02730	0.822	0.706	0.83	0.847	0.745	0.626	0.805	0.836	-0.116	0.025	-0.119	0.091
CNA02740	0.925	0.845	0.914	NA	0.823	0.823	0.903	NA	-0.08	NA	0	NA
CNA02750	0.915	0.709	0.86	0.854	0.925	0.723	0.816	0.819	-0.206	-0.061	-0.202	-0.106
CNA02760	0.839	0.854	0.862	0.725	0.815	0.825	0.779	0.718	0.014	-0.115	0.01	-0.097
CNA02770	0.922	0.709	0.83	0.725	0.899	0.711	0.828	0.709	-0.214	-0.198	-0.188	-0.19
CNA02780	0.92	0.803	0.79	0.732	0.89	0.801	0.758	0.639	-0.117	-0.188	-0.09	-0.251
CNA02790	0.759	0.884	0.895	0.975	0.74	0.845	0.816	0.938	0.125	0.215	0.105	0.198
CNA02800	0.941	0.787	0.816	NA	0.872	0.721	0.742	NA	-0.154	NA	-0.151	NA
CNA02810	0.895	0.749	0.839	NA	0.86	0.759	0.789	NA	-0.145	NA	-0.101	NA
CNA02820	0.886	0.785	0.94	NA	0.862	0.773	0.851	NA	-0.101	NA	-0.088	NA
CNA02830	0.941	0.787	0.899	NA	0.943	0.757	0.852	NA	-0.154	NA	-0.186	NA
CNA02840	0.966	0.796	0.854	NA	0.933	0.815	0.744	NA	-0.17	NA	-0.119	NA
CNA02845	0.837	0.863	0.825	NA	0.853	0.822	0.799	NA	0.026	NA	-0.031	NA
CNA02850	0.886	0.906	0.975	NA	0.854	0.809	0.919	NA	0.02	NA	-0.046	NA
CNA02860	0.897	0.837	0.845	NA	0.863	0.785	0.748	NA	-0.06	NA	-0.078	NA
CNA02870	0.828	0.701	0.786	0.841	0.817	0.717	0.788	0.834	-0.127	0.013	-0.1	0.017
CNA02875	0.897	0.759	0.989	0.783	0.885	0.725	0.945	0.774	-0.138	-0.114	-0.16	-0.111
CNA02880	0.742	0.915	0.837	0.813	0.773	0.82	0.817	0.713	0.173	0.071	0.047	-0.06
CNA02885	0.781	0.865	0.872	0.743	0.815	0.851	0.852	0.719	0.083	-0.038	0.035	-0.096
CNA02890	0.989	0.738	0.76	NA	0.942	0.746	0.754	NA	-0.251	NA	-0.196	NA
CNA02895	0.917	0.811	0.917	0.873	0.911	0.787	0.882	0.822	-0.107	-0.044	-0.124	-0.089
CNA02900	0.819	0.82	0.787	NA	0.828	0.737	0.692	NA	0.001	NA	-0.091	NA
CNA02905	0.906	0.781	0.932	NA	0.845	0.788	0.874	NA	-0.125	NA	-0.057	NA
CNA02910	0.836	0.759	0.859	NA	0.776	0.771	0.853	NA	-0.078	NA	-0.005	NA
CNA02920	0.874	0.922	0.825	0.837	0.831	0.846	0.79	0.777	0.048	-0.037	0.015	-0.054
CNA02930	0.966	0.92	0.841	0.673	0.888	0.847	0.795	0.714	-0.046	-0.293	-0.041	-0.174
CNA02940	0.888	0.658	0.763	0.698	0.841	0.685	0.778	0.691	-0.23	-0.19	-0.156	-0.15
CNA02950	0.952	0.838	0.758	NA	0.869	0.775	0.697	NA	-0.114	NA	-0.094	NA
CNA02960	0.929	0.841	0.819	NA	0.87	0.792	0.747	NA	-0.088	NA	-0.078	NA
CNA02970	0.966	0.904	0.863	0.752	0.901	0.814	0.809	0.693	-0.062	-0.214	-0.087	-0.208
CNA02980	0.753	0.895	0.761	NA	0.683	0.869	0.756	NA	0.142	NA	0.187	NA
CNA02990	0.917	0.94	0.865	0.77	0.924	0.873	0.768	0.725	0.023	-0.147	-0.051	-0.199
CNA03000	0.839	0.706	0.899	NA	0.835	0.714	0.833	NA	-0.134	NA	-0.121	NA
CNA03010	0.825	0.756	0.707	0.863	0.765	0.733	0.631	0.795	-0.069	0.038	-0.031	0.03
CNA03020	0.897	0.915	0.899	0.752	0.87	0.78	0.821	0.711	0.018	-0.145	-0.091	-0.159
CNA03030	0.964	0.802	0.698	NA	0.914	0.802	0.629	NA	-0.162	NA	-0.112	NA
CNA03040	0.929	0.741	0.859	NA	0.895	0.748	0.834	NA	-0.188	NA	-0.147	NA
CNA03050	0.895	0.738	0.79	NA	0.838	0.714	0.763	NA	-0.157	NA	-0.123	NA
CNA03060	0.989	0.781	0.899	NA	0.916	0.779	0.814	NA	-0.208	NA	-0.137	NA
CNA03065	0.989	0.785	0.738	0.839	0.933	0.749	0.789	0.803	-0.204	-0.15	-0.184	-0.13
CNA03070	0.895	1	0.812	0.786	0.831	0.967	0.749	0.75	0.105	-0.108	0.136	-0.081
CNA03090	0.964	0.799	0.837	NA	0.946	0.79	0.768	NA	-0.165	NA	-0.156	NA
CNA03093	0.977	0.841	0.854	0.756	0.864	0.821	0.746	0.768	-0.136	-0.222	-0.043	-0.095
CNA03095	0.828	0.899	0.839	0.767	0.774	0.913	0.796	0.739	0.071	-0.062	0.139	-0.035
CNA03100	0.915	0.759	0.914	NA	0.922	0.728	0.894	NA	-0.155	NA	-0.194	NA
CNA03110	0.964	0.888	0.715	0.805	0.94	0.875	0.677	0.801	-0.076	-0.159	-0.064	-0.139
CNA03120	0.859	0.805	0.899	0.851	0.84	0.788	0.845	0.833	-0.054	-0.008	-0.052	-0.007
CNA03130	0.827	0.822	0.782	0.977	0.77	0.765	0.745	0.939	-0.005	0.15	-0.005	0.169
CNA03140	0.977	0.842	0.922	0.736	0.817	0.789	0.871	0.717	-0.135	-0.241	-0.029	-0.1
CNA03150	0.698	0.786	0.865	0.75	0.76	0.666	0.82	0.753	0.088	0.052	-0.094	-0.007
CNA03160	0.975	0.732	0.828	NA	0.902	0.704	0.801	NA	-0.243	NA	-0.198	NA
CNA03170	0.964	0.767	0.77	0.655	0.935	0.798	0.767	0.624	-0.197	-0.309	-0.136	-0.311
CNA03180	0.836	0.701	0.836	NA	0.835	0.686	0.752	NA	-0.135	NA	-0.149	NA
CNA03190	1	0.881	0.899	NA	0.96	0.759	0.787	NA	-0.119	NA	-0.202	NA
CNA03200	0.839	0.759	0.813	0.812	0.823	0.774	0.754	0.742	-0.08	-0.028	-0.049	-0.082
CNA03210	0.79	0.964	0.819	NA	0.776	0.903	0.791	NA	0.173	NA	0.127	NA
CNA03220	0.917	0.942	0.845	0.706	0.882	0.887	0.819	0.704	0.025	-0.212	0.005	-0.178
CNA03240	0.794	0.818	0.828	NA	0.795	0.739	0.797	NA	0.025	NA	-0.056	NA
CNA03250	0.741	0.888	0.828	0.802	0.75	0.864	0.79	0.795	0.147	0.06	0.114	0.045
CNA03265	0.767	0.782	0.79	0.723	0.751	0.751	0.719	0.732	0.015	-0.044	-0	-0.019
CNA03280	0.826	0.839	0.74	NA	0.76	0.808	0.697	NA	0.013	NA	0.048	NA
CNA03290	0.964	0.738	0.845	0.767	0.945	0.618	0.865	0.702	-0.226	-0.197	-0.327	-0.242
CNA03300	0.865	0.865	0.92	NA	0.816	0.767	0.9	NA	-0	NA	-0.049	NA
CNA03310	0.906	0.841	0.865	0.873	0.866	0.805	0.849	0.827	-0.065	-0.033	-0.061	-0.038
CNA03320	0.828	0.906	0.793	0.759	0.846	0.897	0.716	0.774	0.078	-0.069	0.051	-0.072
CNA03330	0.94	0.914	0.785	NA	0.9	0.928	0.75	NA	-0.027	NA	0.028	NA
CNA03340	0.87	0.767	0.828	0.759	0.861	0.788	0.771	0.716	-0.103	-0.111	-0.073	-0.145
CNA03350	0.872	0.811	0.828	0.761	0.874	0.803	0.78	0.648	-0.061	-0.111	-0.071	-0.226
CNA03360	0.842	0.975	0.94	0.87	0.769	0.878	0.86	0.785	0.133	0.028	0.109	0.015
CNA03370	0.733	0.914	0.899	NA	0.707	0.846	0.869	NA	0.18	NA	0.138	NA
CNA03380	0.964	0.888	0.767	0.77	0.956	0.853	0.673	0.771	-0.076	-0.194	-0.104	-0.186
CNA03390	0.863	0.701	0.819	0.725	0.779	0.736	0.814	0.728	-0.162	-0.138	-0.043	-0.051
CNA03400	0.785	0.818	0.906	0.798	0.787	0.737	0.87	0.773	0.033	0.013	-0.05	-0.014
CNA03410	0.854	0.756	0.776	0.76	0.807	0.725	0.746	0.698	-0.098	-0.093	-0.082	-0.108
CNA03420	0.92	0.828	0.865	NA	0.871	0.835	0.773	NA	-0.091	NA	-0.036	NA
CNA03430	0.941	0.812	0.796	0.79	0.922	0.808	0.719	0.73	-0.129	-0.151	-0.114	-0.192
CNA03450	0.794	0.798	0.888	NA	0.735	0.766	0.816	NA	0.004	NA	0.032	NA
CNA03460	0.683	0.823	0.741	0.989	0.686	0.758	0.702	0.952	0.14	0.306	0.072	0.266
CNA03470	0.814	0.742	0.874	0.863	0.779	0.715	0.847	0.876	-0.072	0.049	-0.064	0.097
CNA03480	0.897	0.865	0.865	NA	0.878	0.846	0.832	NA	-0.033	NA	-0.032	NA
CNA03490	0.964	0.781	0.861	NA	0.948	0.725	0.849	NA	-0.183	NA	-0.223	NA
CNA03500	0.964	0.809	0.876	0.785	0.879	0.722	0.805	0.722	-0.155	-0.179	-0.157	-0.157
CNA03510	0.784	0.884	0.863	NA	0.768	0.868	0.797	NA	0.101	NA	0.1	NA
CNA03520	0.865	0.86	0.814	NA	0.838	0.809	0.799	NA	-0.005	NA	-0.029	NA
CNA03523	0.842	0.825	0.839	0.733	0.815	0.799	0.799	0.699	-0.018	-0.11	-0.016	-0.116
CNA03525	0.753	0.767	0.925	0.753	0.698	0.755	0.83	0.724	0.014	0	0.057	0.026
CNA03530	0.888	0.761	0.816	NA	0.848	0.719	0.825	NA	-0.126	NA	-0.129	NA
CNA03540	0.989	0.756	0.753	0.701	0.97	0.785	0.643	0.668	-0.233	-0.288	-0.185	-0.302
CNA03550	0.812	0.676	0.794	NA	0.828	0.709	0.732	NA	-0.136	NA	-0.119	NA
CNA03560	0.787	0.888	0.758	NA	0.773	0.771	0.743	NA	0.101	NA	-0.002	NA
CNA03570	0.989	0.87	0.814	NA	0.92	0.847	0.784	NA	-0.119	NA	-0.073	NA
CNA03580	0.892	0.899	0.724	NA	0.846	0.864	0.76	NA	0.008	NA	0.018	NA
CNA03590	0.817	0.841	0.842	0.872	0.803	0.755	0.728	0.791	0.024	0.056	-0.048	-0.012
CNA03600	0.886	0.723	0.802	NA	0.892	0.68	0.786	NA	-0.163	NA	-0.212	NA
CNA03720	0.989	0.79	0.723	NA	0.943	0.758	0.69	NA	-0.199	NA	-0.185	NA
CNA03725	0.733	0.813	0.785	NA	0.693	0.77	0.718	NA	0.079	NA	0.077	NA
CNA03730	0.906	0.75	0.886	NA	0.91	0.745	0.848	NA	-0.156	NA	-0.165	NA
CNA03740	0.906	0.92	0.759	NA	0.893	0.848	0.786	NA	0.014	NA	-0.045	NA
CNA03750	0.888	0.966	0.92	NA	0.855	0.907	0.862	NA	0.078	NA	0.052	NA
CNA03760	0.964	0.845	0.863	NA	0.902	0.844	0.84	NA	-0.119	NA	-0.058	NA
CNA03770	0.964	0.917	0.725	NA	0.892	0.841	0.695	NA	-0.047	NA	-0.051	NA
CNA03780	0.989	0.718	0.872	NA	0.965	0.702	0.781	NA	-0.271	NA	-0.263	NA
CNA03790	0.811	0.892	0.759	0.761	0.77	0.867	0.72	0.753	0.081	-0.049	0.097	-0.017
CNA03795	0.862	0.911	0.828	NA	0.831	0.817	0.784	NA	0.049	NA	-0.013	NA
CNA03800	0.895	0.709	0.888	NA	0.868	0.711	0.844	NA	-0.186	NA	-0.156	NA
CNA03810	0.964	0.781	0.837	NA	0.941	0.718	0.775	NA	-0.183	NA	-0.224	NA
CNA03820	0.836	0.862	0.828	NA	0.814	0.855	0.686	NA	0.027	NA	0.041	NA
CNA03830	0.742	0.778	0.698	NA	0.737	0.754	0.714	NA	0.036	NA	0.017	NA
CNA03840	0.932	0.828	0.727	0.86	0.897	0.806	0.738	0.856	-0.104	-0.071	-0.091	-0.041
CNA03850	0.86	0.68	0.71	0.776	0.865	0.719	0.677	0.739	-0.18	-0.084	-0.145	-0.126
CNA03860	0.863	0.763	0.895	NA	0.835	0.776	0.878	NA	-0.099	NA	-0.059	NA
CNA03870	0.727	0.727	0.925	0.707	0.752	0.696	0.895	0.663	0.001	-0.02	-0.056	-0.089
CNA03880	0.844	0.707	0.821	0.784	0.776	0.648	0.741	0.783	-0.138	-0.061	-0.129	0.007
CNA03890	0.932	0.785	0.793	0.781	0.894	0.743	0.764	0.703	-0.147	-0.15	-0.151	-0.191
CNA03900	0.809	0.899	0.683	NA	0.811	0.83	0.724	NA	0.09	NA	0.019	NA
CNA03910	0.819	0.802	0.835	NA	0.747	0.79	0.688	NA	-0.016	NA	0.043	NA
CNA03930	0.964	0.683	0.862	NA	0.932	0.658	0.818	NA	-0.281	NA	-0.274	NA
CNA03940	0.929	0.854	0.743	NA	0.895	0.796	0.717	NA	-0.075	NA	-0.099	NA
CNA03950	0.779	0.811	0.758	NA	0.73	0.823	0.736	NA	0.031	NA	0.093	NA
CNA03960	0.863	0.851	0.816	NA	0.803	0.823	0.804	NA	-0.012	NA	0.02	NA
CNA03970	0.87	0.906	0.837	NA	0.819	0.868	0.801	NA	0.036	NA	0.049	NA
CNA03990	0.738	0.906	0.795	0.836	0.766	0.9	0.805	0.772	0.168	0.098	0.134	0.007
CNA04000	0.836	0.828	0.906	0.82	0.842	0.823	0.809	0.753	-0.008	-0.016	-0.019	-0.089
CNA04010	0.975	0.725	0.872	NA	0.923	0.594	0.766	NA	-0.25	NA	-0.329	NA
CNA04015	0.92	0.809	0.836	NA	0.879	0.723	0.762	NA	-0.111	NA	-0.156	NA
CNA04020	0.964	0.952	0.828	NA	0.923	0.925	0.779	NA	-0.012	NA	0.002	NA
CNA04025	0.816	0.817	0.784	0.828	0.748	0.813	0.747	0.828	0.001	0.013	0.065	0.08
CNA04030	0.795	0.839	0.989	NA	0.803	0.846	0.894	NA	0.043	NA	0.044	NA
CNA04040	0.92	0.897	0.809	NA	0.839	0.842	0.742	NA	-0.023	NA	0.002	NA
CNA04050	1	0.865	0.826	NA	0.937	0.828	0.789	NA	-0.135	NA	-0.109	NA
CNA04060	1	0.792	0.77	NA	0.959	0.776	0.716	NA	-0.208	NA	-0.183	NA
CNA04063	0.839	0.816	0.929	0.839	0.771	0.75	0.889	0.844	-0.023	0.001	-0.021	0.073
CNA04065	0.828	0.922	NA	NA	0.814	0.873	NA	NA	0.094	NA	0.059	NA
CNA04070	0.794	0.816	0.73	0.799	0.722	0.743	0.68	0.807	0.022	0.005	0.021	0.085
CNA04080	0.888	0.784	0.838	0.854	0.877	0.798	0.78	0.731	-0.103	-0.034	-0.079	-0.145
CNA04090	0.888	0.897	0.787	NA	0.896	0.828	0.773	NA	0.008	NA	-0.068	NA
CNA04100	0.941	0.839	0.914	NA	0.902	0.806	0.807	NA	-0.102	NA	-0.096	NA
CNA04110	0.822	0.888	0.835	0.929	0.795	0.816	0.727	0.86	0.067	0.108	0.02	0.065
CNA04120	0.793	0.872	0.798	NA	0.823	0.774	0.709	NA	0.078	NA	-0.049	NA
CNA04130	0.929	0.899	0.835	0.782	0.888	0.792	0.758	0.793	-0.03	-0.147	-0.096	-0.095
CNA04140	0.975	0.77	0.762	0.698	0.865	0.751	0.693	0.712	-0.205	-0.277	-0.115	-0.154
CNA04145	0.932	0.819	0.706	NA	0.939	0.767	0.704	NA	-0.113	NA	-0.172	NA
CNA04150	0.817	0.819	0.763	NA	0.773	0.802	0.718	NA	0.002	NA	0.028	NA
CNA04160	0.915	0.733	0.888	0.819	0.888	0.749	0.82	0.775	-0.182	-0.096	-0.139	-0.113
CNA04170	1	0.822	0.725	0.845	0.991	0.833	0.723	0.727	-0.178	-0.155	-0.157	-0.264
CNA04180	0.872	0.793	0.813	NA	0.843	0.748	0.72	NA	-0.079	NA	-0.095	NA
CNA04190	0.701	0.839	0.778	0.826	0.731	0.76	0.705	0.783	0.138	0.125	0.029	0.052
CNA04200	0.805	0.854	0.735	NA	0.77	0.8	0.674	NA	0.049	NA	0.03	NA
CNA04210	0.872	0.83	0.683	0.904	0.823	0.808	0.657	0.863	-0.042	0.032	-0.015	0.04
CNA04220	0.886	0.989	0.733	NA	0.855	0.941	0.751	NA	0.103	NA	0.086	NA
CNA04230	0.778	0.793	0.733	0.888	0.703	0.731	0.703	0.833	0.015	0.11	0.028	0.13
CNA04240	0.922	0.752	0.776	NA	0.847	0.774	0.722	NA	-0.17	NA	-0.072	NA
CNA04250	0.881	0.743	0.872	0.793	0.834	0.74	0.79	0.781	-0.138	-0.088	-0.094	-0.053
CNA04260	0.796	0.862	0.842	0.884	0.72	0.853	0.765	0.897	0.067	0.089	0.133	0.177
CNA04265	0.977	0.813	NA	0.847	0.925	0.822	NA	0.798	-0.164	-0.13	-0.103	-0.126
CNA04270	0.857	0.811	0.741	0.781	0.832	0.758	0.721	0.777	-0.047	-0.076	-0.075	-0.055
CNA04280	0.922	0.828	0.794	NA	0.93	0.746	0.805	NA	-0.094	NA	-0.184	NA
CNA04290	0.917	0.915	0.828	0.725	0.882	0.823	0.819	0.714	-0.002	-0.193	-0.059	-0.168
CNA04300	1	0.884	0.781	0.802	0.894	0.825	0.743	0.807	-0.116	-0.198	-0.069	-0.087
CNA04310	0.942	0.941	0.752	NA	0.913	0.902	0.679	NA	-0.002	NA	-0.011	NA
CNA04320	1	0.865	0.759	NA	0.949	0.795	0.731	NA	-0.135	NA	-0.153	NA
CNA04330	0.92	0.785	0.81	0.872	0.889	0.743	0.749	0.737	-0.135	-0.048	-0.146	-0.152
CNA04340	0.86	0.94	0.81	NA	0.782	0.893	0.79	NA	0.08	NA	0.111	NA
CNA04350	0.925	0.922	0.681	NA	0.903	0.869	0.649	NA	-0.003	NA	-0.033	NA
CNA04360	0.872	0.823	0.92	NA	0.81	0.706	0.85	NA	-0.049	NA	-0.104	NA
CNA04370	0.886	0.888	0.727	NA	0.85	0.829	0.731	NA	0.003	NA	-0.021	NA
CNA04380	0.929	0.964	0.837	0.723	0.94	0.835	0.823	0.7	0.035	-0.206	-0.105	-0.24
CNA04390	0.925	0.837	0.828	NA	0.898	0.772	0.801	NA	-0.087	NA	-0.126	NA
CNA04400	0.964	0.846	0.701	NA	0.925	0.821	0.759	NA	-0.117	NA	-0.104	NA
CNA04410	0.975	0.81	0.861	NA	0.878	0.759	0.766	NA	-0.165	NA	-0.12	NA
CNA04420	0.884	0.86	0.68	0.776	0.854	0.739	0.651	0.739	-0.024	-0.108	-0.115	-0.115
CNA04425	0.94	0.81	1	NA	0.918	0.807	0.94	NA	-0.13	NA	-0.111	NA
CNA04430	0.888	0.876	0.757	NA	0.9	0.819	0.782	NA	-0.012	NA	-0.081	NA
CNA04460	0.975	0.932	NA	0.745	0.931	0.903	NA	0.768	-0.043	-0.23	-0.028	-0.163
CNA04470	0.92	0.767	0.842	NA	0.876	0.716	0.773	NA	-0.153	NA	-0.16	NA
CNA04480	0.895	0.964	0.83	NA	0.883	0.915	0.797	NA	0.069	NA	0.032	NA
CNA04490	0.842	0.845	0.94	NA	0.868	0.823	0.915	NA	0.003	NA	-0.044	NA
CNA04500	0.845	0.725	0.892	NA	0.761	0.634	0.873	NA	-0.12	NA	-0.127	NA
CNA04510	0.895	0.897	0.802	NA	0.866	0.866	0.761	NA	0.002	NA	0	NA
CNA04520	0.929	0.751	0.759	NA	0.901	0.749	0.662	NA	-0.179	NA	-0.152	NA
CNA04540	0.941	0.899	0.767	NA	0.842	0.771	0.679	NA	-0.042	NA	-0.07	NA
CNA04550	0.886	0.802	0.808	0.859	0.862	0.791	0.778	0.817	-0.084	-0.027	-0.071	-0.045
CNA04560	0.966	0.846	0.828	0.906	0.918	0.853	0.822	0.884	-0.12	-0.06	-0.064	-0.033
CNA04570	0.846	0.863	0.784	0.816	0.841	0.856	0.787	0.815	0.017	-0.031	0.015	-0.026
CNA04580	0.888	0.914	0.74	0.793	0.864	0.898	0.711	0.767	0.026	-0.095	0.035	-0.097
CNA04590	0.989	0.794	0.92	0.781	0.904	0.709	0.831	0.723	-0.195	-0.208	-0.194	-0.18
CNA04600	0.942	0.837	0.837	NA	0.913	0.804	0.778	NA	-0.105	NA	-0.109	NA
CNA04610	0.922	0.846	0.752	NA	0.877	0.756	0.705	NA	-0.076	NA	-0.12	NA
CNA04620	0.886	0.977	0.699	0.761	0.858	0.905	0.66	0.679	0.091	-0.125	0.047	-0.179
CNA04630	0.759	0.761	0.81	0.813	0.783	0.701	0.779	0.774	0.002	0.053	-0.082	-0.009
CNA04640	0.964	0.79	0.795	NA	0.889	0.779	0.741	NA	-0.174	NA	-0.111	NA
CNA04650	0.975	0.724	0.914	NA	0.917	0.745	0.882	NA	-0.251	NA	-0.172	NA
CNA04660	0.92	0.735	0.841	NA	0.882	0.722	0.844	NA	-0.185	NA	-0.16	NA
CNA04670	0.964	0.767	0.767	0.741	0.906	0.772	0.68	0.666	-0.197	-0.222	-0.134	-0.239
CNA04680	0.795	0.743	0.897	NA	0.804	0.731	0.857	NA	-0.052	NA	-0.073	NA
CNA04685	0.899	0.846	0.785	NA	0.862	0.807	0.754	NA	-0.052	NA	-0.055	NA
CNA04690	0.841	0.87	0.792	0.803	0.839	0.813	0.743	0.793	0.029	-0.038	-0.026	-0.046
CNA04695	0.784	0.917	NA	NA	0.757	0.878	NA	NA	0.133	NA	0.121	NA
CNA04700	0.814	0.847	0.812	NA	0.812	0.761	0.722	NA	0.033	NA	-0.051	NA
CNA04710	0.964	0.698	0.854	NA	0.952	0.611	0.817	NA	-0.266	NA	-0.34	NA
CNA04715	0.874	0.977	0.779	0.932	0.807	0.924	0.805	0.887	0.103	0.058	0.117	0.08
CNA04720	0.86	0.86	0.767	0.715	0.822	0.733	0.712	0.712	0	-0.145	-0.089	-0.111
CNA04730	0.964	0.794	1	0.914	0.916	0.782	0.952	0.891	-0.17	-0.05	-0.134	-0.025
CNA04740	0.952	0.759	0.828	NA	0.871	0.69	0.749	NA	-0.193	NA	-0.181	NA
CNA04750	1	0.914	0.925	NA	0.953	0.925	0.897	NA	-0.086	NA	-0.027	NA
CNA04760	0.888	0.989	0.781	0.79	0.841	0.875	0.764	0.822	0.101	-0.098	0.034	-0.019
CNA04770	0.94	0.718	0.813	0.841	0.842	0.67	0.78	0.842	-0.222	-0.1	-0.172	0
CNA04780	0.863	0.758	0.683	NA	0.835	0.682	0.664	NA	-0.105	NA	-0.153	NA
CNA04790	0.725	0.785	0.784	0.897	0.637	0.705	0.68	0.81	0.06	0.172	0.067	0.173
CNA04800	0.757	0.876	0.707	0.758	0.743	0.84	0.741	0.736	0.119	0.001	0.097	-0.008
CNA04810	0.897	0.839	0.759	0.74	0.86	0.804	0.718	0.676	-0.058	-0.157	-0.057	-0.185
CNA04830	0.802	0.802	0.776	0.707	0.759	0.785	0.729	0.71	0	-0.095	0.026	-0.049
CNA04840	0.906	0.825	0.745	0.683	0.816	0.809	0.689	0.695	-0.082	-0.223	-0.007	-0.121
CNA04850	0.964	0.842	0.68	0.815	0.922	0.831	0.648	0.746	-0.122	-0.148	-0.091	-0.176
CNA04860	0.79	0.823	0.785	NA	0.759	0.792	0.755	NA	0.033	NA	0.033	NA
CNA04870	0.964	0.867	0.827	NA	0.918	0.838	0.797	NA	-0.096	NA	-0.08	NA
CNA04880	0.767	0.899	0.865	0.745	0.74	0.861	0.81	0.679	0.132	-0.022	0.121	-0.061
CNA04890	0.863	0.802	0.94	NA	0.847	0.742	0.85	NA	-0.061	NA	-0.106	NA
CNA04900	0.767	0.884	0.872	0.756	0.754	0.827	0.845	0.757	0.118	-0.011	0.073	0.004
CNA04910	0.964	0.812	0.767	NA	0.887	0.792	0.719	NA	-0.152	NA	-0.095	NA
CNA04920	0.964	0.888	0.732	NA	0.899	0.818	0.614	NA	-0.076	NA	-0.082	NA
CNA04930	1	0.787	0.795	NA	0.941	0.747	0.804	NA	-0.213	NA	-0.194	NA
CNA04935	0.813	0.822	0.899	0.888	0.772	0.796	0.871	0.887	0.008	0.074	0.024	0.116
CNA04940	0.977	0.799	0.914	NA	0.913	0.735	0.868	NA	-0.178	NA	-0.178	NA
CNA04950	0.977	0.813	0.794	NA	0.945	0.77	0.758	NA	-0.164	NA	-0.174	NA
CNA04960	0.899	0.745	0.86	NA	0.867	0.769	0.832	NA	-0.154	NA	-0.097	NA
