# scores_kozak_H99.txt
# Scores of ATG context against Kozak sequence, C. neoformans serotype A H99
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: H99 systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# u1.scorekn: score of 1st upstream ATG in 5' UTR against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, Jan 2019
Gene	aATG.scorekn	d1.scorekn	d2.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	d2.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
CNAG_00293	0.878	0.747	0.968	NA	0.843	0.752	0.918	NA	-0.131	NA	-0.092	NA
CNAG_00294	0.864	0.757	0.916	NA	0.862	0.753	0.866	NA	-0.108	NA	-0.109	NA
CNAG_00295	0.881	0.704	0.907	NA	0.832	0.702	0.874	NA	-0.177	NA	-0.129	NA
CNAG_00299	0.966	0.854	0.907	NA	0.908	0.799	0.821	NA	-0.112	NA	-0.11	NA
CNAG_00300	0.807	0.904	0.835	NA	0.755	0.837	0.746	NA	0.098	NA	0.083	NA
CNAG_00301	0.818	0.707	0.795	0.85	0.808	0.71	0.752	0.867	-0.112	0.032	-0.098	0.059
CNAG_00302	0.88	1	0.819	0.821	0.833	0.92	0.786	0.838	0.12	-0.059	0.087	0.005
CNAG_00303	0.828	0.721	0.819	0.841	0.755	0.707	0.789	0.816	-0.107	0.013	-0.048	0.061
CNAG_00304	0.758	0.85	0.873	0.77	0.741	0.854	0.856	0.679	0.092	0.012	0.113	-0.062
CNAG_00305	0.99	0.733	0.757	NA	0.943	0.735	0.747	NA	-0.257	NA	-0.208	NA
CNAG_00306	0.836	0.818	0.724	0.929	0.847	0.75	0.721	0.873	-0.018	0.093	-0.098	0.026
CNAG_00307	0.911	0.935	NA	NA	0.9	0.877	NA	NA	0.025	NA	-0.023	NA
CNAG_00308	0.787	0.85	0.883	NA	0.738	0.833	0.836	NA	0.063	NA	0.095	NA
CNAG_00309	0.867	0.922	0.831	0.856	0.813	0.896	0.79	0.798	0.055	-0.012	0.083	-0.014
CNAG_00310	0.968	0.831	0.783	NA	0.933	0.767	0.776	NA	-0.137	NA	-0.166	NA
CNAG_00311	0.896	0.636	0.821	0.704	0.841	0.661	0.828	0.733	-0.26	-0.192	-0.18	-0.108
CNAG_00312	0.953	0.847	0.847	NA	0.909	0.782	0.816	NA	-0.106	NA	-0.127	NA
CNAG_00313	0.907	0.77	0.85	NA	0.852	0.731	0.803	NA	-0.136	NA	-0.121	NA
CNAG_00314	0.922	0.831	0.865	0.695	0.867	0.765	0.805	0.716	-0.091	-0.228	-0.102	-0.151
CNAG_00315	0.662	0.902	0.871	0.898	0.612	0.873	0.872	0.823	0.241	0.236	0.261	0.211
CNAG_00316	0.891	0.835	0.747	NA	0.859	0.804	0.735	NA	-0.056	NA	-0.056	NA
CNAG_00317	0.898	0.89	0.891	0.75	0.84	0.766	0.811	0.712	-0.008	-0.148	-0.073	-0.128
CNAG_00318	0.966	0.763	0.688	NA	0.921	0.772	0.623	NA	-0.203	NA	-0.149	NA
CNAG_00319	0.938	0.723	0.868	0.874	0.87	0.726	0.834	0.773	-0.216	-0.064	-0.144	-0.097
CNAG_00320	0.878	0.733	0.78	NA	0.828	0.71	0.749	NA	-0.145	NA	-0.118	NA
CNAG_00321	0.776	0.785	0.695	0.891	0.748	0.775	0.653	0.81	0.008	0.115	0.027	0.062
CNAG_00322	0.99	0.772	0.733	NA	0.963	0.739	0.78	NA	-0.218	NA	-0.224	NA
CNAG_00323	0.895	0.715	0.897	NA	0.856	0.7	0.811	NA	-0.18	NA	-0.156	NA
CNAG_00326	0.99	0.805	0.819	NA	0.971	0.79	0.76	NA	-0.186	NA	-0.181	NA
CNAG_00327	0.84	0.907	0.828	NA	0.782	0.92	0.782	NA	0.067	NA	0.139	NA
CNAG_00328	0.814	0.659	0.906	NA	0.819	0.65	0.879	NA	-0.155	NA	-0.169	NA
CNAG_00329	0.966	0.878	0.757	0.725	0.904	0.808	0.706	0.677	-0.088	-0.241	-0.096	-0.227
CNAG_00330	0.846	0.873	0.816	0.858	0.809	0.788	0.804	0.835	0.026	0.012	-0.021	0.026
CNAG_00331	0.838	0.82	0.785	0.978	0.767	0.765	0.775	0.917	-0.018	0.14	-0.002	0.15
CNAG_00332	0.978	0.922	0.821	0.816	0.892	0.871	0.783	0.798	-0.055	-0.162	-0.021	-0.094
CNAG_00333	0.704	0.795	0.854	0.757	0.758	0.725	0.81	0.746	0.091	0.053	-0.034	-0.013
CNAG_00334	0.975	0.728	0.84	NA	0.903	0.704	0.802	NA	-0.248	NA	-0.199	NA
CNAG_00335	0.99	0.776	0.761	NA	0.959	0.795	0.755	NA	-0.214	NA	-0.164	NA
CNAG_00337	0.835	0.691	0.898	0.792	0.837	0.714	0.821	0.816	-0.144	-0.043	-0.123	-0.022
CNAG_00342	0.803	0.808	0.871	NA	0.771	0.735	0.85	NA	0.005	NA	-0.035	NA
CNAG_00343	0.723	0.882	0.834	0.911	0.724	0.818	0.801	0.879	0.159	0.188	0.094	0.155
CNAG_00344	0.807	0.739	0.85	0.88	0.792	0.751	0.766	0.799	-0.067	0.073	-0.041	0.007
CNAG_00345	0.89	0.891	0.721	NA	0.849	0.852	0.752	NA	0.002	NA	0.003	NA
CNAG_00346	0.99	0.861	0.73	NA	0.92	0.836	0.613	NA	-0.13	NA	-0.085	NA
CNAG_00347	0.776	0.897	0.75	NA	0.75	0.778	0.739	NA	0.121	NA	0.028	NA
CNAG_00348	0.812	0.831	0.665	NA	0.828	0.801	0.692	NA	0.02	NA	-0.027	NA
CNAG_00349	0.878	0.919	0.817	NA	0.848	0.914	0.836	NA	0.042	NA	0.066	NA
CNAG_00351	0.911	0.831	0.783	NA	0.87	0.794	0.737	NA	-0.08	NA	-0.076	NA
CNAG_00352	0.873	0.893	0.857	NA	0.842	0.855	0.804	NA	0.02	NA	0.014	NA
CNAG_00353	0.738	0.819	0.893	0.725	0.733	0.726	0.84	0.682	0.08	-0.013	-0.006	-0.051
CNAG_00354	0.966	0.818	0.809	NA	0.883	0.792	0.727	NA	-0.147	NA	-0.091	NA
CNAG_00355	0.92	0.789	0.871	NA	0.912	0.736	0.846	NA	-0.131	NA	-0.176	NA
CNAG_00356	0.898	0.873	0.854	NA	0.876	0.81	0.818	NA	-0.024	NA	-0.066	NA
CNAG_00357	0.819	0.75	0.882	0.92	0.781	0.714	0.853	0.883	-0.069	0.102	-0.066	0.103
CNAG_00358	0.662	0.883	0.723	0.975	0.666	0.809	0.724	0.932	0.221	0.313	0.143	0.266
CNAG_00359	0.803	0.797	0.861	NA	0.783	0.751	0.88	NA	-0.006	NA	-0.032	NA
CNAG_00360	0.898	0.873	0.803	0.813	0.836	0.848	0.723	0.793	-0.024	-0.084	0.012	-0.042
CNAG_00361	0.902	0.818	0.916	0.871	0.864	0.825	0.828	0.776	-0.084	-0.032	-0.039	-0.087
CNAG_00362	0.864	0.783	0.828	0.759	0.826	0.736	0.727	0.762	-0.082	-0.105	-0.09	-0.064
CNAG_00363	0.818	0.688	0.763	0.825	0.817	0.689	0.703	0.724	-0.13	0.006	-0.129	-0.094
CNAG_00364	0.873	0.691	0.818	NA	0.8	0.735	0.84	NA	-0.182	NA	-0.065	NA
CNAG_00365	0.966	0.896	0.747	NA	0.959	0.858	0.664	NA	-0.07	NA	-0.101	NA
CNAG_00366	0.897	0.717	0.835	NA	0.859	0.694	0.782	NA	-0.18	NA	-0.166	NA
CNAG_00367	0.92	0.795	0.975	0.861	0.842	0.774	0.878	0.775	-0.125	-0.059	-0.068	-0.067
CNAG_00368	0.856	0.846	0.836	0.724	0.852	0.846	0.799	0.677	-0.01	-0.132	-0.006	-0.175
CNAG_00369	0.922	0.765	0.897	NA	0.9	0.779	0.821	NA	-0.157	NA	-0.122	NA
CNAG_00370	0.847	0.906	NA	NA	0.749	0.916	NA	NA	0.059	NA	0.167	NA
CNAG_00371	0.801	0.758	0.822	NA	0.807	0.793	0.749	NA	-0.043	NA	-0.013	NA
CNAG_00372	0.75	0.858	0.881	0.846	0.73	0.804	0.854	0.8	0.108	0.096	0.075	0.07
CNAG_00373	0.854	0.92	0.659	NA	0.829	0.89	0.648	NA	0.066	NA	0.061	NA
CNAG_00374	0.966	0.747	0.733	NA	0.943	0.725	0.668	NA	-0.218	NA	-0.218	NA
CNAG_00375	0.776	0.757	0.854	NA	0.748	0.722	0.826	NA	-0.019	NA	-0.026	NA
CNAG_00377	0.895	0.733	0.809	NA	0.896	0.689	0.795	NA	-0.162	NA	-0.206	NA
CNAG_00378	0.785	0.92	0.766	0.747	0.772	0.827	0.688	0.7	0.135	-0.038	0.056	-0.072
CNAG_00383	0.99	0.795	0.73	NA	0.937	0.776	0.692	NA	-0.196	NA	-0.162	NA
CNAG_00384	0.822	0.905	0.85	NA	0.823	0.875	0.753	NA	0.083	NA	0.051	NA
CNAG_00385	0.911	0.757	0.895	NA	0.916	0.748	0.859	NA	-0.154	NA	-0.168	NA
CNAG_00386	0.907	0.849	0.808	NA	0.889	0.788	0.82	NA	-0.058	NA	-0.101	NA
CNAG_00387	0.904	0.902	0.968	NA	0.852	0.869	0.886	NA	-0.002	NA	0.016	NA
CNAG_00388	0.929	0.836	0.743	NA	0.841	0.83	0.633	NA	-0.093	NA	-0.011	NA
CNAG_00389	0.966	0.849	0.916	NA	0.887	0.854	0.885	NA	-0.117	NA	-0.033	NA
CNAG_00390	0.809	0.89	0.845	NA	0.804	0.863	0.786	NA	0.081	NA	0.059	NA
CNAG_00391	0.807	0.834	0.794	NA	0.793	0.799	0.734	NA	0.027	NA	0.006	NA
CNAG_00392	0.878	0.704	0.846	NA	0.856	0.704	0.736	NA	-0.174	NA	-0.152	NA
CNAG_00393	0.92	0.789	0.841	NA	0.906	0.759	0.785	NA	-0.131	NA	-0.147	NA
CNAG_00394	0.835	0.846	0.867	NA	0.763	0.834	0.85	NA	0.011	NA	0.071	NA
CNAG_00395	0.75	0.786	0.704	NA	0.735	0.751	0.69	NA	0.036	NA	0.017	NA
CNAG_00396	0.864	0.896	0.787	0.88	0.834	0.851	0.776	0.754	0.031	0.016	0.018	-0.079
CNAG_00397	0.912	0.828	0.675	0.783	0.904	0.822	0.704	0.773	-0.084	-0.129	-0.082	-0.132
CNAG_00398	0.865	0.759	0.878	NA	0.849	0.767	0.857	NA	-0.105	NA	-0.082	NA
CNAG_00399	0.733	0.724	0.78	0.725	0.74	0.697	0.78	0.71	-0.01	-0.008	-0.043	-0.03
CNAG_00400	0.851	0.686	0.873	NA	0.785	0.639	0.791	NA	-0.166	NA	-0.146	NA
CNAG_00401	0.809	0.935	0.772	0.789	0.73	0.897	0.735	0.785	0.127	-0.02	0.167	0.056
CNAG_00402	0.809	0.938	0.907	NA	0.826	0.895	0.842	NA	0.129	NA	0.069	NA
CNAG_00403	0.77	0.808	0.912	NA	0.728	0.796	0.828	NA	0.037	NA	0.069	NA
CNAG_00404	0.902	0.746	0.867	NA	0.873	0.709	0.819	NA	-0.156	NA	-0.164	NA
CNAG_00405	0.929	0.845	0.741	NA	0.889	0.79	0.707	NA	-0.084	NA	-0.098	NA
CNAG_00406	0.785	0.873	0.893	NA	0.738	0.868	0.803	NA	0.087	NA	0.13	NA
CNAG_00407	0.873	0.867	0.821	NA	0.825	0.82	0.803	NA	-0.005	NA	-0.005	NA
CNAG_00408	0.861	0.907	0.834	NA	0.818	0.867	0.795	NA	0.046	NA	0.049	NA
CNAG_00409	0.636	0.92	0.794	0.762	0.681	0.877	0.804	0.741	0.285	0.127	0.196	0.06
CNAG_00410	0.84	0.911	0.794	NA	0.821	0.824	0.769	NA	0.071	NA	0.003	NA
CNAG_00411	0.89	0.812	0.785	NA	0.846	0.756	0.765	NA	-0.078	NA	-0.09	NA
CNAG_00413	0.966	0.891	0.953	NA	0.909	0.895	0.912	NA	-0.075	NA	-0.013	NA
CNAG_00414	0.813	0.807	0.784	NA	0.763	0.794	0.755	NA	-0.006	NA	0.032	NA
CNAG_00415	0.844	0.786	0.99	NA	0.845	0.702	0.931	NA	-0.058	NA	-0.143	NA
CNAG_00416	0.92	0.904	0.809	NA	0.835	0.849	0.741	NA	-0.016	NA	0.015	NA
CNAG_00417	1	0.854	0.831	NA	0.935	0.815	0.79	NA	-0.146	NA	-0.12	NA
CNAG_00418	1	0.789	0.733	NA	0.962	0.781	0.688	NA	-0.211	NA	-0.182	NA
CNAG_00419	0.882	0.883	0.912	0.75	0.849	0.852	0.823	0.662	0.001	-0.132	0.003	-0.187
CNAG_00420	0.873	0.704	0.813	NA	0.844	0.729	0.742	NA	-0.168	NA	-0.115	NA
CNAG_00421	0.882	0.821	0.717	0.759	0.804	0.751	0.664	0.762	-0.061	-0.123	-0.053	-0.042
CNAG_00422	0.89	0.776	0.847	0.845	0.862	0.788	0.802	0.795	-0.113	-0.045	-0.074	-0.068
CNAG_00423	0.882	0.836	0.794	NA	0.888	0.809	0.756	NA	-0.046	NA	-0.079	NA
CNAG_00424	0.873	0.906	0.779	NA	0.863	0.884	0.757	NA	0.034	NA	0.021	NA
CNAG_00425	0.721	0.691	0.799	0.776	0.64	0.719	0.764	0.778	-0.03	0.055	0.079	0.138
CNAG_00426	0.834	0.797	0.882	NA	0.791	0.655	0.835	NA	-0.037	NA	-0.136	NA
CNAG_00427	0.881	0.787	0.753	NA	0.831	0.695	0.647	NA	-0.094	NA	-0.136	NA
CNAG_00428	0.907	0.907	0.92	0.662	0.867	0.873	0.897	0.627	0	-0.245	0.006	-0.24
CNAG_00429	0.891	0.856	0.757	NA	0.778	0.841	0.727	NA	-0.036	NA	0.064	NA
CNAG_00430	0.935	0.822	0.696	NA	0.941	0.76	0.677	NA	-0.113	NA	-0.181	NA
CNAG_00433	0.912	0.72	0.882	0.759	0.882	0.726	0.818	0.709	-0.192	-0.153	-0.155	-0.173
CNAG_00434	1	0.82	0.715	NA	0.988	0.827	0.717	NA	-0.18	NA	-0.161	NA
CNAG_00435	0.856	0.8	0.757	0.795	0.814	0.75	0.72	0.817	-0.055	-0.061	-0.065	0.002
CNAG_00436	0.707	0.845	0.857	NA	0.705	0.765	0.837	NA	0.138	NA	0.06	NA
CNAG_00437	0.816	0.715	0.845	NA	0.8	0.67	0.792	NA	-0.101	NA	-0.13	NA
CNAG_00438	0.92	0.841	0.665	0.902	0.847	0.81	0.592	0.859	-0.079	-0.018	-0.038	0.012
CNAG_00439	0.831	0.99	0.721	NA	0.805	0.902	0.735	NA	0.159	NA	0.097	NA
CNAG_00440	0.786	0.807	0.737	0.897	0.713	0.745	0.705	0.833	0.021	0.111	0.031	0.119
CNAG_00441	0.922	0.779	0.774	NA	0.879	0.793	0.721	NA	-0.143	NA	-0.086	NA
CNAG_00442	0.88	0.741	0.874	NA	0.832	0.729	0.801	NA	-0.139	NA	-0.104	NA
CNAG_00443	0.836	0.725	0.767	NA	0.823	0.711	0.784	NA	-0.111	NA	-0.112	NA
CNAG_00444	1	0.902	0.819	0.795	0.935	0.879	0.828	0.759	-0.098	-0.205	-0.056	-0.176
CNAG_00445	0.871	0.861	0.811	NA	0.797	0.81	0.755	NA	-0.01	NA	0.013	NA
CNAG_00446	0.944	0.688	0.841	NA	0.837	0.694	0.834	NA	-0.255	NA	-0.142	NA
CNAG_00447	0.968	0.84	0.723	NA	0.961	0.754	0.721	NA	-0.128	NA	-0.207	NA
CNAG_00448	0.916	0.912	0.893	0.757	0.86	0.825	0.866	0.71	-0.004	-0.159	-0.035	-0.15
CNAG_00449	0.945	0.893	0.785	0.916	0.903	0.841	0.75	0.818	-0.052	-0.029	-0.062	-0.085
CNAG_00450	1	0.944	0.704	NA	0.964	0.914	0.682	NA	-0.056	NA	-0.051	NA
CNAG_00451	0.975	0.752	0.696	NA	0.959	0.734	0.733	NA	-0.224	NA	-0.224	NA
CNAG_00452	0.825	0.757	0.799	NA	0.799	0.73	0.742	NA	-0.068	NA	-0.069	NA
CNAG_00453	0.785	0.938	0.799	NA	0.751	0.893	0.788	NA	0.153	NA	0.142	NA
CNAG_00454	0.77	0.968	0.88	0.935	0.745	0.885	0.835	0.906	0.198	0.165	0.14	0.161
CNAG_00455	0.818	0.867	0.723	NA	0.809	0.825	0.676	NA	0.049	NA	0.016	NA
CNAG_00456	0.856	0.821	0.92	NA	0.796	0.702	0.874	NA	-0.034	NA	-0.095	NA
CNAG_00457	0.895	0.882	0.776	NA	0.881	0.834	0.723	NA	-0.013	NA	-0.047	NA
CNAG_00458	0.929	0.966	0.841	0.767	0.889	0.837	0.813	0.726	0.037	-0.161	-0.053	-0.163
CNAG_00460	0.966	0.902	0.691	NA	0.918	0.904	0.746	NA	-0.064	NA	-0.014	NA
CNAG_00461	0.975	0.814	0.792	NA	0.887	0.744	0.771	NA	-0.161	NA	-0.143	NA
CNAG_00462	0.896	0.841	0.659	NA	0.892	0.732	0.642	NA	-0.055	NA	-0.16	NA
CNAG_00463	1	0.821	0.701	NA	0.922	0.763	0.694	NA	-0.179	NA	-0.159	NA
CNAG_00464	0.896	0.883	0.688	NA	0.897	0.815	0.728	NA	-0.013	NA	-0.081	NA
CNAG_00465	0.912	0.803	NA	0.883	0.9	0.798	NA	0.856	-0.109	-0.029	-0.102	-0.044
CNAG_00466	0.92	0.827	0.808	NA	0.882	0.736	0.749	NA	-0.093	NA	-0.146	NA
CNAG_00467	0.836	0.822	0.783	NA	0.788	0.731	0.796	NA	-0.013	NA	-0.056	NA
CNAG_00468	0.895	0.836	0.766	NA	0.898	0.815	0.747	NA	-0.059	NA	-0.083	NA
CNAG_00469	0.818	0.73	0.89	NA	0.749	0.647	0.861	NA	-0.088	NA	-0.101	NA
CNAG_00470	0.878	0.812	0.88	NA	0.89	0.78	0.853	NA	-0.066	NA	-0.11	NA
CNAG_00471	0.966	0.701	0.752	NA	0.928	0.701	0.658	NA	-0.265	NA	-0.227	NA
CNAG_00472	0.944	0.907	0.747	NA	0.852	0.789	0.678	NA	-0.037	NA	-0.064	NA
CNAG_00473	0.92	0.809	0.813	0.846	0.889	0.786	0.8	0.806	-0.111	-0.074	-0.103	-0.082
CNAG_00474	0.968	0.812	0.847	0.831	0.915	0.803	0.848	0.756	-0.157	-0.137	-0.112	-0.159
CNAG_00475	0.966	0.873	0.784	0.868	0.93	0.86	0.787	0.852	-0.093	-0.098	-0.07	-0.078
CNAG_00476	0.89	0.828	0.906	NA	0.859	0.827	0.864	NA	-0.062	NA	-0.033	NA
CNAG_00480	0.84	0.916	0.688	0.828	0.818	0.859	0.656	0.81	0.076	-0.012	0.042	-0.008
CNAG_00481	0.966	0.975	1	0.966	0.956	0.923	0.957	0.935	0.01	0	-0.033	-0.021
CNAG_00482	0.966	0.78	0.794	NA	0.894	0.764	0.734	NA	-0.186	NA	-0.13	NA
CNAG_00483	0.975	0.721	0.906	NA	0.914	0.734	0.876	NA	-0.255	NA	-0.18	NA
CNAG_00484	0.817	0.776	0.92	0.882	0.795	0.771	0.845	0.793	-0.041	0.065	-0.024	-0.001
CNAG_00485	0.966	0.776	0.747	NA	0.907	0.771	0.714	NA	-0.19	NA	-0.136	NA
CNAG_00486	0.721	0.741	0.88	NA	0.739	0.724	0.806	NA	0.02	NA	-0.015	NA
CNAG_00487	0.912	0.836	0.873	NA	0.892	0.798	0.814	NA	-0.076	NA	-0.093	NA
CNAG_00488	0.759	0.78	0.783	0.801	0.719	0.734	0.724	0.772	0.021	0.042	0.014	0.052
CNAG_00490	0.819	0.845	0.812	0.704	0.816	0.758	0.724	0.662	0.026	-0.114	-0.058	-0.154
CNAG_00491	0.966	0.845	0.799	NA	0.948	0.821	0.781	NA	-0.121	NA	-0.126	NA
CNAG_00492	0.911	0.675	0.794	0.861	0.871	0.716	0.763	0.826	-0.236	-0.05	-0.155	-0.045
CNAG_00493	0.733	0.828	0.905	0.841	0.683	0.741	0.833	0.805	0.095	0.108	0.059	0.123
CNAG_00495	0.953	0.871	0.715	NA	0.87	0.761	0.677	NA	-0.082	NA	-0.109	NA
CNAG_00496	0.978	0.897	0.906	NA	0.941	0.882	0.867	NA	-0.081	NA	-0.059	NA
CNAG_00497	0.882	0.919	0.785	0.89	0.862	0.818	0.73	0.837	0.038	0.008	-0.045	-0.025
CNAG_00498	0.938	0.699	0.817	0.785	0.842	0.66	0.789	0.771	-0.239	-0.153	-0.181	-0.071
CNAG_00499	0.873	0.763	0.704	NA	0.88	0.692	0.68	NA	-0.109	NA	-0.188	NA
CNAG_00500	0.787	0.813	0.774	0.787	0.744	0.771	0.729	0.788	0.026	0	0.027	0.044
CNAG_00501	0.73	0.907	0.753	0.678	0.654	0.779	0.724	0.688	0.176	-0.053	0.124	0.034
CNAG_00502	0.895	0.776	0.675	0.767	0.825	0.752	0.649	0.74	-0.118	-0.127	-0.073	-0.086
CNAG_00503	0.883	0.821	0.794	NA	0.802	0.786	0.764	NA	-0.062	NA	-0.015	NA
CNAG_00504	0.966	0.819	0.893	NA	0.879	0.797	0.844	NA	-0.147	NA	-0.082	NA
CNAG_00505	0.851	0.902	0.874	NA	0.846	0.857	0.82	NA	0.051	NA	0.011	NA
CNAG_00506	0.865	0.809	0.849	NA	0.818	0.791	0.719	NA	-0.056	NA	-0.027	NA
CNAG_00508	0.966	0.812	0.686	NA	0.845	0.79	0.65	NA	-0.154	NA	-0.055	NA
CNAG_00509	0.966	0.896	0.659	NA	0.939	0.816	0.631	NA	-0.07	NA	-0.124	NA
CNAG_00510	1	0.845	0.794	NA	0.934	0.792	0.801	NA	-0.155	NA	-0.142	NA
CNAG_00511	0.896	0.916	0.691	NA	0.895	0.875	0.734	NA	0.02	NA	-0.02	NA
CNAG_00512	0.978	0.805	0.906	NA	0.911	0.748	0.863	NA	-0.173	NA	-0.162	NA
CNAG_00513	0.978	0.817	0.856	NA	0.949	0.797	0.809	NA	-0.161	NA	-0.153	NA
CNAG_00514	0.907	0.753	0.675	NA	0.848	0.766	0.672	NA	-0.154	NA	-0.081	NA
CNAG_00515	0.847	0.743	0.878	0.916	0.818	0.722	0.796	0.904	-0.104	0.068	-0.096	0.086
CNAG_00516	0.944	0.835	0.938	0.873	0.891	0.799	0.877	0.842	-0.108	-0.071	-0.092	-0.048
CNAG_00517	0.728	0.938	0.723	0.704	0.692	0.925	0.715	0.754	0.21	-0.024	0.233	0.062
CNAG_00519	0.966	0.733	0.724	0.813	0.93	0.712	0.705	0.774	-0.233	-0.153	-0.218	-0.156
CNAG_00520	0.895	0.738	0.845	NA	0.774	0.743	0.769	NA	-0.156	NA	-0.031	NA
CNAG_00521	0.811	0.826	0.878	NA	0.805	0.768	0.829	NA	0.015	NA	-0.037	NA
CNAG_00522	0.845	0.723	0.834	0.856	0.818	0.676	0.771	0.774	-0.122	0.011	-0.142	-0.044
CNAG_00523	0.856	0.841	0.789	0.794	0.807	0.821	0.744	0.719	-0.015	-0.062	0.013	-0.088
CNAG_00524	0.857	0.724	0.895	0.818	0.855	0.698	0.849	0.817	-0.133	-0.038	-0.157	-0.038
CNAG_00525	0.819	0.835	0.88	NA	0.777	0.773	0.742	NA	0.017	NA	-0.004	NA
CNAG_00526	1	0.835	0.861	0.805	0.927	0.814	0.805	0.802	-0.165	-0.195	-0.114	-0.125
CNAG_00527	0.92	0.906	0.785	0.895	0.831	0.882	0.761	0.904	-0.014	-0.026	0.051	0.072
CNAG_00528	0.99	0.835	0.799	NA	0.964	0.81	0.798	NA	-0.155	NA	-0.154	NA
CNAG_00529	0.953	0.803	0.747	0.953	0.852	0.817	0.769	0.942	-0.15	0	-0.036	0.09
CNAG_00531	0.795	0.828	0.851	NA	0.81	0.818	0.759	NA	0.033	NA	0.009	NA
CNAG_00532	0.898	0.763	0.776	NA	0.848	0.766	0.769	NA	-0.135	NA	-0.083	NA
CNAG_00533	0.902	0.818	0.783	NA	0.826	0.779	0.784	NA	-0.084	NA	-0.046	NA
CNAG_00534	1	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA
CNAG_00535	0.907	0.825	0.72	0.801	0.886	0.801	0.735	0.767	-0.081	-0.105	-0.085	-0.119
CNAG_00536	0.975	0.811	0.8	NA	0.951	0.797	0.789	NA	-0.165	NA	-0.154	NA
CNAG_00537	0.841	1	0.776	NA	0.825	0.938	0.666	NA	0.159	NA	0.113	NA
CNAG_00538	0.938	0.893	0.794	NA	0.822	0.783	0.796	NA	-0.045	NA	-0.039	NA
CNAG_00539	0.966	0.836	0.772	0.785	0.892	0.782	0.755	0.744	-0.13	-0.181	-0.11	-0.148
CNAG_00540	0.828	0.786	0.968	0.85	0.836	0.81	0.864	0.76	-0.042	0.022	-0.026	-0.076
CNAG_00541	0.938	0.867	0.747	0.809	0.892	0.857	0.732	0.785	-0.071	-0.129	-0.035	-0.108
CNAG_00542	0.897	0.783	0.774	0.662	0.848	0.799	0.765	0.637	-0.115	-0.235	-0.049	-0.211
CNAG_00543	0.902	0.861	0.835	0.772	0.913	0.787	0.719	0.789	-0.042	-0.13	-0.126	-0.124
CNAG_00544	0.856	0.878	0.757	0.857	0.821	0.823	0.722	0.781	0.022	0.001	0.002	-0.04
CNAG_00545	0.85	0.854	0.767	NA	0.855	0.823	0.723	NA	0.004	NA	-0.032	NA
CNAG_00546	0.966	0.898	0.737	0.822	0.931	0.832	0.672	0.735	-0.068	-0.143	-0.099	-0.196
CNAG_00547	0.874	0.944	0.874	NA	0.849	0.921	0.869	NA	0.07	NA	0.073	NA
CNAG_00549	0.78	0.865	0.818	NA	0.779	0.858	0.785	NA	0.085	NA	0.079	NA
CNAG_00550	0.801	0.758	0.774	0.788	0.813	0.798	0.771	0.749	-0.043	-0.013	-0.016	-0.065
CNAG_00551	0.873	0.896	0.73	0.763	0.846	0.847	0.707	0.717	0.022	-0.11	0.001	-0.129
CNAG_00554	0.966	0.846	0.772	NA	0.918	0.842	0.752	NA	-0.12	NA	-0.076	NA
CNAG_00555	0.846	0.8	0.752	0.883	0.783	0.762	0.675	0.871	-0.046	0.037	-0.021	0.088
CNAG_00556	0.878	0.789	0.858	NA	0.856	0.735	0.842	NA	-0.089	NA	-0.121	NA
CNAG_00557	0.747	0.763	0.757	NA	0.738	0.767	0.765	NA	0.016	NA	0.029	NA
CNAG_00558	0.772	0.868	0.797	0.794	0.686	0.838	0.79	0.743	0.096	0.021	0.152	0.057
CNAG_00559	0.929	0.819	0.966	0.847	0.924	0.762	0.863	0.837	-0.11	-0.081	-0.162	-0.087
CNAG_00560	0.945	0.906	0.845	NA	0.898	0.867	0.806	NA	-0.038	NA	-0.031	NA
CNAG_00561	0.785	0.88	0.759	0.792	0.703	0.818	0.77	0.779	0.096	0.008	0.115	0.077
CNAG_00562	0.786	0.945	0.792	0.696	0.704	0.855	0.716	0.716	0.159	-0.089	0.151	0.012
CNAG_00563	0.809	0.767	0.978	NA	0.787	0.668	0.897	NA	-0.042	NA	-0.119	NA
CNAG_00564	0.809	0.847	0.88	0.929	0.78	0.83	0.821	0.839	0.038	0.12	0.05	0.058
CNAG_00565	0.92	0.938	0.812	NA	0.882	0.89	0.815	NA	0.018	NA	0.008	NA
CNAG_00566	0.938	0.789	0.797	NA	0.907	0.756	0.737	NA	-0.15	NA	-0.15	NA
CNAG_00567	0.849	0.812	0.916	0.794	0.811	0.792	0.816	0.786	-0.037	-0.055	-0.019	-0.024
CNAG_00568	0.944	0.675	0.792	0.825	0.895	0.725	0.721	0.806	-0.269	-0.118	-0.171	-0.089
CNAG_00569	0.919	0.688	0.707	0.861	0.883	0.692	0.651	0.819	-0.231	-0.059	-0.191	-0.064
CNAG_00570	0.975	0.902	0.821	0.792	0.962	0.868	0.827	0.804	-0.073	-0.183	-0.094	-0.158
