# scores_kozak_unusual_mito_cc.txt
# Scores of ATG context against Kozak and unusual tRS seq, and mito predictions
# Conserved in H99 and JEC21
#
#
# H99: H99 systematic gene name
# JEC21: JEC21 systematic gene name of ortholog
# aATG.scorekw.xx: score of annotated ATG against wide Kozak sequence (NNNNNNNNNNATG), strain xx
# d1.scorekw.xx: score of 1st downstream ATG against wide Kozak sequence, strain xx
# u1.scorekw.xx: score of 1st upstream ATG in 5' UTR against wide Kozak sequence, strain xx
# aATG.scoreUw.xx: score of annotated ATG against wide Unusual tRNA Synthetase sequence (NNNNATG), strain xx
# aATG.scoreUw.xx: score of annotated ATG against wide Unusual tRNA Synthetase sequence (NNNNATG), strain xx
# Prob_mito.xx: Probability of mitochondrial presequence from mitofates, strain xx
# Pred_mito.xx: Prediction from mitofates, strain xx
#
# Edward Wallace, Jan 2019
H99	JEC21	aATG.scorekw.H99	d1.scorekw.H99	u1.scorekw.H99	aATG.scorekw.JEC21	d1.scorekw.JEC21	u1.scorekw.JEC21	aATG.scoreUw.H99	aATG.scoreUw.JEC21	Prob_mito.H99	Pred_mito.H99	Prob_mito.JEC21	Pred_mito.JEC21
CNAG_04515	CNI00400	0.714	0.696	NA	0.706	0.681	NA	0.715	0.684	0	No	0	No
CNAG_02192	CNE03463	0.841	0.744	NA	0.774	0.823	0.899	0.695	0.688	0	No	0.181	No
CNAG_03119	CNG04425	0.799	0.662	NA	0.819	0.746	NA	0.663	0.663	0.009	No	0.012	No
CNAG_05721	CNF02530	0.847	0.625	NA	0.867	0.625	NA	0.746	0.718	0	No	0	No
CNAG_07876	CNH01135	0.828	0.853	0.778	0.717	0.553	0.875	0.589	0.733	0.032	No	0.042	No
CNAG_04851	CNJ02750	0.908	0.791	NA	0.916	0.753	NA	0.767	0.767	0	No	0	No
CNAG_01668	CNC01790	0.839	0.69	0.766	0.814	0.791	NA	0.454	0.524	0	No	0	No
CNAG_05505	CNH01590	0.891	0.773	NA	0.88	0.777	0.82	0.819	0.816	0.007	No	0.003	No
CNAG_01572	CNC00870	0.922	0.8	0.763	0.923	0.803	0.74	0.684	0.684	0	No	0	No
CNAG_03230	CNG03440	0.932	0.733	0.841	0.923	0.732	0.863	0.642	0.55	0.145	No	0.14	No
CNAG_02111	CNE04260	0.891	0.822	NA	0.888	0.83	NA	0.661	0.661	0	No	0	No
CNAG_04237	CNI03780	0.945	0.732	0.648	0.95	0.745	0.658	0.608	0.608	0	No	0	No
CNAG_00664	CNA06425	0.723	0.73	NA	0.784	0.773	NA	0.588	0.588	0	No	0	No
CNAG_06318	CNN00480	0.85	0.713	NA	0.861	0.79	0.753	0.647	0.647	0	No	0	No
CNAG_07043	CNJ03179	0.85	0.786	0.828	0.825	0.801	0.936	0.642	0.63	0	No	0	No
CNAG_06250	CNM02510	0.884	0.924	NA	0.883	0.848	0.671	0.752	0.752	0	No	0	No
CNAG_01390	CND05020	0.923	0.741	NA	0.884	0.723	NA	0.656	0.644	0	No	0	No
CNAG_02926	CNC05345	0.828	0.864	NA	0.883	0.878	0.767	0.351	0.462	0.995	Yes	0.989	Yes
CNAG_04409	CNI01390	0.923	0.828	0.838	0.93	0.843	NA	0.668	0.668	0.024	No	0.032	No
CNAG_04819	CNJ02435	0.828	0.605	0.809	0.822	0.707	NA	0.697	0.697	0.005	No	0.011	No
CNAG_04351	CNI01990	0.837	0.78	0.849	0.791	0.792	0.764	0.709	0.545	0.987	Yes	0.94	Yes
CNAG_00062	CNA00530	0.85	0.811	NA	0.836	0.78	0.833	0.822	0.717	0	No	0	No
CNAG_01246	CND03640	0.817	0.804	0.71	0.718	0.748	0.809	0.69	0.884	0	No	0.008	No
CNAG_00929	CND00690	0.891	0.795	NA	0.826	0.847	NA	0.716	0.748	0	No	0	No
CNAG_03706	CNB02030	0.886	0.771	NA	0.873	0.753	NA	0.423	0.351	0	No	0	No
CNAG_02220	CNE03200	0.842	0.794	NA	0.857	0.813	NA	0.625	0.623	0.005	No	0.006	No
CNAG_02347	CNE02025	0.772	0.829	NA	0.858	0.818	0.777	0.77	0.775	0.11	No	0.176	No
CNAG_02185	CNE03520	0.85	0.834	NA	0.852	0.789	NA	0.599	0.519	0.053	No	0.051	No
CNAG_00397	CNA03850	0.904	0.822	0.773	0.865	0.719	0.739	0.682	0.688	0.032	No	0.028	No
CNAG_01119	CND02440	0.805	0.827	NA	0.821	0.812	0.859	0.65	0.662	0	No	0	No
CNAG_05861	CNF01120	0.77	0.876	0.859	0.771	0.769	0.69	0.651	0.651	0.141	No	0.05	No
CNAG_03205	CNG03650	0.969	0.758	NA	0.969	0.8	NA	0.687	0.687	0	No	0	No
CNAG_04150	CNI02870	0.864	0.741	0.769	0.824	0.76	0.752	0.565	0.533	0	No	0	No
CNAG_06030	CNM00400	0.727	0.746	NA	0.776	0.79	0.874	0.6	0.653	0.105	No	0.028	No
CNAG_02552	CNE00140	0.765	0.768	0.765	0.837	0.796	0.713	0.727	0.549	0.03	No	0.005	No
CNAG_05075	CNL05450	0.818	0.853	NA	0.813	0.661	0.768	0.533	0.533	0	No	0	No
CNAG_02791	CNC04100	0.868	0.716	0.797	0.836	0.716	0.812	0.617	0.539	0	No	0	No
CNAG_03106	CNG04580	0.987	0.859	NA	0.979	0.85	NA	0.589	0.589	0.969	Yes	0.997	Yes
CNAG_00790	CNA07660	0.829	0.789	NA	0.853	0.792	NA	0.681	0.681	0	No	0	No
CNAG_04574	CNJ00150	0.975	0.766	NA	0.975	0.736	NA	0.584	0.584	0.008	No	0.007	No
CNAG_04959	CNL06560	0.667	0.796	NA	0.707	0.81	0.873	0.642	0.654	0.007	No	0	No
CNAG_01245	CND03630	0.824	0.806	0.661	0.791	0.747	0.709	0.669	0.65	0.131	No	0.129	No
CNAG_03243	CNG03300	0.847	0.714	0.788	0.844	0.726	0.765	0.564	0.515	0.077	No	0.034	No
CNAG_04992	CNL06220	0.814	0.805	0.673	0.859	0.804	NA	0.576	0.576	0.004	No	0.003	No
CNAG_04925	CNM02605	0.911	0.821	NA	NA	NA	NA	0.638	NA	0	No	NA	NA
CNAG_00034	CNA00250	0.951	0.821	NA	0.957	0.823	NA	0.576	0.576	0.007	No	0.007	No
CNAG_01927	CNK02675	0.809	0.87	0.699	0.837	0.806	NA	0.589	0.589	0.869	Yes	0.187	No
CNAG_01299	CND04190	0.931	0.975	NA	0.92	0.975	NA	0.677	0.585	0	No	0	No
CNAG_02317	CNE02290	0.93	0.716	0.797	0.905	0.788	NA	0.761	0.741	0	No	0	No
CNAG_04353	CNI01970	0.848	0.727	NA	0.792	0.697	NA	0.668	0.656	0.005	No	0.006	No
CNAG_04072	CNB05550	0.942	0.76	NA	0.903	0.769	NA	0.58	0.568	0	No	0	No
CNAG_03161	CNG04055	0.922	0.784	NA	0.842	0.717	0.658	0.641	0.667	0	No	0	No
CNAG_04632	CNJ00690	0.928	0.857	NA	0.958	0.804	0.71	0.623	0.611	0.434	Yes	0.402	Yes
CNAG_06368	CNN00960	0.937	0.775	0.719	0.982	0.764	0.685	0.597	0.505	0.047	No	0.048	No
CNAG_02141	CNE03950	0.815	0.653	0.848	0.798	0.701	0.791	0.482	0.482	0	No	0	No
CNAG_04882	CNJ03100	0.765	0.856	NA	0.832	0.771	0.797	0.619	0.496	0	No	0	No
CNAG_06403	CNN01290	0.875	0.874	0.695	0.893	0.862	NA	0.616	0.536	0	No	0	No
CNAG_05886	CNF00870	0.959	0.812	NA	0.898	0.812	NA	0.668	0.668	0.004	No	0.004	No
CNAG_03739	CNB02360	0.955	0.713	NA	0.961	0.858	NA	0.554	0.625	0.044	No	0.055	No
CNAG_05484	CNH01420	0.902	0.851	NA	0.895	0.825	0.75	0.732	0.732	0	No	0	No
CNAG_05553	CNH02020	0.831	0.845	NA	0.778	0.844	NA	0.69	0.729	0.005	No	0.005	No
CNAG_02736	CNC03610	0.811	0.837	NA	0.792	0.829	NA	0.714	0.622	0.019	No	0.019	No
CNAG_04398	CNI01500	0.815	0.763	0.736	0.855	0.812	0.775	0.549	0.546	0.043	No	0.068	No
CNAG_06350	CNN00790	0.859	0.752	0.892	0.898	0.753	0.726	0.605	0.617	0.004	No	0.003	No
CNAG_04461	CNI00970	0.825	0.886	NA	0.824	0.706	0.761	0.404	0.416	0	No	0	No
CNAG_01381	CND04940	0.746	0.873	NA	0.858	0.801	0.754	0.645	0.726	0	No	0	No
CNAG_00799	CNA07770	0.86	0.808	NA	0.871	0.808	NA	0.728	0.697	0	No	0	No
CNAG_05807	CNF01720	0.862	0.704	0.74	0.971	0.712	0.741	0.63	0.741	0.06	No	0.017	No
CNAG_05842	CNF01310	0.879	0.879	0.897	0.888	0.853	0.836	0.58	0.651	0.021	No	0.009	No
CNAG_03686	CNB01840	0.849	0.894	NA	0.827	0.86	0.78	0.721	0.721	0	No	0.006	No
CNAG_04814	CNJ02390	0.797	0.807	0.838	0.809	0.798	NA	0.675	0.625	0	No	0	No
CNAG_00571	CNA05560	0.818	0.693	0.899	0.839	0.757	0.895	0.597	0.689	0	No	0	No
CNAG_06545	CNF04720	0.938	0.755	NA	0.874	0.781	NA	0.528	0.626	0.072	No	0.13	No
CNAG_07990	CNF03185	0.799	0.714	0.746	0.8	0.737	0.744	0.779	0.782	0.021	No	0.019	No
CNAG_07638	CNE02700	0.84	0.793	0.835	0.78	0.792	0.84	0.543	0.595	0	No	0.009	No
CNAG_01441	CND05550	0.912	0.752	0.677	0.883	0.729	0.683	0.668	0.687	0.921	Yes	0.958	Yes
CNAG_06072	CNM00820	0.847	0.825	NA	0.79	0.812	NA	0.594	0.594	0	No	0	No
CNAG_03375	CNG02080	0.901	0.744	NA	0.9	0.753	NA	0.644	0.644	0.999	Yes	0.999	Yes
CNAG_02236	CNE03050	0.694	0.803	0.871	0.707	0.798	0.882	0.66	0.66	0	No	0	No
CNAG_07859	CNJ00200	0.928	0.721	NA	0.823	0.843	NA	0.592	0.758	0	No	0	No
CNAG_06232	CNM02330	0.812	0.8	NA	0.806	0.785	0.896	0.671	0.671	0.176	No	0.181	No
CNAG_01322	CND04420	0.79	0.739	NA	0.722	0.838	NA	0.693	0.779	0	No	0.003	No
CNAG_02989	CNC05970	0.865	0.747	NA	0.836	0.753	NA	0.653	0.755	0	No	0	No
CNAG_03545	CNG00520	0.816	0.773	0.654	0.778	0.789	NA	0.604	0.592	0	No	0	No
CNAG_00015	CNA00080	0.927	0.791	0.805	0.929	0.902	NA	0.558	0.558	0.032	No	0.006	No
CNAG_05485	CNH01430	0.814	0.706	0.859	0.841	0.761	0.709	0.605	0.624	0.01	No	0.009	No
CNAG_05641	CNH02815	0.974	0.831	0.825	0.968	0.742	0.807	0.641	0.61	0.047	No	0.066	No
CNAG_05451	CNH01165	0.821	0.817	NA	0.82	0.779	NA	0.668	0.668	0	No	0	No
CNAG_03952	CNB04400	0.864	0.907	0.782	0.907	0.904	0.755	0.495	0.495	0.005	No	0.013	No
CNAG_03227	CNG03470	0.749	0.666	0.835	0.737	0.684	0.84	0.566	0.566	0.041	No	0.013	No
CNAG_02417	CNE01400	0.873	0.702	0.787	0.933	0.667	NA	0.58	0.58	0.021	No	0.012	No
CNAG_05197	CNL04280	0.85	0.773	NA	0.914	0.762	NA	0.724	0.709	0	No	0	No
CNAG_04592	CNJ00320	NA	NA	NA	0.811	0.752	0.805	NA	0.605	NA	NA	0.012	No
CNAG_05582	CNH02275	0.926	0.838	NA	0.901	0.878	NA	0.703	0.691	0.042	No	0.22	No
CNAG_06460	CNN01830	0.862	0.756	0.742	0.864	0.788	NA	0.789	0.697	0	No	0	No
CNAG_06276	CNN00100	0.782	0.763	0.781	0.797	0.781	NA	0.578	0.776	0.005	No	0.004	No
CNAG_06348	CNN00770	0.894	0.955	NA	0.882	0.968	0.604	0.769	0.769	0	No	0	No
CNAG_06203	CNM02020	0.701	0.851	0.829	0.744	0.862	0.844	0.654	0.666	0	No	0	No
CNAG_07884	CNH01600	0.943	0.797	NA	0.945	0.814	NA	0.473	0.473	0.035	No	0.053	No
CNAG_04473	CNI00840	0.879	0.817	NA	0.874	0.83	NA	0.697	0.697	0.003	No	0.004	No
CNAG_02604	CNK00900	0.717	0.835	0.862	0.759	0.987	NA	0.782	0.669	0.179	No	0	No
CNAG_03412	CNG01720	0.719	0.754	NA	0.726	0.856	0.934	0.692	0.723	0	No	0	No
CNAG_04465	CNI00920	0.956	0.791	0.775	0.937	0.804	0.72	0.558	0.65	0.013	No	0.013	No
CNAG_04294	CNI02545	0.839	0.772	0.665	0.796	0.787	NA	0.781	0.693	0	No	0	No
CNAG_04400	CNI01480	0.844	0.885	NA	0.883	0.886	NA	0.759	0.792	0.917	Yes	0.996	Yes
CNAG_04161	CNI02970	0.882	0.827	NA	0.769	0.821	NA	0.78	0.761	0	No	0.003	No
CNAG_07015	CND05860	0.783	0.749	0.772	0.784	0.701	0.772	0.818	0.818	0.003	No	0	No
CNAG_05659	CNH02965	0.863	0.851	NA	0.831	0.782	0.648	0.709	0.728	0	No	0	No
CNAG_05440	CNH01070	0.81	0.84	NA	0.804	0.791	NA	0.746	0.746	0.901	Yes	0.654	Yes
CNAG_03423	CNG01620	0.755	0.937	0.876	0.894	0.788	NA	0.505	0.702	0	No	0	No
CNAG_03440	CNG01460	0.859	0.802	NA	0.884	0.632	NA	0.496	0.588	0.026	No	0.012	No
CNAG_04067	CNB05505	0.898	0.759	0.791	0.96	0.859	NA	0.597	0.677	0.003	No	0	No
CNAG_01376	CND04890	0.7	0.746	NA	0.695	0.769	NA	0.764	0.764	0	No	0	No
CNAG_01633	CNC01460	0.984	0.811	0.766	0.974	0.807	NA	0.619	0.619	0	No	0	No
CNAG_05146	CNL04765	0.829	0.672	NA	0.779	0.69	NA	0.731	0.639	0.003	No	0.005	No
CNAG_06335	CNN00650	0.869	0.795	NA	0.863	0.7	NA	0.565	0.565	0.091	No	0.043	No
CNAG_06445	CNN01700	0.88	0.735	NA	0.907	0.731	0.597	0.535	0.565	0.005	No	0.003	No
CNAG_00865	CND00030	0.942	0.744	0.862	0.912	0.791	0.61	0.502	0.521	0	No	0	No
CNAG_01610	CNC01230	0.87	0.766	NA	0.838	0.769	NA	0.545	0.557	0	No	0	No
CNAG_01800	CNC02910	0.932	0.807	NA	0.927	0.81	NA	0.76	0.748	0.258	No	0.276	No
CNAG_02446	CNE01120	0.9	0.846	0.677	0.806	0.848	0.802	0.648	0.767	0.992	Yes	0.993	Yes
CNAG_05690	CNF02840	0.921	0.704	0.697	0.928	0.72	NA	0.764	0.764	0.005	No	0.005	No
CNAG_02437	CNE01200	0.947	0.856	NA	0.959	0.887	NA	0.462	0.533	0	No	0	No
CNAG_02153	CNE03830	0.935	0.771	NA	0.943	0.796	NA	0.527	0.493	0	No	0	No
CNAG_06687	CNF03270	0.782	0.823	NA	0.836	0.81	NA	0.679	0.672	0	No	0	No
CNAG_02704	CNK01920	0.694	0.817	NA	0.765	0.785	0.678	0.764	0.71	0	No	0	No
CNAG_04512	CNI00430	0.949	0.916	0.858	0.928	0.911	NA	0.675	0.656	0.03	No	0.028	No
CNAG_00888	CND00260	0.844	0.798	NA	0.852	0.824	NA	0.573	0.652	0.032	No	0.032	No
CNAG_07763	CNI03890	0.878	0.683	0.709	0.962	0.842	0.787	0.589	0.589	0.003	No	0.009	No
CNAG_00940	CND00800	0.903	0.778	NA	0.912	0.755	NA	0.634	0.634	0.05	No	0.08	No
CNAG_07522	CNC04260	0.817	0.857	NA	0.827	0.857	NA	0.769	0.769	0	No	0	No
CNAG_05383	CNH00500	0.846	0.641	0.758	0.809	0.626	0.768	0.641	0.66	0.008	No	0.003	No
CNAG_03049	CNC00390	0.907	0.717	0.75	0.829	NA	NA	0.718	0.769	0	No	0	No
CNAG_06063	CNM00720	0.931	0.779	NA	0.933	0.766	NA	0.58	0.58	0.995	Yes	0.993	Yes
CNAG_07377	CNA06110	0.841	0.676	0.621	0.902	0.678	0.612	0.65	0.65	0	No	0.003	No
CNAG_06564	CNF04530	0.733	0.77	0.873	0.76	0.839	0.785	0.727	0.715	0	No	0	No
CNAG_00273	CNA02620	0.826	0.663	NA	0.78	0.687	NA	0.697	0.709	0	No	0	No
CNAG_04312	CNI02370	0.91	0.735	NA	0.912	0.776	NA	0.656	0.656	0	No	0	No
CNAG_00532	CNA05140	0.848	0.766	NA	0.851	0.793	NA	0.769	0.795	0.007	No	0.01	No
CNAG_02211	CNE03300	0.864	0.749	0.83	0.879	0.757	NA	0.564	0.524	0	No	0	No
CNAG_03767	CNB02640	0.868	0.76	NA	0.907	0.721	NA	0.585	0.573	0.006	No	0	No
CNAG_04179	CNI03160	0.691	0.947	0.688	0.705	0.922	NA	0.942	0.942	0.996	Yes	0.985	Yes
CNAG_07940	CNN01670	0.765	0.811	NA	0.851	0.792	NA	0.683	0.674	0	No	0	No
CNAG_01266	CND03865	0.851	0.817	NA	0.923	0.796	NA	0.727	0.798	0.997	Yes	0.999	Yes
CNAG_06917	CNK00130	0.825	0.9	NA	0.83	0.801	NA	0.582	0.674	0	No	0	No
CNAG_04168	CNI03050	0.915	0.748	NA	0.922	0.814	NA	0.516	0.516	0	No	0	No
CNAG_00586	CNA05700	0.911	0.882	NA	0.913	0.818	0.758	0.601	0.601	0.008	No	0.005	No
CNAG_02982	CNC05910	0.937	0.815	NA	0.958	0.833	NA	0.474	0.62	0.208	No	0.418	Yes
CNAG_02408	CNE01470	0.796	0.701	NA	0.832	0.754	0.814	0.466	0.61	0.003	No	0	No
CNAG_00408	CNA03970	0.818	0.867	NA	0.819	0.868	NA	0.515	0.515	0	No	0	No
CNAG_06906	CNK00210	0.962	0.789	NA	0.962	0.737	NA	0.527	0.527	0	No	0	No
CNAG_05007	CNL06080	0.794	0.806	NA	0.796	0.796	NA	0.625	0.625	0.021	No	0.007	No
CNAG_01082	CND02100	0.797	0.817	0.896	0.824	0.815	0.857	0.556	0.481	0	No	0	No
CNAG_02466	CNE00930	0.885	0.754	0.812	0.909	0.773	NA	0.643	0.561	0.006	No	0.003	No
CNAG_05363	CNH00300	0.953	0.744	NA	0.949	0.67	NA	0.665	0.665	0	No	0.003	No
CNAG_05290	CNH03410	0.957	0.745	NA	0.92	0.738	NA	0.572	0.553	0	No	0	No
CNAG_04342	CNI02080	0.857	0.811	0.717	0.86	0.744	0.766	0.636	0.636	0.004	No	0	No
CNAG_03459	CNG01290	0.924	0.896	NA	0.923	0.887	NA	0.545	0.545	0	No	0	No
CNAG_07677	CNF01230	0.813	0.766	0.879	0.799	0.767	0.918	0.591	0.672	0.004	No	0	No
CNAG_02012	CNK03470	0.771	0.87	0.809	0.876	0.789	0.79	0.869	0.708	0	No	0	No
CNAG_07365	CNA05000	0.707	0.777	NA	0.7	0.823	0.718	0.92	0.856	0.124	No	0.012	No
CNAG_06237	CNM02370	0.883	0.888	0.801	0.893	0.789	0.786	0.67	0.762	0.007	No	0	No
CNAG_03057	CNC00320	0.799	0.697	NA	0.848	0.769	0.631	0.533	0.533	0.007	No	0.007	No
CNAG_01760	CNC02610	0.799	0.864	0.682	0.919	0.8	0.802	0.605	0.629	0	No	0	No
CNAG_01987	CNK03190	0.835	0.774	0.772	0.826	0.785	0.736	0.791	0.699	0.031	No	0.028	No
CNAG_03445	CNG01420	0.829	0.744	NA	0.82	0.752	NA	0.759	0.712	0.004	No	0.006	No
CNAG_04846	CNJ02710	0.785	0.988	0.773	0.871	0.952	0.77	0.677	0.696	0.023	No	0.026	No
CNAG_05429	CNH00950	0.899	0.983	NA	0.919	0.985	NA	0.65	0.481	0.226	No	0.037	No
CNAG_05977	CNF00080	0.695	0.782	NA	0.712	0.777	NA	0.688	0.735	0	No	0	No
CNAG_04502	CNI00550	0.779	0.901	0.818	0.787	0.933	NA	0.591	0.591	0.014	No	0.014	No
CNAG_05915	CNF00590	0.8	0.714	0.903	0.809	0.713	0.908	0.731	0.731	0	No	0	No
CNAG_06191	CNM01900	0.864	0.767	NA	0.922	0.773	NA	0.604	0.573	0	No	0	No
CNAG_00156	CNA01450	0.931	0.814	0.771	0.949	0.815	NA	0.651	0.62	0	No	0	No
CNAG_07487	CNB04580	0.967	0.851	0.846	0.945	0.849	NA	0.564	0.553	0.034	No	0.035	No
CNAG_07776	CNI00670	0.712	0.967	NA	0.73	0.961	NA	0.786	0.786	0.5	Yes	0.535	Yes
CNAG_05595	CNH02380	0.908	0.631	NA	0.851	0.711	NA	0.539	0.69	0	No	0	No
CNAG_02581	CNK00730	0.822	0.816	NA	0.807	0.715	0.801	0.577	0.546	0	No	0	No
CNAG_01224	CND03460	0.961	0.617	NA	0.843	0.614	0.761	0.413	0.667	0.01	No	0.011	No
CNAG_04114	CNI04340	0.96	0.701	NA	0.917	0.707	NA	0.493	0.493	0	No	0	No
CNAG_04458	CNI01000	0.933	0.899	0.81	0.912	0.891	NA	0.462	0.579	0	No	0	No
CNAG_05256	CNH03740	0.91	0.698	NA	0.861	0.752	0.85	0.721	0.74	0.021	No	0.021	No
CNAG_04466	CNI00910	0.734	0.755	NA	0.742	0.797	NA	0.822	0.735	0.08	No	0.663	Yes
CNAG_05069	CNL05510	0.91	0.807	NA	0.913	0.822	NA	0.611	0.611	0.06	No	0.133	No
CNAG_05843	CNF01300	0.756	0.769	0.806	0.829	0.835	0.751	0.697	0.494	0	No	0	No
CNAG_06107	CNM01130	0.928	0.797	NA	0.934	0.803	NA	0.554	0.554	0	No	0	No
CNAG_02699	CNK01870	0.776	0.896	0.624	0.786	0.891	0.71	0.847	0.823	0	No	0	No
CNAG_00028	CNA00210	0.977	0.729	0.723	0.941	0.816	0.744	0.485	0.473	0	No	0	No
CNAG_03762	CNB02570	0.928	0.808	NA	0.926	0.821	NA	0.677	0.677	0.007	No	0.008	No
CNAG_06535	CNF04820	0.952	0.83	NA	0.914	0.834	NA	0.493	0.573	0	No	0	No
CNAG_01465	CNC07150	0.824	0.874	NA	0.769	0.879	0.655	0.624	0.735	0.033	No	0.048	No
CNAG_06594	CNF04240	0.885	0.812	NA	0.886	0.723	0.693	0.58	0.58	0.003	No	0	No
CNAG_00625	CNA06050	0.898	0.729	0.818	0.853	0.76	0.829	0.695	0.701	0	No	0	No
CNAG_01373	CND04860	0.9	0.673	NA	0.961	0.673	NA	0.668	0.668	0	No	0	No
CNAG_07641	CNE02730	0.871	0.751	0.807	0.899	0.817	0.801	0.604	0.684	0	No	0	No
CNAG_03228	CNG03460	0.933	0.833	NA	0.931	0.75	NA	0.555	0.478	0.004	No	0	No
CNAG_01869	CNK02090	0.817	0.805	NA	0.799	0.82	NA	0.574	0.502	0.233	No	0.263	No
CNAG_03160	CNG04070	0.852	0.899	0.776	0.865	0.911	0.742	0.75	0.651	0	No	0.004	No
CNAG_05969	CNF00150	0.686	0.737	0.837	0.684	0.783	0.791	0.702	0.702	0.608	Yes	0.659	Yes
CNAG_04377	CNI01700	0.805	0.637	NA	0.733	0.599	0.797	0.828	0.644	0.095	No	0.093	No
CNAG_01414	CND05250	0.952	0.821	NA	0.886	0.727	NA	0.537	0.636	0.168	No	0.179	No
CNAG_02295	CNE02490	0.757	0.671	0.881	0.762	0.677	0.768	0.667	0.667	0	No	0	No
CNAG_04185	CNI03220	0.918	0.752	0.798	0.87	0.761	NA	0.58	0.58	0.018	No	0.016	No
CNAG_00035	CNA00260	0.751	0.821	0.841	0.815	0.801	0.74	0.669	0.565	0	No	0	No
CNAG_06204	CNM02030	0.815	0.73	0.792	0.888	0.753	NA	0.73	0.644	0	No	0	No
CNAG_03020	CNC00650	0.813	0.78	NA	0.827	0.8	NA	0.755	0.656	0	No	0	No
CNAG_04895	CNJ03190	0.765	0.837	0.714	0.798	0.828	0.769	0.664	0.704	0	No	0	No
CNAG_00286	CNA02740	0.847	0.804	0.707	0.823	0.823	NA	0.382	0.371	0	No	0	No
CNAG_01699	CNC02060	0.793	0.946	0.802	0.94	0.793	NA	0.617	0.687	0	No	0	No
CNAG_02861	CNC04790	0.835	0.861	NA	0.853	0.86	0.79	0.683	0.591	0	No	0	No
CNAG_02147	CNE03890	0.94	0.826	NA	0.939	0.8	NA	0.585	0.585	0	No	0	No
CNAG_03864	CNB03530	0.861	0.908	NA	0.867	0.906	NA	0.717	0.764	0	No	0	No
CNAG_00734	CNA07120	0.917	0.771	NA	0.924	0.752	NA	0.512	0.481	0	No	0	No
CNAG_05147	CNL04760	0.852	0.74	0.788	0.685	0.865	0.617	0.605	0.9	0	No	0.01	No
CNAG_03810	CNB03010	0.86	0.761	NA	0.868	0.772	NA	0.53	0.447	0.585	Yes	0.638	Yes
CNAG_01017	CND01470	0.873	0.737	NA	0.828	0.732	NA	0.71	0.699	0	No	0	No
CNAG_05192	CNL04355	0.834	0.853	0.654	0.713	0.728	NA	0.76	0.712	0.006	No	NA	NA
CNAG_02854	CNC04710	0.827	0.766	NA	0.783	0.735	NA	0.577	0.718	0	No	0	No
CNAG_03937	CNB04245	0.842	0.716	NA	0.844	0.711	NA	0.619	0.728	0	No	0	No
CNAG_01609	CNC01220	0.934	0.794	NA	0.95	0.722	NA	0.607	0.595	0	No	0	No
CNAG_00670	CNA06480	0.902	0.886	0.829	0.902	0.927	0.887	0.512	0.512	0.003	No	0	No
CNAG_00850	CNA08260	0.98	0.811	0.786	0.817	0.787	0.673	0.641	0.691	0	No	0	No
CNAG_06378	CNN01040	0.9	0.717	NA	0.842	0.725	NA	0.564	0.564	0	No	0	No
CNAG_04177	CNI03140	0.87	0.737	NA	0.871	0.745	NA	0.592	0.592	0	No	0	No
CNAG_07357	CNJ01555	NA	NA	NA	0.837	0.873	0.729	NA	0.524	NA	NA	0.616	Yes
CNAG_03489	CNG01030	0.8	0.813	NA	0.801	0.828	NA	0.683	0.683	0	No	0	No
CNAG_01010	CND01400	0.847	0.785	0.918	0.761	0.803	0.822	0.527	0.64	0	No	0	No
CNAG_00417	CNA04050	0.935	0.815	NA	0.937	0.828	NA	0.546	0.546	0.034	No	0.075	No
CNAG_05899	CNF00740	0.911	0.661	NA	0.908	0.67	NA	0.515	0.546	0.003	No	0.003	No
CNAG_03323	CNG02550	0.822	0.617	NA	0.838	0.805	NA	0.584	0.584	0	No	0	No
CNAG_01986	CNK03185	0.795	0.761	NA	0.772	0.872	NA	0.715	0.807	0	No	0	No
CNAG_02873	CNC04860	0.845	0.807	NA	0.719	0.863	NA	0.69	0.684	0.701	Yes	0.435	Yes
CNAG_03851	CNB03410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNAG_05829	CNF01510	0.778	0.763	NA	0.729	0.765	NA	0.872	0.757	0.158	No	0.016	No
CNAG_07545	CNK01250	0.874	0.796	NA	0.799	0.825	NA	0.598	0.617	0.004	No	0.004	No
CNAG_03703	CNB02005	NA	NA	NA	0.803	0.776	0.707	NA	0.687	NA	NA	0	No
CNAG_00312	CNA02950	0.909	0.782	NA	0.869	0.775	NA	0.696	0.604	0.027	No	0.027	No
CNAG_02889	CNC05020	0.886	0.827	NA	0.843	0.758	NA	0.759	0.767	0	No	0.01	No
CNAG_02257	CNE02890	0.891	0.961	NA	0.895	0.966	NA	0.39	0.39	0.013	No	0.01	No
CNAG_03079	CNC00120	0.816	0.72	0.846	0.81	0.736	NA	0.789	0.558	0.007	No	0.005	No
CNAG_00728	CNA07070	0.824	0.833	0.886	0.665	0.799	NA	0.694	0.827	0	No	0	No
CNAG_00707	CNA06860	0.958	0.635	NA	0.882	0.633	NA	0.597	0.486	0.703	Yes	0.708	Yes
CNAG_07531	CNK01400	0.834	0.806	NA	0.885	0.839	NA	0.619	0.552	0	No	0	No
CNAG_07505	CNC00560	0.826	0.891	NA	0.766	0.813	NA	0.647	0.647	0	No	0	No
CNAG_01892	CNK02330	0.833	0.758	NA	0.822	0.927	0.702	0.739	0.616	0	No	0	No
