# scores_kozak_Nc.txt
# Scores of ATG context against Kozak sequence, N. crassa 
# Kozak sequence derived from 400 highest-translated genes by RPF
#
# Gene: Nc systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
NCU00322	0.822	1	NA	0.807	0.958	NA	0.178	NA	0.151	NA
NCU00324	0.859	0.799	0.822	0.824	0.737	0.777	-0.06	-0.037	-0.087	-0.048
NCU00325	0.974	0.825	NA	0.901	0.714	NA	-0.149	NA	-0.187	NA
NCU00326	0.892	0.788	0.797	0.864	0.707	0.757	-0.105	-0.095	-0.158	-0.107
NCU00327	0.94	NA	NA	0.862	NA	NA	NA	NA	NA	NA
NCU00329	0.838	0.778	NA	0.727	0.626	NA	-0.06	NA	-0.101	NA
NCU00330	0.854	0.828	0.862	0.827	0.767	0.804	-0.026	0.009	-0.06	-0.023
NCU00331	0.896	0.755	0.724	0.862	0.716	0.699	-0.14	-0.172	-0.146	-0.163
NCU00332	0.903	0.675	0.784	0.875	0.703	0.748	-0.228	-0.119	-0.172	-0.127
NCU00333	0.992	1	NA	0.922	0.92	NA	0.008	NA	-0.002	NA
NCU00334	0.992	0.849	NA	0.962	0.852	NA	-0.142	NA	-0.11	NA
NCU00335	0.907	0.769	NA	0.895	0.754	NA	-0.138	NA	-0.141	NA
NCU00336	0.931	0.853	NA	0.874	0.79	NA	-0.077	NA	-0.084	NA
NCU00337	0.975	0.825	NA	0.929	0.676	NA	-0.149	NA	-0.253	NA
NCU00338	0.838	0.853	0.694	0.787	0.804	0.686	0.015	-0.144	0.017	-0.101
NCU00339	0.956	0.761	NA	0.915	0.69	NA	-0.195	NA	-0.224	NA
NCU00340	0.765	0.899	NA	0.708	0.761	NA	0.134	NA	0.053	NA
NCU00343	0.765	0.939	0.876	0.662	0.877	0.868	0.174	0.111	0.215	0.206
NCU00344	0.818	0.92	0.892	0.777	0.82	0.807	0.102	0.074	0.043	0.03
NCU00345	0.992	0.877	0.81	0.959	0.744	0.78	-0.115	-0.181	-0.214	-0.179
NCU00346	0.939	0.863	NA	0.85	0.821	NA	-0.075	NA	-0.029	NA
NCU00347	0.983	0.817	0.844	0.91	0.737	0.823	-0.166	-0.139	-0.173	-0.087
NCU00348	0.975	0.833	NA	0.868	0.74	NA	-0.142	NA	-0.129	NA
NCU00349	0.811	0.828	0.772	0.774	0.779	0.736	0.017	-0.038	0.005	-0.038
NCU00350	1	0.801	0.778	0.935	0.768	0.709	-0.199	-0.222	-0.168	-0.227
NCU00351	0.903	0.975	NA	0.729	0.855	NA	0.072	NA	0.126	NA
NCU00352	0.827	0.802	0.948	0.758	0.758	0.877	-0.026	0.12	0	0.119
NCU00353	0.912	0.725	NA	0.82	0.636	NA	-0.186	NA	-0.185	NA
NCU00354	0.892	NA	NA	0.805	NA	NA	NA	NA	NA	NA
NCU00355	0.903	0.827	NA	0.843	0.753	NA	-0.076	NA	-0.09	NA
NCU00356	0.72	0.869	0.796	0.624	0.852	NA	0.149	0.077	0.228	NA
NCU00357	0.925	0.79	0.832	0.849	0.678	0.777	-0.134	-0.093	-0.171	-0.072
NCU00358	0.896	0.882	0.769	0.87	0.857	NA	-0.014	-0.127	-0.013	NA
NCU00359	0.974	0.889	0.832	0.88	0.821	0.796	-0.085	-0.143	-0.059	-0.084
NCU00360	0.94	0.8	0.866	0.877	0.747	0.748	-0.14	-0.074	-0.13	-0.128
NCU00361	0.918	0.892	NA	0.846	0.853	NA	-0.026	NA	0.007	NA
NCU00362	0.855	0.974	0.925	0.798	0.907	0.867	0.12	0.07	0.109	0.069
NCU00363	0.925	0.728	NA	0.845	0.709	NA	-0.196	NA	-0.136	NA
NCU00364	0.859	0.75	0.975	0.863	0.709	NA	-0.109	0.116	-0.154	NA
NCU00365	1	0.708	NA	0.932	0.708	NA	-0.292	NA	-0.224	NA
NCU00366	1	0.974	0.683	0.972	0.853	0.671	-0.026	-0.317	-0.119	-0.3
NCU00367	0.925	0.859	NA	0.886	0.846	NA	-0.066	NA	-0.039	NA
NCU00368	0.918	0.828	NA	0.896	0.765	NA	-0.09	NA	-0.131	NA
NCU00369	0.974	0.822	0.911	0.936	0.737	NA	-0.152	-0.063	-0.198	NA
NCU00370	0.94	0.992	NA	0.875	0.927	NA	0.052	NA	0.052	NA
NCU00371	0.983	0.778	NA	0.945	0.703	NA	-0.205	NA	-0.242	NA
NCU00372	0.728	1	0.725	0.727	0.89	0.67	0.272	-0.003	0.162	-0.057
NCU00373	0.948	0.859	0.795	0.906	0.715	NA	-0.089	-0.153	-0.191	NA
NCU00375	0.992	0.74	NA	0.961	0.663	NA	-0.252	NA	-0.298	NA
NCU00376	0.992	0.93	0.915	0.893	0.904	0.756	-0.061	-0.077	0.011	-0.137
NCU00377	0.851	0.873	0.824	0.827	0.741	0.698	0.022	-0.027	-0.086	-0.129
NCU00378	0.903	0.822	0.903	0.826	0.739	0.835	-0.081	0	-0.087	0.009
NCU00379	0.886	0.892	NA	0.812	0.855	NA	0.006	NA	0.044	NA
NCU00380	0.939	0.974	0.838	0.887	0.883	0.715	0.036	-0.101	-0.004	-0.172
NCU00382	1	0.77	0.94	0.902	0.686	0.892	-0.23	-0.06	-0.217	-0.01
NCU00384	1	0.756	NA	0.903	0.713	NA	-0.244	NA	-0.19	NA
NCU00385	0.975	0.678	NA	0.86	0.676	NA	-0.297	NA	-0.184	NA
NCU00386	0.903	0.845	NA	0.844	0.757	NA	-0.058	NA	-0.087	NA
NCU00387	0.93	0.983	0.811	0.838	0.928	0.748	0.053	-0.12	0.09	-0.09
NCU00388	0.849	0.729	0.882	0.786	0.717	0.824	-0.12	0.033	-0.069	0.038
NCU00389	0.896	0.928	NA	0.835	0.837	NA	0.033	NA	0.002	NA
NCU00391	0.915	0.757	NA	0.793	0.697	NA	-0.158	NA	-0.096	NA
NCU00392	0.899	0.783	0.767	0.874	0.766	0.688	-0.116	-0.132	-0.108	-0.186
NCU00395	0.898	0.911	NA	0.805	0.819	NA	0.014	NA	0.014	NA
NCU00396	0.859	0.909	NA	0.814	0.849	NA	0.05	NA	0.035	NA
NCU00397	0.869	0.8	0.719	0.771	0.775	0.69	-0.069	-0.15	0.004	-0.081
NCU00398	0.678	0.886	0.875	0.643	0.81	0.718	0.208	0.197	0.167	0.075
NCU00399	0.975	0.868	0.872	0.963	0.783	NA	-0.106	-0.102	-0.18	NA
NCU00400	0.873	0.717	NA	0.776	0.725	NA	-0.156	NA	-0.051	NA
NCU00401	0.956	0.904	0.821	0.865	0.832	0.759	-0.052	-0.135	-0.033	-0.106
NCU00403	0.904	0.851	0.796	0.817	0.784	0.702	-0.053	-0.108	-0.033	-0.115
NCU00404	0.853	0.903	NA	0.81	0.799	NA	0.05	NA	-0.011	NA
NCU00405	0.788	0.974	0.866	0.732	0.933	NA	0.187	0.079	0.201	NA
NCU00406	0.983	1	0.839	0.93	0.83	0.751	0.017	-0.144	-0.1	-0.179
NCU00407	0.913	0.931	0.75	0.85	0.798	0.638	0.017	-0.164	-0.052	-0.212
NCU00408	0.931	0.773	NA	0.876	0.714	NA	-0.158	NA	-0.162	NA
NCU00409	0.992	0.827	0.716	0.832	0.735	0.686	-0.165	-0.275	-0.097	-0.147
NCU00410	0.974	0.809	NA	0.969	0.717	NA	-0.166	NA	-0.252	NA
NCU00411	0.931	0.94	0.804	0.819	0.837	NA	0.009	-0.127	0.018	NA
NCU00412	0.94	0.794	NA	0.829	0.759	NA	-0.146	NA	-0.071	NA
NCU00413	1	0.825	NA	0.857	0.78	NA	-0.175	NA	-0.077	NA
NCU00414	1	0.751	NA	0.855	0.666	NA	-0.249	NA	-0.189	NA
NCU00415	0.94	0.783	0.906	0.887	0.689	0.863	-0.157	-0.034	-0.198	-0.024
NCU00416	0.948	0.79	0.768	0.855	0.809	0.735	-0.157	-0.179	-0.046	-0.12
NCU00417	1	0.974	NA	0.903	0.896	NA	-0.026	NA	-0.007	NA
NCU00418	0.797	1	NA	0.788	0.851	NA	0.203	NA	0.062	NA
NCU00419	1	0.903	NA	0.967	0.801	NA	-0.097	NA	-0.166	NA
NCU00420	0.892	0.832	0.848	0.82	0.807	0.741	-0.06	-0.045	-0.013	-0.079
NCU00421	0.866	0.821	NA	0.756	0.783	NA	-0.046	NA	0.028	NA
NCU00422	1	0.805	NA	0.884	0.71	NA	-0.195	NA	-0.174	NA
NCU00423	0.906	0.75	0.818	0.825	0.726	0.84	-0.157	-0.088	-0.099	0.015
NCU00424	0.903	0.849	NA	0.87	0.827	NA	-0.054	NA	-0.043	NA
NCU00425	0.983	0.818	NA	0.948	0.765	NA	-0.165	NA	-0.183	NA
NCU00426	0.892	0.751	NA	0.863	0.711	NA	-0.142	NA	-0.152	NA
NCU00427	0.931	0.818	NA	0.879	0.711	NA	-0.112	NA	-0.169	NA
NCU00428	0.724	0.807	0.836	0.64	0.753	NA	0.084	0.112	0.112	NA
NCU00430	0.882	0.75	0.807	0.829	0.733	0.683	-0.132	-0.075	-0.096	-0.145
NCU00431	1	0.8	NA	0.934	0.693	NA	-0.2	NA	-0.241	NA
NCU00432	0.876	0.728	0.75	0.832	0.629	0.67	-0.148	-0.126	-0.203	-0.162
NCU00434	0.811	0.829	0.909	0.708	0.687	0.77	0.019	0.099	-0.022	0.061
NCU00435	0.992	0.765	0.691	0.882	0.694	0.687	-0.227	-0.3	-0.188	-0.194
NCU00436	0.892	0.778	0.92	0.872	0.711	0.748	-0.114	0.028	-0.162	-0.125
NCU00437	1	0.883	NA	0.939	0.877	NA	-0.117	NA	-0.062	NA
NCU00438	0.911	0.767	NA	0.897	0.702	NA	-0.144	NA	-0.195	NA
NCU00439	0.784	0.739	NA	0.732	0.683	NA	-0.045	NA	-0.049	NA
NCU00440	0.93	0.842	NA	0.821	0.735	NA	-0.089	NA	-0.085	NA
NCU00441	0.983	0.859	NA	0.91	0.808	NA	-0.124	NA	-0.101	NA
NCU00442	0.869	0.901	0.889	0.807	0.808	0.815	0.032	0.021	0.001	0.008
NCU00443	1	0.866	NA	0.914	0.812	NA	-0.134	NA	-0.102	NA
NCU00444	0.974	0.889	NA	0.887	0.754	NA	-0.085	NA	-0.133	NA
NCU00445	0.931	0.832	NA	0.864	0.746	NA	-0.099	NA	-0.118	NA
NCU00446	0.975	0.807	0.827	0.932	0.786	0.743	-0.168	-0.147	-0.146	-0.189
NCU00447	0.876	0.907	0.78	0.833	0.872	0.761	0.031	-0.096	0.039	-0.072
NCU00448	0.931	0.859	0.868	0.913	0.801	0.798	-0.072	-0.062	-0.111	-0.114
NCU00449	0.884	0.845	NA	0.82	0.774	NA	-0.039	NA	-0.045	NA
NCU00450	0.814	0.882	0.78	0.763	0.827	0.708	0.068	-0.034	0.065	-0.054
NCU00451	0.855	0.829	0.804	0.84	0.763	NA	-0.026	-0.051	-0.077	NA
NCU00453	0.886	0.859	0.766	0.845	0.737	0.728	-0.027	-0.119	-0.108	-0.117
NCU00454	0.913	0.788	0.836	0.819	0.761	0.774	-0.126	-0.077	-0.057	-0.045
NCU00455	0.948	0.75	0.814	0.928	0.717	0.773	-0.198	-0.134	-0.211	-0.155
NCU00456	0.983	0.899	NA	0.945	0.869	NA	-0.084	NA	-0.076	NA
NCU00457	0.896	0.755	NA	0.916	0.676	NA	-0.14	NA	-0.24	NA
NCU00458	0.846	0.845	NA	0.778	0.785	NA	-0.001	NA	0.007	NA
NCU00459	0.901	0.93	0.761	0.837	0.855	0.641	0.03	-0.14	0.018	-0.196
NCU00461	0.903	0.923	0.832	0.82	0.824	0.834	0.019	-0.072	0.004	0.014
NCU00462	0.875	0.992	NA	0.76	0.894	NA	0.117	NA	0.134	NA
NCU00463	0.948	0.901	0.765	0.79	0.782	0.736	-0.047	-0.183	-0.008	-0.054
NCU00464	0.844	0.832	NA	0.757	0.737	NA	-0.012	NA	-0.019	NA
NCU00465	0.975	0.799	0.791	0.893	0.77	NA	-0.175	-0.184	-0.123	NA
NCU00466	0.956	0.848	0.835	0.847	0.748	0.824	-0.108	-0.121	-0.099	-0.024
NCU00467	0.957	0.886	0.652	0.86	0.829	0.62	-0.072	-0.305	-0.031	-0.24
NCU00468	0.925	0.925	0.875	0.871	0.904	0.793	0	-0.049	0.033	-0.078
NCU00469	0.907	0.792	0.854	0.824	0.741	0.834	-0.115	-0.054	-0.082	0.01
NCU00470	1	0.791	0.774	0.854	0.783	0.735	-0.209	-0.226	-0.071	-0.119
NCU00471	0.832	0.939	NA	0.862	0.869	NA	0.107	NA	0.007	NA
NCU00472	0.882	0.739	0.827	0.847	0.693	0.717	-0.143	-0.054	-0.154	-0.13
NCU00473	0.904	0.939	0.717	0.847	0.855	0.636	0.035	-0.187	0.008	-0.21
NCU00474	0.983	0.853	NA	0.917	0.809	NA	-0.13	NA	-0.108	NA
NCU00475	0.974	0.79	NA	0.89	0.71	NA	-0.184	NA	-0.18	NA
NCU00476	1	0.751	0.652	0.982	0.727	0.658	-0.249	-0.348	-0.255	-0.324
NCU00477	0.983	0.899	NA	0.934	0.791	NA	-0.084	NA	-0.143	NA
NCU00478	0.992	0.869	0.832	0.959	0.809	0.738	-0.123	-0.16	-0.15	-0.221
NCU00480	0.773	0.832	0.732	0.711	0.809	0.634	0.059	-0.04	0.097	-0.078
NCU00481	0.702	0.797	0.807	0.716	0.761	0.742	0.095	0.105	0.046	0.027
NCU00483	0.957	0.931	NA	0.868	0.831	NA	-0.027	NA	-0.036	NA
NCU00484	0.975	0.816	0.728	0.949	0.779	0.723	-0.159	-0.247	-0.17	-0.227
NCU00485	0.939	0.828	NA	0.767	0.779	NA	-0.111	NA	0.012	NA
NCU00486	0.866	0.824	0.812	0.805	0.74	0.705	-0.042	-0.054	-0.065	-0.1
NCU00487	0.939	0.875	0.788	0.898	0.786	0.673	-0.064	-0.151	-0.111	-0.225
NCU00488	0.983	0.849	0.868	0.916	0.807	NA	-0.134	-0.114	-0.109	NA
NCU00489	0.956	0.755	NA	0.943	0.721	NA	-0.2	NA	-0.222	NA
NCU00490	0.974	0.691	0.731	0.865	0.65	0.688	-0.283	-0.243	-0.215	-0.177
NCU00491	0.931	0.821	NA	0.797	0.753	NA	-0.11	NA	-0.044	NA
NCU00492	0.94	0.875	0.751	0.874	0.79	0.728	-0.065	-0.189	-0.084	-0.146
NCU00493	1	0.901	0.889	0.921	0.795	0.844	-0.099	-0.111	-0.126	-0.077
NCU00494	1	0.915	0.757	0.95	0.819	0.678	-0.085	-0.243	-0.131	-0.272
NCU00495	0.896	0.842	0.866	0.846	0.728	0.816	-0.054	-0.03	-0.118	-0.03
NCU00496	1	0.855	0.751	0.877	0.786	0.665	-0.145	-0.249	-0.091	-0.212
NCU00497	0.797	0.876	0.769	0.755	0.733	0.725	0.079	-0.028	-0.023	-0.03
NCU00498	0.896	0.903	0.94	0.835	0.765	0.814	0.007	0.044	-0.07	-0.021
NCU00499	0.975	0.832	NA	0.883	0.78	NA	-0.143	NA	-0.104	NA
NCU00500	0.992	0.8	0.957	0.817	0.722	0.871	-0.192	-0.034	-0.095	0.054
NCU00501	1	0.907	NA	0.922	0.792	NA	-0.093	NA	-0.13	NA
NCU00502	0.983	0.855	NA	0.935	0.78	NA	-0.128	NA	-0.155	NA
NCU00503	0.745	0.769	0.765	0.695	0.685	0.613	0.024	0.02	-0.011	-0.082
NCU00504	0.94	0.818	NA	0.951	0.786	NA	-0.122	NA	-0.164	NA
NCU00505	0.974	0.743	NA	0.938	0.705	NA	-0.231	NA	-0.232	NA
NCU00506	0.898	0.871	NA	0.882	0.784	NA	-0.027	NA	-0.098	NA
NCU00509	0.915	0.765	NA	0.871	0.748	NA	-0.15	NA	-0.122	NA
NCU00510	0.975	0.872	NA	0.924	0.844	NA	-0.102	NA	-0.08	NA
NCU00512	0.913	0.728	0.728	0.794	0.653	0.661	-0.185	-0.185	-0.141	-0.133
NCU00513	0.873	0.88	0.795	0.803	0.785	0.746	0.008	-0.078	-0.019	-0.058
NCU00515	0.825	0.928	0.855	0.732	0.845	0.77	0.103	0.029	0.114	0.038
NCU00516	0.73	0.918	0.831	0.689	0.82	0.816	0.188	0.1	0.131	0.127
NCU00517	0.84	0.918	NA	0.781	0.8	NA	0.078	NA	0.019	NA
NCU00518	0.835	0.931	0.81	0.751	0.788	NA	0.095	-0.025	0.037	NA
NCU00519	0.983	0.821	0.94	0.944	0.82	0.818	-0.162	-0.043	-0.123	-0.126
NCU00520	0.974	0.75	NA	0.89	0.669	NA	-0.225	NA	-0.221	NA
NCU00521	0.975	0.807	0.766	0.934	0.796	0.696	-0.167	-0.209	-0.138	-0.238
NCU00522	0.886	0.767	NA	0.836	0.669	NA	-0.119	NA	-0.167	NA
NCU00523	0.918	0.892	0.691	0.755	0.799	0.628	-0.026	-0.226	0.043	-0.127
NCU00524	0.892	0.816	NA	0.843	0.653	NA	-0.077	NA	-0.19	NA
NCU00525	0.975	0.918	NA	0.881	0.775	NA	-0.057	NA	-0.105	NA
NCU00526	0.94	0.871	NA	0.897	0.739	NA	-0.069	NA	-0.158	NA
NCU00527	0.974	0.974	0.755	0.916	0.886	0.67	0	-0.219	-0.029	-0.245
NCU00528	0.875	0.81	0.816	0.811	0.808	0.769	-0.065	-0.059	-0.003	-0.042
NCU00529	0.784	0.855	NA	0.781	0.737	NA	0.071	NA	-0.043	NA
NCU00530	0.948	0.791	NA	0.951	0.73	NA	-0.157	NA	-0.221	NA
NCU00531	0.992	NA	NA	0.935	NA	NA	NA	NA	NA	NA
NCU00532	0.912	0.854	NA	0.798	0.775	NA	-0.058	NA	-0.023	NA
NCU00533	0.858	0.839	NA	0.827	0.769	NA	-0.018	NA	-0.058	NA
NCU00534	0.903	0.81	0.849	0.849	0.756	0.806	-0.093	-0.054	-0.093	-0.043
NCU00535	0.863	0.992	0.875	0.857	0.959	0.836	0.128	0.012	0.103	-0.02
NCU00536	0.975	0.913	0.815	0.887	0.922	NA	-0.061	-0.16	0.035	NA
NCU00537	0.79	0.842	0.915	0.809	0.811	NA	0.052	0.125	0.002	NA
NCU00538	0.743	0.797	0.822	0.73	0.755	0.825	0.054	0.079	0.025	0.095
NCU00541	0.877	0.898	NA	0.869	0.868	NA	0.021	NA	-0.001	NA
NCU00542	1	0.846	0.906	0.874	0.747	0.82	-0.154	-0.094	-0.126	-0.054
NCU00545	1	0.801	0.92	0.936	0.795	0.906	-0.199	-0.08	-0.141	-0.03
NCU00547	0.918	0.791	NA	0.848	0.784	NA	-0.127	NA	-0.065	NA
NCU00548	0.956	0.838	NA	0.907	0.777	NA	-0.118	NA	-0.13	NA
NCU00549	0.768	0.839	NA	0.69	0.794	NA	0.071	NA	0.104	NA
NCU00550	0.868	0.849	0.824	0.833	0.771	NA	-0.019	-0.044	-0.062	NA
NCU00551	0.975	0.939	0.79	0.896	0.789	0.694	-0.036	-0.185	-0.107	-0.202
NCU00552	1	0.892	0.702	0.945	0.761	0.67	-0.108	-0.298	-0.184	-0.275
NCU00553	0.911	0.821	0.773	0.869	0.758	0.735	-0.091	-0.139	-0.111	-0.134
NCU00554	0.94	0.886	0.79	0.898	0.814	0.771	-0.054	-0.15	-0.085	-0.127
NCU00556	0.783	0.983	NA	0.707	0.948	NA	0.2	NA	0.241	NA
NCU00557	0.833	0.767	NA	0.774	0.714	NA	-0.066	NA	-0.06	NA
NCU00558	0.884	0.816	NA	0.82	0.739	NA	-0.069	NA	-0.08	NA
NCU00559	1	0.717	0.818	0.928	0.727	0.771	-0.283	-0.182	-0.201	-0.157
NCU00560	0.88	0.74	NA	0.786	0.732	NA	-0.14	NA	-0.054	NA
NCU00561	0.821	0.79	0.868	0.771	0.737	0.782	-0.031	0.048	-0.033	0.011
NCU00562	0.911	0.821	0.974	0.786	0.724	0.898	-0.091	0.063	-0.062	0.113
NCU00563	0.974	0.892	0.752	0.931	0.817	0.69	-0.082	-0.222	-0.114	-0.241
NCU00564	1	0.784	NA	0.997	0.766	NA	-0.216	NA	-0.231	NA
NCU00565	0.94	0.799	0.992	0.889	0.745	0.919	-0.141	0.052	-0.144	0.029
NCU00566	0.939	0.899	0.731	0.882	0.855	0.693	-0.04	-0.207	-0.026	-0.189
NCU00567	0.992	0.745	0.765	0.941	0.703	0.728	-0.246	-0.227	-0.238	-0.214
NCU00568	0.975	0.889	0.77	0.847	0.775	0.715	-0.085	-0.205	-0.072	-0.132
NCU00569	0.868	0.818	NA	0.78	0.83	NA	-0.05	NA	0.049	NA
NCU00570	0.948	0.901	NA	0.928	0.778	NA	-0.047	NA	-0.15	NA
NCU00571	0.931	0.851	0.836	0.92	0.829	0.71	-0.079	-0.095	-0.092	-0.211
NCU00572	0.975	0.725	NA	0.868	0.653	NA	-0.249	NA	-0.215	NA
NCU00573	0.788	0.728	0.804	0.769	0.646	0.706	-0.06	0.016	-0.124	-0.063
NCU00574	0.923	0.875	NA	0.859	0.811	NA	-0.048	NA	-0.048	NA
NCU00575	0.892	0.778	0.821	0.879	0.761	0.747	-0.114	-0.072	-0.118	-0.132
NCU00576	0.899	0.992	NA	0.853	0.926	NA	0.093	NA	0.073	NA
NCU00577	0.974	0.892	0.708	0.891	0.838	0.714	-0.082	-0.266	-0.054	-0.177
NCU00578	0.956	0.975	NA	0.862	0.87	NA	0.019	NA	0.008	NA
NCU00579	0.92	0.822	0.831	0.846	0.756	0.757	-0.098	-0.089	-0.089	-0.088
NCU00580	0.983	0.854	0.939	0.894	0.832	0.84	-0.129	-0.044	-0.063	-0.054
NCU00581	0.939	0.974	0.72	0.808	0.846	0.643	0.036	-0.219	0.038	-0.165
NCU00582	0.925	0.721	0.824	0.822	0.664	0.775	-0.204	-0.1	-0.158	-0.047
NCU00583	0.909	0.801	NA	0.812	0.749	NA	-0.108	NA	-0.063	NA
NCU00584	0.855	0.824	0.815	0.78	0.8	0.711	-0.03	-0.04	0.02	-0.069
NCU00585	0.974	0.825	0.875	0.88	0.758	0.793	-0.149	-0.1	-0.122	-0.087
NCU00586	0.974	0.751	0.768	0.899	0.686	0.803	-0.223	-0.206	-0.213	-0.095
NCU00587	0.94	0.915	0.702	0.832	0.85	0.694	-0.025	-0.238	0.018	-0.138
NCU00589	0.815	0.909	0.755	0.703	0.861	0.655	0.095	-0.059	0.158	-0.048
NCU00590	0.911	0.906	0.778	0.872	0.866	0.71	-0.005	-0.133	-0.006	-0.161
NCU00591	0.975	0.831	NA	0.913	0.742	NA	-0.144	NA	-0.171	NA
NCU00592	0.974	0.842	NA	0.962	0.796	NA	-0.132	NA	-0.166	NA
NCU00593	0.931	0.761	NA	0.891	0.722	NA	-0.17	NA	-0.168	NA
NCU00594	0.975	0.771	NA	0.884	0.741	NA	-0.204	NA	-0.143	NA
NCU00595	0.92	0.771	0.822	0.93	0.619	0.728	-0.149	-0.098	-0.311	-0.202
NCU00596	0.92	0.769	0.903	0.866	0.76	0.869	-0.151	-0.017	-0.105	0.003
NCU00597	0.974	0.992	NA	0.863	0.913	NA	0.017	NA	0.05	NA
NCU00598	0.857	0.911	NA	0.781	0.84	NA	0.054	NA	0.059	NA
NCU00599	0.992	0.828	NA	0.859	0.786	NA	-0.163	NA	-0.073	NA
NCU00600	1	0.804	0.836	0.974	0.738	NA	-0.196	-0.164	-0.236	NA
NCU00602	0.93	0.909	0.92	0.824	0.806	0.811	-0.021	-0.01	-0.018	-0.013
NCU00603	0.875	0.855	NA	0.77	0.766	NA	-0.02	NA	-0.004	NA
NCU00604	0.94	0.892	0.845	0.864	0.84	0.836	-0.048	-0.095	-0.024	-0.027
NCU00605	0.992	0.804	0.805	0.903	0.73	0.707	-0.188	-0.186	-0.173	-0.196
NCU00606	0.974	0.815	NA	0.85	0.817	NA	-0.16	NA	-0.033	NA
NCU00607	0.928	0.815	NA	0.893	0.732	NA	-0.114	NA	-0.16	NA
NCU00608	0.957	0.855	0.909	0.871	0.741	0.812	-0.103	-0.048	-0.13	-0.06
NCU00609	0.892	0.79	0.767	0.851	0.766	0.776	-0.102	-0.125	-0.085	-0.075
NCU00611	0.824	0.892	0.88	0.784	0.835	0.811	0.068	0.056	0.051	0.027
NCU00614	0.853	0.882	0.844	0.799	0.818	0.828	0.029	-0.009	0.019	0.029
NCU00616	0.931	0.889	NA	0.868	0.866	NA	-0.041	NA	-0.002	NA
NCU00617	0.903	0.907	0.807	0.857	0.786	0.716	0.004	-0.096	-0.071	-0.141
NCU00618	0.974	0.832	NA	0.963	0.827	NA	-0.143	NA	-0.137	NA
NCU00619	0.827	0.842	NA	0.822	0.772	NA	0.015	NA	-0.051	NA
NCU00620	0.824	0.957	NA	0.738	0.875	NA	0.133	NA	0.137	NA
NCU00621	0.903	0.983	0.892	0.773	0.853	0.775	0.08	-0.011	0.08	0.001
NCU00622	0.876	0.903	0.828	0.816	0.828	0.694	0.027	-0.048	0.012	-0.123
NCU00623	1	0.93	NA	0.833	0.792	NA	-0.07	NA	-0.04	NA
NCU00624	0.974	0.754	NA	0.959	0.742	NA	-0.221	NA	-0.217	NA
NCU00627	0.825	0.714	0.846	0.816	0.689	0.708	-0.111	0.021	-0.127	-0.109
NCU00628	0.743	0.892	0.911	0.657	0.789	0.763	0.15	0.169	0.132	0.106
NCU00629	0.817	0.93	0.758	0.76	0.917	0.725	0.114	-0.059	0.158	-0.035
NCU00630	0.911	0.903	0.795	0.88	0.823	NA	-0.008	-0.116	-0.057	NA
NCU00631	0.896	0.854	0.745	0.84	0.806	0.675	-0.042	-0.151	-0.034	-0.165
NCU00632	0.909	0.886	0.778	0.847	0.819	NA	-0.023	-0.131	-0.028	NA
NCU00633	0.94	0.828	0.903	0.9	0.767	0.851	-0.112	-0.037	-0.133	-0.049
NCU00634	0.956	0.767	0.717	0.856	0.756	NA	-0.189	-0.239	-0.099	NA
NCU00635	1	0.842	NA	0.95	0.825	NA	-0.158	NA	-0.125	NA
NCU00636	0.956	0.778	0.75	0.948	0.733	NA	-0.178	-0.206	-0.214	NA
NCU00638	0.974	0.822	NA	0.907	0.741	NA	-0.152	NA	-0.166	NA
NCU00640	0.974	0.717	NA	0.853	0.651	NA	-0.258	NA	-0.202	NA
NCU00641	1	0.84	NA	0.908	0.767	NA	-0.16	NA	-0.141	NA
NCU00642	0.94	0.732	0.767	0.763	0.604	NA	-0.208	-0.173	-0.159	NA
NCU00643	0.912	0.899	0.875	0.829	0.896	0.812	-0.013	-0.037	0.067	-0.016
NCU00644	0.948	0.88	NA	0.948	0.822	NA	-0.067	NA	-0.126	NA
NCU00645	0.728	0.757	NA	0.656	0.704	NA	0.029	NA	0.048	NA
NCU00646	0.839	0.867	0.731	0.77	0.772	0.669	0.028	-0.108	0.002	-0.101
NCU00648	0.925	0.903	NA	0.869	0.81	NA	-0.022	NA	-0.059	NA
NCU00649	0.792	0.875	0.903	0.803	0.81	0.834	0.083	0.112	0.006	0.03
NCU00650	0.94	0.816	0.8	0.912	0.769	0.729	-0.124	-0.14	-0.143	-0.183
NCU00651	0.892	0.892	0.892	0.9	0.803	0.837	0	0	-0.097	-0.063
NCU00652	0.974	0.827	NA	0.925	0.695	NA	-0.147	NA	-0.23	NA
NCU00653	0.93	0.892	NA	0.875	0.854	NA	-0.038	NA	-0.022	NA
NCU00654	0.975	0.846	0.832	0.909	0.781	0.725	-0.128	-0.143	-0.128	-0.185
NCU00655	0.928	0.795	NA	0.844	0.719	NA	-0.133	NA	-0.125	NA
NCU00656	0.931	0.94	0.832	0.865	0.856	0.796	0.009	-0.099	-0.009	-0.07
