# scores_kozak_Sc.txt
# Scores of ATG context against Kozak sequence, Scerevisiae S288C
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: Sc systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG agains narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
YBR065C	0.923	0.805	NA	0.85	NA	NA	-0.117	NA	NA	NA
YBR066C	0.833	0.788	NA	0.836	0.754	NA	-0.045	NA	-0.082	NA
YBR067C	0.959	0.774	NA	0.955	0.732	NA	-0.185	NA	-0.223	NA
YBR068C	0.937	0.884	NA	0.853	0.836	NA	-0.053	NA	-0.017	NA
YBR069C	1	0.712	NA	0.864	0.7	NA	-0.288	NA	-0.165	NA
YBR070C	0.834	0.754	NA	0.783	0.721	NA	-0.08	NA	-0.063	NA
YBR071W	0.959	0.795	NA	0.899	0.785	NA	-0.164	NA	-0.113	NA
YBR072C-A	0.788	1	NA	0.773	0.911	NA	0.212	NA	0.138	NA
YBR072W	0.906	0.729	NA	0.898	0.729	NA	-0.177	NA	-0.168	NA
YBR073W	0.896	0.852	NA	0.832	0.815	NA	-0.045	NA	-0.017	NA
YBR074W	0.788	0.834	NA	0.741	0.799	NA	0.046	NA	0.058	NA
YBR076C-A	0.822	0.861	NA	0.745	0.818	NA	0.038	NA	0.072	NA
YBR076W	0.917	0.824	NA	0.837	NA	NA	-0.093	NA	NA	NA
YBR077C	0.92	0.782	NA	0.85	NA	NA	-0.138	NA	NA	NA
YBR078W	0.883	0.777	NA	0.851	0.732	NA	-0.106	NA	-0.12	NA
YBR079C	0.94	0.923	NA	0.908	0.793	NA	-0.018	NA	-0.115	NA
YBR080C	0.782	0.876	NA	0.811	0.817	NA	0.094	NA	0.006	NA
YBR081C	0.964	0.893	NA	0.842	0.874	NA	-0.071	NA	0.033	NA
YBR082C	0.947	0.777	NA	0.912	0.734	NA	-0.17	NA	-0.178	NA
YBR083W	0.911	0.723	NA	0.828	0.657	NA	-0.188	NA	-0.171	NA
YBR084C-A	1	0.875	NA	0.951	0.842	NA	-0.125	NA	-0.109	NA
YBR084W	0.86	0.833	NA	0.853	0.794	NA	-0.027	NA	-0.059	NA
YBR085C-A	0.906	0.902	NA	0.873	0.891	NA	-0.004	NA	0.018	NA
YBR085W	0.964	0.83	0.764	0.898	0.824	0.656	-0.134	-0.199	-0.074	-0.242
YBR086C	0.861	0.764	0.786	0.79	0.757	0.658	-0.096	-0.075	-0.033	-0.131
YBR087W	0.947	0.764	NA	0.854	0.728	NA	-0.183	NA	-0.126	NA
YBR088C	1	0.806	NA	0.902	0.806	NA	-0.194	NA	-0.096	NA
YBR089C-A	0.821	0.781	NA	0.777	0.717	NA	-0.04	NA	-0.06	NA
YBR089W	0.765	0.862	NA	0.736	0.803	NA	0.096	NA	0.067	NA
YBR090C	0.781	0.884	NA	0.723	0.824	NA	0.103	NA	0.101	NA
YBR091C	0.88	0.765	NA	0.85	0.682	NA	-0.115	NA	-0.168	NA
YBR092C	0.795	0.77	NA	0.807	0.705	NA	-0.024	NA	-0.102	NA
YBR093C	0.857	0.779	NA	0.799	0.718	NA	-0.077	NA	-0.081	NA
YBR094W	0.917	0.922	NA	0.855	0.901	NA	0.005	NA	0.046	NA
YBR095C	0.878	0.841	NA	0.789	0.769	NA	-0.037	NA	-0.02	NA
YBR096W	0.964	0.861	NA	0.905	0.819	NA	-0.103	NA	-0.086	NA
YBR097W	0.923	0.806	NA	0.856	0.785	NA	-0.116	NA	-0.071	NA
YBR098W	0.843	0.922	NA	0.755	0.889	NA	0.079	NA	0.134	NA
YBR099C	0.795	0.848	NA	0.684	0.781	NA	0.053	NA	0.097	NA
YBR101C	0.902	0.839	NA	0.865	0.832	NA	-0.063	NA	-0.033	NA
YBR102C	0.923	0.869	NA	0.856	0.805	NA	-0.054	NA	-0.051	NA
YBR103C-A	0.86	0.921	NA	0.796	0.907	NA	0.062	NA	0.111	NA
YBR103W	0.923	0.834	NA	0.839	0.804	NA	-0.088	NA	-0.035	NA
YBR104W	0.849	0.723	NA	0.82	0.678	NA	-0.126	NA	-0.142	NA
YBR105C	0.849	0.777	0.675	0.757	0.739	0.616	-0.071	-0.173	-0.018	-0.142
YBR106W	0.83	0.893	NA	0.738	0.829	NA	0.063	NA	0.091	NA
YBR107C	0.818	0.923	NA	0.767	0.835	NA	0.105	NA	0.068	NA
YBR108W	0.851	0.938	NA	0.836	0.802	NA	0.088	NA	-0.034	NA
YBR109C	0.923	0.964	NA	0.908	0.935	NA	0.041	NA	0.027	NA
YBR109W-A	0.831	0.729	NA	0.787	NA	NA	-0.102	NA	NA	NA
YBR110W	0.923	0.861	NA	0.854	0.759	NA	-0.062	NA	-0.095	NA
YBR111C	0.802	0.902	NA	0.779	0.836	NA	0.1	NA	0.057	NA
YBR111W-A	0.815	0.824	NA	0.753	0.798	NA	0.009	NA	0.045	NA
YBR112C	1	0.964	NA	0.921	0.941	NA	-0.036	NA	0.021	NA
YBR113W	0.79	0.901	NA	0.659	0.881	NA	0.111	NA	0.221	NA
YBR114W	0.911	0.923	0.883	0.86	0.856	0.841	0.011	-0.028	-0.005	-0.019
YBR115C	0.857	0.822	NA	0.816	0.74	NA	-0.034	NA	-0.076	NA
YBR116C	0.843	0.834	NA	0.795	0.749	NA	-0.009	NA	-0.046	NA
YBR117C	1	0.726	NA	0.914	0.7	NA	-0.274	NA	-0.214	NA
YBR118W	0.947	0.771	NA	0.911	0.732	NA	-0.176	NA	-0.179	NA
YBR119W	0.911	0.859	1	0.903	0.856	1	-0.052	0.089	-0.047	0.097
YBR120C	0.982	0.817	NA	0.902	0.79	NA	-0.165	NA	-0.113	NA
YBR121C-A	0.807	0.842	NA	0.801	0.755	NA	0.035	NA	-0.046	NA
YBR121C	0.921	0.745	NA	0.848	0.727	NA	-0.176	NA	-0.121	NA
YBR122C	0.838	0.807	NA	0.8	0.759	NA	-0.032	NA	-0.041	NA
YBR123C	0.923	0.774	NA	0.858	0.798	NA	-0.149	NA	-0.061	NA
YBR124W	0.765	0.806	NA	0.733	0.749	NA	0.041	NA	0.015	NA
YBR125C	1	0.923	NA	0.914	0.895	NA	-0.077	NA	-0.019	NA
YBR126C	0.902	0.883	NA	0.844	0.812	NA	-0.019	NA	-0.032	NA
YBR126W-A	0.876	0.824	NA	0.776	0.734	NA	-0.051	NA	-0.042	NA
YBR126W-B	0.831	0.86	NA	0.772	0.766	NA	0.029	NA	-0.006	NA
YBR127C	0.859	0.807	NA	0.811	0.769	NA	-0.052	NA	-0.041	NA
YBR128C	0.844	0.684	NA	0.808	0.691	NA	-0.16	NA	-0.117	NA
YBR129C	0.857	0.851	NA	0.814	0.827	NA	-0.006	NA	0.013	NA
YBR130C	0.917	0.745	NA	0.831	0.758	NA	-0.172	NA	-0.073	NA
YBR131C-A	0.763	0.859	NA	0.718	0.83	NA	0.096	NA	0.111	NA
YBR131W	0.798	0.923	NA	0.802	0.883	NA	0.124	NA	0.082	NA
YBR132C	0.869	0.752	NA	0.798	0.756	NA	-0.116	NA	-0.042	NA
YBR133C	0.754	0.923	NA	0.716	0.851	NA	0.169	NA	0.134	NA
YBR134W	0.709	0.798	NA	0.646	0.766	NA	0.09	NA	0.12	NA
YBR135W	0.861	0.902	NA	0.797	0.813	NA	0.041	NA	0.016	NA
YBR136W	0.735	0.87	NA	0.751	0.811	NA	0.135	NA	0.06	NA
YBR137W	0.861	0.876	NA	0.837	0.758	NA	0.015	NA	-0.08	NA
YBR138C	0.88	0.938	NA	0.879	0.846	NA	0.058	NA	-0.033	NA
YBR139W	0.923	0.881	NA	0.84	0.82	NA	-0.042	NA	-0.02	NA
YBR140C	0.959	0.838	NA	0.883	0.84	NA	-0.12	NA	-0.043	NA
YBR141C	0.841	0.858	NA	0.791	0.797	NA	0.017	NA	0.006	NA
YBR141W-A	0.884	0.958	NA	0.846	0.936	NA	0.075	NA	0.09	NA
YBR142W	0.893	0.765	NA	0.841	0.795	NA	-0.128	NA	-0.046	NA
YBR143C	0.964	0.824	NA	0.902	0.756	NA	-0.14	NA	-0.146	NA
YBR144C	0.799	0.923	NA	0.752	0.866	NA	0.123	NA	0.115	NA
YBR145W	0.893	0.745	NA	0.852	0.728	NA	-0.148	NA	-0.124	NA
YBR146W	0.841	0.777	NA	0.748	0.716	NA	-0.064	NA	-0.032	NA
YBR147W	0.807	0.764	NA	0.796	0.776	NA	-0.043	NA	-0.019	NA
YBR148W	0.893	0.964	NA	0.868	0.879	NA	0.071	NA	0.011	NA
YBR149W	0.87	0.938	NA	0.822	0.837	NA	0.068	NA	0.015	NA
YBR150C	0.728	0.861	NA	0.679	NA	NA	0.133	NA	NA	NA
YBR151W	0.902	0.782	NA	0.801	0.766	NA	-0.12	NA	-0.035	NA
YBR152W	0.881	0.774	NA	0.849	0.712	NA	-0.107	NA	-0.137	NA
YBR153W	0.876	0.796	NA	0.844	0.771	NA	-0.08	NA	-0.073	NA
YBR154C	0.886	0.923	NA	0.82	0.827	NA	0.036	NA	0.007	NA
YBR155W	0.88	0.815	NA	0.821	0.769	NA	-0.065	NA	-0.052	NA
YBR156C	0.964	0.788	NA	0.88	0.758	NA	-0.175	NA	-0.122	NA
YBR157C	0.876	0.768	NA	0.805	0.693	NA	-0.108	NA	-0.112	NA
YBR158W	0.843	0.901	0.804	0.782	0.837	0.823	0.058	-0.039	0.055	0.041
YBR159W	0.937	0.745	NA	0.859	0.742	NA	-0.193	NA	-0.117	NA
YBR160W	0.87	0.774	NA	0.806	0.697	NA	-0.096	NA	-0.109	NA
YBR161W	0.842	0.821	NA	0.851	0.749	NA	-0.02	NA	-0.102	NA
YBR162C	1	0.754	NA	0.944	0.75	NA	-0.246	NA	-0.194	NA
YBR162W-A	0.818	0.779	NA	0.804	0.714	NA	-0.039	NA	-0.09	NA
YBR163W	0.711	0.859	NA	0.71	0.843	NA	0.148	NA	0.133	NA
YBR164C	0.94	0.807	0.903	0.904	0.751	0.844	-0.134	-0.037	-0.153	-0.06
YBR165W	0.902	0.745	NA	0.829	0.75	NA	-0.157	NA	-0.079	NA
YBR166C	0.947	0.901	NA	0.868	0.824	NA	-0.046	NA	-0.043	NA
YBR167C	0.862	0.754	NA	0.789	0.674	NA	-0.108	NA	-0.115	NA
YBR168W	0.937	0.911	NA	0.886	0.872	NA	-0.026	NA	-0.014	NA
YBR169C	0.923	0.806	NA	0.901	0.72	NA	-0.116	NA	-0.182	NA
YBR170C	0.859	0.838	NA	0.816	0.764	NA	-0.021	NA	-0.051	NA
YBR171W	0.92	0.807	NA	0.809	0.759	NA	-0.113	NA	-0.05	NA
YBR172C	0.964	0.765	NA	0.913	0.657	NA	-0.198	NA	-0.256	NA
YBR173C	0.902	0.764	NA	0.853	0.752	NA	-0.138	NA	-0.101	NA
YBR174C	0.805	0.774	NA	0.782	0.777	NA	-0.032	NA	-0.005	NA
YBR175W	0.906	0.903	NA	0.863	0.817	NA	-0.003	NA	-0.046	NA
YBR176W	0.92	0.923	NA	0.857	0.88	NA	0.002	NA	0.023	NA
YBR177C	0.858	0.875	NA	0.796	0.836	NA	0.017	NA	0.04	NA
YBR178W	0.807	0.92	NA	0.739	0.831	NA	0.113	NA	0.092	NA
YBR179C	0.922	0.845	NA	0.875	0.742	NA	-0.077	NA	-0.133	NA
YBR180W	0.824	0.818	NA	0.818	0.751	NA	-0.005	NA	-0.067	NA
YBR181C	0.893	0.806	NA	0.821	0.769	NA	-0.087	NA	-0.052	NA
YBR182C-A	0.807	0.87	NA	0.805	0.777	NA	0.063	NA	-0.028	NA
YBR182C	0.866	0.958	NA	0.782	0.894	NA	0.092	NA	0.112	NA
YBR183W	0.806	0.902	NA	0.773	0.78	NA	0.095	NA	0.007	NA
YBR184W	0.807	0.964	NA	0.754	0.897	NA	0.156	NA	0.143	NA
YBR185C	0.855	0.813	0.717	0.794	0.806	0.687	-0.041	-0.138	0.013	-0.107
YBR186W	0.798	0.852	NA	0.816	0.736	NA	0.054	NA	-0.079	NA
YBR187W	0.807	0.938	0.709	0.751	0.853	0.677	0.131	-0.098	0.102	-0.075
YBR188C	0.841	0.779	NA	0.832	0.747	NA	-0.062	NA	-0.084	NA
YBR189W	0.964	0.824	NA	0.91	0.782	NA	-0.14	NA	-0.128	NA
YBR190W	0.88	0.87	NA	0.762	0.777	NA	-0.01	NA	0.016	NA
YBR191W-A	0.797	NA	NA	0.795	NA	NA	NA	NA	NA	NA
YBR191W	0.964	0.79	NA	0.906	0.724	NA	-0.173	NA	-0.182	NA
YBR192W	0.958	0.921	NA	0.844	0.834	NA	-0.037	NA	-0.009	NA
YBR193C	0.861	0.881	NA	0.801	0.805	NA	0.02	NA	0.004	NA
YBR194W	0.83	NA	NA	0.763	NA	NA	NA	NA	NA	NA
YBR195C	0.958	0.804	NA	0.875	0.771	NA	-0.155	NA	-0.104	NA
YBR196C-A	0.923	0.896	NA	0.809	0.813	NA	-0.026	NA	0.003	NA
YBR196C-B	0.731	NA	NA	0.716	NA	NA	NA	NA	NA	NA
YBR196C	1	0.786	0.848	0.879	0.807	0.831	-0.214	-0.152	-0.071	-0.048
YBR197C	0.964	0.923	NA	0.918	0.815	NA	-0.041	NA	-0.103	NA
YBR198C	0.921	0.982	NA	0.932	0.923	NA	0.061	NA	-0.009	NA
YBR199W	0.834	0.737	NA	0.806	0.719	NA	-0.098	NA	-0.087	NA
YBR200W-A	0.938	0.813	NA	0.874	0.713	NA	-0.125	NA	-0.161	NA
YBR200W	0.884	0.901	0.754	0.798	0.845	0.751	0.017	-0.131	0.047	-0.047
YBR201C-A	0.964	0.771	NA	0.873	NA	NA	-0.193	NA	NA	NA
YBR201W	0.92	0.764	NA	0.834	0.743	NA	-0.156	NA	-0.091	NA
YBR202W	0.824	0.807	NA	0.763	0.783	NA	-0.018	NA	0.02	NA
YBR203W	0.806	0.964	NA	0.718	0.841	NA	0.157	NA	0.123	NA
YBR204C	0.824	0.861	NA	0.764	0.779	NA	0.037	NA	0.015	NA
YBR205W	0.902	0.779	NA	0.769	0.795	NA	-0.123	NA	0.025	NA
YBR206W	0.74	0.929	NA	0.681	0.882	NA	0.19	NA	0.201	NA
YBR207W	0.893	0.824	NA	0.842	0.79	NA	-0.069	NA	-0.052	NA
YBR208C	1	0.982	NA	0.924	0.863	NA	-0.018	NA	-0.061	NA
YBR209W	0.781	0.807	NA	0.771	0.75	NA	0.025	NA	-0.022	NA
YBR210W	0.958	0.781	NA	0.911	0.785	NA	-0.177	NA	-0.125	NA
YBR211C	0.841	0.843	NA	0.81	0.766	NA	0.001	NA	-0.044	NA
YBR212W	0.893	NA	NA	0.852	NA	NA	NA	NA	NA	NA
YBR213W	1	0.921	NA	0.925	0.816	NA	-0.079	NA	-0.11	NA
YBR214W	0.929	0.885	NA	0.877	0.819	NA	-0.044	NA	-0.058	NA
YBR215W	0.86	0.982	NA	0.827	0.832	NA	0.122	NA	0.005	NA
YBR216C	0.857	0.806	NA	0.816	0.741	NA	-0.05	NA	-0.075	NA
YBR217W	0.841	0.923	0.857	0.809	0.833	0.764	0.081	0.015	0.025	-0.045
YBR218C	0.938	0.726	NA	0.95	0.694	NA	-0.212	NA	-0.256	NA
YBR219C	0.822	0.807	NA	0.73	0.719	NA	-0.015	NA	-0.011	NA
YBR220C	0.806	0.869	NA	0.824	0.802	NA	0.063	NA	-0.022	NA
YBR221C	0.929	0.937	NA	0.866	0.837	NA	0.008	NA	-0.029	NA
YBR221W-A	0.712	0.806	NA	0.676	0.744	NA	0.094	NA	0.067	NA
YBR222C	0.923	0.886	NA	0.848	0.798	NA	-0.036	NA	-0.05	NA
YBR223C	0.848	0.807	NA	0.791	0.819	NA	-0.041	NA	0.028	NA
YBR223W-A	0.756	0.728	NA	0.69	0.647	NA	-0.028	NA	-0.042	NA
YBR224W	0.848	0.824	NA	0.783	0.789	NA	-0.024	NA	0.006	NA
YBR225W	0.923	0.921	NA	0.881	0.849	NA	-0.001	NA	-0.032	NA
YBR226C	1	0.805	NA	0.988	NA	NA	-0.195	NA	NA	NA
YBR227C	0.804	0.858	NA	0.758	0.803	NA	0.054	NA	0.045	NA
YBR228W	0.87	0.946	NA	0.801	0.813	NA	0.076	NA	0.012	NA
YBR229C	0.929	0.896	NA	0.83	0.829	NA	-0.033	NA	-0.001	NA
YBR230C	0.897	0.859	NA	0.836	0.858	NA	-0.038	NA	0.022	NA
YBR230W-A	0.827	0.839	NA	0.785	0.818	NA	0.012	NA	0.033	NA
YBR231C	0.884	0.86	0.845	0.801	0.78	0.837	-0.025	-0.04	-0.021	0.036
YBR232C	0.834	0.807	NA	0.832	0.744	NA	-0.028	NA	-0.088	NA
YBR233W-A	0.841	0.746	NA	0.787	0.743	NA	-0.095	NA	-0.044	NA
YBR233W	0.902	0.88	NA	0.831	0.738	NA	-0.022	NA	-0.093	NA
YBR234C	0.838	0.79	NA	0.742	0.701	NA	-0.048	NA	-0.04	NA
YBR235W	0.848	0.852	NA	0.764	0.783	NA	0.004	NA	0.019	NA
YBR236C	0.88	0.92	NA	0.827	0.872	NA	0.04	NA	0.045	NA
YBR237W	0.797	0.982	NA	0.754	0.904	NA	0.185	NA	0.15	NA
YBR238C	0.754	0.815	NA	0.725	0.737	NA	0.062	NA	0.012	NA
YBR239C	0.842	0.833	NA	0.812	0.768	NA	-0.008	NA	-0.044	NA
YBR240C	0.875	0.729	NA	0.834	0.625	NA	-0.146	NA	-0.209	NA
YBR241C	0.849	0.857	NA	0.84	0.806	NA	0.008	NA	-0.034	NA
YBR242W	0.938	0.911	0.787	0.942	0.9	0.738	-0.027	-0.151	-0.042	-0.203
YBR243C	0.804	0.799	NA	0.77	0.766	NA	-0.005	NA	-0.004	NA
YBR244W	0.982	0.745	1	0.966	0.726	0.886	-0.237	0.018	-0.24	-0.08
YBR245C	0.861	0.804	NA	0.811	NA	NA	-0.056	NA	NA	NA
YBR246W	0.831	0.81	NA	0.771	0.795	NA	-0.021	NA	0.025	NA
YBR247C	0.923	0.806	NA	0.901	0.776	NA	-0.116	NA	-0.124	NA
YBR248C	0.844	0.857	NA	0.829	0.814	NA	0.013	NA	-0.015	NA
YBR249C	0.937	0.815	NA	0.891	0.796	NA	-0.122	NA	-0.096	NA
YBR250W	0.857	0.824	NA	0.762	0.787	NA	-0.033	NA	0.025	NA
YBR251W	0.958	0.884	NA	0.9	0.802	NA	-0.075	NA	-0.099	NA
YBR252W	0.875	0.786	NA	0.876	0.757	NA	-0.089	NA	-0.119	NA
YBR253W	0.923	0.804	0.818	0.878	0.738	0.798	-0.118	-0.104	-0.14	-0.08
YBR254C	0.855	0.709	NA	0.771	0.687	NA	-0.146	NA	-0.084	NA
YBR255C-A	0.861	0.884	NA	0.765	0.83	NA	0.023	NA	0.065	NA
YBR255W	0.947	0.893	0.773	0.829	0.83	0.741	-0.054	-0.175	0.001	-0.087
YBR256C	0.946	0.88	NA	0.855	0.788	NA	-0.065	NA	-0.067	NA
YBR257W	0.903	0.919	NA	0.845	0.852	NA	0.016	NA	0.007	NA
YBR258C	1	0.804	NA	0.923	0.737	NA	-0.196	NA	-0.186	NA
YBR259W	0.849	0.896	0.745	0.81	0.847	0.693	0.047	-0.104	0.038	-0.117
YBR260C	0.94	0.904	NA	0.908	0.783	NA	-0.036	NA	-0.125	NA
YBR261C	0.922	0.881	NA	0.905	0.873	NA	-0.041	NA	-0.032	NA
YBR262C	0.911	0.964	NA	0.78	0.913	NA	0.053	NA	0.133	NA
YBR263W	0.911	0.875	NA	0.846	0.786	NA	-0.036	NA	-0.06	NA
YBR264C	0.858	0.947	NA	0.799	0.872	NA	0.09	NA	0.073	NA
YBR265W	0.824	0.923	NA	0.788	0.908	NA	0.099	NA	0.12	NA
YBR266C	0.947	0.712	NA	0.789	0.639	NA	-0.236	NA	-0.151	NA
YBR267W	0.881	0.795	NA	0.857	0.724	NA	-0.086	NA	-0.133	NA
YBR268W	0.881	0.831	NA	0.847	0.801	NA	-0.05	NA	-0.046	NA
YBR269C	0.857	0.897	0.779	0.829	0.864	0.746	0.04	-0.077	0.034	-0.084
YBR270C	0.901	0.881	NA	0.797	0.796	NA	-0.02	NA	-0.001	NA
YBR271W	0.884	0.797	NA	0.864	0.777	NA	-0.087	NA	-0.086	NA
YBR272C	0.901	0.923	NA	0.848	0.889	NA	0.021	NA	0.041	NA
YBR273C	0.875	0.799	NA	0.797	0.75	NA	-0.076	NA	-0.046	NA
YBR274W	0.861	0.88	0.745	0.804	0.854	0.665	0.019	-0.116	0.05	-0.139
YBR275C	0.86	0.815	NA	0.85	0.806	NA	-0.045	NA	-0.045	NA
YBR276C	0.911	0.735	NA	0.857	0.655	NA	-0.176	NA	-0.202	NA
YBR277C	0.712	0.807	NA	0.637	0.733	NA	0.095	NA	0.096	NA
YBR278W	1	0.875	NA	0.925	0.804	NA	-0.125	NA	-0.121	NA
YBR279W	0.946	0.814	NA	0.869	0.712	NA	-0.131	NA	-0.158	NA
YBR280C	0.893	0.86	0.884	0.865	0.842	0.869	-0.033	-0.009	-0.023	0.005
YBR281C	0.911	0.881	NA	0.832	0.775	NA	-0.03	NA	-0.057	NA
YBR282W	0.959	0.848	NA	0.942	0.782	NA	-0.111	NA	-0.16	NA
YBR283C	0.818	0.765	0.843	0.769	0.734	0.733	-0.053	0.024	-0.035	-0.036
YBR284W	0.964	0.964	NA	0.903	0.841	NA	0	NA	-0.061	NA
YBR285W	0.886	0.86	NA	0.859	0.821	NA	-0.026	NA	-0.039	NA
YBR286W	0.911	0.717	NA	0.846	0.614	NA	-0.194	NA	-0.232	NA
YBR287W	0.804	0.893	NA	0.765	0.849	NA	0.089	NA	0.084	NA
YBR288C	0.843	0.822	NA	0.828	0.789	NA	-0.02	NA	-0.039	NA
YBR289W	0.964	0.906	NA	0.946	0.856	NA	-0.057	NA	-0.09	NA
YBR290W	0.821	0.937	NA	0.787	0.827	NA	0.116	NA	0.04	NA
YBR291C	0.815	0.869	NA	0.78	0.755	NA	0.054	NA	-0.025	NA
YBR292C	0.807	0.718	NA	0.752	0.661	NA	-0.089	NA	-0.09	NA
YBR293W	0.81	0.768	NA	0.795	0.729	NA	-0.042	NA	-0.066	NA
YBR294W	0.861	0.861	NA	0.793	0.799	NA	0	NA	0.006	NA
YBR295W	0.922	0.86	NA	0.814	0.757	NA	-0.063	NA	-0.058	NA
YBR296C-A	0.937	0.825	NA	0.837	0.798	NA	-0.113	NA	-0.039	NA
YBR296C	1	0.807	0.88	0.953	0.728	0.805	-0.193	-0.12	-0.224	-0.147
YBR297W	0.938	0.859	0.786	0.834	0.827	0.747	-0.079	-0.152	-0.007	-0.086
YBR298C-A	0.848	0.923	NA	0.778	0.836	NA	0.075	NA	0.058	NA
YBR298C	0.902	0.802	NA	0.893	0.764	NA	-0.1	NA	-0.129	NA
YBR299W	0.884	0.922	NA	0.876	0.875	NA	0.038	NA	-0	NA
YBR300C	0.86	0.738	NA	0.806	0.729	NA	-0.122	NA	-0.077	NA
YBR301W	0.923	0.893	NA	0.913	0.814	NA	-0.03	NA	-0.099	NA
YBR302C	0.923	0.844	NA	0.871	0.831	NA	-0.079	NA	-0.04	NA
YCL001W-A	0.958	0.921	NA	0.897	0.866	NA	-0.037	NA	-0.031	NA
YCL001W-B	0.87	0.869	NA	0.769	0.864	NA	-0.001	NA	0.095	NA
YCL001W	0.94	0.923	NA	0.849	0.835	NA	-0.018	NA	-0.014	NA
YCL002C	0.799	0.745	NA	0.779	0.674	NA	-0.054	NA	-0.104	NA
YCL004W	0.848	0.774	0.923	0.827	0.79	0.863	-0.074	0.075	-0.037	0.037
YCL005W-A	0.901	0.807	NA	0.868	0.687	NA	-0.094	NA	-0.182	NA
YCL005W	0.92	0.839	NA	0.804	0.72	NA	-0.081	NA	-0.084	NA
YCL007C	0.817	0.883	NA	0.751	0.843	NA	0.066	NA	0.092	NA
YCL008C	0.922	0.822	NA	0.88	0.752	NA	-0.1	NA	-0.128	NA
YCL009C	0.815	0.777	NA	0.75	0.722	NA	-0.038	NA	-0.028	NA
YCL010C	0.861	0.776	NA	0.786	0.706	NA	-0.085	NA	-0.08	NA
YCL011C	0.94	0.817	0.839	0.848	0.76	0.824	-0.123	-0.101	-0.089	-0.024
YCL012C	0.782	0.768	NA	0.795	0.741	NA	-0.014	NA	-0.054	NA
YCL014W	0.857	0.922	NA	0.789	0.876	NA	0.066	NA	0.087	NA
YCL016C	0.87	0.782	NA	0.787	0.692	NA	-0.088	NA	-0.096	NA
YCL017C	0.881	0.833	NA	0.81	0.793	NA	-0.048	NA	-0.017	NA
YCL018W	0.815	0.774	NA	0.774	0.727	NA	-0.042	NA	-0.047	NA
YCL021W-A	0.843	0.815	NA	0.832	0.736	NA	-0.028	NA	-0.096	NA
YCL022C	0.798	0.86	NA	0.748	0.84	NA	0.061	NA	0.092	NA
YCL023C	0.745	0.726	NA	0.63	0.654	NA	-0.018	NA	0.025	NA
YCL024W	0.841	0.726	NA	0.767	0.692	NA	-0.115	NA	-0.075	NA
YCL025C	0.946	0.832	NA	0.794	0.814	NA	-0.114	NA	0.02	NA
YCL026C-A	0.937	0.723	NA	0.846	0.642	NA	-0.215	NA	-0.204	NA
YCL026C-B	0.87	0.817	NA	0.82	0.773	NA	-0.053	NA	-0.047	NA
YCL027W	0.982	0.964	NA	0.933	0.898	NA	-0.018	NA	-0.035	NA
YCL028W	0.896	0.911	NA	0.876	0.857	NA	0.015	NA	-0.018	NA
YCL029C	0.87	0.839	NA	0.842	0.808	NA	-0.031	NA	-0.034	NA
YCL030C	0.964	0.806	NA	0.859	0.741	NA	-0.157	NA	-0.118	NA
YCL031C	0.799	0.83	NA	0.722	0.768	NA	0.031	NA	0.046	NA
YCL032W	0.81	0.848	NA	0.785	0.764	NA	0.038	NA	-0.02	NA
YCL033C	1	0.923	NA	0.943	0.819	NA	-0.077	NA	-0.124	NA
YCL034W	0.87	0.859	NA	0.858	0.887	NA	-0.011	NA	0.029	NA
YCL035C	1	0.807	NA	0.927	0.769	NA	-0.193	NA	-0.158	NA
YCL036W	0.822	1	NA	0.777	0.851	NA	0.178	NA	0.074	NA
YCL037C	0.904	0.786	NA	0.816	0.743	NA	-0.118	NA	-0.073	NA
YCL038C	0.876	0.839	NA	0.86	0.775	NA	-0.036	NA	-0.084	NA
YCL039W	0.959	0.964	NA	0.917	0.821	NA	0.005	NA	-0.096	NA
YCL040W	0.94	0.893	NA	0.892	0.817	NA	-0.047	NA	-0.075	NA
YCL041C	0.923	0.897	NA	0.866	0.821	NA	-0.026	NA	-0.045	NA
YCL042W	1	0.857	NA	0.936	0.737	NA	-0.143	NA	-0.198	NA
YCL043C	0.821	0.807	0.851	0.77	0.716	0.776	-0.014	0.029	-0.054	0.005
YCL044C	0.958	0.94	NA	0.906	0.884	NA	-0.018	NA	-0.022	NA
YCL045C	0.901	0.81	NA	0.806	0.74	NA	-0.091	NA	-0.065	NA
YCL046W	0.848	0.917	NA	0.813	0.8	NA	0.069	NA	-0.013	NA
YCL047C	0.897	0.88	NA	0.81	0.831	NA	-0.017	NA	0.02	NA
YCL048W-A	0.964	0.875	NA	0.866	0.836	NA	-0.089	NA	-0.03	NA
YCL048W	0.795	0.84	NA	0.713	0.77	NA	0.046	NA	0.057	NA
YCL049C	0.857	0.825	NA	0.776	0.747	NA	-0.032	NA	-0.029	NA
YCL050C	1	0.886	NA	0.985	0.781	NA	-0.114	NA	-0.204	NA
YCL051W	0.923	0.929	NA	0.835	0.877	NA	0.007	NA	0.042	NA
