# scores_kozak_Ca.txt
# Scores of ATG context against Kozak sequence, Candida albicans
# Kozak sequence derived from 400 highest-translated genes by RPF
#
# Gene: Ca systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, Oct 2018
Gene	aATG.scorekn	d1.scorekn	aATG.scorekw	d1.scorekw	d1vsan	d1vsaw
C1_04200C_A	0.909	0.816	0.88	0.807	-0.093	-0.073
C1_04210C_A	0.95	0.833	0.918	0.788	-0.117	-0.13
C1_04220C_A	0.885	0.781	0.86	0.829	-0.105	-0.03
C1_04230W_A	0.959	0.811	0.909	0.81	-0.148	-0.098
C1_04240C_A	1	0.819	0.994	0.735	-0.181	-0.259
C1_04250C_A	1	0.888	0.918	0.762	-0.112	-0.156
C1_04260W_A	0.998	0.846	0.931	0.742	-0.153	-0.189
C1_04270C_A	0.916	0.796	0.86	NA	-0.12	NA
C1_04280C_A	0.867	0.943	0.836	0.915	0.077	0.079
C1_04290C_A	0.87	0.887	0.898	0.854	0.017	-0.044
C1_04300C_A	0.959	0.793	0.962	0.843	-0.166	-0.119
C1_04310C_A	0.977	0.784	0.917	0.803	-0.193	-0.114
C1_04320W_A	0.968	0.88	0.956	0.865	-0.087	-0.091
C1_04330W_A	0.783	0.909	0.751	0.832	0.126	0.082
C1_04340C_A	0.877	0.952	0.88	0.843	0.075	-0.037
C1_04350C_A	0.925	0.88	0.902	0.844	-0.044	-0.059
C1_04360C_A	0.932	0.95	0.912	0.907	0.017	-0.005
C1_04370C_A	0.998	0.833	0.935	0.823	-0.165	-0.113
C1_04380W_A	0.959	0.807	0.873	0.801	-0.152	-0.072
C1_04390C_A	0.913	0.91	0.915	0.907	-0.003	-0.008
C1_04400C_A	0.841	0.811	0.768	0.781	-0.03	0.012
C1_04410C_A	0.936	0.887	0.883	0.863	-0.049	-0.02
C1_04420C_A	0.91	0.975	0.904	0.871	0.065	-0.033
C1_04430C_A	0.91	0.802	0.908	NA	-0.108	NA
C1_04440W_A	0.91	0.843	0.813	0.862	-0.067	0.049
C1_04450C_A	0.913	0.833	0.907	0.708	-0.08	-0.199
C1_04460C_A	0.977	0.831	0.943	0.751	-0.145	-0.193
C1_04470C_A	0.968	0.855	0.924	NA	-0.113	NA
C1_04480C_A	0.801	0.829	0.842	0.772	0.028	-0.07
C1_04490W_A	0.991	0.859	0.888	0.799	-0.132	-0.089
C1_04500W_A	0.921	1	0.932	0.958	0.079	0.026
C1_04510W_A	0.798	0.918	0.812	0.84	0.12	0.028
C1_04520C_A	0.991	0.821	0.929	0.733	-0.17	-0.197
C1_04530C_A	0.918	0.719	0.9	0.713	-0.199	-0.187
C1_04540C_A	0.877	0.977	0.884	0.893	0.099	0.009
C1_04550W_A	0.889	0.853	0.892	0.863	-0.036	-0.028
C1_04560W_A	0.847	0.75	0.84	0.719	-0.098	-0.12
C1_04570C_A	0.864	0.83	0.844	0.827	-0.033	-0.017
C1_04580C_A	0.926	0.877	0.86	0.812	-0.049	-0.048
C1_04590W_A	0.936	0.903	0.921	0.875	-0.033	-0.047
C1_04600C_A	0.889	1	0.802	0.933	0.111	0.131
C1_04610W_A	1	0.692	0.928	0.685	-0.308	-0.243
C1_04620W_A	0.78	0.829	0.844	0.782	0.048	-0.062
C1_04630C_A	0.889	0.774	0.815	0.698	-0.115	-0.117
C1_04640W_A	0.94	0.839	0.865	0.778	-0.101	-0.087
C1_04650W_A	1	0.784	1	0.708	-0.216	-0.292
C1_04660W_A	0.967	0.815	0.896	0.812	-0.152	-0.085
C1_04670W_A	0.877	0.91	0.822	0.821	0.033	-0.001
C1_04680W_A	0.913	0.926	0.885	0.892	0.013	0.007
C1_04690C_A	0.917	0.825	0.849	0.768	-0.092	-0.081
C1_04700C_A	0.936	0.83	0.856	NA	-0.106	NA
C1_04710C_A	0.841	0.783	0.872	0.736	-0.058	-0.136
C1_04720W_A	0.959	0.921	0.885	0.83	-0.039	-0.055
C1_04730C_A	0.998	0.798	0.899	0.814	-0.2	-0.086
C1_04740W_A	0.959	0.691	0.939	0.571	-0.268	-0.368
C1_04750W_A	0.909	0.722	0.87	0.712	-0.187	-0.158
C1_04760C_A	0.751	0.773	0.78	0.749	0.022	-0.031
C1_04770C_A	0.921	0.725	0.907	0.726	-0.196	-0.18
C1_04780C_A	0.94	0.967	0.888	0.881	0.027	-0.007
C1_04790W_A	0.95	0.932	0.908	0.844	-0.017	-0.064
C1_04800C_A	0.95	0.959	0.89	0.87	0.01	-0.02
C1_04810W_A	0.785	0.841	0.773	0.766	0.056	-0.007
C1_04820C_A	0.879	0.761	0.849	0.657	-0.118	-0.192
C1_04830W_A	0.967	0.843	0.897	0.87	-0.123	-0.027
C1_04840C_A	0.819	0.747	0.795	0.736	-0.071	-0.059
C1_04850C_A	0.871	0.691	0.855	0.713	-0.179	-0.142
C1_04860W_A	0.968	0.746	0.922	NA	-0.222	NA
C1_04870W_A	0.912	0.766	0.836	0.774	-0.146	-0.063
C1_04880C_A	0.975	0.824	0.959	0.818	-0.151	-0.141
C1_04890W_A	0.895	0.801	0.847	0.683	-0.095	-0.164
C1_04900W_A	1	0.801	0.919	0.772	-0.199	-0.148
C1_04910C_A	0.926	0.824	0.887	0.823	-0.102	-0.064
C1_04930C_A	0.844	0.806	0.788	0.79	-0.038	0.002
C1_04940C_A	0.975	0.804	0.921	0.811	-0.171	-0.11
C1_04950C_A	0.991	0.936	0.93	0.876	-0.055	-0.054
C1_04960C_A	0.877	0.87	0.823	0.868	-0.007	0.045
C1_04970W_A	0.889	0.824	0.9	0.836	-0.065	-0.064
C1_04980C_A	0.945	0.887	0.905	0.824	-0.058	-0.081
C1_04990C_A	0.886	0.765	0.907	0.684	-0.121	-0.222
C1_05000W_A	0.912	0.751	0.877	0.782	-0.161	-0.095
C1_05010C_A	0.959	0.913	0.917	0.884	-0.046	-0.033
C1_05020C_A	0.835	0.839	0.807	0.765	0.003	-0.043
C1_05030C_A	0.848	0.775	0.862	0.668	-0.072	-0.194
C1_05050C_A	0.921	0.863	0.866	0.809	-0.057	-0.057
C1_05060W_A	0.784	0.894	0.742	0.845	0.109	0.102
C1_05070C_A	0.791	0.805	0.791	0.853	0.014	0.062
C1_05080W_A	0.895	0.834	0.866	0.82	-0.061	-0.046
C1_05090W_A	0.859	0.886	0.853	0.77	0.028	-0.083
C1_05100W_A	0.889	0.918	0.79	0.869	0.029	0.079
C1_05110C_A	0.833	0.7	0.788	0.695	-0.133	-0.093
C1_05120W_A	0.805	0.691	0.822	0.769	-0.114	-0.053
C1_05130W_A	0.793	0.909	0.821	NA	0.116	NA
C1_05140W_A	0.932	0.991	0.9	0.829	0.058	-0.071
C1_05150C_A	0.838	0.991	0.795	0.905	0.153	0.11
C1_05160C_A	0.952	0.827	0.901	0.791	-0.125	-0.111
C1_05170C_A	0.991	0.82	0.987	0.77	-0.171	-0.217
C1_05180C_A	0.936	0.926	0.911	0.878	-0.01	-0.033
C1_05190C_A	0.968	0.932	0.948	0.781	-0.036	-0.167
C1_05200C_A	0.943	0.889	0.939	0.806	-0.054	-0.133
C1_05210C_A	0.952	0.733	0.916	NA	-0.219	NA
C1_05220C_A	0.914	0.804	0.815	0.816	-0.11	0.001
C1_05230W_A	0.798	0.831	0.801	0.732	0.033	-0.069
C1_05240C_A	0.91	0.821	0.898	0.804	-0.089	-0.094
C1_05250W_A	0.914	0.991	0.858	0.836	0.077	-0.022
C1_05260C_A	0.959	0.977	0.886	0.865	0.017	-0.021
C1_05270C_A	0.945	0.765	0.916	NA	-0.18	NA
C1_05280W_A	0.743	0.767	0.796	0.709	0.024	-0.087
C1_05290W_A	0.852	0.811	0.801	0.736	-0.041	-0.065
C1_05300C_A	0.847	0.968	0.73	0.915	0.121	0.185
C1_05320C_A	0.857	0.991	0.869	0.927	0.134	0.058
C1_05330C_A	0.815	0.853	0.838	0.818	0.038	-0.02
C1_05340C_A	0.914	0.968	0.866	0.88	0.055	0.014
C1_05350W_A	0.975	0.832	0.965	0.787	-0.143	-0.178
C1_05360C_A	0.917	0.905	0.93	0.792	-0.012	-0.139
C1_05370C_A	0.959	0.867	0.892	0.883	-0.093	-0.01
C1_05380C_A	0.952	0.83	0.76	0.772	-0.122	0.012
C1_05390C_A	0.863	0.71	0.739	0.632	-0.154	-0.107
C1_05400C_A	0.945	0.857	0.896	0.862	-0.089	-0.034
C1_05410C_A	0.991	0.821	0.954	0.797	-0.17	-0.157
C1_05420W_A	0.864	0.778	0.814	0.814	-0.086	-0.001
C1_05430W_A	0.916	0.834	0.903	0.839	-0.083	-0.064
C1_05440C_A	0.851	0.877	0.84	0.845	0.026	0.005
C1_05450W_A	0.831	0.815	0.846	0.796	-0.016	-0.05
C1_05460W_A	0.936	0.856	0.791	0.816	-0.08	0.025
C1_05470W_A	0.821	0.867	0.807	0.813	0.046	0.005
C1_05480C_A	0.914	0.803	0.88	0.749	-0.111	-0.131
C1_05490C_A	0.959	0.843	0.883	0.815	-0.117	-0.069
C1_05500W_A	0.894	0.804	0.853	0.784	-0.09	-0.069
C1_05510C_A	0.945	0.914	0.928	0.905	-0.031	-0.023
C1_05520W_A	0.853	1	0.875	0.914	0.147	0.038
C1_05530C_A	0.945	0.774	0.922	0.75	-0.171	-0.172
C1_05540C_A	0.853	0.952	0.827	0.883	0.099	0.056
C1_05560W_A	0.895	0.914	0.901	0.91	0.018	0.009
C1_05600W_A	0.853	0.914	0.775	0.788	0.06	0.014
C1_05610W_A	0.888	0.831	0.879	0.827	-0.057	-0.053
C1_05620C_A	0.977	0.783	0.922	0.719	-0.194	-0.202
C1_05630C_A	0.942	0.746	0.953	NA	-0.196	NA
C1_05640C_A	0.991	0.746	0.973	NA	-0.245	NA
C1_05650W_A	0.977	0.785	0.892	0.592	-0.192	-0.299
C1_05660C_A	0.833	0.926	0.861	0.858	0.093	-0.003
C1_05670W_A	0.853	0.714	0.865	0.722	-0.139	-0.143
C1_05680C_A	0.991	0.825	0.97	0.767	-0.166	-0.203
C1_05690C_A	0.839	0.75	0.762	0.72	-0.089	-0.041
C1_05700W_A	0.968	0.791	0.93	0.818	-0.177	-0.112
C1_05710C_A	0.889	0.894	0.832	0.87	0.005	0.038
C1_05720W_A	1	0.861	0.894	0.751	-0.139	-0.142
C1_05740C_A	0.838	0.821	0.814	0.809	-0.018	-0.005
C1_05750C_A	0.873	0.783	0.822	0.783	-0.09	-0.039
C1_05760C_A	1	0.977	0.947	0.92	-0.023	-0.027
C1_05770C_A	0.954	0.912	0.859	0.796	-0.042	-0.063
C1_05780W_A	0.921	0.725	0.885	0.686	-0.196	-0.199
C1_05790W_A	0.968	0.839	0.913	0.717	-0.13	-0.196
C1_05800C_A	0.797	0.887	0.803	0.861	0.09	0.058
C1_05810W_A	0.998	0.829	0.844	0.797	-0.17	-0.047
C1_05820C_A	0.917	0.803	0.878	0.774	-0.114	-0.104
C1_05830W_A	0.942	0.866	0.89	0.87	-0.076	-0.02
C1_05840W_A	0.853	0.873	0.836	0.801	0.02	-0.034
C1_05850W_A	0.862	0.743	0.828	0.711	-0.118	-0.117
C1_05860W_A	0.991	0.877	0.913	0.812	-0.114	-0.101
C1_05870W_A	0.889	0.762	0.899	0.662	-0.127	-0.237
C1_05880W_A	0.895	0.824	0.891	0.81	-0.072	-0.082
C1_05890W_A	0.821	0.861	0.841	0.823	0.041	-0.018
C1_05900W_A	0.887	0.796	0.833	0.809	-0.091	-0.025
C1_05910W_A	0.991	0.816	0.935	NA	-0.175	NA
C1_05920W_A	0.942	0.959	0.958	NA	0.018	NA
C1_05930C_A	0.861	0.838	0.815	0.858	-0.023	0.043
C1_05940W_A	0.904	0.824	0.834	0.805	-0.08	-0.028
C1_05950C_A	0.918	0.788	0.887	0.759	-0.13	-0.129
C1_05960W_A	0.877	0.926	0.849	0.92	0.049	0.072
C1_05970W_A	0.967	0.762	0.886	0.767	-0.205	-0.119
C1_05980W_A	0.94	0.959	0.938	0.864	0.02	-0.073
C1_05990C_A	0.968	0.991	0.887	0.949	0.022	0.063
C1_06000W_A	0.959	0.733	0.858	0.688	-0.226	-0.169
C1_06010W_A	0.991	0.821	0.902	0.82	-0.17	-0.082
C1_06020W_A	0.848	0.82	0.82	0.83	-0.028	0.01
C1_06030C_A	0.959	0.952	0.895	0.889	-0.007	-0.006
C1_06040W_A	0.959	0.863	0.906	0.864	-0.096	-0.042
C1_06050C_A	0.918	0.833	0.908	0.743	-0.085	-0.166
C1_06060C_A	0.998	1	0.95	0.964	0.002	0.014
C1_06070W_A	0.798	0.831	0.805	0.812	0.033	0.007
C1_06080C_A	0.921	0.904	0.858	0.87	-0.017	0.012
C1_06090C_A	0.725	0.917	0.766	0.883	0.192	0.117
C1_06100C_A	0.942	0.791	0.914	0.795	-0.151	-0.118
C1_06110C_A	0.889	0.95	0.881	0.867	0.061	-0.014
C1_06120C_A	0.895	0.959	0.882	0.941	0.064	0.059
C1_06130C_A	1	0.829	0.942	0.817	-0.171	-0.126
C1_06140C_A	0.742	NA	0.715	NA	NA	NA
C1_06150W_A	0.959	0.83	0.921	0.817	-0.13	-0.104
C1_06160W_A	0.853	0.765	0.787	0.761	-0.088	-0.026
C1_06180W_A	0.916	0.661	0.92	0.661	-0.255	-0.259
C1_06190C_A	0.759	0.945	0.734	0.808	0.186	0.073
C1_06200W_A	0.784	0.917	0.704	0.885	0.133	0.18
C1_06210W_A	0.909	0.802	0.913	0.809	-0.107	-0.105
C1_06220C_A	0.959	1	0.866	0.954	0.041	0.088
C1_06230C_A	0.968	0.926	0.94	0.895	-0.042	-0.044
C1_06250W_A	0.954	0.959	0.896	0.894	0.005	-0.002
C1_06260W_A	0.912	0.857	0.882	0.789	-0.055	-0.093
C1_06270W_A	0.945	0.889	0.918	0.801	-0.056	-0.117
C1_06280C_A	0.879	0.807	0.816	0.78	-0.072	-0.036
C1_06290C_A	0.894	0.83	0.859	0.751	-0.063	-0.109
C1_06320W_A	0.945	0.816	0.895	0.773	-0.129	-0.122
C1_06330W_A	0.811	0.738	0.792	NA	-0.074	NA
C1_06340W_A	0.959	0.917	0.901	0.81	-0.042	-0.09
C1_06350W_A	0.833	NA	0.842	NA	NA	NA
C1_06360W_A	0.967	0.807	0.95	0.845	-0.16	-0.105
C1_06370C_A	0.975	0.816	0.929	0.764	-0.159	-0.165
C1_06380C_A	0.945	0.886	0.818	NA	-0.058	NA
C1_06390W_A	0.932	0.792	0.899	0.796	-0.14	-0.104
C1_06400C_A	0.853	0.917	0.815	0.705	0.064	-0.11
C1_06410W_A	0.834	0.88	0.818	0.875	0.046	0.057
C1_06420C_A	1	0.991	0.895	0.962	-0.009	0.066
C1_06430C_A	0.975	0.75	0.965	0.769	-0.225	-0.196
C1_06440C_A	0.803	0.857	0.775	0.853	0.054	0.078
C1_06450C_A	0.95	0.724	0.952	0.677	-0.226	-0.275
C1_06460C_A	0.967	0.743	0.943	0.729	-0.224	-0.214
C1_06470W_A	0.95	0.975	0.928	0.898	0.025	-0.031
C1_06480C_A	0.887	0.819	0.888	0.824	-0.068	-0.065
C1_06500W_A	0.889	0.71	0.87	0.712	-0.179	-0.158
C1_06510C_A	0.909	0.967	0.845	0.849	0.058	0.004
C1_06520C_A	0.783	0.829	0.741	0.791	0.046	0.05
C1_06530C_A	0.825	0.783	0.812	0.788	-0.042	-0.025
C1_06540C_A	0.824	0.766	0.771	0.731	-0.058	-0.039
C1_06550W_A	0.952	0.88	0.9	0.818	-0.072	-0.082
C1_06560W_A	0.848	0.914	0.836	0.905	0.065	0.069
C1_06570W_A	0.856	0.834	0.802	0.722	-0.022	-0.081
C1_06580W_A	0.959	0.839	0.946	0.804	-0.121	-0.143
C1_06590C_A	0.793	0.802	0.801	0.793	0.01	-0.008
C1_06600W_A	0.887	0.821	0.744	0.678	-0.066	-0.066
C1_06610C_A	0.815	0.793	0.757	0.752	-0.022	-0.005
C1_06620C_A	1	0.852	0.926	0.831	-0.148	-0.095
C1_06630W_A	0.926	0.815	0.855	0.786	-0.111	-0.069
C1_06640C_A	0.913	0.735	0.92	0.768	-0.178	-0.152
C1_06650W_A	0.975	0.843	0.944	0.844	-0.132	-0.1
C1_06660W_A	0.914	0.778	0.868	0.725	-0.135	-0.143
C1_06670W_A	0.766	0.848	0.765	0.836	0.082	0.071
C1_06680W_A	0.742	0.783	0.782	0.764	0.04	-0.018
C1_06690W_A	0.75	0.825	0.768	0.801	0.075	0.033
C1_06700W_A	0.798	0.967	0.781	0.85	0.169	0.069
C1_06710W_A	0.959	0.83	0.926	0.739	-0.129	-0.187
C1_06720C_A	0.725	0.825	0.744	0.75	0.1	0.006
C1_06730W_A	0.91	0.775	0.919	0.744	-0.135	-0.176
C1_06740C_A	0.902	0.861	0.847	0.739	-0.041	-0.108
C1_06750W_A	0.843	0.856	0.817	NA	0.014	NA
C1_06760C_A	0.732	0.738	0.775	NA	0.005	NA
C1_06770W_A	0.859	0.932	0.813	0.91	0.074	0.097
C1_06780W_A	0.909	0.801	0.854	0.808	-0.108	-0.046
C1_06790C_A	0.968	0.831	0.937	0.815	-0.137	-0.122
C1_06800W_A	0.959	0.844	0.881	0.873	-0.115	-0.008
C1_06810W_A	0.886	0.735	0.909	0.673	-0.151	-0.236
C1_06820W_A	0.772	0.856	0.797	0.855	0.083	0.059
C1_06840C_A	0.877	0.936	0.89	0.769	0.059	-0.122
C1_06850W_A	0.942	0.806	0.885	0.695	-0.136	-0.19
C1_06860W_A	0.932	0.936	0.862	0.911	0.004	0.049
C1_06870C_A	0.952	0.846	0.943	0.798	-0.106	-0.145
C1_06880C_A	0.877	0.94	0.809	0.858	0.063	0.048
C1_06890C_A	0.998	0.833	0.966	0.759	-0.165	-0.207
C1_06900C_A	0.912	0.959	0.874	0.906	0.047	0.033
C1_06910C_A	0.807	0.719	0.76	0.683	-0.088	-0.078
C1_06920C_A	0.952	0.815	0.912	0.834	-0.137	-0.078
C1_06930W_A	0.95	0.844	0.93	0.793	-0.106	-0.136
C1_06940C_A	0.942	0.87	0.845	0.804	-0.072	-0.041
C1_06960W_A	0.867	0.765	0.875	0.695	-0.101	-0.179
C1_06970C_A	0.945	0.691	0.886	0.676	-0.253	-0.21
C1_06980C_A	0.926	0.684	0.87	0.613	-0.243	-0.257
C1_07000W_A	0.661	0.825	0.653	0.814	0.164	0.161
C1_07010W_A	0.851	1	0.871	0.904	0.149	0.033
C1_07020C_A	0.952	0.803	0.882	0.857	-0.15	-0.025
C1_07030C_A	0.912	0.742	0.884	0.765	-0.169	-0.119
C1_07040C_A	0.825	0.651	0.816	0.715	-0.174	-0.1
C1_07050C_A	0.967	0.95	0.93	0.931	-0.017	0.001
C1_07060C_A	0.886	0.909	0.794	0.906	0.023	0.112
C1_07070C_A	0.918	0.863	0.893	0.856	-0.055	-0.037
C1_07080W_A	0.825	0.792	0.853	0.751	-0.033	-0.101
C1_07090C_A	0.894	0.75	0.858	0.7	-0.143	-0.159
C1_07100C_A	0.805	0.895	0.801	0.846	0.09	0.044
C1_07110W_A	0.738	0.905	0.781	NA	0.167	NA
C1_07120W_A	0.968	0.825	0.915	0.841	-0.143	-0.074
C1_07130C_A	0.879	0.803	0.847	0.787	-0.076	-0.06
C1_07140C_A	0.913	0.722	0.899	0.732	-0.191	-0.168
C1_07150W_A	0.851	0.909	0.855	0.859	0.058	0.004
C1_07160C_A	0.889	0.805	0.89	0.649	-0.083	-0.241
C1_07170C_A	0.945	0.762	0.921	0.819	-0.183	-0.103
C1_07180W_A	0.943	0.742	0.883	0.674	-0.201	-0.209
C1_07190W_A	0.844	0.821	0.821	0.781	-0.024	-0.04
C1_07200W_A	0.812	0.948	0.818	0.785	0.136	-0.033
C1_07210C_A	0.878	0.839	0.803	0.804	-0.04	0.001
C1_07220W_A	0.913	0.821	0.88	0.782	-0.093	-0.099
C1_07230W_A	0.834	0.775	0.785	0.681	-0.058	-0.104
C1_07240W_A	0.968	0.88	0.941	0.861	-0.087	-0.08
C1_07250C_A	0.94	0.918	0.92	0.843	-0.022	-0.077
C1_07260C_A	0.863	0.861	0.861	0.768	-0.002	-0.092
C1_07270W_A	0.8	0.793	0.758	0.798	-0.006	0.04
C1_07280C_A	0.887	0.831	0.791	0.723	-0.056	-0.068
C1_07290W_A	0.806	0.796	0.783	NA	-0.01	NA
C1_07330W_A	0.8	0.991	0.761	0.86	0.191	0.098
C1_07340W_A	0.86	0.948	0.84	0.846	0.088	0.006
C1_07350C_A	0.877	0.813	0.891	0.86	-0.064	-0.032
C1_07360W_A	0.889	0.783	0.869	0.812	-0.106	-0.058
C1_07370C_A	0.855	0.952	0.843	0.934	0.097	0.091
C1_07380C_A	0.91	0.83	0.873	0.801	-0.08	-0.072
C1_07390W_A	0.959	0.746	0.93	NA	-0.214	NA
C1_07400C_A	0.975	0.796	0.862	NA	-0.179	NA
C1_07410C_A	0.942	0.905	0.931	0.855	-0.037	-0.076
C1_07420C_A	0.954	0.877	0.863	0.877	-0.077	0.013
C1_07430W_A	0.952	0.948	0.914	0.933	-0.004	0.02
C1_07440W_A	1	0.829	0.816	0.803	-0.171	-0.014
C1_07460C_A	0.945	0.866	0.922	0.803	-0.08	-0.12
C1_07470C_A	0.959	0.912	0.917	0.841	-0.048	-0.076
C1_07480C_A	0.886	0.847	0.834	0.707	-0.039	-0.128
C1_07490C_A	0.895	0.839	0.856	0.763	-0.057	-0.093
C1_07500C_A	0.918	0.774	0.917	0.729	-0.145	-0.188
C1_07510W_A	0.824	0.91	0.832	0.84	0.086	0.008
C1_07520C_A	0.838	0.905	0.804	0.864	0.067	0.06
C1_07530W_A	0.968	NA	0.867	NA	NA	NA
C1_07540C_A	0.916	0.774	0.931	0.744	-0.143	-0.187
C1_07550W_A	0.895	0.774	0.726	0.776	-0.122	0.051
C1_07560W_A	0.843	0.752	0.837	0.77	-0.091	-0.067
C1_07570C_A	0.879	0.95	0.841	0.942	0.071	0.1
C1_07580C_A	0.991	0.765	0.96	0.738	-0.225	-0.221
C1_07590C_A	0.894	0.843	0.795	0.824	-0.051	0.03
C1_07600W_A	0.975	0.784	0.92	0.809	-0.191	-0.111
C1_07610C_A	0.819	0.913	0.785	0.851	0.094	0.066
C1_07620C_A	1	0.886	0.956	0.702	-0.114	-0.255
C1_07630W_A	0.94	0.95	0.837	0.896	0.01	0.058
C1_07640C_A	1	0.991	0.89	0.966	-0.009	0.075
C1_07650W_A	0.91	0.864	0.828	NA	-0.046	NA
C1_07660W_A	0.942	0.784	0.876	0.779	-0.158	-0.097
C1_07670W_A	0.811	0.912	0.834	0.838	0.1	0.004
C1_07680W_A	0.888	0.866	0.888	0.794	-0.023	-0.094
C1_07690C_A	0.802	0.914	0.795	0.91	0.111	0.116
C1_07700C_A	0.691	0.918	0.715	0.894	0.227	0.179
C1_07710C_A	0.954	0.833	0.921	0.847	-0.121	-0.074
C1_07770W_A	0.952	0.76	0.95	0.776	-0.192	-0.174
C1_07780W_A	0.775	0.894	0.681	0.845	0.119	0.164
C1_07790C_A	0.95	0.743	0.892	0.719	-0.207	-0.173
C1_07800W_A	0.954	0.879	0.884	0.914	-0.075	0.03
C1_07810C_A	0.886	0.796	0.879	NA	-0.09	NA
C1_07820W_A	0.991	0.991	0.952	0.915	0	-0.037
C1_07830C_A	0.954	0.945	0.91	0.884	-0.009	-0.026
C1_07840W_A	0.942	0.855	0.9	0.751	-0.086	-0.149
C1_07850C_A	1	0.945	0.948	0.911	-0.055	-0.038
C1_07860W_A	0.88	0.948	0.872	0.916	0.068	0.044
C1_07870C_A	0.936	0.909	0.886	0.825	-0.027	-0.061
C1_07880C_A	0.913	0.732	0.849	0.762	-0.181	-0.087
C1_07890C_A	0.94	0.816	0.861	0.809	-0.124	-0.052
C1_07900W_A	0.977	0.801	0.907	0.831	-0.175	-0.076
C1_07910C_A	0.959	0.889	0.94	0.867	-0.07	-0.073
C1_07920W_A	0.959	0.769	0.96	NA	-0.19	NA
C1_07930C_A	0.977	0.848	0.857	0.829	-0.128	-0.028
C1_07950C_A	0.968	0.733	0.961	0.762	-0.234	-0.198
C1_07960W_A	1	0.735	0.932	0.773	-0.265	-0.159
C1_07970C_A	0.998	0.87	0.93	0.778	-0.128	-0.152
C1_07980C_A	0.807	NA	0.803	NA	NA	NA
C1_07990C_A	0.791	0.775	0.843	0.726	-0.016	-0.117
C1_08000W_A	0.932	0.806	0.904	0.807	-0.126	-0.096
C1_08010W_A	0.967	0.815	0.915	0.817	-0.152	-0.098
C1_08020W_A	0.844	0.798	0.823	0.843	-0.046	0.02
C1_08030W_A	0.909	0.909	0.854	0.77	0	-0.084
C1_08040W_A	0.853	NA	0.827	NA	NA	NA
C1_08050W_A	0.918	0.943	0.834	0.881	0.025	0.047
C1_08060W_A	0.75	1	0.779	0.882	0.25	0.103
C1_08070W_A	0.851	0.752	0.874	NA	-0.099	NA
C1_08080C_A	0.922	0.841	0.878	0.762	-0.081	-0.116
C1_08090C_A	0.912	0.732	0.927	0.737	-0.179	-0.19
C1_08100W_A	0.959	0.863	0.888	0.808	-0.096	-0.08
C1_08110W_A	0.871	0.912	0.866	0.87	0.041	0.004
C1_08120W_A	0.861	0.752	0.846	0.759	-0.109	-0.087
C1_08130C_A	0.847	0.793	0.821	0.764	-0.055	-0.058
C1_08140W_A	0.825	0.797	0.824	0.728	-0.028	-0.096
C1_08150C_A	0.746	0.95	0.719	0.945	0.204	0.226
C1_08160W_A	0.839	0.793	0.824	0.755	-0.046	-0.069
C1_08170C_A	0.942	0.733	0.879	0.743	-0.208	-0.136
C1_08180C_A	0.959	0.796	0.859	NA	-0.163	NA
C1_08190C_A	0.912	0.783	0.908	0.757	-0.128	-0.151
C1_08200W_A	0.774	0.866	0.779	0.805	0.092	0.025
C1_08210C_A	0.936	0.796	0.922	NA	-0.14	NA
C1_08220W_A	0.825	0.991	0.755	0.9	0.166	0.145
C1_08230C_A	0.998	0.752	0.903	0.679	-0.246	-0.224
C1_08240C_A	0.835	0.793	0.821	0.769	-0.043	-0.052
C1_08260C_A	0.871	0.83	0.84	0.772	-0.041	-0.068
C1_08270C_A	0.886	0.889	0.84	0.825	0.002	-0.014
C1_08290C_A	0.94	0.821	0.903	0.843	-0.119	-0.059
C1_08300W_A	0.912	0.774	0.842	0.741	-0.138	-0.101
C1_08310W_A	0.959	0.998	0.902	0.811	0.039	-0.09
C1_08320W_A	0.977	0.796	0.974	0.769	-0.18	-0.205
C1_08330C_A	0.943	0.803	0.921	0.801	-0.141	-0.12
C1_08340C_A	0.834	0.852	0.805	0.805	0.018	0
C1_08350C_A	0.952	0.832	0.924	0.808	-0.12	-0.116
C1_08360C_A	0.975	0.75	0.899	0.775	-0.225	-0.125
C1_08370W_A	0.916	0.889	0.862	0.821	-0.028	-0.041
C1_08380W_A	0.959	0.82	0.971	0.781	-0.14	-0.19
C1_08390C_A	0.765	0.792	0.815	0.735	0.027	-0.08
C1_08400C_A	0.922	0.804	0.779	0.787	-0.119	0.008
C1_08410C_A	0.903	0.877	0.891	0.829	-0.025	-0.062
C1_08420W_A	0.77	0.926	0.765	0.869	0.156	0.104
C1_08430W_A	0.812	0.782	0.818	0.655	-0.03	-0.163
C1_08440C_A	0.895	0.684	0.77	0.718	-0.212	-0.052
C1_08450C_A	0.913	0.954	0.882	0.924	0.041	0.042
C1_08460C_A	0.811	NA	0.794	NA	NA	NA
C1_08470W_A	0.959	0.839	0.959	0.719	-0.121	-0.24
C1_08480C_A	0.94	0.991	0.835	0.983	0.051	0.148
C1_08490W_A	0.793	1	0.831	0.957	0.207	0.126
C1_08500C_A	0.998	0.861	0.959	0.794	-0.137	-0.165
