# scores_kozak_Sp.txt
# Scores of ATG context against Kozak sequence, S. pombe 972h-
# Kozak sequence derived from 256 highest-translated genes by RPF
#
# Gene: Sp systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	d1vsan
SPAPJ696.01c	0.835	0.83	-0.005
SPBC27.04	0.99	0.732	-0.258
SPBC27.05	0.779	0.695	-0.084
SPBC27.06c	1	0.777	-0.223
SPBC27.08c	1	0.879	-0.121
SPBC28F2.02	0.99	0.951	-0.04
SPBC28F2.03	0.968	0.859	-0.11
SPBC28F2.04c	0.95	0.932	-0.018
SPAC1296.06	0.99	0.771	-0.219
SPBC28F2.05c	0.746	0.928	0.182
SPBC28F2.06c	0.956	0.713	-0.243
SPBC28F2.07	0.932	0.838	-0.094
SPBC28F2.08c	0.774	0.771	-0.003
SPBC28F2.09	0.966	0.932	-0.033
SPBC28F2.10c	0.755	1	0.245
SPBC28F2.11	0.876	0.764	-0.112
SPBC28F2.12	0.867	0.788	-0.079
SPAPJ696.02	0.939	0.728	-0.211
SPAC22G7.01c	0.891	0.804	-0.088
SPAC212.06c	0.821	0.777	-0.044
SPAC1F8.03c	0.9	0.842	-0.058
SPAC22G7.02	0.81	0.74	-0.071
SPAC22G7.03	0.814	0.861	0.047
SPBC21B10.13c	1	0.931	-0.069
SPBC21B10.12	0.956	0.853	-0.103
SPBC21B10.11	0.968	0.88	-0.088
SPBC21B10.10	0.99	0.759	-0.231
SPBC21B10.09	0.756	0.932	0.176
SPBC21B10.14	0.918	0.835	-0.083
SPBC21B10.08c	0.88	0.746	-0.134
SPBC21B10.07	0.844	0.81	-0.034
SPAC22G7.04	0.879	0.74	-0.139
SPBC21B10.06c	0.827	0.855	0.027
SPBC21B10.05c	0.847	0.81	-0.037
SPBC21B10.04c	0.956	0.753	-0.203
SPBC21B10.15	0.926	0.727	-0.2
SPBC21B10.03c	0.731	0.885	0.154
SPBC21B10.02	1	0.702	-0.298
SPBC19C2.01	1	0.949	-0.051
SPBC19C2.02	0.788	0.784	-0.004
SPBC19C2.03	1	0.915	-0.085
SPBC19C2.04c	0.859	0.916	0.056
SPBC19C2.05	0.783	0.834	0.051
SPBC19C2.06c	0.798	0.732	-0.066
SPBC19C2.07	1	0.838	-0.162
SPBC19C2.08	0.865	0.696	-0.168
SPBC19C2.09	0.939	0.844	-0.095
SPBC19C2.10	0.893	0.966	0.073
SPAC22G7.05	0.96	0.893	-0.068
SPBC19C2.11c	0.917	0.796	-0.121
SPBC19C2.12	0.814	0.892	0.078
SPBC19C2.13c	0.99	1	0.01
SPBC19C2.14	0.866	0.782	-0.085
SPBC19C2.15c	0.99	0.916	-0.074
SPBC2F12.15c	0.905	0.821	-0.084
SPBC2F12.14c	0.91	0.856	-0.055
SPBC2F12.13	0.788	0.774	-0.014
SPAC22G7.06c	0.845	0.738	-0.107
SPBC2F12.12c	0.865	0.803	-0.061
SPBC2F12.17	0.99	0.769	-0.221
SPBC2F12.11c	0.853	0.853	0
SPBC2F12.10	0.867	0.677	-0.19
SPBC2F12.09c	0.91	0.811	-0.098
SPBC2F12.08c	0.835	0.859	0.023
SPBC2F12.07c	0.956	0.838	-0.118
SPAC22G7.07c	0.763	0.812	0.049
SPBC2F12.05c	0.778	0.951	0.173
SPBC2F12.04	0.884	0.804	-0.081
SPBC2F12.03c	0.818	0.772	-0.046
SPBC2F12.02c	0.956	0.877	-0.079
SPBC1D7.05	0.753	0.917	0.164
SPBC1D7.04	0.99	0.72	-0.27
SPBC1D7.03	0.884	0.798	-0.086
SPAC22G7.08	0.884	0.877	-0.007
SPBC1D7.02c	0.838	0.869	0.031
SPBC1D7.01	0.931	0.941	0.01
SPBC11G11.01	0.91	0.706	-0.203
SPBC11G11.02c	0.941	0.932	-0.009
SPBC11G11.03	0.918	0.77	-0.148
SPBC11G11.04	0.966	0.761	-0.205
SPBC11G11.06c	0.96	0.809	-0.152
SPBC11G11.05	0.868	0.893	0.025
SPAC22G7.09c	0.884	0.804	-0.081
SPBC11G11.07	0.789	0.688	-0.101
SPBC18H10.02	0.868	0.901	0.033
SPBC18H10.03	0.95	0.859	-0.091
SPBC18H10.04c	0.941	0.932	-0.009
SPBC18H10.05	0.821	0.874	0.052
SPBC18H10.06c	0.86	0.72	-0.14
SPAC22G7.10	0.865	0.829	-0.036
SPBC18H10.07	0.917	0.853	-0.064
SPBC18H10.08c	0.706	0.755	0.049
SPBC18H10.09	0.84	0.833	-0.007
SPBC18H10.10c	0.99	0.899	-0.091
SPBC18H10.11c	0.763	0.86	0.096
SPBC18H10.12c	0.91	0.876	-0.033
SPBC18H10.13	0.99	0.763	-0.227
SPBC18H10.14	0.968	0.827	-0.142
SPAC22G7.11c	0.956	0.845	-0.111
SPBC18H10.15	0.89	0.835	-0.055
SPBC18H10.16	0.823	0.763	-0.059
SPBC18H10.17c	0.907	0.861	-0.046
SPBC18H10.18c	1	0.916	-0.084
SPBC18H10.19	0.867	0.918	0.052
SPBC18H10.20c	0.865	0.735	-0.13
SPBC9B6.02c	0.916	0.771	-0.145
SPBC9B6.03	0.91	0.829	-0.08
SPAC4G8.02c	0.99	0.719	-0.271
SPBC9B6.04c	0.819	0.759	-0.059
SPBC9B6.05c	0.891	0.699	-0.192
SPBC9B6.06	0.932	0.732	-0.201
SPBC9B6.07	0.956	0.753	-0.203
SPBC9B6.08	0.934	0.706	-0.228
SPBC9B6.09c	0.74	0.879	0.14
SPBC9B6.10	0.889	0.82	-0.069
SPBC9B6.11c	0.688	0.96	0.273
SPAC4G8.03c	0.915	0.889	-0.026
SPBC28E12.01c	0.804	0.88	0.077
SPBC28E12.02	1	0.739	-0.261
SPBC28E12.03	0.769	0.822	0.053
SPBC28E12.04	0.81	0.772	-0.038
SPBC28E12.05	0.939	0.893	-0.046
SPBC28E12.06c	0.793	0.728	-0.065
SPBC3H7.15	0.84	0.81	-0.03
SPBC3H7.14	0.724	0.755	0.031
SPBC3H7.13	0.744	0.822	0.078
SPBC3H7.12	0.84	0.764	-0.076
SPBC3H7.11	0.868	0.928	0.061
SPBC3H7.18	0.916	1	0.084
SPBC3H7.10	0.82	0.884	0.064
SPBC3H7.09	0.9	0.833	-0.066
SPBC3H7.08c	0.91	0.88	-0.029
SPBC3H7.07c	0.875	0.879	0.004
SPBC3H7.06c	0.89	0.958	0.068
SPBC3H7.05c	0.732	0.769	0.037
SPBC3H7.04	0.869	0.951	0.081
SPBC3H7.03c	0.827	0.771	-0.056
SPBC3H7.02	0.99	0.877	-0.113
SPBC3H7.01	1	0.829	-0.171
SPAC4G8.04	0.795	0.838	0.043
SPBP16F5.02	0.797	0.805	0.007
SPBP16F5.03c	0.918	0.731	-0.188
SPBP16F5.04	1	0.833	-0.167
SPBP16F5.05c	0.899	0.74	-0.159
SPBP16F5.06	0.931	0.753	-0.179
SPBP16F5.07	0.99	0.813	-0.177
SPBP16F5.08c	0.719	0.706	-0.013
SPAC4G8.05	0.811	0.779	-0.032
SPBC16E9.01c	0.721	0.738	0.017
SPBC16E9.02c	0.866	0.771	-0.095
SPBC16E9.03c	0.958	0.874	-0.085
SPBC16E9.19	0.859	0.788	-0.071
SPBC16E9.06c	0.757	0.966	0.209
SPBC16E9.05	0.932	0.706	-0.226
SPBC16E9.07	0.804	0.956	0.152
SPBC16E9.08	0.862	0.869	0.007
SPBC16E9.09c	0.859	0.724	-0.135
SPAC4G8.06c	0.772	0.867	0.095
SPBC16E9.10c	0.956	0.772	-0.184
SPBC16E9.11c	0.901	0.713	-0.187
SPBC16E9.12c	0.99	0.96	-0.03
SPBC16E9.13	0.823	0.695	-0.128
SPBC16E9.14c	0.99	0.931	-0.059
SPBC16E9.15	0.916	0.916	0.001
SPBC16E9.16c	0.91	0.828	-0.081
SPAC4G8.07c	0.847	0.869	0.022
SPBC16E9.20	0.714	0.731	0.017
SPBC16E9.17c	0.958	0.88	-0.078
SPBC16E9.18	0.918	0.87	-0.048
SPBC1E8.02	0.907	0.835	-0.072
SPBC1E8.03c	0.782	0.811	0.03
SPBC1E8.05	0.91	0.916	0.006
SPBC1A4.01	0.702	0.838	0.136
SPBC1A4.02c	0.968	0.764	-0.204
SPBC1A4.03c	0.905	0.764	-0.141
SPBC1A4.04	0.877	0.931	0.054
SPBC1A4.05	0.817	0.823	0.005
SPBC1A4.06c	0.811	0.916	0.105
SPBC1A4.07c	0.867	0.814	-0.054
SPBC1A4.08c	0.968	0.769	-0.2
SPBC1A4.11c	0.828	0.884	0.056
SPBC1A4.09	0.884	0.924	0.04
SPBC1A4.10c	0.81	0.91	0.1
SPBP23A10.03c	0.835	0.804	-0.031
SPBP23A10.02	0.842	0.905	0.063
SPBP23A10.04	0.941	0.779	-0.162
SPBP23A10.05	0.956	0.916	-0.04
SPBP23A10.17	0.739	0.893	0.154
SPBP23A10.06	0.831	0.721	-0.109
SPBP23A10.07	0.755	0.789	0.033
SPAC4G8.08	0.932	0.74	-0.193
SPBP23A10.08	0.91	0.713	-0.198
SPBP23A10.09	0.915	0.849	-0.066
SPBP23A10.10	0.702	0.777	0.076
SPBP23A10.11c	0.839	0.738	-0.101
SPBP23A10.12	0.95	0.72	-0.23
SPBP23A10.13	0.899	0.777	-0.122
SPBP23A10.14c	0.739	0.731	-0.008
SPBP23A10.15c	0.865	0.99	0.125
SPBP23A10.16	0.949	0.746	-0.203
SPBC29A3.21	0.746	0.778	0.032
SPBC29A3.01	0.95	0.727	-0.223
SPBC29A3.02c	0.869	0.82	-0.049
SPBC29A3.03c	0.941	0.786	-0.155
SPBC29A3.04	0.99	0.916	-0.074
SPBC29A3.05	0.941	0.774	-0.167
SPAC4G8.09	0.878	0.81	-0.068
SPBC29A3.06	0.99	0.932	-0.058
SPBC29A3.07c	0.869	0.879	0.01
SPBC29A3.08	0.845	0.875	0.03
SPBC29A3.09c	0.968	0.789	-0.18
SPBC29A3.10c	0.956	0.731	-0.225
SPBC29A3.11c	0.99	0.884	-0.106
SPBC29A3.13	0.891	0.931	0.04
SPBC29A3.12	0.956	0.833	-0.123
SPBC29A3.14c	0.707	0.949	0.242
SPBC29A3.15c	1	0.99	-0.01
SPBC29A3.16	0.9	0.939	0.04
SPBC29A3.17	0.951	0.867	-0.083
SPBC29A3.18	0.893	0.99	0.097
SPBC18E5.01	0.916	0.771	-0.145
SPBC18E5.02c	0.755	0.724	-0.032
SPBC18E5.03c	0.823	0.96	0.138
SPBC18E5.04	0.96	0.756	-0.204
SPAC4G8.11c	0.958	0.838	-0.12
SPBC18E5.05c	0.845	0.99	0.145
SPBC18E5.06	0.958	0.784	-0.174
SPBC18E5.07	0.828	0.82	-0.008
SPBC18E5.08	0.804	0.893	0.089
SPBC18E5.14c	0.695	0.833	0.138
SPBC18E5.09c	0.891	0.916	0.025
SPBC18E5.11c	0.949	0.713	-0.237
SPBC18E5.10	0.84	0.763	-0.077
SPAC4G8.10	0.853	0.72	-0.133
SPBC18E5.12c	0.83	0.99	0.16
SPBC18E5.13	0.918	0.932	0.014
SPBC23G7.16	0.915	0.876	-0.039
SPBC23G7.04c	0.788	0.866	0.079
SPBC23G7.05	0.713	0.763	0.05
SPBC23G7.06c	0.931	0.931	0
SPBC23G7.07c	0.88	0.713	-0.167
SPBC23G7.08c	0.788	0.731	-0.057
SPAC4G8.12c	0.867	0.939	0.072
SPBC23G7.17c	0.931	0.744	-0.187
SPBC23G7.09	0.916	0.867	-0.049
SPBC23G7.10c	0.99	0.746	-0.244
SPBC23G7.11	0.99	0.869	-0.121
SPBC23G7.12c	0.95	0.86	-0.09
SPBC23G7.13c	0.968	0.776	-0.193
SPAC4G8.13c	0.789	0.773	-0.016
SPBC23G7.14	0.753	0.893	0.14
SPBC23G7.15c	0.949	0.827	-0.122
SPBC1711.01c	0.931	0.744	-0.187
SPBC1711.02	0.916	0.867	-0.049
SPBC1711.03	1	0.89	-0.11
SPBC1711.04	1	0.67	-0.33
SPBC1711.05	0.83	0.816	-0.015
SPBC1711.06	0.905	0.951	0.046
SPBC1711.18	0.891	0.878	-0.013
SPBC1711.07	0.934	0.99	0.056
SPBC1711.08	0.835	0.798	-0.037
SPBC1711.09c	0.89	0.966	0.076
SPBC1711.10c	0.928	0.738	-0.19
SPBC1711.11	0.884	0.878	-0.006
SPAC16C9.01c	1	0.951	-0.049
SPBC1711.12	0.699	0.802	0.103
SPBC1711.13	0.931	0.81	-0.122
SPBC1711.15c	0.915	0.822	-0.093
SPBC1711.14	0.931	0.88	-0.051
SPBC1711.16	0.968	0.751	-0.217
SPBC1711.17	0.784	1	0.216
SPBC17G9.02c	0.821	0.951	0.129
SPBC17G9.03c	0.95	0.721	-0.228
SPBC17G9.04c	0.949	0.706	-0.243
SPBC17G9.05	0.853	0.88	0.028
SPBC17G9.06c	0.806	0.901	0.095
SPBC17G9.07	0.95	0.695	-0.255
SPBC17G9.08c	0.889	0.746	-0.143
SPBC17G9.09	0.99	0.99	0
SPBC17G9.10	0.934	0.813	-0.121
SPBC17G9.11c	0.951	0.939	-0.011
SPBC17G9.12c	0.811	0.907	0.095
SPBC17G9.13c	0.779	0.879	0.1
SPBC1815.01	0.9	0.754	-0.146
SPBC14C8.01c	0.916	0.924	0.008
SPBC14C8.02	0.932	0.99	0.058
SPBC14C8.03	0.956	0.893	-0.063
SPAC16C9.02c	0.856	0.713	-0.143
SPBC14C8.04	0.934	0.893	-0.041
SPBC14C8.05c	0.968	0.737	-0.231
SPBC14C8.06	0.99	0.96	-0.03
SPBC14C8.07c	0.877	0.893	0.015
SPBC14C8.10	0.931	0.811	-0.12
SPBC14C8.19	0.99	0.83	-0.16
SPBC14C8.09c	0.827	0.827	-0.001
SPBC14C8.11c	0.731	0.724	-0.007
SPAC16C9.03	0.931	0.81	-0.121
SPBC14C8.12	0.99	0.783	-0.207
SPBC14C8.13	0.958	0.99	0.032
SPBC14C8.14c	0.958	0.746	-0.213
SPBC14C8.15	0.95	0.789	-0.161
SPBC14C8.16c	0.872	0.884	0.012
SPBC14C8.17c	0.951	0.795	-0.156
SPBC15C4.01c	1	0.761	-0.239
SPBC15C4.02	0.754	0.91	0.156
SPAC16C9.04c	1	0.893	-0.107
SPBC15C4.03	0.838	0.74	-0.099
SPBC15C4.04c	0.816	0.746	-0.07
SPBC15C4.05	0.931	0.727	-0.205
SPBC15C4.06c	0.719	0.844	0.125
SPBC21H7.02	0.907	0.931	0.025
SPBC21H7.03c	0.83	0.771	-0.06
SPBC21H7.04	0.811	0.874	0.062
SPBC21H7.05	0.677	0.916	0.239
SPAC16C9.05	0.77	0.828	0.058
SPBC21H7.06c	0.9	0.845	-0.054
SPBC21H7.07c	0.926	0.764	-0.162
SPBC16H5.14c	0.781	0.772	-0.009
SPBC16H5.13	1	0.783	-0.217
SPBC16H5.12c	0.891	0.699	-0.192
SPBC16H5.11c	0.745	0.806	0.061
SPBC16H5.10c	0.847	0.956	0.109
SPBC16H5.09c	0.99	0.822	-0.168
SPBC16H5.08c	0.968	0.907	-0.061
SPBC16H5.07c	0.804	0.811	0.008
SPBC16H5.06	0.99	0.838	-0.152
SPBC16H5.15	0.763	0.756	-0.007
SPBC16H5.05c	0.795	0.809	0.014
SPBC16H5.04	1	0.96	-0.04
SPBC16H5.03c	0.918	0.82	-0.098
SPBC16H5.02	0.99	0.69	-0.3
SPAC16C9.06c	0.756	0.931	0.175
SPBC12D12.01	0.828	1	0.172
SPBC12D12.02c	0.866	0.847	-0.018
SPBC12D12.03	0.878	1	0.122
SPBC12D12.04c	0.86	0.81	-0.05
SPBC12D12.09	0.731	0.877	0.146
SPBC12D12.05c	0.867	0.756	-0.111
SPBC12D12.06	0.811	0.828	0.017
SPBC12D12.07c	0.829	0.761	-0.068
SPAC1F8.04c	0.99	0.764	-0.226
SPAC16C9.07	0.862	0.887	0.024
SPBC12D12.08c	0.835	0.879	0.044
SPBC24C6.02	0.898	0.862	-0.036
SPBC24C6.03	0.99	0.916	-0.074
SPBC24C6.04	0.95	0.915	-0.035
SPBC24C6.05	0.918	0.732	-0.186
SPBC24C6.06	0.934	0.755	-0.179
SPBC24C6.07	0.794	0.956	0.162
SPAC2G11.02	0.866	0.99	0.124
SPBC24C6.08c	0.941	0.74	-0.202
SPBC24C6.09c	0.949	0.793	-0.156
SPBC24C6.13	0.779	0.99	0.211
SPBC24C6.10c	0.847	0.746	-0.101
SPBC24C6.11	0.859	0.724	-0.135
SPBC19G7.01c	0.949	0.753	-0.196
SPBC19G7.02	0.795	0.787	-0.008
SPBC19G7.03c	0.968	0.787	-0.181
SPAC2G11.03c	0.772	0.782	0.01
SPBC19G7.04	0.956	0.885	-0.071
SPBC19G7.05c	0.91	0.893	-0.017
SPBC19G7.06	0.905	0.755	-0.15
SPBC19G7.07c	0.769	0.869	0.1
SPBC19G7.08c	0.817	0.763	-0.054
SPBC19G7.09	0.721	0.894	0.173
SPBC19G7.10c	0.95	0.939	-0.011
SPBC19G7.18c	0.859	0.786	-0.074
SPBC19G7.13	0.932	0.82	-0.112
SPAC2G11.04	1	0.763	-0.237
SPBC19G7.14c	0.769	0.877	0.109
SPBC19G7.15	0.843	0.81	-0.033
SPBC19G7.19	0.951	0.866	-0.085
SPBC19G7.16	0.951	0.939	-0.011
SPBC19G7.17	0.924	0.749	-0.175
SPBC36B7.02	0.819	0.939	0.12
SPBC36B7.03	0.844	0.907	0.063
SPBC36B7.04	0.931	0.782	-0.15
SPBC36B7.05c	0.798	0.81	0.011
SPAC2G11.05c	0.884	0.763	-0.121
SPBC36B7.06c	0.968	0.863	-0.106
SPBC36B7.08c	1	1	0
SPBC36B7.07	0.968	0.713	-0.256
SPBC36B7.09	0.714	0.74	0.025
SPBP18G5.02	0.82	0.74	-0.081
SPBP18G5.03	0.763	0.787	0.024
SPBC1921.01c	1	0.958	-0.042
SPBC1921.02	0.879	0.833	-0.046
SPBC1921.03c	1	0.87	-0.13
SPAC2G11.06	0.78	0.874	0.094
SPBC1921.04c	0.804	0.949	0.145
SPBC1921.05	0.99	0.99	0
SPBC1921.06c	0.915	1	0.085
SPBC1921.07c	0.84	0.862	0.022
SPBC21D10.12	0.774	0.763	-0.011
SPBC21D10.11c	0.924	1	0.076
SPBC21D10.10	0.941	0.82	-0.121
SPBC21D10.09c	0.951	0.806	-0.145
SPBC21D10.07	0.843	0.783	-0.061
SPBC21D10.08c	0.95	0.695	-0.255
SPBC21D10.06c	0.88	0.777	-0.103
SPBC21D10.05c	0.769	0.918	0.15
SPAC2G11.07c	0.771	0.884	0.114
SPBC12C2.13c	0.951	0.862	-0.088
SPBC12C2.12c	0.881	0.847	-0.035
SPBC12C2.11	0.828	0.751	-0.077
SPBC12C2.10c	0.755	0.96	0.205
SPBC12C2.09c	0.865	0.755	-0.109
SPBC12C2.08	0.827	0.924	0.097
SPAC2G11.08c	0.99	0.755	-0.235
SPBC12C2.07c	0.932	0.951	0.018
SPBC12C2.06	1	0.731	-0.269
SPBC12C2.05c	0.874	0.82	-0.053
SPBC12C2.04	0.788	0.956	0.168
SPBC12C2.14c	0.856	0.966	0.11
SPBC12C2.03c	0.96	0.849	-0.111
SPBC12C2.02c	0.721	0.763	0.042
SPBC12C2.01c	0.793	0.916	0.123
SPAC2G11.09	0.931	0.788	-0.143
SPBC17F3.02	0.918	0.795	-0.123
SPBC17F3.01c	0.714	0.877	0.163
SPBC557.02c	0.879	0.932	0.053
SPBC557.03c	0.941	0.99	0.049
SPAC2G11.10c	0.81	0.884	0.075
SPBC557.04	0.827	0.916	0.089
SPBC365.20c	0.829	0.765	-0.064
SPBC557.05	0.918	0.79	-0.128
SPBC365.01	0.89	0.867	-0.023
SPBC365.02c	0.753	0.866	0.114
SPBC365.03c	0.968	0.744	-0.224
SPBC365.04c	0.763	0.817	0.054
SPBC365.05c	0.99	0.771	-0.219
SPBC365.06	0.99	0.731	-0.259
SPBC365.07c	0.803	1	0.197
SPBC365.08c	0.887	0.763	-0.124
SPBC365.09c	0.898	0.829	-0.069
SPBC365.10	0.931	0.811	-0.12
SPBC365.11	0.809	0.833	0.024
SPBC365.12c	0.99	0.735	-0.255
SPBC365.13c	0.891	1	0.109
SPBC365.14c	0.95	0.714	-0.236
SPBC365.15	0.822	0.849	0.027
SPAC2G11.11c	0.99	0.918	-0.072
SPBC365.16	0.918	0.789	-0.129
SPBC29A10.01	0.89	0.759	-0.131
SPBC29A10.02	0.845	0.779	-0.066
SPBC29A10.03c	0.72	0.789	0.07
SPBC29A10.04	0.82	0.82	0
SPBC29A10.05	0.958	0.726	-0.232
SPBC29A10.06c	0.881	0.99	0.109
SPBC29A10.07	0.793	0.765	-0.028
SPBC29A10.08	0.918	0.706	-0.212
SPBC29A10.09c	0.823	0.831	0.008
SPBC29A10.10c	0.751	0.932	0.181
SPBC29A10.11c	0.748	0.875	0.127
SPAC2G11.12	0.881	0.932	0.051
SPBC29A10.12	0.827	0.99	0.163
SPBC29A10.13	0.811	0.774	-0.037
SPBC29A10.14	0.934	0.96	0.026
SPBC29A10.15	0.899	0.731	-0.168
SPBC29A10.17	0.891	0.755	-0.136
SPBC29A10.16c	0.96	0.887	-0.074
SPBC2G5.01	0.924	0.713	-0.211
SPAC2G11.13	0.949	0.763	-0.186
SPBC2G5.02c	0.966	0.9	-0.066
SPBC2G5.03	0.951	0.907	-0.044
SPBC2G5.04c	0.968	0.748	-0.22
SPBC2G5.05	0.949	0.78	-0.169
SPBC2G5.06c	0.99	0.756	-0.234
SPBC2G5.07c	0.753	0.856	0.103
SPBC25B2.01	0.939	0.83	-0.109
SPBC25B2.02c	0.763	0.951	0.187
SPBC25B2.03	0.949	0.932	-0.017
SPBC25B2.04c	0.756	0.789	0.033
SPBC25B2.05	0.99	0.931	-0.059
SPAC2G11.14	0.84	0.724	-0.116
SPBC25B2.06c	0.9	0.771	-0.129
SPBC25B2.07c	0.777	0.899	0.122
SPBC25B2.08	0.884	0.81	-0.074
SPBC25B2.09c	0.932	0.706	-0.226
SPBC25B2.10	0.783	0.795	0.013
SPBC25B2.11	0.835	0.82	-0.015
SPBC1826.01c	0.818	0.781	-0.037
SPBC6B1.02	0.761	0.956	0.195
SPBC6B1.03c	0.88	0.746	-0.135
SPAC2G11.15c	0.739	0.893	0.154
SPBC6B1.04	0.861	1	0.139
SPBC6B1.05c	0.918	0.764	-0.154
SPBC6B1.06c	0.803	0.907	0.104
SPBC6B1.07	0.867	0.881	0.015
SPBC6B1.08c	0.806	0.789	-0.017
SPBC6B1.12c	0.884	0.951	0.066
SPBC6B1.09c	0.99	0.928	-0.062
SPBC6B1.10	0.737	0.867	0.13
SPBC3E7.01	0.829	0.849	0.02
SPBC3E7.02c	0.99	0.764	-0.226
SPBC3E7.17	0.86	0.968	0.108
SPBC3E7.04c	0.835	0.732	-0.103
SPAC1F8.05	0.99	0.96	-0.03
SPAC521.02	0.806	0.763	-0.044
SPBC3E7.05c	0.838	0.781	-0.057
SPBC3E7.06c	0.746	0.739	-0.007
SPBC3E7.07c	0.928	0.764	-0.164
SPBC3E7.08c	0.844	0.828	-0.016
SPBC3E7.09	0.778	0.861	0.083
SPBC3E7.10	0.771	0.931	0.16
SPBC3E7.11c	0.784	0.84	0.056
SPBC3E7.12c	0.756	0.874	0.117
SPBC3E7.13c	0.966	0.869	-0.097
SPAC521.03	0.99	0.699	-0.291
SPBC3E7.15c	0.931	0.859	-0.073
SPBC3E7.14	0.932	0.822	-0.11
SPBC3E7.16c	0.806	0.796	-0.011
SPBC4F6.04	0.96	0.939	-0.021
SPBC4F6.05c	0.99	0.732	-0.258
SPBC4F6.06	0.781	0.802	0.021
SPBC4F6.07c	0.926	0.822	-0.104
SPBC4F6.08c	0.917	0.939	0.022
SPBC4F6.09	0.96	0.877	-0.083
SPAC521.04c	0.916	0.695	-0.221
SPBC4F6.10	0.862	0.732	-0.131
SPBC4F6.11c	0.695	0.789	0.094
SPBC4F6.12	0.811	0.81	-0.001
SPBC4F6.13c	0.96	0.763	-0.197
SPBC4F6.14	0.884	0.96	0.076
SPBC4F6.15c	0.898	0.789	-0.11
SPBC4F6.16c	0.844	0.795	-0.049
SPBC4F6.17c	0.924	0.86	-0.064
SPBC4F6.18c	0.941	0.821	-0.12
SPBC18A7.02c	0.924	0.737	-0.187
SPBC18A7.01	0.99	0.918	-0.072
SPBC336.16	0.764	0.739	-0.026
SPBC336.01	0.771	0.77	-0.001
SPBC336.02	0.853	0.956	0.103
SPBC336.03	0.916	0.915	-0.001
SPBC336.04	0.867	0.829	-0.038
SPAC521.05	0.877	0.796	-0.081
SPBC336.05c	0.898	0.707	-0.191
SPBC336.06c	0.928	0.865	-0.064
SPBC336.07	0.769	0.699	-0.07
SPBC336.08	0.939	0.759	-0.18
SPBC336.09c	0.916	0.99	0.074
SPBC336.10c	0.82	0.746	-0.074
SPBC336.11	0.813	0.877	0.064
SPBC336.12c	0.891	0.81	-0.082
SPBC336.13c	0.99	0.794	-0.196
SPAC23G3.01	0.956	0.719	-0.237
SPBC336.14c	0.877	0.89	0.013
SPBC336.15	0.877	0.77	-0.107
SPBC685.02	0.72	0.881	0.162
SPBC685.03	0.859	0.753	-0.106
SPBC685.04c	0.778	0.813	0.036
SPBC685.05	0.91	0.833	-0.077
SPBC685.06	0.884	0.789	-0.095
SPAC23G3.02c	0.759	0.829	0.07
SPBC685.07c	0.956	0.777	-0.179
SPBC685.08	0.884	0.769	-0.115
SPBC685.09	0.95	0.828	-0.122
SPBC32F12.01c	0.956	0.823	-0.133
SPBC32F12.02	0.865	0.932	0.068
SPBC32F12.16	0.81	0.81	-0.001
SPBC32F12.03c	0.95	0.867	-0.083
SPBC32F12.04	0.9	0.771	-0.129
SPAC23G3.03	0.932	0.707	-0.225
SPBC32F12.05c	0.916	0.939	0.023
SPBC32F12.06	0.797	0.783	-0.015
SPBC32F12.07c	0.872	0.856	-0.016
SPBC32F12.08c	0.901	0.746	-0.154
SPBC32F12.09	0.843	0.784	-0.059
SPBC32F12.10	0.968	0.828	-0.14
SPBC32F12.17	0.759	0.789	0.03
SPBC32F12.11	1	0.831	-0.169
SPBC32F12.15	0.827	0.739	-0.088
SPBC32F12.12c	0.968	0.753	-0.216
SPBC19C7.01	0.753	0.835	0.082
SPBC19C7.02	0.812	0.739	-0.074
SPBC19C7.03	0.81	0.774	-0.036
SPBC19C7.04c	0.932	0.828	-0.104
SPAC23G3.04	0.891	0.84	-0.052
SPBC19C7.05	0.931	0.779	-0.152
SPBC19C7.06	0.918	0.732	-0.187
SPBC19C7.07c	0.901	0.893	-0.008
SPBC19C7.08c	0.916	0.835	-0.081
SPBC19C7.09c	0.763	0.795	0.031
SPBC19C7.10	0.884	0.849	-0.035
SPBC19C7.11	0.828	0.699	-0.129
SPBC19C7.12c	1	0.796	-0.204
SPAC23G3.05c	0.789	0.83	0.041
SPBP19A11.01	0.918	0.796	-0.122
SPBP19A11.02c	0.893	0.87	-0.023
SPBP19A11.03c	0.932	0.802	-0.13
SPBP19A11.04c	0.789	0.739	-0.05
SPAP19A11.05c	0.844	0.958	0.114
SPBP19A11.06	0.756	0.827	0.071
SPBP19A11.07c	0.828	0.838	0.01
SPAC23G3.06	0.879	0.751	-0.128
SPBP4H10.03	0.875	0.859	-0.016
SPBP4H10.04	0.899	0.739	-0.16
SPBP4H10.05c	0.95	0.905	-0.045
SPBP4H10.06c	0.918	0.764	-0.154
SPBP4H10.07	0.869	0.856	-0.013
SPBP4H10.08	0.916	0.746	-0.17
SPAC23G3.07c	0.931	0.795	-0.136
SPBP4H10.09	1	0.786	-0.214
SPBP4H10.10	0.916	0.939	0.023
