# Mitofates predictions for C. albicans SC5314
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
C1_01850C_A Protein	0.033	No mitochondrial presequence	29(MPP)	0.103		11-20-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
C1_01860W_A Protein	0.000	No mitochondrial presequence	8(MPP)	0.000	13-17,22-26,64-68	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01870C_A Protein	0.000	No mitochondrial presequence	56(MPP)	0.071		10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01880C_A Protein	0.000	No mitochondrial presequence	85(MPP)	0.000	43-47	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01890C_A Protein	0.000	No mitochondrial presequence	8(MPP), 16(Oct1)	0.000	44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01900C_A Protein	0.036	No mitochondrial presequence	22(MPP), 23(Icp55)	0.273		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01910W_A Protein	0.000	No mitochondrial presequence	17(MPP)	0.176	32-36,52-56	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01920W_A Protein	0.008	No mitochondrial presequence	22(MPP), 23(Icp55)	0.045		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01930W_A Protein	0.004	No mitochondrial presequence	32(MPP)	0.000	55-59	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01940C_A Protein	0.000	No mitochondrial presequence	76(MPP)	0.092	7-11,84-88	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01950C_A Protein	0.014	No mitochondrial presequence	41(MPP)	0.073	6-10	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01970W_A Protein	0.003	No mitochondrial presequence	15(MPP)	0.200	8-12,12-16,45-49	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01980W_A Protein	0.009	No mitochondrial presequence	8(MPP), 9(Icp55)	0.125	5-9,23-27,56-60,59-63	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_01990W_A Protein	0.006	No mitochondrial presequence	70(MPP)	0.000	67-71	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02000W_A Protein	0.042	No mitochondrial presequence	33(MPP)	0.242	86-90	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02010C_A Protein	0.018	No mitochondrial presequence	70(MPP), 71(Icp55)	0.157	37-41,75-79	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02020W_A Protein	0.134	No mitochondrial presequence	15(MPP)	0.267		6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02030C_A Protein	0.106	No mitochondrial presequence	17(MPP)	0.118	14-18	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	14-19	-	
C1_02040C_A Protein	0.011	No mitochondrial presequence	56(MPP)	0.018		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02050C_A Protein	0.053	No mitochondrial presequence	40(MPP)	0.125	25-29	10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02060W_A Protein	0.010	No mitochondrial presequence	40(MPP)	0.000		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02070W_A Protein	0.005	No mitochondrial presequence	18(MPP)	0.000	54-58	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02080W_A Protein	0.000	No mitochondrial presequence	37(MPP)	-0.081	40-44,49-53	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02090C_A Protein	0.000	No mitochondrial presequence	64(MPP)	0.016	17-21	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02100W_A Protein	0.000	No mitochondrial presequence	18(MPP)	0.167		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02110C_A Protein	0.006	No mitochondrial presequence	8(MPP), 9(Icp55)	0.125	5-9,23-27,59-63	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02120C_A Protein	0.000	No mitochondrial presequence	69(MPP)	0.014	91-95	5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02130C_A Protein	0.000	No mitochondrial presequence	45(MPP)	-0.044	23-27	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02140C_A Protein	0.012	No mitochondrial presequence	15(MPP)	0.133		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02150W_A Protein	0.000	No mitochondrial presequence	64(MPP)	-0.047	68-72,80-84,85-89	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02160W_A Protein	0.000	No mitochondrial presequence	87(MPP)	0.023		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02170C_A Protein	0.016	No mitochondrial presequence	95(MPP)	-0.021		21-30-high	-	-	-	-	-	-	-	-	25-30	-	24-29	-	-	-	
C1_02180W_A Protein	0.003	No mitochondrial presequence	32(MPP)	0.000	3-7	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02190W_A Protein	0.000	No mitochondrial presequence	25(MPP)	0.080		16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02200C_A Protein	0.019	No mitochondrial presequence	54(MPP)	0.000	51-55	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02210W_A Protein	0.000	No mitochondrial presequence	66(MPP)	0.015	28-32,59-63	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02220C_A Protein	0.078	No mitochondrial presequence	17(MPP)	0.294		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02230W_A Protein	0.000	No mitochondrial presequence	29(MPP)	0.069		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02240W_A Protein	0.000	No mitochondrial presequence	56(MPP), 57(Icp55)	-0.125		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02250W_A Protein	0.000	No mitochondrial presequence	79(MPP)	-0.013	23-27,66-70	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02260C_A Protein	0.000	No mitochondrial presequence	52(MPP)	0.058	84-88	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02270C_A Protein	0.008	No mitochondrial presequence	37(MPP)	0.054		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02280C_A Protein	0.013	No mitochondrial presequence	29(MPP)	0.207		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02290C_A Protein	0.016	No mitochondrial presequence	52(MPP)	0.288	18-22	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02300W_A Protein	0.003	No mitochondrial presequence	34(MPP)	-0.059	6-10,31-35,48-52,64-68	6-17-high	-	-	-	-	-	-	-	-	-	-	-	5-10	-	-	
C1_02310C_A Protein	0.000	No mitochondrial presequence	65(MPP)	-0.015		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02320C_A Protein	0.000	No mitochondrial presequence	50(MPP)	-0.040		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02330C_A Protein	0.016	No mitochondrial presequence	29(MPP)	0.172	15-19	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02350W_A Protein	0.691	Possessing mitochondrial presequence	25(MPP)	0.160		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02360C_A Protein	0.004	No mitochondrial presequence	83(MPP)	-0.048		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02370C_A Protein	0.007	No mitochondrial presequence	58(MPP)	0.000	12-16	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02380C_A Protein	0.008	No mitochondrial presequence	19(MPP), 20(Icp55)	0.158	33-37	10-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02390W_A Protein	0.021	No mitochondrial presequence	18(MPP)	0.222		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02400C_A Protein	0.004	No mitochondrial presequence	40(MPP)	0.200		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02410C_A Protein	0.000	No mitochondrial presequence	61(MPP)	0.082	96-100	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02420C_A Protein	0.000	No mitochondrial presequence	45(MPP)	-0.133		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02430C_A Protein	0.000	No mitochondrial presequence	11(MPP)	0.091		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02440C_A Protein	0.003	No mitochondrial presequence	87(MPP)	0.000		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02450C_A Protein	0.041	No mitochondrial presequence	14(MPP)	0.500	54-58	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02460W_A Protein	0.040	No mitochondrial presequence	8(MPP)	0.375	8-12,22-26,49-53,67-71,72-76	20-29-low	-	-	-	-	8-13	-	-	-	-	-	-	-	-	-	
C1_02470W_A Protein	0.000	No mitochondrial presequence	10(MPP)	-0.300	88-92	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02480W_A Protein	0.000	No mitochondrial presequence	26(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02490C_A Protein	0.902	Possessing mitochondrial presequence	26(MPP)	0.192	11-15	16-25-high	-	-	-	-	-	-	-	-	-	-	-	10-15	-	-	
C1_02500W_A Protein	0.516	Possessing mitochondrial presequence	25(MPP), 26(Icp55)	0.120		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02510W_A Protein	0.019	No mitochondrial presequence	46(MPP)	0.065		15-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02520W_A Protein	0.000	No mitochondrial presequence	24(MPP)	0.042		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02530C_A Protein	0.000	No mitochondrial presequence	62(MPP)	-0.048		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02560W_A Protein	0.000	No mitochondrial presequence	45(MPP)	0.089	33-37,49-53,60-64,88-92	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02570C_A Protein	0.003	No mitochondrial presequence	44(MPP)	-0.023		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02580W_A Protein	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	-0.032		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02590C_A Protein	0.000	No mitochondrial presequence	58(MPP)	0.034		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02600W_A Protein	0.021	No mitochondrial presequence	20(MPP)	0.000	25-29,78-82,81-85	14-29-low	-	-	-	-	-	-	-	-	23-28	-	22-27	-	-	-	
C1_02610W_A Protein	0.025	No mitochondrial presequence	51(MPP)	0.118	82-86	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02620C_A Protein	0.000	No mitochondrial presequence	19(MPP), 20(Icp55)	0.053	72-76	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02630C_A Protein	0.000	No mitochondrial presequence	95(MPP)	-0.063	5-9	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02640C_A Protein	0.020	No mitochondrial presequence	28(MPP)	0.071	62-66	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02650W_A Protein	0.000	No mitochondrial presequence	51(MPP)	-0.020		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02660C_A Protein	0.970	Possessing mitochondrial presequence	17(MPP), 25(Oct1)	0.176	14-18	13-22-high	16-21	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02670C_A Protein	0.026	No mitochondrial presequence	40(MPP)	0.100	22-26	19-28-high	-	-	-	-	22-27	-	-	-	-	-	-	-	-	-	
C1_02680C_A Protein	0.013	No mitochondrial presequence	9(MPP)	0.222		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02690C_A Protein	0.013	No mitochondrial presequence	64(MPP)	0.016	1-5,76-80,87-91	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02700C_A Protein	0.000	No mitochondrial presequence	27(MPP)	0.000	8-12,47-51	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02710W_A Protein	0.000	No mitochondrial presequence	59(MPP)	-0.051	8-12,83-87	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02720W_A Protein	0.000	No mitochondrial presequence	38(MPP)	-0.053	18-22	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02730W_A Protein	0.000	No mitochondrial presequence	29(MPP), 37(Oct1)	-0.172		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02740C_A Protein	0.088	No mitochondrial presequence	17(MPP)	0.176	15-19	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02750C_A Protein	0.006	No mitochondrial presequence	41(MPP)	0.073	45-49	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02760W_A Protein	0.000	No mitochondrial presequence	76(MPP)	-0.039		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02770W_A Protein	0.000	No mitochondrial presequence	34(MPP)	0.235	50-54	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02780W_A Protein	0.007	No mitochondrial presequence	37(MPP)	0.108	34-38	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02790W_A Protein	0.000	No mitochondrial presequence	12(MPP), 13(Icp55)	0.167	75-79,96-100	18-27-low	-	-	-	4-9	-	-	-	-	-	-	-	-	-	-	
C1_02800W_A Protein	0.023	No mitochondrial presequence	37(MPP)	0.027	85-89	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02810W_A Protein	0.000	No mitochondrial presequence	42(MPP)	-0.024	44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02820W_A Protein	0.000	No mitochondrial presequence	82(MPP)	-0.085		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02830W_A Protein	0.000	No mitochondrial presequence	56(MPP)	-0.196		2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02840W_A Protein	0.000	No mitochondrial presequence	63(MPP)	0.000	25-29,29-33	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02850W_A Protein	0.000	No mitochondrial presequence	21(MPP)	-0.048		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02860C_A Protein	0.041	No mitochondrial presequence	11(MPP)	0.182	94-98	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02870W_A Protein	0.000	No mitochondrial presequence	59(MPP)	0.102	62-66	14-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02880C_A Protein	0.984	Possessing mitochondrial presequence	23(MPP), 31(Oct1)	0.217	69-73	13-24-high	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
C1_02890C_A Protein	0.999	Possessing mitochondrial presequence	28(MPP), 29(Icp55)	0.214	15-19,65-69	15-26-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
C1_02900C_A Protein	0.000	No mitochondrial presequence	58(MPP)	-0.224		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02910C_A Protein	0.000	No mitochondrial presequence	21(MPP)	-0.095	87-91	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02920W_A Protein	0.000	No mitochondrial presequence	12(MPP)	0.250	10-14	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02930C_A Protein	0.994	Possessing mitochondrial presequence	18(MPP), 19(Icp55)	0.222	15-19,63-67	11-20-high	-	-	-	-	-	-	-	-	-	-	1-6	-	-	-	
C1_02940C_A Protein	0.131	No mitochondrial presequence	7(MPP)	0.286	33-37	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02950W_A Protein	0.378	No mitochondrial presequence	9(MPP)	0.000	51-55	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02960C_A Protein	0.924	Possessing mitochondrial presequence	42(MPP), 50(Oct1)	0.167		3-12-high	-	-	-	-	-	-	-	9-14,20-25	-	19-24	-	-	-	-	
C1_02970W_A Protein	0.000	No mitochondrial presequence	14(MPP)	0.143	40-44,73-77	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02980W_A Protein	0.003	No mitochondrial presequence	60(MPP)	-0.017		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_02990C_A Protein	0.000	No mitochondrial presequence	39(MPP)	0.103	18-22	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03000W_A Protein	0.000	No mitochondrial presequence	53(MPP)	-0.189		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03010W_A Protein	0.000	No mitochondrial presequence	4(MPP)	-0.250	45-49	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03020C_A Protein	0.210	No mitochondrial presequence	36(MPP)	0.194	40-44,43-47,86-90	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03030W_A Protein	0.006	No mitochondrial presequence	45(MPP)	0.133		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03050W_A Protein	0.008	No mitochondrial presequence	12(MPP)	0.083	74-78	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03060C_A Protein	0.000	No mitochondrial presequence	61(MPP)	-0.082		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03070C_A Protein	0.003	No mitochondrial presequence	35(MPP)	0.086		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03080C_A Protein	0.000	No mitochondrial presequence	60(MPP)	-0.067	31-35	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03090W_A Protein	0.003	No mitochondrial presequence	9(MPP)	0.333		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03100W_A Protein	0.000	No mitochondrial presequence	16(MPP)	0.125		12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03110W_A Protein	0.017	No mitochondrial presequence	51(MPP)	0.176	5-9	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03120W_A Protein	0.000	No mitochondrial presequence	53(MPP)	-0.019	3-7	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	3-8	-	
C1_03130C_A Protein	0.023	No mitochondrial presequence	24(MPP)	0.208	15-19,18-22,56-60	7-18-high	-	-	19-24	-	18-23	-	-	-	-	-	-	-	-	-	
C1_03140W_A Protein	0.000	No mitochondrial presequence	8(MPP)	-0.125		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03150C_A Protein	0.006	No mitochondrial presequence	44(MPP)	-0.068	5-9,15-19	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03160C_A Protein	0.289	No mitochondrial presequence	21(MPP)	0.190	88-92	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03170C_A Protein	0.051	No mitochondrial presequence	32(MPP)	0.281		4-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03180W_A Protein	0.616	Possessing mitochondrial presequence	7(MPP)	0.286		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03190C_A Protein	0.000	No mitochondrial presequence	14(MPP), 15(Icp55)	0.071		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03200C_A Protein	0.000	No mitochondrial presequence	41(MPP)	-0.024	68-72	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03210C_A Protein	0.007	No mitochondrial presequence	59(MPP)	0.034	73-77	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03220C_A Protein	0.000	No mitochondrial presequence	63(MPP)	-0.016	11-15,94-98	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03230C_A Protein	0.000	No mitochondrial presequence	30(MPP)	-0.033	71-75	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03240W_A Protein	0.000	No mitochondrial presequence	27(MPP)	0.037	68-72	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03250C_A Protein	0.000	No mitochondrial presequence	29(MPP)	-0.034	61-65	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03260W_A Protein	0.000	No mitochondrial presequence	59(MPP)	0.000		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03270W_A Protein	0.000	No mitochondrial presequence	21(MPP)	0.048	2-6	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03280W_A Protein	0.608	Possessing mitochondrial presequence	13(MPP), 14(Icp55)	0.154	10-14	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03290W_A Protein	0.000	No mitochondrial presequence	36(MPP)	-0.139	46-50	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03300C_A Protein	0.558	Possessing mitochondrial presequence	19(MPP)	0.316	76-80	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03310W_A Protein	0.000	No mitochondrial presequence	90(MPP)	-0.067	9-13	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03320C_A Protein	0.987	Possessing mitochondrial presequence	16(MPP)	0.250	14-18	9-18-high	16-21	-	-	-	-	10-15	-	-	-	-	-	-	-	9-14	
C1_03330C_A Protein	0.000	No mitochondrial presequence	45(MPP)	-0.067	78-82	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03340C_A Protein	0.000	No mitochondrial presequence	21(MPP)	0.048	58-62,87-91	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03350C_A Protein	0.000	No mitochondrial presequence	14(MPP)	0.357	59-63	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03360W_A Protein	0.000	No mitochondrial presequence	21(MPP)	-0.048		2-11-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
C1_03370W_A Protein	0.000	No mitochondrial presequence	86(MPP)	-0.128		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03380W_A Protein	0.000	No mitochondrial presequence	33(MPP)	0.091		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03390W_A Protein	0.005	No mitochondrial presequence	10(MPP)	0.100		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03400W_A Protein	0.004	No mitochondrial presequence	79(MPP)	-0.025	76-80	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03410W_A Protein	0.006	No mitochondrial presequence	48(MPP)	0.125		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03430W_A Protein	0.756	Possessing mitochondrial presequence	7(MPP), 8(Icp55)	0.286	8-12,21-25	4-13-high	-	3-8	-	-	21-26	1-6	-	-	-	-	-	7-12	-	-	
C1_03440C_A Protein	0.000	No mitochondrial presequence	82(MPP)	-0.061	73-77	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03450C_A Protein	0.000	No mitochondrial presequence	63(MPP)	0.016	89-93	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03460C_A Protein	0.000	No mitochondrial presequence	16(MPP)	0.000	70-74	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03470C_A Protein	0.000	No mitochondrial presequence	56(MPP)	0.089	33-37,58-62,89-93	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03480C_A Protein	0.000	No mitochondrial presequence	35(MPP)	-0.114		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03490W_A Protein	0.006	No mitochondrial presequence	23(MPP)	-0.043		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03500W_A Protein	0.000	No mitochondrial presequence	28(MPP)	0.000	8-12,25-29	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03510C_A Protein	0.000	No mitochondrial presequence	27(MPP)	0.037	3-7	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03520W_A Protein	0.000	No mitochondrial presequence	46(MPP)	-0.087	35-39,47-51,87-91	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03530W_A Protein	0.000	No mitochondrial presequence	37(MPP)	-0.162	34-38	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03540C_A Protein	0.003	No mitochondrial presequence	19(MPP)	0.053		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03550C_A Protein	0.995	Possessing mitochondrial presequence	8(MPP), 9(Icp55)	0.250	2-6	1-10-high	-	-	-	-	-	-	5-10	-	-	-	-	1-6	-	-	
C1_03560C_A Protein	0.000	No mitochondrial presequence	64(MPP), 65(Icp55)	-0.062		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03580W_A Protein	0.000	No mitochondrial presequence	20(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03600W_A Protein	0.000	No mitochondrial presequence	17(MPP)	0.059		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03610C_A Protein	0.072	No mitochondrial presequence	39(MPP)	-0.026	23-27,52-56	20-29-high	-	-	-	-	23-28	-	-	-	-	-	-	-	-	-	
C1_03620C_A Protein	0.268	No mitochondrial presequence	29(MPP)	0.103	34-38	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03630W_A Protein	0.000	No mitochondrial presequence	31(MPP)	-0.032		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03640C_A Protein	0.000	No mitochondrial presequence	17(MPP)	-0.176	69-73	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_03650C_A Protein	0.730	Possessing mitochondrial presequence	41(MPP)	0.146		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
