# Mitofates predictions for N. crassa NC12
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
NCU00199 Protein	0.003	No mitochondrial presequence	41(MPP)	-0.024	55-59	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00200 Protein	0.000	No mitochondrial presequence	93(MPP), 94(Icp55)	-0.054	91-95	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00201 Protein	0.000	No mitochondrial presequence	26(MPP)	0.038	44-48	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00202 Protein	0.180	No mitochondrial presequence	13(MPP)	0.308	11-15	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00203 Protein	0.038	No mitochondrial presequence	58(MPP)	0.069		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00204 Protein	0.989	Possessing mitochondrial presequence	38(MPP)	0.184	47-51,60-64	6-15-high	-	12-17	-	-	-	-	-	-	-	-	16-21	-	-	-	
NCU00205 Protein	0.015	No mitochondrial presequence	13(MPP)	-0.077	90-94	9-18-low	-	-	-	-	-	-	10-15	-	-	-	-	-	-	-	
NCU00206 Protein	0.000	No mitochondrial presequence	95(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00207 Protein	0.000	No mitochondrial presequence	42(MPP)	0.024	72-76	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00208 Protein	0.084	No mitochondrial presequence	23(MPP), 31(Oct1)	0.000		10-19-high	22-27	19-24	-	-	-	17-22	-	-	-	16-21	-	-	-	-	
NCU00209 Protein	0.015	No mitochondrial presequence	40(MPP)	0.025		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00210 Protein	0.240	No mitochondrial presequence	30(MPP)	0.233	83-87	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00211 Protein	0.949	Possessing mitochondrial presequence	34(MPP)	0.265		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00212 Protein	0.040	No mitochondrial presequence	19(MPP)	0.316	35-39	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00213 Protein	0.037	No mitochondrial presequence	18(MPP)	0.111	36-40	16-26-low	-	-	-	-	-	-	15-20	-	-	14-19	-	-	-	-	
NCU00214 Protein	0.012	No mitochondrial presequence	66(MPP)	0.106	33-37	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00215 Protein	0.000	No mitochondrial presequence	60(MPP)	-0.117	38-42,77-81	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00216 Protein	0.000	No mitochondrial presequence	10(MPP)	-0.100	46-50,49-53	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00218 Protein	0.168	No mitochondrial presequence	73(MPP)	0.068	31-35	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00219 Protein	0.000	No mitochondrial presequence	51(MPP)	-0.020		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00220 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.041		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00221 Protein	0.008	No mitochondrial presequence	24(MPP)	0.125		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00222 Protein	0.124	No mitochondrial presequence	50(MPP)	0.060		11-20-low	-	4-9	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00223 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.207		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00224 Protein	0.302	No mitochondrial presequence	87(MPP)	0.046	79-83	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00225 Protein	0.000	No mitochondrial presequence	40(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00226 Protein	0.011	No mitochondrial presequence	21(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	17-22	-	16-21	-	-	-	
NCU00227 Protein	0.021	No mitochondrial presequence	27(MPP)	0.037	69-73	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00229 Protein	0.891	Possessing mitochondrial presequence	23(MPP)	0.217	1-5	1-10-high	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
NCU00230 Protein	0.022	No mitochondrial presequence	14(MPP), 15(Icp55)	0.071	11-15	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00231 Protein	0.000	No mitochondrial presequence	23(MPP)	0.043	93-97	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00232 Protein	0.662	Possessing mitochondrial presequence	36(MPP), 37(Icp55)	0.222	3-7,33-37	13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00233 Protein	0.000	No mitochondrial presequence	34(MPP)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00234 Protein	0.079	No mitochondrial presequence	20(MPP)	0.100		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00236 Protein	0.153	No mitochondrial presequence	40(MPP)	0.150	65-69	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00237 Protein	0.000	No mitochondrial presequence	64(MPP)	-0.031		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00238 Protein	0.000	No mitochondrial presequence	22(MPP)	-0.273		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00239 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.061		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00240 Protein	0.000	No mitochondrial presequence	92(MPP)	-0.098		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00241 Protein	0.000	No mitochondrial presequence	72(MPP)	0.028	70-74	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00242 Protein	0.000	No mitochondrial presequence	41(MPP)	0.024	93-97,96-100	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00243 Protein	0.004	No mitochondrial presequence	48(MPP)	-0.042		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00244 Protein	0.021	No mitochondrial presequence	19(MPP)	0.053	79-83,84-88,95-99	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00245 Protein	0.060	No mitochondrial presequence	29(MPP)	0.103	2-6,8-12	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00246 Protein	0.003	No mitochondrial presequence	29(MPP), 30(Icp55)	0.000	7-11,26-30,30-34	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00247 Protein	0.433	Possessing mitochondrial presequence	27(MPP)	0.037	24-28	20-29-high	-	-	-	-	-	-	-	9-14	-	8-13	-	-	-	-	
NCU00248 Protein	0.000	No mitochondrial presequence	28(MPP)	0.036		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00249 Protein	0.006	No mitochondrial presequence	49(MPP), 50(Icp55)	0.000		6-15-high	-	-	-	-	-	-	6-11	-	-	5-10	-	-	-	-	
NCU00250 Protein	0.024	No mitochondrial presequence	85(MPP)	0.000		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00251 Protein	0.000	No mitochondrial presequence	55(MPP)	0.145	48-52,60-64,89-93	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00252 Protein	0.052	No mitochondrial presequence	13(MPP), 14(Icp55)	0.000		3-14-low	-	-	-	-	-	-	-	10-15	-	-	-	-	-	9-14	
NCU00253 Protein	0.004	No mitochondrial presequence	43(MPP)	0.070		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00254 Protein	0.012	No mitochondrial presequence	20(MPP)	0.050		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00257 Protein	0.015	No mitochondrial presequence	19(MPP)	0.105	94-98	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00258 Protein	0.000	No mitochondrial presequence	46(MPP)	-0.022	6-10	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00259 Protein	0.000	No mitochondrial presequence	30(MPP)	0.033	27-31,57-61	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00260 Protein	0.000	No mitochondrial presequence	77(MPP)	-0.065		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00261 Protein	0.000	No mitochondrial presequence	83(MPP)	-0.012	80-84	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00262 Protein	0.006	No mitochondrial presequence	68(MPP), 69(Icp55)	0.015	65-69	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00263 Protein	0.000	No mitochondrial presequence	57(MPP)	0.000	81-85	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00264 Protein	0.977	Possessing mitochondrial presequence	67(MPP), 68(Icp55)	0.134	2-6	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00265 Protein	0.003	No mitochondrial presequence	38(MPP), 39(Icp55)	0.026		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00267 Protein	0.000	No mitochondrial presequence	14(MPP), 15(Icp55)	0.000		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00268 Protein	0.000	No mitochondrial presequence	12(MPP)	-0.250		13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00269 Protein	0.000	No mitochondrial presequence	30(MPP)	-0.033		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00270 Protein	0.000	No mitochondrial presequence	35(MPP), 36(Icp55)	0.086		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00271 Protein	0.063	No mitochondrial presequence	25(MPP)	0.040	2-6,67-71	17-26-low	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-	
NCU00272 Protein	0.000	No mitochondrial presequence	57(MPP)	0.035		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00273 Protein	0.004	No mitochondrial presequence	57(MPP)	-0.035	42-46,81-85,95-99	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00274 Protein	0.022	No mitochondrial presequence	26(MPP)	0.077	10-14	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00275 Protein	0.000	No mitochondrial presequence	73(MPP)	-0.123		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00276 Protein	0.996	Possessing mitochondrial presequence	40(MPP)	0.200	18-22	15-24-high	-	-	-	-	18-23	-	-	-	-	-	-	-	-	-	
NCU00277 Protein	0.000	No mitochondrial presequence	88(MPP)	0.034	54-58,58-62	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00278 Protein	0.294	No mitochondrial presequence	54(MPP)	0.222	11-15,52-56	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00279 Protein	0.000	No mitochondrial presequence	88(MPP)	-0.080	53-57	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00280 Protein	0.000	No mitochondrial presequence	30(MPP)	0.000	31-35	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00281 Protein	0.000	No mitochondrial presequence	91(MPP)	-0.011		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00282 Protein	0.000	No mitochondrial presequence	38(MPP)	-0.158		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00283 Protein	0.000	No mitochondrial presequence	11(MPP)	0.000		18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00284 Protein	0.796	Possessing mitochondrial presequence	21(MPP)	0.333	27-31	2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00285 Protein	0.000	No mitochondrial presequence	9(MPP)	0.111		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00287 Protein	0.000	No mitochondrial presequence	55(MPP), 56(Icp55)	0.000		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00288 Protein	0.140	No mitochondrial presequence	16(MPP), 17(Icp55)	0.125		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00289 Protein	0.000	No mitochondrial presequence	68(MPP)	0.015		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00290 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.103		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00291 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.069		18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00292 Protein	0.000	No mitochondrial presequence	9(MPP)	0.111		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00293 Protein	0.732	Possessing mitochondrial presequence	34(MPP)	0.147		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00294 Protein	0.004	No mitochondrial presequence	55(MPP)	0.055		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00295 Protein	0.000	No mitochondrial presequence	15(MPP)	0.000	83-87	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00296 Protein	0.000	No mitochondrial presequence	50(MPP)	-0.080		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00297 Protein	0.095	No mitochondrial presequence	17(MPP)	0.059	86-90	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00298 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.030		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00299 Protein	0.003	No mitochondrial presequence	61(MPP), 62(Icp55)	0.000		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00300 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.048		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00301 Protein	0.000	No mitochondrial presequence	6(MPP)	0.667		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00302 Protein	0.003	No mitochondrial presequence	66(MPP)	0.000	1-5	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00303 Protein	0.003	No mitochondrial presequence	42(MPP)	0.000	39-43	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00304 Protein	0.000	No mitochondrial presequence	8(MPP)	0.375		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00305 Protein	0.000	No mitochondrial presequence	27(MPP)	0.037		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00306 Protein	0.000	No mitochondrial presequence	47(MPP)	0.000	29-33	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00307 Protein	0.032	No mitochondrial presequence	22(MPP)	0.045		17-26-low	-	-	-	-	-	-	-	-	-	-	3-8	-	-	-	
NCU00308 Protein	0.005	No mitochondrial presequence	28(MPP)	0.036		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00309 Protein	0.365	No mitochondrial presequence	29(MPP)	0.069		7-16-low	-	-	-	-	-	-	-	-	25-30	-	24-29	-	-	-	
NCU00310 Protein	0.000	No mitochondrial presequence	86(MPP)	-0.349		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00311 Protein	0.079	No mitochondrial presequence	25(MPP)	0.040		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00312 Protein	0.000	No mitochondrial presequence	21(MPP)	-0.048	10-14	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00313 Protein	0.000	No mitochondrial presequence	64(MPP)	0.062	75-79	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00314 Protein	0.000	No mitochondrial presequence	73(MPP)	0.082	95-99	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00315 Protein	0.010	No mitochondrial presequence	15(MPP)	0.267		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00316 Protein	0.000	No mitochondrial presequence	19(MPP)	0.105		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00317 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.125	72-76,81-85	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00318 Protein	0.000	No mitochondrial presequence	33(MPP)	0.030		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00319 Protein	0.004	No mitochondrial presequence	46(MPP)	-0.022	34-38,44-48	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00320 Protein	0.000	No mitochondrial presequence	16(MPP)	-0.250	13-17	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00321 Protein	0.004	No mitochondrial presequence	43(MPP)	0.023		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00322 Protein	0.000	No mitochondrial presequence	19(MPP)	0.053		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00324 Protein	0.000	No mitochondrial presequence	58(MPP)	0.000	74-78	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00325 Protein	0.000	No mitochondrial presequence	87(MPP)	-0.011	38-42	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00326 Protein	0.000	No mitochondrial presequence	46(MPP)	-0.022		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00327 Protein	0.000	No mitochondrial presequence	59(MPP)	0.017	63-67	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00329 Protein	0.007	No mitochondrial presequence	27(MPP)	0.074	39-43	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00330 Protein	0.000	No mitochondrial presequence	18(MPP), 19(Icp55)	0.222		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00331 Protein	0.000	No mitochondrial presequence	30(MPP)	-0.300		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00332 Protein	0.000	No mitochondrial presequence	39(MPP), 40(Icp55)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00333 Protein	0.374	No mitochondrial presequence	11(MPP)	0.182	1-5,8-12,69-73	3-12-high	-	-	2-7	-	1-6	-	-	-	-	-	-	-	-	-	
NCU00334 Protein	0.000	No mitochondrial presequence	26(MPP)	-0.038	15-19	15-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00335 Protein	0.000	No mitochondrial presequence	27(MPP)	0.111		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00336 Protein	0.165	No mitochondrial presequence	38(MPP)	0.105	23-27	1-10-low	-	-	-	-	23-28	-	-	-	-	-	-	-	-	-	
NCU00337 Protein	0.000	No mitochondrial presequence	10(MPP), 11(Icp55)	0.400		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00338 Protein	0.032	No mitochondrial presequence	26(MPP)	0.038		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00339 Protein	0.247	No mitochondrial presequence	15(MPP)	0.267	73-77	11-23-high	-	-	-	9-14	-	-	-	-	-	-	-	-	-	-	
NCU00340 Protein	0.000	No mitochondrial presequence	63(MPP)	-0.032	60-64,87-91	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00343 Protein	0.000	No mitochondrial presequence	47(MPP)	0.021	22-26	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00344 Protein	0.003	No mitochondrial presequence	31(MPP)	0.032		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00345 Protein	0.107	No mitochondrial presequence	29(MPP)	0.103	26-30,77-81,95-99	13-22-high	-	-	-	-	-	15-20	-	-	-	-	-	-	-	-	
NCU00346 Protein	0.024	No mitochondrial presequence	20(MPP)	0.100	4-8,86-90	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00347 Protein	0.000	No mitochondrial presequence	49(MPP)	0.041	43-47	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00348 Protein	0.013	No mitochondrial presequence	13(MPP)	0.154	19-23,42-46,85-89	18-27-low	-	-	-	-	-	-	-	-	-	-	8-13	-	-	-	
NCU00349 Protein	0.000	No mitochondrial presequence	18(MPP)	-0.056		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00350 Protein	0.000	No mitochondrial presequence	19(MPP)	0.000		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00351 Protein	0.003	No mitochondrial presequence	56(MPP)	0.036	22-26	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00352 Protein	0.000	No mitochondrial presequence	46(MPP)	-0.087		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00353 Protein	0.008	No mitochondrial presequence	38(MPP), 39(Icp55)	0.053	13-17,27-31,35-39,56-60	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00354 Protein	0.004	No mitochondrial presequence	31(MPP)	0.000		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00355 Protein	0.000	No mitochondrial presequence	32(MPP)	0.062		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00356 Protein	0.000	No mitochondrial presequence	23(MPP)	0.000		10-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00357 Protein	0.000	No mitochondrial presequence	22(MPP)	-0.045	71-75	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00358 Protein	0.000	No mitochondrial presequence	61(MPP)	-0.082		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00359 Protein	0.026	No mitochondrial presequence	17(MPP)	0.235		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00360 Protein	0.025	No mitochondrial presequence	29(MPP)	0.138	5-9	17-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00361 Protein	0.000	No mitochondrial presequence	8(MPP)	0.375		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00362 Protein	0.043	No mitochondrial presequence	29(MPP)	0.138	4-8	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00363 Protein	0.017	No mitochondrial presequence	18(MPP)	0.056	59-63	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00364 Protein	0.006	No mitochondrial presequence	14(MPP)	0.000	61-65	10-19-high	-	-	-	-	-	-	-	-	-	14-19	-	-	-	-	
NCU00365 Protein	0.004	No mitochondrial presequence	17(MPP)	0.118		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00366 Protein	0.009	No mitochondrial presequence	9(MPP)	0.222	55-59,95-99	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00367 Protein	0.000	No mitochondrial presequence	89(MPP)	0.000	30-34	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00368 Protein	0.000	No mitochondrial presequence	57(MPP)	0.053		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00369 Protein	0.000	No mitochondrial presequence	91(MPP)	0.011	37-41	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00370 Protein	0.000	No mitochondrial presequence	16(MPP)	0.188		18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00371 Protein	0.000	No mitochondrial presequence	21(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00372 Protein	0.000	No mitochondrial presequence	68(MPP)	-0.059	36-40,56-60,76-80	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00373 Protein	0.017	No mitochondrial presequence	45(MPP)	0.156		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00375 Protein	0.004	No mitochondrial presequence	46(MPP)	0.130		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00376 Protein	0.014	No mitochondrial presequence	40(MPP)	0.150		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00377 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.030	31-35,90-94	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00378 Protein	0.666	Possessing mitochondrial presequence	36(MPP), 44(Oct1)	0.194	16-20	15-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00379 Protein	0.000	No mitochondrial presequence	11(MPP)	0.000	25-29	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00380 Protein	0.000	No mitochondrial presequence	15(MPP)	0.067	95-99	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00382 Protein	0.014	No mitochondrial presequence	9(MPP), 10(Icp55)	0.111	12-16,69-73	4-13-high	-	-	-	-	-	-	-	-	-	-	-	11-16	-	-	
NCU00384 Protein	0.123	No mitochondrial presequence	46(MPP)	0.130	55-59,60-64	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00385 Protein	0.978	Possessing mitochondrial presequence	26(MPP), 27(Icp55)	0.269	6-10	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00386 Protein	0.000	No mitochondrial presequence	56(MPP)	0.054		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00387 Protein	0.007	No mitochondrial presequence	55(MPP)	-0.018		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00388 Protein	0.000	No mitochondrial presequence	18(MPP)	0.000	15-19,73-77	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00389 Protein	0.000	No mitochondrial presequence	41(MPP)	0.122		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00391 Protein	0.004	No mitochondrial presequence	43(MPP)	0.047		20-29-high	-	-	-	-	-	-	-	-	-	23-28	-	-	-	-	
NCU00392 Protein	0.000	No mitochondrial presequence	67(MPP)	-0.075		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00395 Protein	0.089	No mitochondrial presequence	42(MPP)	0.119	5-9,13-17	7-16-high	-	-	-	-	-	-	-	-	-	-	-	12-17	13-18	-	
