# SacCer_mitofates_parsed.table.txt
# Saccharomyces cerevisiae S288C mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to full-length protein
# Luciana DE OLIVEIRA, 3rd Aug 2018
# 
# Sequence ID	Probability of presequence	Prediction
Gene	Prob_preseq	Pred_preseq
YLR365W	0.688	Yes
YLR366W	0.456	Yes
YLR367W	0.291	No
YLR368W	0.138	No
YLR369W	0.434	Yes
YLR370C	0.000	No
YLR371W	0.000	No
YLR372W	0.000	No
YLR373C	0.004	No
YLR374C	0.000	No
YLR375W	0.003	No
YLR376C	0.023	No
YLR377C	0.008	No
YLR378C	0.000	No
YLR379W	0.007	No
YLR380W	0.027	No
YLR381W	0.000	No
YLR382C	0.996	Yes
YLR383W	0.006	No
YLR384C	0.005	No
YLR385C	0.000	No
YLR386W	0.000	No
YLR387C	0.015	No
YLR388W	0.060	No
YLR389C	0.151	No
YLR390W	0.005	No
YLR390W-A	0.000	No
YLR392C	0.000	No
YLR393W	0.520	Yes
YLR394W	0.020	No
YLR395C	0.996	Yes
YLR396C	0.032	No
YLR397C	0.000	No
YLR398C	0.000	No
YLR399C	0.000	No
YLR399W-A	0.000	No
YLR400W	0.000	No
YLR401C	0.000	No
YLR402W	0.000	No
YLR403W	0.000	No
YLR404W	0.000	No
YLR405W	0.000	No
YLR406C	0.181	No
YLR406C-A	0.440	Yes
YLR407W	0.013	No
YLR408C	0.025	No
YLR409C	0.003	No
YLR410W	0.000	No
YLR410W-A	0.000	No
YLR410W-B	0.000	No
YLR411W	0.023	No
YLR412C-A	0.012	No
YLR412W	0.003	No
YLR413W	0.000	No
YLR414C	0.000	No
YLR415C	0.700	Yes
YLR416C	0.004	No
YLR417W	0.000	No
YLR418C	0.000	No
YLR419W	0.000	No
YLR420W	0.000	No
YLR421C	0.000	No
YLR422W	0.021	No
YLR423C	0.080	No
YLR424W	0.000	No
YLR425W	0.000	No
YLR426W	0.050	No
YLR427W	0.000	No
YLR428C	0.000	No
YLR429W	0.044	No
YLR430W	0.000	No
YLR431C	0.000	No
YLR432W	0.000	No
YLR433C	0.000	No
YLR434C	0.023	No
YLR435W	0.000	No
YLR436C	0.000	No
YLR437C	0.000	No
YLR437C-A	0.000	No
YLR438C-A	0.000	No
YLR438W	0.000	No
YLR439W	0.996	Yes
YLR440C	0.063	No
YLR441C	0.000	No
YLR442C	0.012	No
YLR443W	0.223	No
YLR444C	0.000	No
YLR445W	0.000	No
YLR446W	0.000	No
YLR447C	0.007	No
YLR448W	0.005	No
YLR449W	0.000	No
YLR450W	0.681	Yes
YLR451W	0.006	No
YLR452C	0.048	No
YLR453C	0.000	No
YLR454W	0.058	No
YLR455W	0.000	No
YLR456W	0.068	No
YLR457C	0.099	No
YLR458W	0.004	No
YLR459W	0.012	No
YLR460C	0.000	No
YLR461W	0.000	No
YLR462W	0.000	No
YLR463C	0.000	No
YLR464W	0.000	No
YLR465C	0.037	No
YLR466C-A	0.481	Yes
YLR466C-B	0.000	No
YLR466W	0.304	No
YLR467C-A	0.481	Yes
YLR467W	0.000	No
YML001W	0.012	No
YML002W	0.000	No
YML003W	0.029	No
YML004C	0.000	No
YML005W	0.000	No
YML006C	0.011	No
YML007C-A	0.612	Yes
YML007W	0.000	No
YML008C	0.012	No
YML009C	0.864	Yes
YML009C-A	0.010	No
YML009W-B	0.000	No
YML010W	0.000	No
YML011C	0.000	No
YML012C-A	0.012	No
YML012W	0.000	No
YML013W	0.000	No
YML014W	0.000	No
YML015C	0.004	No
YML016C	0.000	No
YML017W	0.000	No
YML018C	0.011	No
YML019W	0.106	No
YML020W	0.186	No
YML021C	0.437	Yes
YML022W	0.000	No
YML023C	0.000	No
YML024W	0.752	Yes
YML025C	0.996	Yes
YML026C	0.012	No
YML027W	0.000	No
YML028W	0.000	No
YML029W	0.007	No
YML030W	0.000	No
YML031C-A	0.229	No
YML031W	0.317	No
YML032C	0.000	No
YML034C-A	0.005	No
YML034W	0.000	No
YML035C	0.000	No
YML036W	0.000	No
YML037C	0.000	No
YML038C	0.050	No
YML039W	0.000	No
YML040W	0.000	No
YML041C	0.011	No
YML042W	0.950	Yes
YML043C	0.449	Yes
YML045W	0.000	No
YML045W-A	0.000	No
YML046W	0.000	No
YML047C	0.003	No
YML047W-A	0.025	No
YML048W	0.000	No
YML049C	0.110	No
YML050W	0.913	Yes
YML051W	0.009	No
YML052W	0.007	No
YML053C	0.000	No
YML054C	0.996	Yes
YML054C-A	0.091	No
YML055W	0.000	No
YML056C	0.000	No
YML057C-A	0.005	No
YML057W	0.000	No
YML058W	0.014	No
YML058W-A	0.000	No
YML059C	0.036	No
YML060W	0.000	No
YML061C	0.996	Yes
YML062C	0.010	No
YML063W	0.003	No
YML064C	0.003	No
YML065W	0.012	No
YML066C	0.025	No
YML067C	0.000	No
YML068W	0.000	No
YML069W	0.005	No
YML070W	0.000	No
YML071C	0.000	No
YML072C	0.000	No
YML073C	0.060	No
YML074C	0.000	No
YML075C	0.358	No
YML076C	0.000	No
YML077W	0.010	No
YML078W	0.996	Yes
YML079W	0.000	No
YML080W	0.062	No
YML081C-A	0.170	No
YML081W	0.000	No
YML082W	0.006	No
YML083C	0.004	No
YML084W	0.016	No
YML085C	0.005	No
YML086C	0.012	No
YML087C	0.003	No
YML088W	0.000	No
YML089C	0.042	No
YML090W	0.009	No
YML091C	0.996	Yes
YML092C	0.000	No
YML093W	0.000	No
YML094C-A	0.000	No
YML094W	0.000	No
YML095C	0.000	No
YML096W	0.000	No
YML097C	0.000	No
YML098W	0.012	No
YML099C	0.012	No
YML099W-A	0.014	No
YML100W	0.000	No
YML100W-A	0.026	No
YML101C	0.000	No
YML101C-A	0.000	No
YML102W	0.000	No
YML103C	0.003	No
YML104C	0.012	No
YML105C	0.000	No
YML106W	0.000	No
YML107C	0.309	No
YML108W	0.000	No
YML109W	0.000	No
YML110C	0.012	No
YML111W	0.013	No
YML112W	0.012	No
YML113W	0.013	No
YML114C	0.000	No
YML115C	0.293	No
YML116W	0.000	No
YML116W-A	0.012	No
YML117W	0.000	No
YML118W	0.000	No
YML119W	0.007	No
YML120C	0.999	Yes
YML121W	0.341	No
YML122C	0.236	No
YML123C	0.007	No
YML124C	0.005	No
YML125C	0.000	No
YML126C	0.115	No
YML127W	0.000	No
YML128C	0.000	No
YML129C	0.016	No
YML130C	0.131	No
YML131W	0.043	No
YML132W	0.000	No
YML133C	0.000	No
YML133W-A	0.000	No
YML133W-B	0.500	Yes
YMR001C	0.053	No
YMR001C-A	0.011	No
YMR002W	0.768	Yes
YMR003W	0.277	No
YMR004W	0.000	No
YMR005W	0.000	No
YMR006C	0.026	No
YMR007W	0.741	Yes
YMR008C	0.000	No
YMR009W	0.000	No
YMR010W	0.000	No
YMR011W	0.000	No
YMR012W	0.000	No
YMR013C	0.000	No
YMR013C-A	0.079	No
YMR013W-A	0.064	No
YMR014W	0.000	No
YMR015C	0.000	No
YMR016C	0.003	No
YMR017W	0.167	No
YMR018W	0.018	No
YMR019W	0.000	No
YMR020W	0.062	No
YMR021C	0.284	No
YMR022W	0.005	No
YMR023C	0.996	Yes
YMR024W	0.996	Yes
YMR025W	0.000	No
YMR026C	0.136	No
YMR027W	0.046	No
YMR028W	0.003	No
YMR029C	0.000	No
YMR030W	0.000	No
YMR030W-A	0.172	No
YMR031C	0.008	No
YMR031W-A	0.000	No
YMR032W	0.004	No
YMR033W	0.012	No
YMR034C	0.265	No
YMR035W	0.857	Yes
YMR036C	0.000	No
YMR037C	0.000	No
YMR038C	0.000	No
YMR039C	0.009	No
YMR040W	0.003	No
YMR041C	0.000	No
YMR042W	0.000	No
YMR043W	0.003	No
YMR044W	0.000	No
YMR045C	0.000	No
YMR046C	0.000	No
YMR046W-A	0.000	No
YMR047C	0.003	No
YMR048W	0.000	No
YMR049C	0.000	No
YMR050C	0.000	No
YMR051C	0.000	No
YMR052C-A	0.023	No
YMR052W	0.000	No
YMR053C	0.000	No
YMR054W	0.000	No
YMR055C	0.004	No
YMR056C	0.000	No
YMR057C	0.084	No
YMR058W	0.003	No
YMR059W	0.000	No
YMR060C	0.000	No
YMR061W	0.000	No
YMR062C	0.993	Yes
YMR063W	0.000	No
YMR064W	0.171	No
YMR065W	0.054	No
YMR066W	0.947	Yes
YMR067C	0.010	No
YMR068W	0.872	Yes
YMR069W	0.009	No
YMR070W	0.003	No
YMR071C	0.000	No
YMR072W	0.996	Yes
YMR073C	0.018	No
YMR074C	0.000	No
YMR075C-A	0.389	Yes
YMR075W	0.000	No
YMR076C	0.018	No
YMR077C	0.018	No
YMR078C	0.000	No
YMR079W	0.000	No
YMR080C	0.000	No
YMR081C	0.000	No
YMR082C	0.322	No
YMR083W	0.999	Yes
YMR084W	0.006	No
YMR085W	0.010	No
YMR086C-A	0.203	No
YMR086W	0.005	No
YMR087W	0.031	No
YMR088C	0.000	No
YMR089C	0.975	Yes
YMR090W	0.023	No
YMR091C	0.000	No
YMR092C	0.000	No
YMR093W	0.281	No
YMR094W	0.004	No
YMR095C	0.011	No
YMR096W	0.000	No
YMR097C	0.012	No
YMR098C	0.056	No
YMR099C	0.000	No
YMR100W	0.000	No
YMR101C	0.063	No
YMR102C	0.000	No
YMR103C	0.780	Yes
YMR104C	0.000	No
YMR105C	0.000	No
YMR105W-A	0.012	No
YMR106C	0.000	No
YMR107W	0.000	No
YMR108W	0.996	Yes
YMR109W	0.297	No
YMR110C	0.003	No
YMR111C	0.000	No
YMR112C	0.010	No
YMR113W	0.019	No
YMR114C	0.000	No
YMR115W	0.996	Yes
YMR116C	0.000	No
YMR117C	0.000	No
YMR118C	0.994	Yes
YMR119W	0.000	No
YMR119W-A	0.252	No
YMR120C	0.023	No
YMR121C	0.023	No
YMR122C	0.417	Yes
YMR122W-A	0.000	No
YMR123W	0.000	No
YMR124W	0.008	No
YMR125W	0.004	No
YMR126C	0.009	No
YMR127C	0.099	No
YMR128W	0.008	No
YMR129W	0.041	No
YMR130W	0.030	No
YMR131C	0.000	No
YMR132C	0.000	No
YMR133W	0.014	No
YMR134W	0.005	No
YMR135C	0.000	No
YMR135W-A	0.008	No
YMR136W	0.000	No
YMR137C	0.072	No
YMR138W	0.019	No
YMR139W	0.000	No
YMR140W	0.000	No
YMR141C	0.000	No
YMR141W-A	0.134	No
YMR142C	0.226	No
YMR143W	0.009	No
YMR144W	0.000	No
YMR145C	0.936	Yes
YMR146C	0.000	No
YMR147W	0.016	No
YMR148W	0.000	No
YMR149W	0.012	No
YMR150C	0.227	No
YMR151W	0.027	No
YMR152W	0.000	No
YMR153C-A	0.035	No
YMR153W	0.000	No
YMR154C	0.110	No
YMR155W	0.000	No
YMR156C	0.017	No
YMR157C	0.983	Yes
YMR158C-A	0.000	No
YMR158W	0.039	No
YMR158W-B	0.102	No
YMR159C	0.000	No
YMR160W	0.000	No
YMR161W	0.000	No
YMR162C	0.090	No
YMR163C	0.000	No
YMR164C	0.000	No
YMR165C	0.042	No
YMR166C	0.000	No
YMR167W	0.003	No
YMR168C	0.183	No
YMR169C	0.000	No
YMR170C	0.000	No
YMR171C	0.003	No
YMR172C-A	0.068	No
YMR172W	0.006	No
YMR173W	0.000	No
YMR173W-A	0.036	No
YMR174C	0.000	No
YMR175W	0.003	No
YMR175W-A	0.010	No
YMR176W	0.013	No
YMR177W	0.460	Yes
YMR178W	0.000	No
YMR179W	0.008	No
YMR180C	0.000	No
YMR181C	0.000	No
YMR182C	0.012	No
YMR182W-A	0.000	No
YMR183C	0.000	No
YMR184W	0.015	No
YMR185W	0.000	No
YMR186W	0.000	No
YMR187C	0.037	No
YMR188C	0.996	Yes
YMR189W	1.000	Yes
YMR190C	0.009	No
YMR191W	0.012	No
YMR192W	0.000	No
YMR193C-A	0.017	No
YMR193W	0.996	Yes
YMR194C-A	0.287	No
YMR194C-B	0.000	No
YMR194W	0.227	No
YMR195W	0.000	No
YMR196W	0.008	No
YMR197C	0.000	No
YMR198W	0.077	No
YMR199W	0.000	No
YMR200W	0.015	No
YMR201C	0.000	No
YMR202W	0.000	No
YMR203W	0.000	No
YMR204C	0.018	No
YMR205C	0.000	No
YMR206W	0.000	No
YMR207C	0.003	No
YMR208W	0.000	No
YMR209C	0.008	No
YMR210W	0.003	No
YMR211W	0.012	No
YMR212C	0.117	No
YMR213W	0.011	No
YMR214W	0.005	No
YMR215W	0.005	No
YMR216C	0.000	No
YMR217W	0.012	No
YMR218C	0.000	No
YMR219W	0.030	No
YMR220W	0.004	No
YMR221C	0.050	No
YMR222C	0.003	No
YMR223W	0.124	No
YMR224C	0.000	No
YMR225C	0.842	Yes
YMR226C	0.011	No
YMR227C	0.000	No
YMR228W	0.012	No
YMR229C	0.000	No
YMR230W	0.044	No
YMR230W-A	0.099	No
YMR231W	0.000	No
YMR232W	0.012	No
YMR233W	0.000	No
YMR234W	0.012	No
YMR235C	0.000	No
YMR236W	0.000	No
YMR237W	0.005	No
YMR238W	0.011	No
YMR239C	0.000	No
YMR240C	0.003	No
YMR241W	0.003	No
YMR242C	0.087	No
YMR242W-A	0.000	No
YMR243C	0.000	No
YMR244C-A	0.000	No
YMR244W	0.000	No
YMR245W	0.009	No
YMR246W	0.003	No
YMR247C	0.005	No
YMR247W-A	0.012	No
YMR250W	0.018	No
YMR251W	0.010	No
YMR251W-A	0.000	No
YMR252C	0.660	Yes
YMR253C	0.013	No
YMR254C	0.075	No
YMR255W	0.000	No
YMR256C	0.012	No
YMR257C	0.996	Yes
YMR258C	0.012	No
YMR259C	0.000	No
YMR260C	0.000	No
YMR261C	0.000	No
YMR262W	0.004	No
YMR263W	0.000	No
YMR264W	0.363	No
YMR265C	0.009	No
YMR266W	0.003	No
YMR267W	0.996	Yes
YMR268C	0.000	No
YMR269W	0.000	No
YMR270C	0.000	No
YMR271C	0.000	No
YMR272C	0.031	No
YMR272W-A	0.023	No
YMR272W-B	0.000	No
YMR273C	0.000	No
YMR274C	0.000	No
YMR275C	0.000	No
YMR276W	0.000	No
YMR277W	0.000	No
YMR278W	0.020	No
YMR279C	0.022	No
YMR280C	0.012	No
YMR281W	0.679	Yes
YMR282C	0.996	Yes
YMR283C	0.262	No
YMR284W	0.000	No
YMR285C	0.000	No
YMR286W	0.320	No
YMR287C	0.897	Yes
YMR288W	0.000	No
YMR289W	0.000	No
YMR290C	0.000	No
YMR290W-A	0.000	No
YMR291W	0.000	No
YMR292W	0.016	No
YMR293C	0.173	No
YMR294W	0.000	No
YMR294W-A	0.006	No
YMR295C	0.000	No
YMR296C	0.005	No
YMR297W	0.000	No
YMR298W	0.015	No
YMR299C	0.012	No
YMR300C	0.000	No
YMR301C	0.931	Yes
YMR302C	0.996	Yes
YMR303C	0.000	No
YMR304C-A	0.008	No
YMR304W	0.000	No
YMR305C	0.027	No
YMR306C-A	0.018	No
YMR306W	0.000	No
YMR307C-A	0.000	No
YMR307W	0.012	No
YMR308C	0.005	No
YMR309C	0.004	No
YMR310C	0.566	Yes
YMR311C	0.000	No
YMR312W	0.000	No
YMR313C	0.018	No
YMR314W	0.000	No
YMR315W	0.003	No
YMR315W-A	0.662	Yes
YMR316C-A	0.126	No
YMR316C-B	0.000	No
YMR316W	0.044	No
YMR317W	0.000	No
YMR318C	0.000	No
YMR319C	0.000	No
YMR320W	0.013	No
YMR321C	0.000	No
YMR322C	0.102	No
YMR323W	0.000	No
YMR324C	0.007	No
YMR325W	0.000	No
YMR326C	0.000	No
YNL001W	0.000	No
YNL002C	0.004	No
YNL003C	0.003	No
YNL004W	0.009	No
YNL005C	0.996	Yes
YNL006W	0.012	No
YNL007C	0.000	No
YNL008C	0.061	No
YNL009W	0.021	No
YNL010W	0.000	No
YNL011C	0.005	No
YNL012W	0.042	No
YNL013C	0.168	No
YNL014W	0.000	No
YNL015W	0.000	No
YNL016W	0.000	No
YNL017C	0.004	No
YNL018C	0.012	No
YNL019C	0.009	No
YNL020C	0.000	No
YNL021W	0.000	No
YNL022C	0.000	No
YNL023C	0.000	No
YNL024C	0.000	No
YNL024C-A	0.006	No
YNL025C	0.012	No
YNL026W	0.000	No
YNL027W	0.000	No
YNL028W	0.478	Yes
YNL029C	0.323	No
YNL030W	0.018	No
YNL031C	0.101	No
YNL032W	0.000	No
YNL033W	0.010	No
YNL034W	0.012	No
YNL035C	0.000	No
YNL036W	0.000	No
YNL037C	0.996	Yes
YNL038W	0.003	No
YNL039W	0.012	No
YNL040W	0.000	No
YNL041C	0.000	No
YNL042W	0.000	No
YNL042W-B	0.004	No
YNL043C	0.012	No
YNL044W	0.131	No
YNL045W	0.012	No
YNL046W	0.092	No
YNL047C	0.039	No
YNL048W	0.011	No
YNL049C	0.000	No
YNL050C	0.000	No
YNL051W	0.000	No
YNL052W	0.999	Yes
YNL053W	0.003	No
YNL054W	0.000	No
YNL054W-A	0.000	No
YNL054W-B	0.000	No
YNL055C	0.000	No
YNL056W	0.000	No
YNL057W	0.000	No
YNL058C	0.003	No
YNL059C	0.000	No
YNL061W	0.000	No
YNL062C	0.013	No
YNL063W	0.277	No
YNL064C	0.000	No
YNL065W	0.000	No
YNL066W	0.000	No
YNL067W	0.003	No
YNL067W-A	0.031	No
YNL067W-B	0.027	No
YNL068C	0.000	No
YNL069C	0.591	Yes
YNL070W	0.000	No
YNL071W	0.999	Yes
YNL072W	0.000	No
YNL073W	0.996	Yes
YNL074C	0.000	No
YNL075W	0.012	No
YNL076W	0.003	No
YNL077W	0.030	No
YNL078W	0.000	No
YNL079C	0.000	No
YNL080C	0.019	No
YNL081C	0.052	No
YNL082W	0.000	No
YNL083W	0.000	No
YNL084C	0.007	No
YNL085W	0.009	No
YNL086W	0.000	No
YNL087W	0.000	No
YNL088W	0.000	No
YNL089C	0.027	No
YNL090W	0.000	No
YNL091W	0.000	No
YNL092W	0.000	No
YNL093W	0.000	No
YNL094W	0.000	No
YNL095C	0.009	No
YNL096C	0.003	No
YNL097C	0.000	No
YNL097C-B	0.005	No
YNL097W-A	0.505	Yes
YNL098C	0.003	No
YNL099C	0.000	No
YNL100W	0.000	No
YNL101W	0.023	No
YNL102W	0.000	No
YNL103W	0.000	No
YNL103W-A	0.006	No
YNL104C	0.019	No
YNL105W	0.000	No
YNL106C	0.154	No
YNL107W	0.440	Yes
YNL108C	0.011	No
YNL109W	0.018	No
YNL110C	0.000	No
YNL111C	0.000	No
YNL112W	0.000	No
YNL113W	0.000	No
YNL114C	0.121	No
YNL115C	0.000	No
YNL116W	0.000	No
YNL117W	0.000	No
YNL118C	0.010	No
YNL119W	0.000	No
YNL120C	0.063	No
YNL121C	0.012	No
YNL122C	0.100	No
YNL123W	0.005	No
YNL124W	0.000	No
YNL125C	0.000	No
YNL126W	0.000	No
YNL127W	0.164	No
YNL128W	0.000	No
YNL129W	0.005	No
YNL130C	0.003	No
YNL130C-A	0.031	No
YNL131W	0.000	No
YNL132W	0.213	No
YNL133C	0.000	No
YNL134C	0.000	No
YNL135C	0.000	No
YNL136W	0.008	No
YNL137C	0.996	Yes
YNL138W	0.005	No
YNL138W-A	0.003	No
YNL139C	0.000	No
YNL140C	0.015	No
YNL141W	0.000	No
YNL142W	0.000	No
YNL143C	0.006	No
YNL144C	0.000	No
YNL144W-A	0.000	No
YNL145W	0.000	No
YNL146C-A	0.023	No
YNL146W	0.003	No
YNL147W	0.000	No
YNL148C	0.021	No
YNL149C	0.016	No
YNL150W	0.154	No
YNL151C	0.003	No
YNL152W	0.003	No
YNL153C	0.000	No
YNL154C	0.017	No
YNL155W	0.003	No
YNL156C	0.000	No
YNL157W	0.000	No
YNL158W	0.005	No
YNL159C	0.018	No
YNL160W	0.005	No
YNL161W	0.000	No
YNL162W	0.055	No
YNL162W-A	0.000	No
YNL163C	0.026	No
YNL164C	0.000	No
YNL165W	0.022	No
YNL166C	0.000	No
YNL167C	0.000	No
YNL168C	0.012	No
YNL169C	0.996	Yes
YNL170W	0.269	No
YNL171C	0.000	No
YNL172W	0.000	No
YNL173C	0.000	No
YNL174W	0.000	No
YNL175C	0.000	No
YNL176C	0.000	No
YNL177C	0.722	Yes
YNL178W	0.034	No
YNL179C	0.217	No
YNL180C	0.003	No
YNL181W	0.005	No
YNL182C	0.000	No
YNL183C	0.011	No
YNL184C	0.007	No
YNL185C	0.049	No
YNL186W	0.004	No
YNL187W	0.005	No
YNL188W	0.004	No
YNL189W	0.000	No
YNL190W	0.003	No
YNL191W	0.680	Yes
YNL192W	0.003	No
YNL193W	0.006	No
YNL194C	0.000	No
YNL195C	0.000	No
YNL196C	0.003	No
YNL197C	0.000	No
YNL198C	0.070	No
YNL199C	0.011	No
YNL200C	0.003	No
YNL201C	0.000	No
YNL202W	0.009	No
YNL203C	0.013	No
YNL204C	0.023	No
YNL205C	0.917	Yes
YNL206C	0.005	No
YNL207W	0.003	No
YNL208W	0.000	No
YNL209W	0.000	No
YNL210W	0.000	No
YNL211C	0.138	No
YNL212W	0.030	No
YNL213C	0.858	Yes
YNL214W	0.017	No
YNL215W	0.000	No
YNL216W	0.000	No
YNL217W	0.018	No
YNL218W	0.022	No
YNL219C	0.008	No
YNL220W	0.000	No
YNL221C	0.012	No
YNL222W	0.005	No
YNL223W	0.037	No
YNL224C	0.067	No
YNL225C	0.000	No
YNL226W	0.213	No
YNL227C	0.000	No
YNL228W	0.010	No
YNL229C	0.122	No
YNL230C	0.028	No
YNL231C	0.014	No
YNL232W	0.000	No
YNL233W	0.000	No
YNL234W	0.000	No
YNL235C	0.040	No
YNL236W	0.000	No
YNL237W	0.019	No
YNL238W	0.012	No
YNL239W	0.000	No
YNL240C	0.000	No
YNL241C	0.000	No
YNL242W	0.013	No
YNL243W	0.009	No
YNL244C	0.000	No
YNL245C	0.019	No
YNL246W	0.000	No
YNL247W	0.539	Yes
YNL248C	0.000	No
YNL249C	0.000	No
YNL250W	0.003	No
YNL251C	0.000	No
YNL252C	0.996	Yes
YNL253W	0.000	No
YNL254C	0.009	No
YNL255C	0.004	No
YNL256W	0.012	No
YNL257C	0.011	No
YNL258C	0.003	No
YNL259C	0.007	No
YNL260C	0.606	Yes
YNL261W	0.000	No
YNL262W	0.038	No
YNL263C	0.000	No
YNL264C	0.000	No
YNL265C	0.280	No
YNL266W	0.561	Yes
YNL267W	0.003	No
YNL268W	0.000	No
YNL269W	0.089	No
YNL270C	0.000	No
YNL271C	0.078	No
YNL272C	0.000	No
YNL273W	0.000	No
YNL274C	0.000	No
YNL275W	0.000	No
YNL276C	0.000	No
YNL277W	0.000	No
YNL277W-A	0.011	No
YNL278W	0.000	No
YNL279W	0.010	No
YNL280C	0.000	No
YNL281W	0.004	No
YNL282W	0.012	No
YNL283C	0.000	No
YNL284C	0.996	Yes
YNL284C-A	0.000	No
YNL284C-B	0.000	No
YNL285W	0.000	No
YNL286W	0.000	No
YNL287W	0.016	No
YNL288W	0.000	No
YNL289W	0.017	No
YNL290W	0.000	No
YNL291C	0.008	No
YNL292W	0.167	No
YNL293W	0.170	No
YNL294C	0.031	No
YNL295W	0.909	Yes
YNL296W	0.000	No
YNL297C	0.014	No
YNL298W	0.000	No
YNL299W	0.003	No
YNL300W	0.000	No
YNL301C	0.006	No
YNL302C	0.023	No
YNL303W	0.007	No
YNL304W	0.000	No
YNL305C	0.000	No
YNL306W	0.736	Yes
YNL307C	0.000	No
YNL308C	0.000	No
YNL309W	0.000	No
YNL310C	0.769	Yes
YNL311C	0.028	No
YNL312W	0.000	No
YNL313C	0.000	No
YNL314W	0.004	No
YNL315C	0.996	Yes
YNL316C	0.045	No
YNL317W	0.003	No
YNL318C	0.000	No
YNL319W	0.005	No
YNL320W	0.107	No
YNL321W	0.000	No
YNL322C	0.012	No
YNL323W	0.000	No
YNL324W	0.165	No
YNL325C	0.006	No
YNL326C	0.313	No
YNL327W	0.163	No
YNL328C	0.003	No
YNL329C	0.000	No
YNL330C	0.000	No
YNL331C	0.121	No
YNL332W	0.003	No
YNL333W	0.000	No
YNL334C	0.011	No
YNL335W	0.012	No
YNL336W	0.000	No
YNL337W	0.004	No
YNL338W	0.003	No
YNL339C	0.000	No
YNL339W-A	0.000	No
YNL339W-B	0.500	Yes
YNR001C	0.996	Yes
YNR001W-A	0.000	No
YNR002C	0.000	No
YNR003C	0.000	No
YNR003W-A	0.000	No
YNR004W	0.003	No
YNR005C	0.000	No
YNR006W	0.000	No
YNR007C	0.071	No
YNR008W	0.158	No
YNR009W	0.000	No
YNR010W	0.000	No
YNR011C	0.004	No
YNR012W	0.000	No
YNR013C	0.011	No
YNR014W	0.000	No
YNR015W	0.046	No
YNR016C	0.000	No
YNR017W	0.000	No
YNR018W	0.000	No
YNR019W	0.000	No
YNR020C	0.298	No
YNR021W	0.000	No
YNR022C	0.257	No
YNR023W	0.000	No
YNR024W	0.006	No
YNR025C	0.018	No
YNR026C	0.000	No
YNR027W	0.010	No
YNR028W	0.010	No
YNR029C	0.000	No
YNR030W	0.000	No
YNR031C	0.000	No
YNR032C-A	0.000	No
YNR032W	0.000	No
YNR033W	0.000	No
YNR034W	0.003	No
YNR034W-A	0.000	No
YNR035C	0.143	No
YNR036C	0.956	Yes
YNR037C	0.792	Yes
YNR038W	0.000	No
YNR039C	0.000	No
YNR040W	0.033	No
YNR041C	0.996	Yes
YNR042W	0.000	No
YNR043W	0.010	No
YNR044W	0.000	No
YNR045W	0.963	Yes
YNR046W	0.004	No
YNR047W	0.019	No
YNR048W	0.120	No
YNR049C	0.082	No
YNR050C	0.000	No
YNR051C	0.000	No
YNR052C	0.003	No
YNR053C	0.000	No
YNR054C	0.000	No
YNR055C	0.000	No
YNR056C	0.011	No
YNR057C	0.000	No
YNR058W	0.000	No
YNR059W	0.137	No
YNR060W	0.027	No
YNR061C	0.039	No
YNR062C	0.018	No
YNR063W	0.006	No
YNR064C	0.053	No
YNR065C	0.005	No
YNR066C	0.009	No
YNR067C	0.000	No
YNR068C	0.045	No
YNR069C	0.000	No
YNR070W	0.000	No
YNR071C	0.000	No
YNR072W	0.000	No
YNR073C	0.004	No
YNR074C	0.023	No
YNR075C-A	0.008	No
YNR075W	0.000	No
YNR076W	0.000	No
YNR077C	0.000	No
YOL001W	0.000	No
YOL002C	0.251	No
YOL003C	0.008	No
YOL004W	0.000	No
YOL005C	0.000	No
YOL006C	0.000	No
YOL007C	0.000	No
YOL008W	0.996	Yes
YOL009C	0.000	No
YOL010W	0.012	No
YOL011W	0.178	No
YOL012C	0.012	No
YOL013C	0.000	No
YOL013W-A	0.013	No
YOL013W-B	0.000	No
YOL014W	0.005	No
YOL015W	0.172	No
YOL016C	0.000	No
YOL017W	0.000	No
YOL018C	0.139	No
YOL019W	0.000	No
YOL019W-A	0.003	No
YOL020W	0.000	No
YOL021C	0.365	No
YOL022C	0.000	No
YOL023W	0.996	Yes
YOL024W	0.000	No
YOL025W	0.026	No
YOL026C	0.000	No
YOL027C	0.965	Yes
YOL028C	0.122	No
YOL029C	0.003	No
YOL030W	0.198	No
YOL031C	0.009	No
YOL032W	0.000	No
YOL033W	0.038	No
YOL034W	0.000	No
YOL035C	0.021	No
YOL036W	0.000	No
YOL037C	0.000	No
YOL038C-A	0.500	Yes
YOL038W	0.000	No
YOL039W	0.000	No
YOL040C	0.019	No
YOL041C	0.004	No
YOL042W	0.508	Yes
YOL043C	0.000	No
YOL044W	0.000	No
YOL045W	0.000	No
YOL046C	0.000	No
YOL047C	0.000	No
YOL048C	0.018	No
YOL049W	0.000	No
YOL050C	0.000	No
YOL051W	0.000	No
YOL052C	0.000	No
YOL052C-A	0.003	No
YOL053W	0.028	No
YOL054W	0.011	No
YOL055C	0.000	No
YOL056W	0.012	No
YOL057W	0.000	No
YOL058W	0.000	No
YOL059W	0.959	Yes
YOL060C	0.069	No
YOL061W	0.000	No
YOL062C	0.500	Yes
YOL063C	0.121	No
YOL064C	0.004	No
