Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNA01820 Protein	0.000	No mitochondrial presequence	49(MPP)	0.102		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01830 Protein	0.000	No mitochondrial presequence	44(MPP), 45(Icp55)	0.068		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01840 Protein	0.000	No mitochondrial presequence	45(MPP)	-0.089		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01850 Protein	0.347	No mitochondrial presequence	13(MPP), 14(Icp55)	0.154	10-14	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01860 Protein	0.000	No mitochondrial presequence	35(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01870 Protein	0.291	No mitochondrial presequence	16(MPP)	0.188	10-14,50-54,55-59,70-74	7-16-high	-	-	-	-	10-15	13-18	-	-	-	-	-	-	-	-	
CNA01880 Protein	0.000	No mitochondrial presequence	13(MPP)	0.077	53-57	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01890 Protein	0.000	No mitochondrial presequence	68(MPP)	-0.132	44-48	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01900 Protein	0.003	No mitochondrial presequence	9(MPP)	0.111		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01910 Protein	0.000	No mitochondrial presequence	46(MPP)	0.022		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01920 Protein	0.000	No mitochondrial presequence	95(MPP)	0.032		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01930 Protein	0.000	No mitochondrial presequence	24(MPP)	0.083		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01940 Protein	0.000	No mitochondrial presequence	88(MPP), 89(Icp55)	0.080	50-54	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01950 Protein	0.977	Possessing mitochondrial presequence	28(MPP)	0.179	25-29	2-13-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
CNA01960 Protein	0.080	No mitochondrial presequence	21(MPP), 29(Oct1)	0.143	80-84	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01980 Protein	0.301	No mitochondrial presequence	18(MPP)	0.111		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA01990 Protein	0.000	No mitochondrial presequence	16(MPP)	0.062		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02000 Protein	0.000	No mitochondrial presequence	72(MPP)	0.083		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02010 Protein	0.000	No mitochondrial presequence	52(MPP)	0.019	49-53	7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02015 Protein	0.000	No mitochondrial presequence	77(MPP)	0.078	57-61	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02020 Protein	0.003	No mitochondrial presequence	45(MPP), 46(Icp55)	0.222	38-42	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02030 Protein	0.000	No mitochondrial presequence	48(MPP)	0.083		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02040 Protein	0.013	No mitochondrial presequence	62(MPP), 63(Icp55)	0.065	8-12,59-63	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02050 Protein	0.000	No mitochondrial presequence	37(MPP)	0.081		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02055 Protein	0.020	No mitochondrial presequence	16(MPP)	0.250	48-52,68-72	1-10-high	-	-	-	-	-	-	-	-	-	25-30	-	-	-	-	
CNA02060 Protein	0.008	No mitochondrial presequence	50(MPP), 51(Icp55)	-0.040		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02080 Protein	0.000	No mitochondrial presequence	63(MPP)	-0.016		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02090 Protein	0.157	No mitochondrial presequence	52(MPP)	0.038	3-7,52-56	3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02100 Protein	0.061	No mitochondrial presequence	13(MPP)	0.077	4-8,40-44,89-93	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	4-9	-	
CNA02115 Protein	0.065	No mitochondrial presequence	39(MPP)	0.179	19-23	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02120 Protein	0.000	No mitochondrial presequence	9(MPP)	0.111		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02125 Protein	0.010	No mitochondrial presequence	46(MPP)	0.043	43-47	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02130 Protein	0.000	No mitochondrial presequence	58(MPP)	0.034		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02140 Protein	0.003	No mitochondrial presequence	48(MPP)	0.062	35-39	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02150 Protein	0.000	No mitochondrial presequence	46(MPP)	0.065	25-29,29-33,32-36,60-64	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02160 Protein	0.034	No mitochondrial presequence	44(MPP)	0.045	7-11	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02170 Protein	0.137	No mitochondrial presequence	17(MPP), 18(Icp55)	0.118	30-34,37-41,70-74	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02180 Protein	0.994	Possessing mitochondrial presequence	25(MPP), 26(Icp55)	0.200	38-42	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02205 Protein	0.029	No mitochondrial presequence	42(MPP)	0.024	39-43	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02210 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.069	20-24,56-60,81-85,96-100	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02220 Protein	0.004	No mitochondrial presequence	42(MPP)	0.214	87-91	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02230 Protein	0.063	No mitochondrial presequence	27(MPP)	0.074		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02240 Protein	0.000	No mitochondrial presequence	49(MPP), 50(Icp55)	-0.082		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02250 Protein	0.000	No mitochondrial presequence	70(MPP)	-0.029		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02260 Protein	0.003	No mitochondrial presequence	14(MPP)	-0.143	57-61	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02270 Protein	0.000	No mitochondrial presequence	10(MPP)	0.100	12-16	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02290 Protein	0.003	No mitochondrial presequence	74(MPP)	-0.014	59-63	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02300 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.050		1-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02310 Protein	0.000	No mitochondrial presequence	21(MPP)	0.000		1-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02330 Protein	0.007	No mitochondrial presequence	14(MPP)	0.143	1-5	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02335 Protein	0.000	No mitochondrial presequence	38(MPP)	0.026	35-39	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02340 Protein	0.967	Possessing mitochondrial presequence	27(MPP)	0.222	27-31,59-63	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02350 Protein	0.000	No mitochondrial presequence	50(MPP)	0.020		11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02360 Protein	0.006	No mitochondrial presequence	24(MPP)	0.125		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02370 Protein	0.578	Possessing mitochondrial presequence	16(MPP), 17(Icp55)	0.250		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02380 Protein	0.004	No mitochondrial presequence	20(MPP)	0.050		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02390 Protein	0.000	No mitochondrial presequence	33(MPP)	0.000		16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02400 Protein	0.010	No mitochondrial presequence	34(MPP)	0.059		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02405 Protein	0.000	No mitochondrial presequence	95(MPP)	-0.053		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02410 Protein	0.000	No mitochondrial presequence	64(MPP)	-0.016	67-71	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02420 Protein	0.004	No mitochondrial presequence	55(MPP)	-0.055		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02430 Protein	0.431	Possessing mitochondrial presequence	6(MPP)	0.333	34-38,84-88	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02440 Protein	0.000	No mitochondrial presequence	74(MPP)	0.000		6-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02450 Protein	0.000	No mitochondrial presequence	43(MPP)	0.070	33-37,48-52,64-68	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02460 Protein	0.003	No mitochondrial presequence	23(MPP)	0.130		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02470 Protein	0.000	No mitochondrial presequence	75(MPP)	0.080		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02480 Protein	0.000	No mitochondrial presequence	39(MPP)	-0.026		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02490 Protein	0.000	No mitochondrial presequence	13(MPP)	-0.077		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02500 Protein	0.392	Possessing mitochondrial presequence	20(MPP)	0.300	17-21,86-90	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02510 Protein	0.134	No mitochondrial presequence	29(MPP)	0.103		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02520 Protein	0.000	No mitochondrial presequence	5(MPP)	0.200	2-6	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02530 Protein	0.000	No mitochondrial presequence	66(MPP)	0.015	43-47	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02535 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.041	1-5,76-80	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02540 Protein	0.000	No mitochondrial presequence	72(MPP)	0.028		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02550 Protein	0.000	No mitochondrial presequence	72(MPP), 73(Icp55)	-0.069	57-61,69-73	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02555 Protein	0.000	No mitochondrial presequence	25(MPP)	0.040		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02560 Protein	0.000	No mitochondrial presequence	75(MPP)	-0.067		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02570 Protein	0.970	Possessing mitochondrial presequence	27(MPP)	0.222		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02580 Protein	0.000	No mitochondrial presequence	20(MPP)	-0.050		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02590 Protein	0.090	No mitochondrial presequence	16(MPP)	0.125	63-67	21-30-low	-	-	-	-	-	-	13-18	-	-	-	-	-	-	-	
CNA02600 Protein	0.007	No mitochondrial presequence	56(MPP)	0.071	88-92	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02610 Protein	0.000	No mitochondrial presequence	24(MPP)	-0.167	26-30	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02620 Protein	0.000	No mitochondrial presequence	26(MPP)	-0.038		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02625 Protein	0.000	No mitochondrial presequence	38(MPP)	0.000		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02630 Protein	0.280	No mitochondrial presequence	20(MPP), 21(Icp55)	0.100	21-25,83-87	10-21-high	-	-	-	-	-	-	17-22	-	-	-	-	-	-	-	
CNA02640 Protein	0.000	No mitochondrial presequence	14(MPP)	0.143		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02645 Protein	0.000	No mitochondrial presequence	63(MPP)	0.048		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02650 Protein	0.949	Possessing mitochondrial presequence	12(MPP)	0.250	9-13,92-96	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02660 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.091	36-40,60-64	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02670 Protein	0.997	Possessing mitochondrial presequence	47(MPP), 55(Oct1)	0.128		4-13-high	-	-	5-10	-	-	-	-	-	-	-	-	-	-	-	
CNA02680 Protein	0.000	No mitochondrial presequence	34(MPP)	-0.029		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02690 Protein	0.000	No mitochondrial presequence	47(MPP)	0.021	90-94	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02700 Protein	0.023	No mitochondrial presequence	17(MPP)	0.059	51-55,71-75	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02710 Protein	0.227	No mitochondrial presequence	13(MPP), 14(Icp55)	0.154	14-18	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	14-19	-	
CNA02720 Protein	0.000	No mitochondrial presequence	18(MPP)	-0.111	28-32	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02730 Protein	0.003	No mitochondrial presequence	18(MPP), 26(Oct1)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02740 Protein	0.000	No mitochondrial presequence	25(MPP)	-0.120		13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02750 Protein	0.000	No mitochondrial presequence	19(MPP)	0.105		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02760 Protein	0.000	No mitochondrial presequence	69(MPP)	-0.130	91-95	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02770 Protein	0.000	No mitochondrial presequence	47(MPP)	-0.043	44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02780 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.030	9-13	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02790 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.069		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02800 Protein	0.000	No mitochondrial presequence	52(MPP)	-0.096		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02810 Protein	0.020	No mitochondrial presequence	9(MPP)	0.111		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02820 Protein	0.000	No mitochondrial presequence	26(MPP)	-0.077	50-54	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02830 Protein	0.000	No mitochondrial presequence	70(MPP)	-0.057	11-15,16-20,52-56,67-71	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02840 Protein	0.003	No mitochondrial presequence	18(MPP), 26(Oct1)	0.222	34-38	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02845 Protein	0.007	No mitochondrial presequence	44(MPP)	0.045	67-71,80-84	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02850 Protein	0.000	No mitochondrial presequence	12(MPP)	-0.083		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02860 Protein	0.008	No mitochondrial presequence	84(MPP)	0.071		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02870 Protein	0.000	No mitochondrial presequence	10(MPP)	0.100		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02875 Protein	0.000	No mitochondrial presequence	39(MPP)	0.077		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02880 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.091	47-51	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02885 Protein	0.981	Possessing mitochondrial presequence	30(MPP), 31(Icp55)	0.200	84-88	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02890 Protein	0.015	No mitochondrial presequence	17(MPP)	0.059		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02895 Protein	0.300	No mitochondrial presequence	69(MPP), 70(Icp55)	0.058	31-35,38-42,58-62	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02900 Protein	0.000	No mitochondrial presequence	76(MPP)	-0.013		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02905 Protein	0.005	No mitochondrial presequence	37(MPP)	0.027	44-48	3-15-low	-	-	-	-	-	-	17-22	-	-	-	-	-	-	-	
CNA02910 Protein	0.000	No mitochondrial presequence	22(MPP)	0.091		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02920 Protein	0.000	No mitochondrial presequence	42(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02930 Protein	0.035	No mitochondrial presequence	61(MPP)	0.049	58-62,81-85	1-10-low	-	-	-	-	-	-	4-9	-	-	-	17-22	-	-	-	
CNA02940 Protein	0.921	Possessing mitochondrial presequence	28(MPP), 36(Oct1)	0.179		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02950 Protein	0.027	No mitochondrial presequence	11(MPP)	0.091	42-46	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02960 Protein	0.000	No mitochondrial presequence	28(MPP)	0.071		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02970 Protein	0.000	No mitochondrial presequence	11(MPP)	0.091	21-25	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA02980 Protein	0.997	Possessing mitochondrial presequence	27(MPP), 28(Icp55)	0.148	13-17,95-99	8-17-high	-	-	-	-	-	-	-	-	-	-	-	12-17	-	-	
CNA02990 Protein	0.005	No mitochondrial presequence	34(MPP), 35(Icp55)	0.059	85-89	17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03000 Protein	0.000	No mitochondrial presequence	16(MPP)	0.062		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03010 Protein	0.008	No mitochondrial presequence	39(MPP)	0.051	80-84	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03020 Protein	0.000	No mitochondrial presequence	29(MPP)	0.241		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03030 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.143		10-19-low	-	-	-	-	-	-	-	-	4-9	-	-	-	-	-	
CNA03040 Protein	0.000	No mitochondrial presequence	64(MPP)	0.016	92-96	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03050 Protein	0.355	No mitochondrial presequence	9(MPP)	0.111	9-13,24-28,58-62,93-97	5-16-low	-	-	-	-	24-29	-	-	-	-	-	-	-	9-14	-	
CNA03060 Protein	0.026	No mitochondrial presequence	12(MPP)	0.167		3-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03065 Protein	0.000	No mitochondrial presequence	40(MPP)	0.025		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03070 Protein	0.000	No mitochondrial presequence	15(MPP)	0.200		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03090 Protein	0.000	No mitochondrial presequence	28(MPP), 29(Icp55)	0.000	22-26,26-30	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03093 Protein	0.169	No mitochondrial presequence	26(MPP)	0.000	23-27,94-98	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03095 Protein	0.000	No mitochondrial presequence	32(MPP)	0.000	41-45,65-69	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03100 Protein	0.029	No mitochondrial presequence	27(MPP)	0.074	62-66	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03110 Protein	0.996	Possessing mitochondrial presequence	24(MPP)	0.167	14-18,21-25	17-26-low	23-28	-	-	-	-	6-11	-	-	-	5-10	-	13-18,20-25	21-26	-	
CNA03120 Protein	0.000	No mitochondrial presequence	17(MPP)	0.353		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03130 Protein	0.008	No mitochondrial presequence	52(MPP)	0.019	32-36,37-41,65-69	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03140 Protein	0.000	No mitochondrial presequence	12(MPP)	0.000	6-10	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03150 Protein	0.000	No mitochondrial presequence	49(MPP)	0.020	70-74	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03160 Protein	0.000	No mitochondrial presequence	54(MPP)	-0.111	74-78	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03170 Protein	0.000	No mitochondrial presequence	49(MPP), 50(Icp55)	-0.061	40-44,46-50	17-26-low	-	-	-	-	-	-	10-15	-	-	9-14	-	-	-	-	
CNA03180 Protein	0.000	No mitochondrial presequence	28(MPP)	-0.071		18-29-low	-	-	-	-	-	-	-	25-30	-	-	-	-	-	-	
CNA03190 Protein	0.180	No mitochondrial presequence	8(MPP)	0.125	5-9	1-10-high	-	-	-	-	5-10	-	-	-	-	-	-	-	-	-	
CNA03200 Protein	0.000	No mitochondrial presequence	41(MPP)	-0.073		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03210 Protein	0.007	No mitochondrial presequence	24(MPP)	0.042	7-11,21-25	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	7-12	-	
CNA03220 Protein	0.000	No mitochondrial presequence	24(MPP)	-0.083		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03240 Protein	0.003	No mitochondrial presequence	21(MPP)	0.095	18-22,23-27	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03250 Protein	0.004	No mitochondrial presequence	24(MPP), 25(Icp55)	-0.042	7-11,35-39	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03265 Protein	0.012	No mitochondrial presequence	42(MPP)	0.071	75-79	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03280 Protein	0.000	No mitochondrial presequence	8(MPP)	0.375		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03290 Protein	0.000	No mitochondrial presequence	23(MPP), 24(Icp55)	-0.043		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03300 Protein	0.135	No mitochondrial presequence	21(MPP), 22(Icp55)	0.095		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03310 Protein	0.004	No mitochondrial presequence	31(MPP)	0.194		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03320 Protein	0.982	Possessing mitochondrial presequence	25(MPP), 33(Oct1)	0.200	51-55	5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03330 Protein	0.020	No mitochondrial presequence	43(MPP)	-0.023	96-100	21-30-low	-	-	-	-	-	-	-	4-9	-	3-8	-	-	-	-	
CNA03340 Protein	0.008	No mitochondrial presequence	30(MPP), 31(Icp55)	-0.133		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03350 Protein	0.000	No mitochondrial presequence	59(MPP)	-0.017	22-26	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03360 Protein	0.000	No mitochondrial presequence	57(MPP)	0.053	67-71	19-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03370 Protein	0.022	No mitochondrial presequence	14(MPP)	0.286	86-90	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03380 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.050	47-51,70-74	2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03390 Protein	0.010	No mitochondrial presequence	51(MPP)	0.078	74-78	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03400 Protein	0.000	No mitochondrial presequence	10(MPP)	0.200		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03410 Protein	0.000	No mitochondrial presequence	28(MPP)	-0.143	38-42	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03420 Protein	0.490	Possessing mitochondrial presequence	11(MPP)	0.273	4-8	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	4-9	-	
CNA03430 Protein	0.000	No mitochondrial presequence	16(MPP)	0.125	71-75	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03450 Protein	0.000	No mitochondrial presequence	63(MPP)	0.063		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03460 Protein	0.532	Possessing mitochondrial presequence	14(MPP)	0.143		4-13-high	-	-	-	-	-	-	-	4-9	-	-	-	-	-	3-8	
CNA03470 Protein	0.003	No mitochondrial presequence	15(MPP)	0.133	37-41	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03480 Protein	0.000	No mitochondrial presequence	26(MPP)	0.038		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03490 Protein	0.000	No mitochondrial presequence	19(MPP)	0.053		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03500 Protein	0.000	No mitochondrial presequence	14(MPP)	0.214		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03510 Protein	0.004	No mitochondrial presequence	36(MPP)	0.028	13-17,86-90,90-94	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03520 Protein	0.000	No mitochondrial presequence	41(MPP), 42(Icp55)	-0.122		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA03523 Protein	0.000	No mitochondrial presequence	37(MPP)	0.027		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
