# Intron retention-dependent gene regulation in Cryptococcus neoformans
# Sara Gonzalez-Hilarion, et al., Scientific Reports volume 6, Article number: 32252 (2016)
# Table S4. List of orthologues between the two varieties of C. neoformans.	
# 
# var. grubii	var. neoformans
H99	JEC21
CNAG_05895	CNF00780
CNAG_00933	CND00730
CNAG_00743	CNA07220
CNAG_06658	CNF03630
CNAG_02762	CNC03840
CNAG_00897	CND00380
CNAG_01315	CND04350
CNAG_01352	CND04680
CNAG_04982	CNI04210
CNAG_05139	CNL04830
CNAG_06707	CNH03015
CNAG_00468	CNA04490
CNAG_01250	CND03670
CNAG_05576	CNH02230
CNAG_00374	CNA03290
CNAG_01537	CNC06460
CNAG_01605	CNC01180
CNAG_00430	CNA04145
CNAG_03612	CNB01150
CNAG_04006	CNB04895
CNAG_05733	CNF02410
CNAG_06838	CND06190
CNAG_05557	CNH02060
CNAG_04389	CNI01585
CNAG_01863	CNK02030
CNAG_03075	CNC00140
CNAG_03543	CNG00540
CNAG_05159	CNL04645
CNAG_06339	CNN00690
CNAG_07739	CNG00870
CNAG_05761	CNF02160
CNAG_04362	CNI01880
CNAG_04834	CNJ02590
CNAG_01358	CND04740
CNAG_01755	CNC02570
CNAG_04350	CNI02000
CNAG_04109	CNI04390
CNAG_07675	CNF01820
CNAG_05010	CNL06060
CNAG_06291	CNN00270
CNAG_07482	CNB03690
CNAG_01140	CND02650
CNAG_06922	CNK00080
CNAG_03024	CNC00600
CNAG_04142	CNI02800
CNAG_03698	CNB01960
CNAG_06332	CNN00610
CNAG_06392	CNN01180
CNAG_06860	CND06390
CNAG_02885	CNC04980
CNAG_01712	CNC02170
CNAG_00302	CNA02875
CNAG_06320	CNN00490
CNAG_05871	CNF01020
CNAG_05927	CNF00480
CNAG_06373	CNN01005
CNAG_05880	CNF00930
CNAG_07441	CND02000
CNAG_00511	CNA04935
CNAG_00121	CNA01100
CNAG_06213	CNM02120
CNAG_06165	CNM01660
CNAG_02089	CNE04460
CNAG_03618	CNB01200
CNAG_05649	CNH02880
CNAG_03215	CNG03580
CNAG_04048	CNB05320
CNAG_07538	CNK01330
CNAG_02048	CNE04870
CNAG_00460	CNA04400
CNAG_01862	CNK02020
CNAG_07715	CNG03880
CNAG_05102	CNL05190
CNAG_06408	CNN01340
CNAG_06175	CNM01760
CNAG_02535	CNE00300
CNAG_04393	CNI01550
CNAG_03495	CNG00970
CNAG_02690	CNK01780
CNAG_04172	CNI03090
CNAG_03017	CNC00680
CNAG_00812	CNA07890
CNAG_04775	CNJ02035
CNAG_00484	CNA04660
CNAG_03173	CNG03940
CNAG_04181	CNI03180
CNAG_00661	CNA06400
CNAG_05349	CNH00150
CNAG_04056	CNB05400
CNAG_00609	CNA05920
CNAG_05050	CNL05690
CNAG_05434	CNH01030
CNAG_06998	CNI00040
CNAG_06103	CNM01100
CNAG_01281	CND04013
CNAG_06410	CNN01350
CNAG_01742	CNC02450
CNAG_06551	CNF04660
CNAG_05834	CNF01450
CNAG_00262	CNA02530
CNAG_03814	CNB03050
CNAG_04635	CNJ00730
CNAG_03319	CNG02590
CNAG_01014	CND01440
CNAG_05717	CNF02570
CNAG_00106	CNA00970
CNAG_02974	CNC05830
CNAG_03070	CNC00180
CNAG_04041	CNB05240
CNAG_06994	CNG00070
CNAG_05632	CNH02735
CNAG_05509	CNH01620
CNAG_06538	CNF04790
CNAG_06569	CNF04480
CNAG_00498	CNA04770
CNAG_07779	CNI00210
CNAG_07571	CNK00960
CNAG_04522	CNI00350
CNAG_05480	CNH01400
CNAG_05787	CNF01910
CNAG_01147	CND02720
CNAG_05110	CNL05120
CNAG_06247	CNM02480
CNAG_00025	CNA00180
CNAG_03025	CNC00590
CNAG_03191	CNG03780
CNAG_02992	CNC06000
CNAG_03867	CNB03560
CNAG_00908	CND00470
CNAG_03405	CNG01780
CNAG_05975	CNF00100
CNAG_02299	CNE02460
CNAG_02349	CNE02010
CNAG_04770	CNJ01990
CNAG_04732	CNJ01625
CNAG_05379	CNH00470
CNAG_02526	CNE00400
CNAG_07553	CNK01150
CNAG_05401	CNH00700
CNAG_03120	CNG04420
CNAG_02368	CNE01810
CNAG_05846	CNF01270
CNAG_00358	CNA03460
CNAG_02126	CNE04110
CNAG_03827	CNB03170
CNAG_04849	CNJ02740
CNAG_05769	CNF02090
CNAG_01099	CND02250
CNAG_06325	CNN00530
CNAG_00730	CNA07090
CNAG_05645	CNH02840
CNAG_05316	CNH03170
CNAG_05259	CNH03710
CNAG_07352	CNA03190
CNAG_07033	CNH00130
CNAG_02666	CNK01560
CNAG_06530	CNF04890
CNAG_07744	CNG00610
CNAG_05084	CNL05350
CNAG_02818	CNC04350
CNAG_07758	CNI02810
CNAG_07802	CNL06180
CNAG_03936	CNB04240
CNAG_06288	CNN00230
CNAG_00719	CNA06980
CNAG_01094	CND02200
CNAG_06314	CNN00440
CNAG_00069	CNA00600
CNAG_05162	CNL04630
CNAG_06048	CNM00580
CNAG_02830	CNC04470
CNAG_06835	CND06160
CNAG_02879	CNC04920
CNAG_04138	CNI02770
CNAG_05823	CNF01570
CNAG_01189	CND03140
CNAG_02865	CNC04805
CNAG_06296	CNN00320
CNAG_07535	CNK01360
CNAG_02567	CNK00595
CNAG_03360	CNG02200
CNAG_03363	CNG02175
CNAG_06636	CNF03810
CNAG_02984	CNC05930
CNAG_02338	CNE02090
CNAG_00568	CNA05495
CNAG_07687	CNF00280
CNAG_04828	CNJ02540
CNAG_06184	CNM01840
CNAG_07701	CNF00210
CNAG_01636	CNC01490
CNAG_01720	CNC02240
CNAG_00583	CNA05670
CNAG_02000	CNK03350
CNAG_06147	CNM01490
CNAG_01359	CND04750
CNAG_01899	CNK02390
CNAG_00723	CNA07020
CNAG_02846	CNC04620
CNAG_02747	CNC03690
CNAG_02826	CNC04430
CNAG_06893	CNK00350
CNAG_03890	CNB03780
CNAG_07415	CND05460
CNAG_01405	CND05170
CNAG_01301	CND04210
CNAG_00060	CNA00490
CNAG_02230	CNE03100
CNAG_03766	CNB02620
CNAG_07630	CNE01090
CNAG_04205	CNI03440
CNAG_01158	CND02880
CNAG_04893	CNJ03173
CNAG_06218	CNM02180
CNAG_01682	CNC01930
CNAG_05588	CNH02330
CNAG_02145	CNE03910
CNAG_05751	CNF02270
CNAG_01110	CND02360
CNAG_01726	CNC02310
CNAG_02740	CNC03650
CNAG_04601	CNJ00410
CNAG_02069	CNE04670
CNAG_00254	CNA02430
CNAG_01846	CNC03310
CNAG_02135	CNE04010
CNAG_03458	CNG01300
CNAG_06153	CNM01550
CNAG_01703	CNC02110
CNAG_06136	CNM01390
CNAG_04175	CNI03120
CNAG_03098	CNG04670
CNAG_01377	CND04900
CNAG_02936	CNC05460
CNAG_03355	CNG02240
CNAG_07941	CNN01810
CNAG_05758	CNF02190
CNAG_04679	CNJ01110
CNAG_01084	CND02120
CNAG_01020	CND01500
CNAG_01164	CND02900
CNAG_04702	CNJ01320
CNAG_03846	CNB03360
CNAG_07988	CNE02180
CNAG_04908	CNJ03310
CNAG_01556	CNC06290
CNAG_04403	CNI01450
CNAG_01653	CNC01660
CNAG_03652	CNB01530
CNAG_05581	CNH02270
CNAG_02915	CNC05250
CNAG_03344	CNG02355
CNAG_01420	CND05320
CNAG_04343	CNI02070
CNAG_07341	CNA02170
CNAG_05816	CNF01630
CNAG_00596	CNA05790
CNAG_06609	CNF04100
CNAG_06719	CNB00850
CNAG_04333	CNI02160
CNAG_02384	CNE01655
CNAG_08018	CNM01480
CNAG_03889	CNB03770
CNAG_02215	CNE03260
CNAG_01997	CNK03330
CNAG_04388	CNI01590
CNAG_04620	CNJ00585
CNAG_01519	CNC06630
CNAG_04616	CNJ00550
CNAG_01239	CND03580
CNAG_07374	CNA06010
CNAG_07565	CNK01010
CNAG_03675	CNB01740
CNAG_05736	CNF02393
CNAG_00439	CNA04220
CNAG_01173	CND02990
CNAG_05317	CNH03160
CNAG_06527	CNF04930
CNAG_06032	CNM00440
CNAG_05604	CNH02465
CNAG_05903	CNF00680
CNAG_04585	CNJ00270
CNAG_05685	CNF02890
CNAG_01993	CNK03270
CNAG_03661	CNB01605
CNAG_04011	CNB04930
CNAG_04629	CNJ00660
CNAG_03854	CNB03440
CNAG_06786	CNB00135
CNAG_02305	CNE02410
CNAG_05142	CNL04800
CNAG_00186	CNA01750
CNAG_04213	CNI03540
CNAG_06469	CNN01890
CNAG_01496	CNC06840
CNAG_04720	CNJ01510
CNAG_05662	CNH02990
CNAG_06439	CNN01640
CNAG_01182	CND03070
CNAG_07315	CNA01580
CNAG_00712	CNA06910
CNAG_04348	CNI02020
CNAG_00902	CND00430
CNAG_00440	CNA04230
CNAG_07402	CND06240
CNAG_03948	CNB04350
CNAG_07494	CNB05580
CNAG_07955	CNA02500
CNAG_03975	CNB04640
CNAG_01943	CNK02780
CNAG_05457	CNH01190
CNAG_03386	CNG01980
CNAG_02240	CNE03010
CNAG_07842	CNJ03275
CNAG_05394	CNH00620
CNAG_06033	CNM00450
CNAG_01903	CNK02450
CNAG_01263	CND03840
CNAG_04727	CNJ01570
CNAG_00874	CND00130
CNAG_04646	CNJ00840
CNAG_07349	CNA02845
CNAG_05243	CNH03870
CNAG_06016	CNM00260
CNAG_07914	CNM02110
CNAG_05476	CNH01365
CNAG_00328	CNA03100
CNAG_00411	CNA04010
CNAG_01380	CND04930
CNAG_03556	CNG00460
CNAG_01132	CND02550
CNAG_06510	CNN02340
CNAG_04654	CNJ00910
CNAG_05118	CNL05020
CNAG_04370	CNI01790
CNAG_02412	CNE01440
CNAG_04534	CNI00200
CNAG_03198	CNG03720
CNAG_01365	CND04810
CNAG_02130	CNE04060
CNAG_03734	CNB02320
CNAG_00984	CND01120
CNAG_01625	CNC01380
CNAG_02421	CNE01360
CNAG_05292	CNH03390
CNAG_03038	CNC00470
CNAG_03805	CNB02980
CNAG_05845	CNF01280
CNAG_06794	CNB00070
CNAG_03717	CNB02135
CNAG_06603	CNF04170
CNAG_00157	CNA01460
CNAG_05344	CNH00100
CNAG_04078	CNB05600
CNAG_06003	CNM00120
CNAG_02930	CNC05390
CNAG_06779	CNB00200
CNAG_05608	CNH02500
CNAG_01476	CNC07030
CNAG_02940	CNC05500
CNAG_00056	CNA00460
CNAG_00694	CNA06730
CNAG_00603	CNA05860
CNAG_02311	CNE02350
CNAG_05549	CNH01970
CNAG_04071	CNB05540
CNAG_02575	CNK00660
CNAG_05057	CNL05620
CNAG_03476	CNG01150
CNAG_04936	CNL06800
CNAG_06086	CNM00930
CNAG_00317	CNA03020
CNAG_04690	CNJ01210
CNAG_05934	CNF00410
CNAG_06973	CNC00045
CNAG_03279	CNG02960
CNAG_04621	CNJ00590
CNAG_06428	CNN01520
CNAG_06197	CNM01960
CNAG_04192	CNI03300
CNAG_03859	CNB03490
CNAG_00055	CNA00450
CNAG_05716	CNF02580
CNAG_06435	CNN01610
CNAG_06806	CND05770
CNAG_06696	CNF03200
CNAG_03265	CNG03110
CNAG_06884	CNK00440
CNAG_05248	CNL03830
CNAG_00051	CNA00400
CNAG_02267	CNE02770
CNAG_00995	CND01230
CNAG_05220	CNL04090
CNAG_05041	CNL05770
CNAG_00785	CNA07620
CNAG_07812	CNL04940
CNAG_05306	CNH03270
CNAG_04264	CNI04030
CNAG_00919	CND00600
CNAG_02395	CNE01600
CNAG_05032	CNL05850
CNAG_02178	CNE03600
CNAG_02658	CNK01480
CNAG_02381	CNE01680
CNAG_07661	CNF04360
CNAG_00178	CNA01660
CNAG_03312	CNG02660
CNAG_05251	CNL03790
CNAG_05654	CNH02920
CNAG_07459	CNI00035
CNAG_02771	CNC03920
CNAG_00441	CNA04240
CNAG_02028	CNE05060
CNAG_01902	CNK02410
CNAG_02484	CNE00760
CNAG_03950	CNB04370
CNAG_06464	CNN01850
CNAG_02563	CNK00560
CNAG_00769	CNA07470
CNAG_03793	CNB02870
CNAG_05017	CNL06000
CNAG_01278	CND03980
CNAG_04763	CNJ01930
CNAG_00735	CNA07130
CNAG_04255	CNI03930
CNAG_02964	CNC05750
CNAG_01681	CNC01920
CNAG_03163	CNG04030
CNAG_02393	CNE01620
CNAG_03222	CNG03510
CNAG_04800	CNJ02270
CNAG_01027	CND01570
CNAG_01339	CND04540
CNAG_06614	CNF04050
CNAG_05183	CNL04430
CNAG_01256	CND03730
CNAG_00269	CNA02580
CNAG_03598	CNB01010
CNAG_00755	CNA07340
CNAG_06570	CNF04470
CNAG_01122	CND02465
CNAG_06613	CNF04060
CNAG_02511	CNE00520
CNAG_04745	CNJ01760
CNAG_06419	CNN01440
CNAG_06560	CNF04570
CNAG_06781	CNB00175
CNAG_01522	CNC06600
CNAG_01871	CNK02110
CNAG_01200	CND03240
CNAG_05295	CNH03365
CNAG_01765	CNC02660
CNAG_02798	CNC04170
CNAG_04079	CNB05610
CNAG_03855	CNB03450
CNAG_02574	CNK00640
CNAG_00248	CNA02380
CNAG_03455	CNG01325
CNAG_07720	CNG03540
CNAG_03987	CNB04740
CNAG_02947	CNC05570
CNAG_07453	CND00190
CNAG_02516	CNE00470
CNAG_04698	CNJ01280
CNAG_01338	CND04530
CNAG_06221	CNM02230
CNAG_01624	CNC01375
CNAG_08025	CNH01273
CNAG_07361	CNA04590
CNAG_05744	CNF02330
CNAG_02325	CNE02220
CNAG_04436	CNI01210
CNAG_02709	CNK01950
CNAG_00522	CNA05040
CNAG_01302	CND04220
CNAG_04242	CNI03830
CNAG_00348	CNA03550
CNAG_06675	CNF03440
CNAG_01031	CND01620
CNAG_02169	CNE03680
CNAG_05876	CNF00960
CNAG_05122	CNL04980
CNAG_00123	CNA01130
CNAG_00752	CNA07310
CNAG_07773	CNI00740
CNAG_04363	CNI01870
CNAG_04797	CNJ02240
CNAG_06819	CND06010
CNAG_01439	CND05530
CNAG_02239	CNE03020
CNAG_00802	CNA07790
CNAG_05021	CNL05960
CNAG_07837	CNE00010
CNAG_03461	CNG01270
CNAG_01230	CND03490
CNAG_04969	CNL06460
CNAG_03327	CNG02515
CNAG_06849	CND06290
CNAG_05692	CNF02820
CNAG_08008	CNC02630
CNAG_03829	CNB03190
CNAG_05463	CNH01250
CNAG_07939	CNN01595
CNAG_04164	CNI03010
CNAG_02962	CNC05730
CNAG_05570	CNH02170
CNAG_01727	CNC02320
CNAG_07627	CNE00970
CNAG_01396	CND05070
CNAG_01836	CNC03230
CNAG_02308	CNE02380
CNAG_02146	CNE03900
CNAG_02827	CNC04440
CNAG_03603	CNB01060
CNAG_05242	CNL03880
CNAG_01042	CNM00420
CNAG_01011	CND01410
CNAG_00120	CNA01095
CNAG_01570	CNC00843
CNAG_06013	CNM00250
CNAG_04506	CNI00500
CNAG_07843	CNJ03235
CNAG_04783	CNJ02100
CNAG_02100	CNE04360
CNAG_05965	CNF00170
CNAG_05566	CNH02140
CNAG_05095	CNL05270
CNAG_04359	CNI01910
CNAG_03526	CNG00680
CNAG_03722	CNB02200
CNAG_07429	CND03890
CNAG_02222	CNE03180
CNAG_04509	CNI00470
CNAG_02323	CNE02240
CNAG_02929	CNC05370
CNAG_06242	CNM02430
CNAG_05510	CNH01630
CNAG_03129	CNG04340
CNAG_02104	CNE04320
CNAG_03498	CNG00950
CNAG_00012	CNC00020
CNAG_01847	CNC03320
CNAG_01816	CNC03045
CNAG_01541	CNC06425
CNAG_07326	CNA01950
CNAG_06475	CNN01950
CNAG_03282	CNG02930
CNAG_02374	CNE01760
CNAG_05529	CNH01800
CNAG_02057	CNE04770
CNAG_01509	CNC06720
CNAG_00167	CNA01550
CNAG_03672	CNB01710
CNAG_06646	CNF03700
CNAG_07420	CND05050
CNAG_05628	CNH02700
CNAG_06104	CNM01110
CNAG_03623	CNB01250
CNAG_01974	CNK03080
CNAG_07478	CNB02450
CNAG_01810	CNC02990
CNAG_01289	CND04090
CNAG_01466	CNC07140
CNAG_05536	CNH01870
CNAG_04066	CNB05500
CNAG_04662	CNJ00970
CNAG_02916	CNC05260
CNAG_04345	CNI02050
CNAG_02463	CNE00960
CNAG_00135	CNA01220
CNAG_05260	CNH03700
CNAG_06090	CNM00970
CNAG_07924	CNN00060
CNAG_07646	CNE03125
CNAG_00970	CND00990
CNAG_00612	CNA05940
CNAG_03273	CNG03040
CNAG_01481	CNC06980
CNAG_02404	CNE01510
CNAG_00046	CNA00350
CNAG_05725	CNF02480
CNAG_07431	CND03760
CNAG_01594	CNC01070
CNAG_03216	CNG03570
CNAG_00775	CNA07530
CNAG_04501	CNI00560
CNAG_07695	CNF00330
CNAG_01470	CNC07090
CNAG_00628	CNA06080
CNAG_05559	CNH02080
CNAG_00491	CNA04710
CNAG_00393	CNA03810
CNAG_01079	CND02070
CNAG_04149	CNI02830
CNAG_00654	CNA06340
CNAG_07566	CNK01000
CNAG_01249	CND03660
CNAG_07373	CNA06000
CNAG_07855	CNJ01380
CNAG_04055	CNB05390
CNAG_00264	CNA02540
CNAG_07608	CNC03170
CNAG_06174	CNM01750
CNAG_01822	CNC03100
CNAG_07335	CNA02050
CNAG_06386	CNN01130
CNAG_05187	CNL04400
CNAG_01500	CNC06800
CNAG_03269	CNG03080
CNAG_01004	CND01330
CNAG_01102	CND02280
CNAG_03346	CNG02330
CNAG_06716	CNB00870
CNAG_01669	CNC01800
CNAG_04686	CNJ01170
CNAG_06913	CNK00180
CNAG_05269	CNH03610
CNAG_02453	CNE01060
CNAG_01193	CND03170
CNAG_04636	CNJ00740
CNAG_03966	CNB04550
CNAG_00235	CNA02250
CNAG_03667	CNB01660
CNAG_00275	CNA02630
CNAG_04492	CNI00650
CNAG_04873	CNJ03000
CNAG_04262	CNI04000
CNAG_04470	CNI00870
CNAG_02475	CNE00850
CNAG_05456	CNH01180
CNAG_00448	CNA04290
CNAG_06354	CNN00823
CNAG_02665	CNK01550
CNAG_02182	CNE03540
CNAG_06822	CND06040
CNAG_01950	CNK02890
CNAG_00928	CND00680
CNAG_02540	CNE00260
CNAG_03935	CNB04230
CNAG_02497	CNE00630
CNAG_06248	CNM02490
CNAG_03955	CNB04430
CNAG_04487	CNI00700
CNAG_06626	CNF03920
CNAG_03053	CNC00350
CNAG_03792	CNB02860
CNAG_00780	CNA07580
CNAG_00043	CNA00320
CNAG_05366	CNH00340
CNAG_02741	CNC03660
CNAG_06465	CNN01860
CNAG_05882	CNF00910
CNAG_04804	CNJ02310
CNAG_00540	CNA05240
CNAG_02878	CNC04910
CNAG_06905	CNK00220
CNAG_04521	CNI00360
CNAG_05378	CNH00460
CNAG_02871	CNC04850
CNAG_04315	CNI02340
CNAG_02365	CNE01840
CNAG_06131	CNM01360
CNAG_04032	CNB05140
CNAG_01577	CNC00920
CNAG_05892	CNF00810
CNAG_03567	CNG00360
CNAG_00843	CNA08200
CNAG_03141	CNG04235
CNAG_03763	CNB02580
CNAG_02819	CNC04360
CNAG_05708	CNF02660
CNAG_04579	CNJ00210
CNAG_05597	CNH02400
CNAG_00294	CNA02820
CNAG_06583	CNF04350
CNAG_03842	CNB03310
CNAG_03485	CNG01070
CNAG_06453	CNN01770
CNAG_03321	CNG02570
CNAG_00066	CNA00570
CNAG_04108	CNI04400
CNAG_06812	CND05920
CNAG_02189	CNE03480
CNAG_05919	CNF00560
CNAG_03782	CNB02770
CNAG_03115	CNG04460
CNAG_03100	CNG04650
CNAG_07483	CNB03700
CNAG_01983	CNK03160
CNAG_06782	CNB00170
CNAG_04571	CNJ00110
CNAG_02021	CNE05130
CNAG_03701	CNB01990
CNAG_00335	CNA03170
CNAG_03426	CNG01600
CNAG_03304	CNG02730
CNAG_00677	CNA06550
CNAG_03414	CNG01700
CNAG_00166	CNA01540
CNAG_01770	CNC02700
CNAG_05587	CNH02320
CNAG_04859	CNJ02880
CNAG_01412	CND05230
CNAG_03203	CNG03660
CNAG_07546	CNK01240
CNAG_02806	CNC04240
CNAG_02998	CNC06080
CNAG_02717	CNC03450
CNAG_01306	CND04260
CNAG_04094	CNB05730
CNAG_03109	CNG04540
CNAG_05420	CNH00870
CNAG_04088	CNB05675
CNAG_00536	CNA05180
CNAG_01049	CND01790
CNAG_06927	CNK00020
CNAG_04920	CNJ03400
CNAG_05532	CNH01830
CNAG_01549	CNC06350
CNAG_07863	CNJ00130
CNAG_01430	CND05430
CNAG_02529	CNE00370
CNAG_04545	CNI00110
CNAG_03870	CNB03590
CNAG_04216	CNI03580
CNAG_00089	CNA00790
CNAG_04986	CNL06295
CNAG_06076	CNM00850
CNAG_00404	CNA03930
CNAG_02110	CNE04270
CNAG_07751	CNG00120
CNAG_05078	CNL05410
CNAG_02440	CNE01170
CNAG_03916	CNB04050
CNAG_01885	CNK02250
CNAG_06035	CNM00470
CNAG_00565	CNA05470
CNAG_05386	CNH00530
CNAG_04323	CNI02260
CNAG_02708	CNK01940
CNAG_00871	CND00100
CNAG_05353	CNH00200
CNAG_05065	CNL05545
CNAG_00634	CNA06140
CNAG_04086	CNB05670
CNAG_05519	CNH01710
CNAG_04279	CNI04180
CNAG_07620	CNC00450
CNAG_03789	CNB02830
CNAG_02433	CNE01240
CNAG_00964	CND00930
CNAG_02508	CNE00540
CNAG_06684	CNF03320
CNAG_04842	CNJ02670
CNAG_06290	CNN00260
CNAG_00556	CNA05390
CNAG_05101	CNL05200
CNAG_06984	CNC00030
CNAG_00145	CNA01330
CNAG_06068	CNM00780
CNAG_04234	CNI03750
CNAG_01215	CND03385
CNAG_02343	CNE02050
CNAG_06871	CNE05300
CNAG_01296	CND04160
CNAG_07757	CNI02740
CNAG_00351	CNA03523
CNAG_07908	CNM01770
CNAG_04716	CNJ01470
CNAG_03583	CNG00240
CNAG_01445	CND05590
CNAG_06344	CNN00740
CNAG_04152	CNI02890
CNAG_00891	CND00300
CNAG_02955	CNC05640
CNAG_02304	CNE02420
CNAG_03487	CNG01050
CNAG_03002	CNC06120
CNAG_03898	CNB03860
CNAG_03512	CNG00810
CNAG_04581	CNJ00230
CNAG_03760	CNB02550
CNAG_06690	CNF03240
CNAG_02401	CNE01540
CNAG_07403	CND06230
CNAG_01798	CNC02890
CNAG_02344	CNE02040
CNAG_06753	CNB00500
CNAG_05244	CNH03860
CNAG_03942	CNB04290
CNAG_02667	CNK01570
CNAG_07499	CNC00050
CNAG_01489	CNC06920
CNAG_04010	CNB04920
CNAG_03817	CNB03080
CNAG_01702	CNC02100
CNAG_03009	CNC06200
CNAG_00091	CNA00820
CNAG_06542	CNF04750
CNAG_05902	CNF00710
CNAG_07562	CNK01040
CNAG_02493	CNE00670
CNAG_04950	CNL06650
CNAG_01876	CNK02160
CNAG_00519	CNA05010
CNAG_06787	CNB00130
CNAG_02339	CNE02085
CNAG_03190	CNG03790
CNAG_05283	CNH03460
CNAG_04174	CNI03110
CNAG_05689	CNF02850
CNAG_07913	CNM02105
CNAG_01057	CND01880
CNAG_02099	CNE04370
CNAG_01211	CND03340
CNAG_05520	CNH01720
CNAG_04212	CNI03530
CNAG_03404	CNG01790
CNAG_02823	CNC04400
CNAG_08021	CNH00285
CNAG_02144	CNE03920
CNAG_04626	CNJ00630
CNAG_06767	CNB00330
CNAG_06521	CNN02420
CNAG_06495	CNN02200
CNAG_02415	CNE01410
CNAG_06087	CNM00940
CNAG_05822	CNF01580
CNAG_01040	CND01720
CNAG_00582	CNA05660
CNAG_01236	CND03550
CNAG_04772	CNJ02010
CNAG_05321	CNL06830
CNAG_04945	CNL06700
CNAG_02234	CNE03060
CNAG_00792	CNA07700
CNAG_05605	CNH02470
CNAG_01095	CND02210
CNAG_05121	CNL04990
CNAG_02515	CNE00480
CNAG_05232	CNL03960
CNAG_05609	CNH02510
CNAG_01946	CNK02850
CNAG_00711	CNA06900
CNAG_03356	CNG02235
CNAG_00560	CNA05420
CNAG_06142	CNM01440
CNAG_07716	CNG03690
CNAG_05253	CNH03770
CNAG_06604	CNF04160
CNAG_04382	CNI01650
CNAG_05844	CNF01290
CNAG_07513	CNC05180
CNAG_07411	CND05870
CNAG_01513	CNC06680
CNAG_04611	CNJ00500
CNAG_07474	CNB01890
CNAG_03453	CNG01340
CNAG_01101	CND02270
CNAG_04844	CNJ02690
CNAG_05264	CNH03660
CNAG_07338	CNA02140
CNAG_02136	CNE04000
CNAG_02714	CNC03420
CNAG_02150	CNE03860
CNAG_03655	CNB01560
CNAG_00598	CNA05810
CNAG_02427	CNE01300
CNAG_05815	CNF01640
CNAG_02335	CNE02120
CNAG_06642	CNF03740
CNAG_02549	CNE00160
CNAG_00968	CND00970
CNAG_00504	CNA04870
CNAG_02507	CNE00550
CNAG_05600	CNH02430
CNAG_03121	CNG04410
CNAG_07491	CNB05410
CNAG_02803	CNC04215
CNAG_06371	CNN00990
CNAG_01482	CNC06970
CNAG_03983	CNB04710
CNAG_05637	CNH02780
CNAG_04907	CNJ03300
CNAG_04823	CNJ02490
CNAG_02759	CNC03810
CNAG_03421	CNG01635
CNAG_04605	CNJ00460
CNAG_04676	CNJ01080
CNAG_07342	CNA02180
CNAG_00687	CNA06660
CNAG_07995	CNG00650
CNAG_00392	CNA03800
CNAG_07874	CNH00490
CNAG_01837	CNC03240
CNAG_01475	CNC07040
CNAG_03155	CNG04120
CNAG_02943	CNC05530
CNAG_06921	CNK00090
CNAG_03831	CNB03200
CNAG_07980	CNG02995
CNAG_00805	CNA07820
CNAG_04444	CNI01130
CNAG_04417	CNI01300
CNAG_02800	CNC04190
CNAG_01222	CND03440
CNAG_05117	CNL05030
CNAG_06566	CNF04510
CNAG_00691	CNA06690
CNAG_02468	CNE00910
CNAG_04729	CNJ01590
CNAG_03099	CNG04660
CNAG_04297	CNI02520
CNAG_02892	CNC05050
CNAG_00108	CNA00990
CNAG_00985	CND01130
CNAG_00834	CNA08120
CNAG_04700	CNJ01300
CNAG_05897	CNF00760
CNAG_00487	CNA04685
CNAG_00739	CNA07180
CNAG_00433	CNA04160
CNAG_05940	CNF00370
CNAG_01557	CNC06280
CNAG_01448	CND05620
CNAG_07518	CNC04520
CNAG_01697	CNC02045
CNAG_07850	CNJ02065
CNAG_01167	CND02930
CNAG_00070	CNA00610
CNAG_01843	CNC03280
CNAG_04829	CNJ02553
CNAG_01985	CNK03180
CNAG_05184	CNL04420
CNAG_00590	CNA05730
CNAG_00539	CNA05220
CNAG_02233	CNE03070
CNAG_05239	CNL03910
CNAG_01425	CND05370
CNAG_02314	CNE02320
CNAG_01184	CND03090
CNAG_00682	CNA06610
CNAG_00697	CNA06760
CNAG_03528	CNG00660
CNAG_03352	CNG02260
CNAG_02922	CNC05310
CNAG_04803	CNJ02300
CNAG_07869	CNH00110
CNAG_05004	CNL06110
CNAG_01074	CND02020
CNAG_01674	CNC01850
CNAG_04319	CNI02300
CNAG_02602	CNK00880
CNAG_02123	CNE04140
CNAG_03657	CNB01580
CNAG_04638	CNJ00760
CNAG_03052	CNC00360
CNAG_05926	CNF00490
CNAG_02430	CNE01270
CNAG_03178	CNG03895
CNAG_01342	CND04570
CNAG_00663	CNA06420
CNAG_00261	CNA02520
CNAG_02056	CNE04780
CNAG_02763	CNC03850
CNAG_05153	CNL04700
CNAG_03823	CNB03140
CNAG_01768	CNC02680
CNAG_07987	CNE02015
CNAG_02609	CNK00940
CNAG_06407	CNN01330
CNAG_06329	CNN00570
CNAG_05804	CNF01750
CNAG_03677	CNB01760
CNAG_06966	CNG00050
CNAG_02576	CNK00670
CNAG_04985	CNL06300
CNAG_03170	CNG03970
CNAG_02694	CNK01820
CNAG_02555	CNE00110
CNAG_01416	CND05270
CNAG_01116	CND02410
CNAG_02078	CNE04590
CNAG_01960	CNK02980
CNAG_07810	CNL05310
CNAG_05833	CNF01460
CNAG_00787	CNA07640
CNAG_05788	CNF01900
CNAG_01545	CNC06390
CNAG_03014	CNC00710
CNAG_05315	CNH03180
CNAG_04280	CNI02690
CNAG_02758	CNC03800
CNAG_04432	CNI01250
