# H99_mitofates_26June2018
# H99 mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to first 120aa of protein sequences, which gives DIFFERENT predictions from full-length protein
# Edward Wallace, 26th June 2018
# 
# Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNAG_00258	0.000	No	41(MPP)	0.024		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00259	0.000	No	39(MPP)	-0.026		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00260	0.000	No	12(MPP)	-0.083		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00261	0.000	No	5(MPP)	0.200	2-6	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00262	0.010	No	68(MPP)	0.015	45-49	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00263	0.000	No	49(MPP)	-0.041	76-80	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00264	0.000	No	72(MPP)	0.056		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00265	0.000	No	72(MPP), 73(Icp55)	-0.069	57-61,69-73	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00266	0.000	No	25(MPP)	0.040		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00267	0.000	No	72(MPP)	-0.042		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00268	0.983	Yes	27(MPP)	0.222		1-12-high	-	4-9	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00269	0.000	No	71(MPP)	-0.014		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00270	0.097	No	16(MPP)	0.125	63-67	1-10-high	-	-	-	-	-	-	13-18	-	-	-	-	-	-	-
CNAG_00271	0.000	No	12(MPP)	0.333	88-92	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00272	0.000	No	24(MPP)	-0.167	26-30	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00273	0.000	No	26(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00274	0.000	No	46(MPP)	-0.043		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00275	0.254	No	20(MPP), 21(Icp55)	0.100	21-25,83-87	10-21-high	-	-	-	-	-	-	17-22	-	-	-	-	-	-	-
CNAG_00276	0.000	No	14(MPP)	0.143		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00277	0.000	No	63(MPP)	0.048		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00278	0.991	Yes	12(MPP)	0.250	9-13,92-96	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00279	0.000	No	55(MPP)	-0.091	36-40,60-64	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00280	0.696	Yes	47(MPP), 55(Oct1)	0.106	20-24	4-13-high	-	-	5-10	-	-	-	-	-	-	-	-	-	-	-
CNAG_00283	0.078	No	37(MPP), 38(Icp55)	0.081		2-11-low	-	-	7-12	-	-	-	-	-	-	-	-	-	-	-
CNAG_00284	0.000	No	19(MPP)	-0.053	28-32	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00285	0.000	No	18(MPP), 26(Oct1)	-0.056		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00286	0.000	No	13(MPP)	0.000		13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00287	0.000	No	19(MPP)	0.105		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00288	0.000	No	6(MPP)	0.000	91-95	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00289	0.000	No	47(MPP)	-0.043	44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00290	0.000	No	33(MPP)	0.000	9-13	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00291	0.000	No	29(MPP)	-0.069		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00292	0.000	No	54(MPP)	-0.093		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00293	0.021	No	9(MPP)	0.111		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00294	0.000	No	26(MPP)	-0.038	50-54	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00295	0.012	No	28(MPP)	0.036		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00299	0.000	No	14(MPP)	-0.071		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00300	0.004	No	22(MPP)	0.227		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00301	0.000	No	41(MPP), 42(Icp55)	0.024		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00302	0.000	No	34(MPP)	0.000	75-79	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00303	0.000	No	52(MPP)	-0.096		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00304	0.000	No	63(MPP), 64(Icp55)	0.111		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00305	0.015	No	17(MPP)	0.059		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00306	0.000	No	82(MPP)	0.061		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00307	0.000	No	11(MPP)	-0.091	44-48	3-15-low	-	-	-	-	-	-	17-22	-	-	-	-	-	-	-
CNAG_00308	0.000	No	27(MPP)	0.074		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00309	0.000	No	43(MPP)	-0.047		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00310	0.027	No	52(MPP)	0.019	58-62,81-85,86-90	1-10-low	-	-	-	-	-	-	4-9	-	-	-	17-22	-	-	-
CNAG_00311	0.962	Yes	28(MPP), 36(Oct1)	0.179		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00312	0.023	No	11(MPP)	0.091	42-46	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00313	0.000	No	31(MPP)	0.000		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00314	0.000	No	32(MPP)	0.062	21-25	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00315	0.994	Yes	27(MPP), 28(Icp55)	0.148	13-17,61-65	13-22-low	-	-	-	-	-	-	-	-	-	-	-	12-17	-	-
CNAG_00316	0.000	No	16(MPP)	0.062		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00317	0.000	No	29(MPP)	0.241		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00318	0.000	No	42(MPP)	-0.143		10-19-low	-	-	-	-	-	-	-	-	4-9	-	-	-	-	-
CNAG_00319	0.000	No	64(MPP)	0.016	92-96	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00320	0.459	Yes	9(MPP)	0.111	9-13,24-28,58-62,93-97	4-13-high	-	-	-	-	24-29	-	-	-	-	-	-	-	9-14	-
CNAG_00321	0.106	No	47(MPP)	0.085		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	25-30
CNAG_00322	0.000	No	40(MPP)	0.025		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00323	0.000	No	34(MPP)	0.000	26-30	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00326	0.000	No	28(MPP), 29(Icp55)	0.000	22-26,26-30	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00327	0.000	No	32(MPP)	0.000	41-45,65-69	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00328	0.051	No	27(MPP)	0.074	62-66	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00329	0.992	Yes	24(MPP)	0.167	14-18,21-25	17-26-low	23-28	-	-	-	-	6-11	-	-	-	5-10	-	20-25	21-26	-
CNAG_00330	0.000	No	17(MPP)	0.353		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00331	0.008	No	40(MPP)	0.025	32-36,65-69	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00332	0.000	No	71(MPP)	-0.014	6-10	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00333	0.000	No	49(MPP)	0.020	70-74	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00334	0.000	No	54(MPP)	-0.111	74-78	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00335	0.000	No	49(MPP), 50(Icp55)	-0.082	46-50	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00337	0.000	No	55(MPP), 56(Icp55)	-0.018		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00342	0.000	No	63(MPP)	-0.048	84-88	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00343	0.006	No	24(MPP), 25(Icp55)	-0.042	7-11,35-39	7-16-high	9-14	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00344	0.000	No	32(MPP)	0.094		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00345	0.096	No	31(MPP)	0.065		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00346	0.000	No	12(MPP)	0.167		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00347	0.119	No	14(MPP), 22(Oct1)	0.357	80-84,83-87	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00348	0.000	No	37(MPP)	0.000	65-69	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00349	0.171	No	44(MPP)	0.045	22-26	21-30-high	-	-	-	-	22-27	-	-	25-30	-	-	-	-	-	-
CNAG_00351	0.000	No	11(MPP)	0.182		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00352	0.000	No	78(MPP), 79(Icp55)	-0.026		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00353	0.005	No	39(MPP)	0.077	13-17,86-90,90-94	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00354	0.000	No	14(MPP)	0.214		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00355	0.000	No	19(MPP)	0.053		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00356	0.000	No	42(MPP)	-0.048		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00357	0.004	No	15(MPP)	0.133	37-41	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00358	0.589	Yes	14(MPP)	0.214		3-12-low	-	-	-	-	-	4-9	-	-	-	-	-	-	-	3-8
CNAG_00359	0.000	No	63(MPP)	0.079		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00360	0.000	No	16(MPP)	0.125	71-75	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00361	0.454	Yes	11(MPP)	0.273	4-8	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	4-9	-
CNAG_00362	0.004	No	75(MPP)	-0.133	38-42	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00363	0.000	No	10(MPP)	0.100		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00364	0.015	No	51(MPP)	0.098	74-78	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00365	0.000	No	40(MPP)	-0.050	47-51,70-74	2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00366	0.012	No	16(MPP)	0.188		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00367	0.000	No	57(MPP)	0.053	67-71	19-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00368	0.000	No	59(MPP)	0.017	22-26	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00369	0.009	No	30(MPP), 31(Icp55)	-0.133		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00370	0.020	No	43(MPP)	-0.023	96-100	21-30-low	-	-	-	-	-	-	-	4-9	-	3-8	-	-	-	-
CNAG_00371	0.008	No	55(MPP), 63(Oct1)	0.036	14-18,81-85	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00372	0.239	No	10(MPP), 11(Icp55)	0.100	7-11,25-29	20-29-high	9-14	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00373	0.170	No	21(MPP), 22(Icp55)	0.048		20-29-low	-	17-22	-	-	-	15-20	-	-	-	14-19	-	-	-	-
CNAG_00374	0.000	No	71(MPP)	-0.056		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00375	0.000	No	34(MPP)	0.235		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00377	0.000	No	11(MPP)	-0.273	27-31	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00378	0.000	No	38(MPP)	-0.026		8-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00383	0.000	No	56(MPP)	-0.089		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00384	0.039	No	19(MPP)	0.158		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00385	0.006	No	69(MPP)	-0.014	39-43,87-91	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00386	0.000	No	90(MPP)	0.022		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00387	0.026	No	55(MPP), 56(Icp55)	0.036	38-42	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00388	0.000	No	46(MPP)	-0.109		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00389	0.027	No	51(MPP)	0.039	3-7,22-26	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00390	0.000	No	70(MPP)	0.000	3-7	8-17-low	-	-	-	-	3-8	-	-	-	-	-	-	-	-	-
CNAG_00391	0.000	No	45(MPP)	-0.111	45-49	9-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00392	0.000	No	29(MPP)	0.000		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00393	0.009	No	30(MPP)	-0.033		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00394	0.005	No	21(MPP)	-0.238	18-22,54-58	14-23-high	-	-	-	-	18-23	-	-	-	-	-	-	-	-	-
CNAG_00395	0.004	No	45(MPP)	0.067		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00396	0.021	No	12(MPP)	0.250		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00397	0.025	No	36(MPP)	0.111		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00398	0.013	No	41(MPP)	-0.024	11-15	13-22-high	13-18	-	-	-	-	-	-	-	-	-	-	10-15	11-16	-
CNAG_00399	0.000	No	75(MPP)	-0.040	48-52	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00400	0.018	No	62(MPP)	0.016		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00401	0.000	No	47(MPP)	0.021	9-13,28-32,88-92	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00402	0.000	No	71(MPP)	0.028		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00403	0.803	Yes	29(MPP)	0.207		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00404	0.000	No	63(MPP)	0.032		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00405	0.000	No	42(MPP)	0.000	52-56,92-96	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00406	0.000	No	43(MPP)	0.047		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00407	0.119	No	28(MPP), 29(Icp55)	0.107		1-10-low	-	-	-	-	-	-	-	-	-	-	13-18	-	-	-
CNAG_00408	0.000	No	87(MPP)	-0.092	65-69	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00409	0.849	Yes	56(MPP)	0.107	93-97	8-17-low	-	-	-	-	-	-	9-14	-	-	-	-	-	-	8-13
CNAG_00410	0.000	No	38(MPP)	0.079	26-30,51-55,85-89	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00411	0.000	No	31(MPP)	0.032		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00413	0.000	No	46(MPP)	0.065	54-58	19-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00414	0.258	No	11(MPP), 12(Icp55)	0.182		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00415	0.000	No	7(MPP)	-0.286		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00416	0.500	Yes	10(MPP)	0.100	18-22	16-25-low	-	-	-	-	-	-	-	-	-	-	-	17-22	18-23	-
CNAG_00417	0.023	No	17(MPP), 18(Icp55)	0.235	14-18	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00418	0.000	No	77(MPP)	-0.091	53-57,81-85	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00419	0.869	Yes	41(MPP), 42(Icp55)	0.171	4-8	3-12-high	-	-	-	-	-	-	-	-	-	-	-	3-8	-	-
CNAG_00420	0.000	No	7(MPP), 8(Icp55)	0.286	22-26	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00421	0.136	No	7(MPP)	0.286	4-8	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00422	0.026	No	31(MPP)	0.065		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00423	0.000	No	35(MPP), 36(Icp55)	-0.200	36-40	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00424	0.000	No	11(MPP)	0.182		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00425	0.228	No	18(MPP)	0.222	60-64,63-67	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00426	0.000	No	75(MPP)	-0.013		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00427	0.940	Yes	30(MPP), 31(Icp55)	0.167		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00428	0.000	No	54(MPP)	0.019	44-48,85-89	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00429	0.000	No	48(MPP)	0.021	66-70	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00430	0.638	Yes	29(MPP), 37(Oct1)	0.103		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00433	0.000	No	23(MPP)	0.043		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00434	0.000	No	84(MPP)	-0.048	16-20,19-23,52-56,64-68	12-21-high	-	-	-	-	16-21	-	-	-	-	-	-	-	-	-
CNAG_00435	0.006	No	19(MPP)	0.211		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00436	0.000	No	80(MPP)	-0.100		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00437	0.000	No	10(MPP)	0.100	25-29,73-77,82-86	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00438	0.003	No	47(MPP)	0.043	15-19,26-30,69-73	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00439	0.000	No	81(MPP)	-0.086		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00440	0.104	No	72(MPP)	0.125	69-73	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00441	0.000	No	12(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00442	0.037	No	15(MPP)	0.133	35-39	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00443	0.000	No	11(MPP)	0.091		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00444	0.000	No	36(MPP)	-0.139		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00445	0.013	No	32(MPP)	0.031		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00446	0.383	No	17(MPP), 18(Icp55)	0.235		2-11-low	-	-	-	-	-	6-11	-	-	-	-	-	-	-	5-10
CNAG_00447	0.000	No	18(MPP)	-0.167	40-44,71-75	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00448	0.005	No	19(MPP)	-0.053		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00449	0.000	No	91(MPP), 92(Icp55)	-0.077	73-77,89-93	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00450	0.000	No	27(MPP)	-0.037	24-28	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00451	0.009	No	21(MPP)	-0.048	18-22,44-48	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00452	0.997	Yes	31(MPP), 32(Icp55)	0.226	53-57,62-66	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00453	0.000	No	79(MPP)	0.051	44-48	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00454	0.087	No	72(MPP)	0.056	27-31,45-49	11-20-high	-	-	-	-	-	-	-	23-28	-	-	-	-	-	22-27
CNAG_00455	0.009	No	60(MPP)	0.017		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00456	0.000	No	71(MPP)	-0.014	86-90	6-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00457	0.000	No	10(MPP)	0.200		5-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00458	0.005	No	13(MPP)	0.077		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00460	0.000	No	12(MPP)	0.083		9-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00461	0.000	No	38(MPP)	0.000	54-58	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00462	0.940	Yes	38(MPP), 39(Icp55)	0.184	7-11	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	7-12	-
CNAG_00463	0.000	No	89(MPP)	0.011	30-34	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00464	0.000	No	65(MPP)	0.015		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00465	0.000	No	72(MPP)	-0.014		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00466	0.000	No	17(MPP)	-0.235		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00467	0.012	No	35(MPP)	-0.057	1-5,64-68	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00468	0.000	No	26(MPP), 27(Icp55)	-0.077	23-27	6-17-low	-	-	-	-	-	-	-	-	21-26	-	20-25	-	-	-
CNAG_00469	0.000	No	48(MPP)	0.000	3-7	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00470	0.023	No	50(MPP), 51(Icp55)	0.140		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00471	0.000	No	13(MPP)	0.000		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00472	0.000	No	45(MPP)	0.022	30-34,47-51,94-98	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00473	0.000	No	56(MPP)	0.036	53-57	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00474	0.050	No	13(MPP), 14(Icp55)	0.154	83-87	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00475	0.000	No	33(MPP)	0.000	55-59	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00476	0.003	No	49(MPP)	0.061	42-46	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00480	0.000	No	56(MPP), 57(Icp55)	0.018		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00481	0.000	No	39(MPP)	0.128		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00482	0.005	No	26(MPP)	-0.077	69-73,72-76,76-80	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00483	0.000	No	65(MPP)	-0.031	28-32,84-88	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00484	0.413	Yes	64(MPP), 72(Oct1)	0.094	1-5,61-65,91-95	1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00485	0.003	No	43(MPP)	-0.023	14-18,40-44,52-56	4-13-high	-	-	-	-	-	-	-	-	-	-	-	13-18	14-19	-
CNAG_00486	0.997	Yes	23(MPP), 31(Oct1)	0.217	3-7,7-11,10-14	5-14-high	-	-	11-16	4-9	10-15	-	-	-	-	-	-	-	-	-
CNAG_00487	0.054	No	41(MPP)	0.024		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00488	0.019	No	55(MPP)	0.091		4-13-low	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-
CNAG_00490	0.045	No	20(MPP)	0.100	90-94	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_00491	0.845	Yes	58(MPP)	0.138	8-12	21-30-high	-	-	-	-	-	-	-	-	-	-	-	7-12	8-13	-
CNAG_00492	0.000	No	22(MPP)	0.091	19-23	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
