# JEC21_mitofates_26June2018
# JEC21 mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to first 120aa of protein sequences, which gives DIFFERENT predictions from full-length protein
# Edward Wallace, 26th June 2018
# 
# Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNA02140	0.003	No	48(MPP)	0.062	35-39	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02150	0.003	No	46(MPP)	0.065	25-29,29-33,32-36,60-64	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02160	0.034	No	44(MPP)	0.045	7-11	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02170	0.168	No	17(MPP), 18(Icp55)	0.118	30-34,37-41,70-74	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02180	0.993	Yes	25(MPP), 26(Icp55)	0.200	38-42	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02205	0.029	No	42(MPP)	0.024	39-43	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02210	0.000	No	29(MPP)	-0.069	20-24,56-60,81-85,96-100	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02220	0.004	No	42(MPP)	0.214	87-91	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02230	0.063	No	27(MPP)	0.074		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02240	0.000	No	49(MPP), 50(Icp55)	-0.082		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02250	0.000	No	70(MPP)	-0.029		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02260	0.000	No	14(MPP)	-0.143	57-61	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02270	0.003	No	10(MPP)	0.100	12-16	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02290	0.003	No	74(MPP)	-0.014	59-63	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02300	0.000	No	40(MPP)	-0.050		1-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02310	0.000	No	21(MPP)	0.000		1-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02330	0.006	No	14(MPP)	0.143	1-5	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02335	0.000	No	38(MPP)	0.026	35-39	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02340	0.972	Yes	27(MPP)	0.222	27-31,59-63	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02350	0.000	No	50(MPP)	0.020		11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02360	0.005	No	24(MPP)	0.125		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02370	0.563	Yes	16(MPP), 17(Icp55)	0.250		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02380	0.003	No	20(MPP)	0.050		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02390	0.000	No	33(MPP)	0.000		16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02400	0.011	No	34(MPP)	0.059		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02405	0.000	No	95(MPP)	-0.053		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02410	0.000	No	64(MPP)	-0.016	67-71	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02420	0.003	No	55(MPP)	-0.055		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02430	0.321	No	6(MPP)	0.333	34-38,84-88	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02440	0.000	No	74(MPP)	0.000		6-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02450	0.003	No	43(MPP)	0.070	33-37,48-52,64-68	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02460	0.000	No	23(MPP)	0.130		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02470	0.000	No	75(MPP)	0.080		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02480	0.000	No	39(MPP)	-0.026		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02490	0.000	No	13(MPP)	-0.077		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02500	0.426	Yes	20(MPP)	0.300	17-21,86-90	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02510	0.133	No	29(MPP)	0.103		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02520	0.000	No	5(MPP)	0.200	2-6	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02530	0.000	No	66(MPP)	0.015	43-47	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02535	0.000	No	49(MPP)	-0.041	1-5,76-80	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02540	0.003	No	72(MPP)	0.028		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02550	0.000	No	72(MPP), 73(Icp55)	-0.069	57-61,69-73	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02555	0.000	No	25(MPP)	0.040		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02560	0.000	No	75(MPP)	-0.067		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02570	0.944	Yes	27(MPP)	0.222		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02580	0.000	No	20(MPP)	-0.050		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02590	0.087	No	16(MPP)	0.125	63-67	21-30-low	-	-	-	-	-	-	13-18	-	-	-	-	-	-	-
CNA02600	0.008	No	56(MPP)	0.071	88-92	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02610	0.000	No	24(MPP)	-0.167	26-30	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02620	0.000	No	26(MPP)	-0.038		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02625	0.000	No	38(MPP)	0.000		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02630	0.231	No	20(MPP), 21(Icp55)	0.100	21-25,83-87	10-21-high	-	-	-	-	-	-	17-22	-	-	-	-	-	-	-
CNA02640	0.000	No	14(MPP)	0.143		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02645	0.000	No	63(MPP)	0.048		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02650	0.945	Yes	12(MPP)	0.250	9-13,92-96	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02660	0.000	No	55(MPP)	-0.091	36-40,60-64	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02670	0.995	Yes	47(MPP), 55(Oct1)	0.128		4-13-high	-	-	5-10	-	-	-	-	-	-	-	-	-	-	-
CNA02680	0.000	No	34(MPP)	-0.029		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02690	0.000	No	47(MPP)	0.021	90-94	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02700	0.026	No	17(MPP)	0.059	51-55,71-75	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02710	0.241	No	13(MPP), 14(Icp55)	0.154	14-18	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	14-19	-
CNA02720	0.000	No	18(MPP)	-0.111	28-32	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02730	0.000	No	18(MPP), 26(Oct1)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02740	0.000	No	25(MPP)	-0.120		13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02750	0.000	No	19(MPP)	0.105		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02760	0.000	No	69(MPP)	-0.130	91-95	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02770	0.000	No	47(MPP)	-0.043	44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02780	0.000	No	33(MPP)	-0.030	9-13	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02790	0.000	No	29(MPP)	-0.069		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02800	0.000	No	52(MPP)	-0.096		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02810	0.021	No	9(MPP)	0.111		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02820	0.000	No	26(MPP)	-0.077	50-54	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02830	0.000	No	70(MPP)	-0.057	11-15,16-20,52-56,67-71	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02840	0.000	No	18(MPP), 26(Oct1)	0.222	34-38	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02845	0.005	No	44(MPP)	0.045	67-71,80-84	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02850	0.000	No	12(MPP)	-0.083		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02860	0.003	No	84(MPP)	0.071		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02870	0.000	No	10(MPP)	0.100		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02875	0.000	No	39(MPP)	0.077		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02880	0.000	No	55(MPP)	-0.091	47-51	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02885	0.983	Yes	30(MPP), 31(Icp55)	0.200	84-88	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02890	0.015	No	17(MPP)	0.059		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02895	0.300	No	69(MPP), 70(Icp55)	0.058	31-35,38-42,58-62	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02900	0.000	No	76(MPP)	-0.013		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02905	0.005	No	37(MPP)	0.027	44-48	3-15-low	-	-	-	-	-	-	17-22	-	-	-	-	-	-	-
CNA02910	0.000	No	22(MPP)	0.091		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02920	0.000	No	42(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02930	0.032	No	61(MPP)	0.049	58-62,81-85	1-10-low	-	-	-	-	-	-	4-9	-	-	-	17-22	-	-	-
CNA02940	0.904	Yes	28(MPP), 36(Oct1)	0.179		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02950	0.023	No	11(MPP)	0.091	42-46	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02960	0.000	No	28(MPP)	0.071		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02970	0.000	No	11(MPP)	0.091	21-25	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA02980	0.997	Yes	27(MPP), 28(Icp55)	0.148	13-17,95-99	8-17-high	-	-	-	-	-	-	-	-	-	-	-	12-17	-	-
CNA02990	0.003	No	34(MPP), 35(Icp55)	0.059	85-89	17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03000	0.000	No	16(MPP)	0.062		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03010	0.006	No	39(MPP)	0.051	80-84	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03020	0.000	No	29(MPP)	0.241		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03030	0.000	No	42(MPP)	-0.143		10-19-low	-	-	-	-	-	-	-	-	4-9	-	-	-	-	-
CNA03040	0.000	No	64(MPP)	0.016	92-96	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03050	0.395	Yes	9(MPP)	0.111	9-13,24-28,58-62,93-97	5-16-low	-	-	-	-	24-29	-	-	-	-	-	-	-	9-14	-
CNA03060	0.016	No	12(MPP)	0.167		3-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03065	0.000	No	40(MPP)	0.025		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03070	0.000	No	15(MPP)	0.200		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03090	0.000	No	28(MPP), 29(Icp55)	0.000	22-26,26-30	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03093	0.161	No	26(MPP)	0.000	23-27,94-98	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03095	0.000	No	32(MPP)	0.000	41-45,65-69	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03100	0.068	No	27(MPP)	0.074	62-66	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03110	0.996	Yes	24(MPP)	0.167	14-18,21-25	17-26-low	23-28	-	-	-	-	6-11	-	-	-	5-10	-	13-18,20-25	21-26	-
CNA03120	0.000	No	17(MPP)	0.353		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03130	0.010	No	52(MPP)	0.019	32-36,37-41,65-69	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03140	0.000	No	12(MPP)	0.000	6-10	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03150	0.000	No	49(MPP)	0.020	70-74	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03160	0.000	No	54(MPP)	-0.111	74-78	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03170	0.000	No	49(MPP), 50(Icp55)	-0.061	40-44,46-50	17-26-low	-	-	-	-	-	-	10-15	-	-	9-14	-	-	-	-
CNA03180	0.000	No	28(MPP)	-0.071		18-29-low	-	-	-	-	-	-	-	25-30	-	-	-	-	-	-
CNA03190	0.091	No	8(MPP)	0.125	5-9	1-10-high	-	-	-	-	5-10	-	-	-	-	-	-	-	-	-
CNA03200	0.000	No	41(MPP)	-0.073		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03210	0.007	No	24(MPP)	0.042	7-11,21-25	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	7-12	-
CNA03220	0.000	No	24(MPP)	-0.083		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03240	0.004	No	21(MPP)	0.095	18-22,23-27	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03250	0.003	No	24(MPP), 25(Icp55)	-0.042	7-11,35-39	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03265	0.012	No	42(MPP)	0.071	75-79	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03280	0.000	No	8(MPP)	0.375		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03290	0.000	No	23(MPP), 24(Icp55)	-0.043		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03300	0.155	No	21(MPP), 22(Icp55)	0.095		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03310	0.000	No	31(MPP)	0.194		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03320	0.977	Yes	25(MPP), 33(Oct1)	0.200	51-55	5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03330	0.020	No	43(MPP)	-0.023	96-100	21-30-low	-	-	-	-	-	-	-	4-9	-	3-8	-	-	-	-
CNA03340	0.009	No	30(MPP), 31(Icp55)	-0.133		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03350	0.000	No	59(MPP)	-0.017	22-26	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03360	0.000	No	57(MPP)	0.053	67-71	19-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03370	0.040	No	14(MPP)	0.286	86-90	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03380	0.000	No	40(MPP)	-0.050	47-51,70-74	2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03390	0.009	No	51(MPP)	0.078	74-78	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03400	0.000	No	10(MPP)	0.200		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03410	0.000	No	28(MPP)	-0.143	38-42	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03420	0.530	Yes	11(MPP)	0.273	4-8	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	4-9	-
CNA03430	0.000	No	16(MPP)	0.125	71-75	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03450	0.000	No	63(MPP)	0.063		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03460	0.494	Yes	14(MPP)	0.143		4-13-high	-	-	-	-	-	-	-	4-9	-	-	-	-	-	3-8
CNA03470	0.004	No	15(MPP)	0.133	37-41	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03480	0.000	No	26(MPP)	0.038		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03490	0.000	No	19(MPP)	0.053		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03500	0.000	No	14(MPP)	0.214		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03510	0.003	No	36(MPP)	0.028	13-17,86-90,90-94	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03520	0.000	No	41(MPP), 42(Icp55)	-0.122		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03523	0.000	No	37(MPP)	0.027		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03525	0.267	No	10(MPP)	0.200		19-28-low	-	-	-	-	-	7-12	-	-	-	-	-	-	-	-
CNA03530	0.993	Yes	33(MPP)	0.182	10-14	6-15-high	-	-	-	-	10-15	-	-	-	-	-	-	-	-	-
CNA03540	0.175	No	44(MPP)	0.045	22-26	21-30-high	-	-	-	-	22-27	-	-	25-30	-	-	-	-	-	-
CNA03550	0.000	No	37(MPP)	0.000	65-69	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03560	0.079	No	14(MPP), 22(Oct1)	0.357	80-84,83-87	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03570	0.000	No	37(MPP)	0.054		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03580	0.096	No	31(MPP)	0.065		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03590	0.000	No	27(MPP)	0.111	13-17	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03600	0.000	No	11(MPP)	-0.273	45-49	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03720	0.000	No	53(MPP)	-0.057		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03725	0.040	No	19(MPP)	0.158		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03730	0.006	No	69(MPP)	-0.014	39-43,87-91	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03740	0.000	No	90(MPP)	0.022		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03750	0.000	No	82(MPP)	0.024	38-42	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03760	0.000	No	32(MPP)	0.000		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03770	0.121	No	51(MPP)	0.039	3-7,6-10,22-26	21-30-high	-	-	-	-	6-11	-	-	-	-	-	-	-	-	-
CNA03780	0.000	No	55(MPP)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03790	0.000	No	70(MPP)	0.000	3-7	8-17-low	-	-	-	-	3-8	-	-	-	-	-	-	-	-	-
CNA03795	0.000	No	45(MPP)	-0.111	45-49	9-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03800	0.000	No	58(MPP)	0.052		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03810	0.010	No	71(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03820	0.003	No	21(MPP)	-0.238	18-22,54-58	14-23-high	-	-	-	-	18-23	-	-	-	-	-	-	-	-	-
CNA03830	0.003	No	45(MPP)	0.044		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03840	0.028	No	12(MPP)	0.250		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03850	0.022	No	36(MPP)	0.139		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03860	0.011	No	41(MPP)	-0.024	11-15	13-22-high	13-18	-	-	-	-	-	-	-	-	-	-	10-15	11-16	-
CNA03870	0.000	No	33(MPP)	0.000	49-53	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03880	0.025	No	62(MPP)	0.032		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03890	0.000	No	42(MPP)	0.048	4-8,23-27,83-87	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03900	0.000	No	71(MPP)	0.028		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03910	0.785	Yes	29(MPP)	0.172		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03930	0.000	No	67(MPP)	0.030		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03940	0.000	No	42(MPP)	0.024	52-56,92-96	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03950	0.000	No	34(MPP)	0.029		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03960	0.010	No	28(MPP), 29(Icp55)	0.071		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03970	0.000	No	87(MPP)	-0.092		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA03990	0.996	Yes	56(MPP)	0.107		3-12-high	-	-	-	-	-	-	10-15	-	-	-	-	-	-	-
CNA04000	0.000	No	43(MPP)	0.070	31-35,56-60,90-94	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04010	0.000	No	9(MPP)	0.111		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04015	0.000	No	41(MPP)	-0.024		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04020	0.000	No	46(MPP)	0.065	54-58	19-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04025	0.012	No	16(MPP)	0.062		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04030	0.000	No	21(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04040	0.445	Yes	10(MPP)	0.100	18-22	16-25-low	-	-	-	-	-	-	-	-	-	-	-	17-22	18-23	-
CNA04050	0.056	No	17(MPP), 18(Icp55)	0.235	14-18	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04060	0.000	No	77(MPP)	-0.091	53-57,81-85	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04063	0.341	No	28(MPP), 29(Icp55)	0.107	35-39	1-10-low	-	-	-	-	-	11-16	-	-	-	10-15	-	-	-	-
CNA04065	0.000	No	7(MPP), 8(Icp55)	0.286	22-26	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04070	0.169	No	19(MPP)	0.105	4-8	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04080	0.029	No	31(MPP)	0.065		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04090	0.000	No	35(MPP), 36(Icp55)	-0.200	36-40	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04100	0.000	No	11(MPP)	0.182		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04110	0.000	No	39(MPP)	0.026		3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04120	0.039	No	9(MPP), 10(Icp55)	0.111		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04130	0.000	No	54(MPP)	0.019	44-48	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04140	0.000	No	48(MPP)	0.000	66-70	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04145	0.254	No	29(MPP), 37(Oct1)	0.103		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04150	0.796	Yes	32(MPP)	0.156	95-99	3-15-low	-	-	-	-	-	-	-	-	-	-	1-6	-	-	-
CNA04160	0.000	No	23(MPP)	0.043		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04170	0.000	No	84(MPP)	-0.083	16-20,19-23,52-56	12-21-high	-	-	-	-	16-21	-	-	-	-	-	-	-	-	-
CNA04180	0.013	No	17(MPP)	0.294		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04190	0.000	No	15(MPP)	-0.133		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04200	0.003	No	10(MPP)	0.100	25-29,73-77,82-86	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04210	0.005	No	18(MPP)	0.056	15-19,26-30,69-73	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04220	0.000	No	81(MPP)	-0.086		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04230	0.104	No	72(MPP)	0.125	69-73	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04240	0.000	No	12(MPP)	0.000	21-25	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04250	0.021	No	15(MPP)	0.133	35-39	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04260	0.690	Yes	38(MPP)	0.211	5-9	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04265	0.000	No	36(MPP)	-0.139		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNA04270	0.009	No	31(MPP)	0.032		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
